title,description,references,remediationProcedure,id,name,author
"Ensure a log metric filter and alarm exist for security group changes","CIS Amazon Web Services Foundations Benchmark","https://docs.aws.amazon.com/awscloudtrail/latest/userguide/receive-cloudtrail-log-files-from-multiple-regions.html:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html:https://docs.aws.amazon.com/sns/latest/dg/SubscribeTopic.html","Perform the following to setup the metric filter, alarm, SNS topic, and subscription:

1. Create a metric filter based on filter pattern provided which checks for security groups changes and the `` taken from audit step 1.
```
aws logs put-metric-filter --log-group-name  --filter-name `` --metric-transformations metricName= `` ,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.eventName = AuthorizeSecurityGroupIngress) || ($.eventName = AuthorizeSecurityGroupEgress) || ($.eventName = RevokeSecurityGroupIngress) || ($.eventName = RevokeSecurityGroupEgress) || ($.eventName = CreateSecurityGroup) || ($.eventName = DeleteSecurityGroup) }'
```

**Note**: You can choose your own metricName and metricNamespace strings. Using the same metricNamespace for all Foundations Benchmark metrics will group them together.

2. Create an SNS topic that the alarm will notify
```
aws sns create-topic --name 
```

**Note**: you can execute this command once and then re-use the same topic for all monitoring alarms.

3. Create an SNS subscription to the topic created in step 2
```
aws sns subscribe --topic-arn  --protocol 

	 --notification-endpoint 
```

**Note**: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.

4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2
```
aws cloudwatch put-metric-alarm --alarm-name `` --metric-name `` --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions 
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure VPC flow logging is enabled in all VPCs","CIS Amazon Web Services Foundations Benchmark","CIS CSC v6.0 #6.5, #12.9:http://docs.aws.amazon.com/AmazonVPC/latest/UserGuide/flow-logs.html","Perform the following to determine if VPC Flow logs is enabled:

Via the Management Console:

1. Sign into the management console
2. Select `Services` then `VPC` 
3. In the left navigation pane, select `Your VPCs` 
4. Select a VPC
5. In the right pane, select the `Flow Logs` tab.
6. If no Flow Log exists, click `Create Flow Log` 
7. `For` Filter, select Reject
8. Enter in a `Role` and `Destination Log Group` 
9. Click `Create Log Flow` 
10. Click on `CloudWatch Logs Group` 

**Note:** Setting the filter to ""Reject"" will dramatically reduce the logging data accumulation for this recommendation and provide sufficient information for the purposes of breach detection, research and remediation. However, during periods of least privilege security group engineering, setting this the filter to ""All"" can be very helpful in discovering existing traffic flows required for proper operation of an already running environment.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure rotation for customer created CMKs is enabled","CIS Amazon Web Services Foundations Benchmark","https://aws.amazon.com/kms/pricing/:http://csrc.nist.gov/publications/nistpubs/800-57/sp800-57_part1_rev3_general.pdf","Via the Management Console:

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/iam](https://console.aws.amazon.com/iam).
2. In the left navigation pane, choose `Encryption Keys` .
3. Select a customer created master key (CMK)
4. Under the `Key Policy` section, move down to `Key Rotation` _._
5. Check the `Rotate this key every year` checkbox.

Via CLI

1. Run the following command to enable key rotation:
```
 aws kms enable-key-rotation --key-id 
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure CloudTrail logs are encrypted at rest using KMS CMKs","CIS Amazon Web Services Foundations Benchmark","CIS CSC v6.0 #13.1: Perform an assessment of data to identify sensitive information.:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/encrypting-cloudtrail-log-files-with-aws-kms.html:http://docs.aws.amazon.com/kms/latest/developerguide/create-keys.html:CIS CSC v6.0 #6: Maintenance, Monitoring, and Analysis of Audit Logs","Perform the following to configure CloudTrail to use SSE-KMS:

Via the Management Console

1. Sign in to the AWS Management Console and open the CloudTrail console at [https://console.aws.amazon.com/cloudtrail](https://console.aws.amazon.com/cloudtrail)
2. In the left navigation pane, choose `Trails` .
3. Click on a Trail
4. Under the `S3` section click on the edit button (pencil icon)
5. Click `Advanced` 
6. Select an existing CMK from the `KMS key Id` drop-down menu
 - Note: Ensure the CMK is located in the same region as the S3 bucket
 - Note: You will need to apply a KMS Key policy on the selected CMK in order for CloudTrail as a service to encrypt and decrypt log files using the CMK provided. Steps are provided [here](https://docs.aws.amazon.com/awscloudtrail/latest/userguide/create-kms-key-policy-for-cloudtrail.html) for editing the selected CMK Key policy
7. Click `Save` 
8. You will see a notification message stating that you need to have decrypt permissions on the specified KMS key to decrypt log files.
9. Click `Yes` 

Via CLI
```
aws cloudtrail update-trail --name 
 --kms-id 
aws kms put-key-policy --key-id  --policy 
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure S3 bucket access logging is enabled on the CloudTrail S3 bucket","CIS Amazon Web Services Foundations Benchmark","CIS CSC v6.0 #14.6","Perform the following to enable S3 bucket logging:

Via the Management Console

1. Sign in to the AWS Management Console and open the S3 console at [https://console.aws.amazon.com/s3](https://console.aws.amazon.com/s3).
2. Under `All Buckets` click on the target S3 bucket
3. Click on `Properties` in the top right of the console
4. Under `Bucket:`  click on `Logging` 
5. Configure bucket logging
 1. Click on `Enabled` checkbox
 2. Select Target Bucket from list
 3. Enter a Target Prefix
6. Click `Save`","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure AWS Config is enabled in all regions","CIS Amazon Web Services Foundations Benchmark","CIS CSC v6.0 #1.1, #1.3, #1.4, #5.2, #11.1 - #11.3, #14.6:http://docs.aws.amazon.com/cli/latest/reference/configservice/describe-configuration-recorder-status.html","To implement AWS Config configuration:

Via AWS Management Console:

1. Select the region you want to focus on in the top right of the console
2. Click `Services` 
3. Click `Config` 
4. Define which resources you want to record in the selected region
5. Choose to include global resources (IAM resources)
6. Specify an S3 bucket in the same account or in another managed AWS account
7. Create an SNS Topic from the same AWS account or another managed AWS account

Via AWS Command Line Interface:
1. Ensure there is an appropriate S3 bucket, SNS topic, and IAM role per the [AWS Config Service prerequisites](http://docs.aws.amazon.com/config/latest/developerguide/gs-cli-prereq.html).
2. Run this command to set up the configuration recorder
```
aws configservice subscribe --s3-bucket my-config-bucket --sns-topic arn:aws:sns:us-east-1:012345678912:my-config-notice --iam-role arn:aws:iam::012345678912:role/myConfigRole
```
3. Run this command to start the configuration recorder:
```
start-configuration-recorder --configuration-recorder-name 
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure CloudTrail trails are integrated with CloudWatch Logs","CIS Amazon Web Services Foundations Benchmark","https://aws.amazon.com/cloudtrail/:CIS CSC v6.0 #6.6, #14.6","Perform the following to establish the prescribed state:

Via the AWS management Console

1. Sign in to the AWS Management Console and open the CloudTrail console at [https://console.aws.amazon.com/cloudtrail/](https://console.aws.amazon.com/cloudtrail/)
2. Under All Buckets, click on the target bucket you wish to evaluate
3. Click Properties on the top right of the console
4. Click `Trails` in the left menu
5. Click on each trail where no `CloudWatch Logs` are defined
6. Go to the `CloudWatch Logs` section and click on `Configure` 
7. Define a new or select an existing log group
8. Click on `Continue` 
9. Configure IAM Role which will deliver CloudTrail events to CloudWatch Logs
 - Create/Select an `IAM Role` and `Policy Name` 
 - Click `Allow` to continue

Via CLI
```
aws cloudtrail update-trail --name 
 --cloudwatch-logs-log-group-arn  --cloudwatch-logs-role-arn 
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible","CIS Amazon Web Services Foundations Benchmark","https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_elements_principal.html","Perform the following to remove any public access that has been granted to the bucket via an ACL or S3 bucket policy:

1. Go to Amazon S3 console at [https://console.aws.amazon.com/s3/home](https://console.aws.amazon.com/s3/home)
2. Right-click on the bucket and click Properties
3. In the `Properties` pane, click the `Permissions` tab.
4. The tab shows a list of grants, one row per grant, in the bucket ACL. Each row identifies the grantee and the permissions granted.
5. Select the row that grants permission to `Everyone` or `Any Authenticated User` 
6. Uncheck all the permissions granted to `Everyone` or `Any Authenticated User` (click `x` to delete the row).
7. Click `Save` to save the ACL.
8. If the `Edit bucket policy` button is present, click it.
9. Remove any `Statement` having an `Effect` set to `Allow` and a `Principal` set to ""\*"" or {""AWS"" : ""\*""}.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure CloudTrail log file validation is enabled","CIS Amazon Web Services Foundations Benchmark","http://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-log-file-validation-enabling.html:CIS CSC v6.0 #6.3","Perform the following to enable log file validation on a given trail:

Via the management Console

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/cloudtrail](https://console.aws.amazon.com/cloudtrail)
2. Click on `Trails` on the left navigation pane
3. Click on target trail
4. Within the `S3` section click on the edit icon (pencil)
5. Click `Advanced` 
6. Click on the `Yes` radio button in section `Enable log file validation` 
7. Click `Save` 

Via CLI
```
aws cloudtrail update-trail --name 
 --enable-log-file-validation
```
Note that periodic validation of logs using these digests can be performed by running the following command:
```
aws cloudtrail validate-logs --trail-arn 
 --start-time  --end-time 
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure CloudTrail is enabled in all regions","CIS Amazon Web Services Foundations Benchmark","CIS CSC v6.0 #14.6:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-concepts.html#cloudtrail-concepts-management-events:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/logging-management-and-data-events-with-cloudtrail.html?icmpid=docs_cloudtrail_console#logging-management-events:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-supported-services.html#cloud-trail-supported-services-data-events","Perform the following to enable global (Multi-region) CloudTrail logging:

Via the management Console

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/cloudtrail](https://console.aws.amazon.com/cloudtrail)
2. Click on _Trails_ on the left navigation pane
3. Click `Get Started Now` , if presented
 - Click `Add new trail` 
 - Enter a trail name in the `Trail name` box
 - Set the `Apply trail to all regions` option to `Yes` 
 - Specify an S3 bucket name in the `S3 bucket` box
 - Click `Create` 
4. If 1 or more trails already exist, select the target trail to enable for global logging
5. Click the edit icon (pencil) next to `Apply trail to all regions` , Click `Yes` and Click `Save`.
6. Click the edit icon (pencil) next to `Management Events` click `All` for setting `Read/Write Events` and Click `Save`.

Via CLI
```
aws cloudtrail create-trail --name 
 --bucket-name  --is-multi-region-trail 
aws cloudtrail update-trail --name 
 --is-multi-region-trail
```

Note: Creating CloudTrail via CLI without providing any overriding options configures `Management Events` to set `All` type of `Read/Writes` by default.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure IAM password policy requires minimum length of 14 or greater","CIS Amazon Web Services Foundations Benchmark","CIS CSC v6.0 #5.7, #16.12","Perform the following to set the password policy as prescribed:

Via AWS Console

1. Login to AWS Console (with appropriate permissions to View Identity Access Management Account Settings)
2. Go to IAM Service on the AWS Console
3. Click on Account Settings on the Left Pane
4. Set ""Minimum password length"" to `14` or greater.
5. Click ""Apply password policy""

 Via CLI
```
 aws iam update-account-password-policy --minimum-password-length 14
```
Note: All commands starting with ""aws iam update-account-password-policy"" can be combined into a single command.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure IAM password policy require at least one number","CIS Amazon Web Services Foundations Benchmark","n/a","Perform the following to set the password policy as prescribed:

Via AWS Console

1. Login to AWS Console (with appropriate permissions to View Identity Access Management Account Settings)
2. Go to IAM Service on the AWS Console
3. Click on Account Settings on the Left Pane
4. Check ""Require at least one number""
5. Click ""Apply password policy""

 Via CLI
```
 aws iam update-account-password-policy --require-numbers
```
Note: All commands starting with ""aws iam update-account-password-policy"" can be combined into a single command.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure IAM password policy require at least one symbol","CIS Amazon Web Services Foundations Benchmark","n/a","Perform the following to set the password policy as prescribed:

Via AWS Console

1. Login to AWS Console (with appropriate permissions to View Identity Access Management Account Settings)
2. Go to IAM Service on the AWS Console
3. Click on Account Settings on the Left Pane
4. Check ""Require at least one non-alphanumeric character""
5. Click ""Apply password policy""

 Via CLI
```
 aws iam update-account-password-policy --require-symbols
```
Note: All commands starting with ""aws iam update-account-password-policy"" can be combined into a single command.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure IAM password policy require at least one lowercase letter","CIS Amazon Web Services Foundations Benchmark","n/a","Perform the following to set the password policy as prescribed:

Via the AWS Console

1. Login to AWS Console (with appropriate permissions to View Identity Access Management Account Settings)
2. Go to IAM Service on the AWS Console
3. Click on Account Settings on the Left Pane
4. Check ""Requires at least one lowercase letter""
5. Click ""Apply password policy""

Via CLI
```
 aws iam update-account-password-policy --require-lowercase-characters
```
Note: All commands starting with ""aws iam update-account-password-policy"" can be combined into a single command.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure IAM password policy requires at least one uppercase letter","CIS Amazon Web Services Foundations Benchmark","n/a","Perform the following to set the password policy as prescribed:

Via AWS Console

1. Login to AWS Console (with appropriate permissions to View Identity Access Management Account Settings)
2. Go to IAM Service on the AWS Console
3. Click on Account Settings on the Left Pane
4. Check ""Requires at least one uppercase letter""
5. Click ""Apply password policy""

Via CLI
```
 aws iam update-account-password-policy --require-uppercase-characters
```
Note: All commands starting with ""aws iam update-account-password-policy"" can be combined into a single command.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure access keys are rotated every 90 days or less","CIS Amazon Web Services Foundations Benchmark","n/a","Perform the following to rotate access keys:

1. Login to the AWS Management Console:
2. Click `Services` 
3. Click `IAM` 
4. Click on `Users` 
5. Click on `Security Credentials` 
6. As an Administrator 
 - Click on `Make Inactive` for keys that have not been rotated in `90` Days
7. As an IAM User
 - Click on `Make` `Inactive` or `Delete` for keys which have not been rotated or used in `90` Days
8. Click on `` Create Access ` Key` 
9. Update programmatic call with new Access Key credentials

Via CLI
```
aws iam update-access-key
aws iam create-access-key
aws iam delete-access-key
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure credentials unused for 90 days or greater are disabled","CIS Amazon Web Services Foundations Benchmark","CIS CSC v6.0 #16.6","Perform the following to remove or deactivate credentials:

1. Login to the AWS Management Console:
2. Click `Services` 
3. Click `IAM` 
4. Click on `Users` 
5. Click on `Security Credentials` 
6. As an Administrator 
 - Click on `Make Inactive` for credentials that have not been used in `90` Days
7. As an IAM User
 - Click on `Make` `Inactive` or `Delete` for credentials which have not been used in `90` Days","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure IAM policies that allow full ""*:*"" administrative privileges are not created","CIS Amazon Web Services Foundations Benchmark","http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html:http://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_managed-vs-inline.html:http://docs.aws.amazon.com/cli/latest/reference/iam/index.html#cli-aws-iam","Using the GUI, perform the following to detach the policy that has full administrative privileges:

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/iam/](https://console.aws.amazon.com/iam/).
2. In the navigation pane, click Policies and then search for the policy name found in the audit step.
3. Select the policy that needs to be deleted.
4. In the policy action menu, select first `Detach` 
5. Select all Users, Groups, Roles that have this policy attached
6. Click `Detach Policy` 
7. In the policy action menu, select `Detach` 

Using the CLI, perform the following to detach the policy that has full administrative privileges as found in the audit step:

1\. Lists all IAM users, groups, and roles that the specified managed policy is attached to.

```
 aws iam list-entities-for-policy --policy-arn 

```
2\. Detach the policy from all IAM Users:

```
 aws iam detach-user-policy --user-name  --policy-arn 

```
3\. Detach the policy from all IAM Groups:

```
 aws iam detach-group-policy --group-name  --policy-arn 

```

4\. Detach the policy from all IAM Roles:

```
 aws iam detach-role-policy --role-name  --policy-arn 

```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Do not setup access keys during initial user setup for all IAM users that have a console password","CIS Amazon Web Services Foundations Benchmark","n/a","Perform the following to delete access keys that do not pass the audit:

1. Login to the AWS Management Console:
2. Click `Services` 
3. Click `IAM` 
4. Click on `Users` 
5. Click on `Security Credentials` 
6. As an Administrator 
 - Click on `Delete` for keys that were created at the same time as the user profile but have not been used.
7. As an IAM User
 - Click on `Delete` for keys that were created at the same time as the user profile but have not been used.

Via CLI
```
aws iam delete-access-key
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure a support role has been created to manage incidents with AWS Support","CIS Amazon Web Services Foundations Benchmark","http://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_managed-vs-inline.html:https://aws.amazon.com/premiumsupport/pricing/:http://docs.aws.amazon.com/cli/latest/reference/iam/list-policies.html:http://docs.aws.amazon.com/cli/latest/reference/iam/attach-role-policy.html:http://docs.aws.amazon.com/cli/latest/reference/iam/list-entities-for-policy.html","Using the Amazon unified command line interface:

- Create an IAM role for managing incidents with AWS:
 - Create a trust relationship policy document that allows  to manage AWS incidents, and save it locally as /tmp/TrustPolicy.json:
```
 {
 ""Version"": ""2012-10-17"",
 ""Statement"": [
 {
 ""Effect"": ""Allow"",
 ""Principal"": {
 ""AWS"": """"
 },
 ""Action"": ""sts:AssumeRole""
 }
 ]
 }
```
- - Create the IAM role using the above trust policy:
```
 aws iam create-role --role-name  --assume-role-policy-document file:///tmp/TrustPolicy.json
```
- - Attach 'AWSSupportAccess' managed policy to the created IAM role:
```
 aws iam attach-role-policy --policy-arn  --role-name 
```","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure multi-factor authentication (MFA) is enabled for all IAM users that have a console password","CIS Amazon Web Services Foundations Benchmark","http://tools.ietf.org/html/rfc6238:http://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa.html:CIS CSC v6.0 #5.6, #11.4, #12.6, #16.11","Perform the following to enable MFA:

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/iam/](https://console.aws.amazon.com/iam/).
2. In the navigation pane, choose Users.
3. In the User Name list, choose the name of the intended MFA user.
4. Choose the Security Credentials tab, and then choose Manage MFA Device.
5. In the Manage MFA Device wizard, choose A virtual MFA device, and then choose Next Step.

 IAM generates and displays configuration information for the virtual MFA device, including a QR code graphic. The graphic is a representation of the 'secret configuration key' that is available for manual entry on devices that do not support QR codes.
6. Open your virtual MFA application. (For a list of apps that you can use for hosting virtual MFA devices, see [Virtual MFA Applications](http://aws.amazon.com/iam/details/mfa/#Virtual_MFA_Applications).) If the virtual MFA application supports multiple accounts (multiple virtual MFA devices), choose the option to create a new account (a new virtual MFA device).
7. Determine whether the MFA app supports QR codes, and then do one of the following:

 - Use the app to scan the QR code. For example, you might choose the camera icon or choose an option similar to Scan code, and then use the device's camera to scan the code.
 - In the Manage MFA Device wizard, choose Show secret key for manual configuration, and then type the secret configuration key into your MFA application.

 When you are finished, the virtual MFA device starts generating one-time passwords.
8. In the Manage MFA Device wizard, in the Authentication Code 1 box, type the one-time password that currently appears in the virtual MFA device. Wait up to 30 seconds for the device to generate a new one-time password. Then type the second one-time password into the Authentication Code 2 box. Choose Active Virtual MFA.

**Forced IAM User Self-Service Remediation**

Amazon has published a pattern that forces users to self-service setup MFA before they have access to their complete permissions set. Until they complete this step, they cannot access their full permissions. This pattern can be used on new AWS accounts. It can also be used on existing accounts - it is recommended users are given instructions and a grace period to accomplish MFA enrollment before active enforcement on existing AWS accounts.

[How to Delegate Management of Multi-Factor Authentication to AWS IAM Users](http://blogs.aws.amazon.com/security/post/Tx2SJJYE082KBUK/How-to-Delegate-Management-of-Multi-Factor-Authentication-to-AWS-IAM-Users)","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure IAM instance roles are used for AWS resource access from instances","CIS Amazon Web Services Foundations Benchmark","http://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role-ec2.html:http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/iam-roles-for-amazon-ec2.html:CIS CSC v6.0 #16.14 (someone please check the applicability of this for me)","IAM roles can only be associated at the launch of an instance. To remediate an instance to add it to a role you must create a new instance.

If the instance has no external dependencies on its current private ip or public addresses are elastic IPs:

1. In AWS IAM create a new role. Assign a permissions policy if needed permissions are already known.
2. In the AWS console launch a new instance with identical settings to the existing instance, and ensure that the newly created role is selected.
3. Shutdown both the existing instance and the new instance.
4. Detach disks from both instances.
5. Attach the existing instance disks to the new instance.
6. Boot the new instance and you should have the same machine, but with the associated role.

Note: if your environment has dependencies on a dynamically assigned PRIVATE IP address you can create an AMI from the existing instance, destroy the old one and then when launching from the AMI, manually assign the previous private IP address.

Note: if your environment has dependencies on a dynamically assigned PUBLIC IP address there is not a way ensure the address is retained and assign an instance role. Dependencies on dynamically assigned public IP addresses are a bad practice and, if possible, you may wish to rebuild the instance with a new elastic IP address and make the investment to remediate affected systems while assigning the system to a role.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure security contact information is registered","CIS Amazon Web Services Foundations Benchmark","n/a","Perform the following in the AWS Management Console to establish security contact information:

1. Click on your account name at the top right corner of the console.
2. From the drop-down menu Click `My Account` 
3. Scroll down to the `Alternate Contacts` section
4. Enter contact information in the `Security` section

Note: Consider specifying an internal email distribution list to ensure emails are regularly monitored by more than one individual.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Maintain current contact details","CIS Amazon Web Services Foundations Benchmark","https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/manage-account-payment.html#contact-info","This activity can only be performed via the AWS Console, with a user who has permission to read and write Billing information (aws-portal:\*Billing ).

- Sign in to the AWS Management Console and open the Billing and Cost Management console at https://console.aws.amazon.com/billing/home#/.
- On the navigation bar, choose your account name, and then choose My Account.
- On the Account Settings page, next to Account Settings, choose Edit.
- Next to the field that you need to update, choose Edit.
- After you have entered your changes, choose Save changes.
- After you have made your changes, choose Done.
- To edit your contact information, under Contact Information, choose Edit.
- For the fields that you want to change, type your updated information, and then choose Update.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure IAM policies are attached only to groups or roles","CIS Amazon Web Services Foundations Benchmark","http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html:http://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_managed-vs-inline.html","Perform the following to create an IAM group and assign a policy to it:

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/iam/](https://console.aws.amazon.com/iam/).
2. In the navigation pane, click `Groups` and then click `Create New Group` .
3. In the `Group Name` box, type the name of the group and then click `Next Step` .
4. In the list of policies, select the check box for each policy that you want to apply to all members of the group. Then click `Next Step` .
5. Click `Create Group` 

Perform the following to add a user to a given group:

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/iam/](https://console.aws.amazon.com/iam/).
2. In the navigation pane, click `Groups` 
3. Select the group to add a user to
4. Click `Add Users To Group` 
5. Select the users to be added to the group
6. Click `Add Users` 

Perform the following to remove a direct association between a user and policy:

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/iam/](https://console.aws.amazon.com/iam/).
2. In the left navigation pane, click on Users
3. For each user:
 1. Select the user
 2. Click on the `Permissions` tab
 3. Expand `Managed Policies` 
 4. Click `Detach Policy` for each policy
 5. Expand `Inline Policies` 
 6. Click `Remove Policy` for each policy","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure security questions are registered in the AWS account","CIS Amazon Web Services Foundations Benchmark","n/a","Perform the following in the AWS Management Console:

1. Login to the AWS Account as root
2. Click on the __ from the top right of the console
3. From the drop-down menu Click _My Account_
4. Scroll down to the `Configure Security Questions` section
5. Click on `Edit` 
6. Click on each `Question` 
 - From the drop-down select an appropriate question
 - Click on the `Answer` section
 - Enter an appropriate answer 
 - Follow process for all 3 questions
7. Click `Update` when complete
8. Place Questions and Answers and place in a secure physical location","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
"Ensure hardware MFA is enabled for the ""root"" account","CIS Amazon Web Services Foundations Benchmark","CIS CSC v6.0 #5.6, #11.4, #12.6, #16.11:Order Hardware MFA: http://onlinenoram.gemalto.com/:http://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa_enable_virtual.html:http://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa_enable_physical.html#enable-hw-mfa-for-root","Perform the following to establish a hardware MFA for the root account:

1. Sign in to the AWS Management Console and open the IAM console at [https://console.aws.amazon.com/iam/](https://console.aws.amazon.com/iam/).

 Note: to manage MFA devices for the root AWS account, you must use your root account credentials to sign in to AWS. You cannot manage MFA devices for the root account using other credentials.
2. Choose `Dashboard` , and under `Security Status` , expand `Activate MFA` on your root account.
3. Choose `Activate MFA` 
4. In the wizard, choose `A hardware MFA` device and then choose `Next Step` .
5. In the `Serial Number` box, enter the serial number that is found on the back of the MFA device.
6. In the `Authentication Code 1` box, enter the six-digit number displayed by the MFA device. You might need to press the button on the front of the device to display the number.
7. Wait 30 seconds while the device refreshes the code, and then enter the next six-digit number into the `Authentication Code 2` box. You might need to press the button on the front of the device again to display the second number.
8. Choose `Next Step` . The MFA device is now associated with the AWS account. The next time you use your AWS account credentials to sign in, you must type a code from the hardware MFA device.","e5f41fe6-da1b-4a8b-8b27-369e6ddf82ea","cis-aws-foundations-benchmark",CIS
