input,_time
1597.5729427023593,2021-02-12 08:00:00
1898.4183166809428,2021-02-12 09:00:00
2130.3800335113056,2021-02-12 10:00:00
2024.0400916397991,2021-02-12 11:00:00
2021.7132920386168,2021-02-12 12:00:00
1904.6557087914655,2021-02-12 13:00:00
1985.604399911832,2021-02-12 14:00:00
1831.389322890614,2021-02-12 15:00:00
1725.5903290006595,2021-02-12 16:00:00
1636.9919860139653,2021-02-12 17:00:00
1461.1185706965282,2021-02-12 18:00:00
1470.6652199120692,2021-02-12 19:00:00
1148.6649673665997,2021-02-12 20:00:00
1288.3982205066388,2021-02-12 21:00:00
895.1594734016448,2021-02-12 22:00:00
943.0137402415414,2021-02-12 23:00:00
1041.7687584119826,2021-02-13 00:00:00
1126.3081943712384,2021-02-13 01:00:00
1098.2207991239047,2021-02-13 02:00:00
884.0953598601807,2021-02-13 03:00:00
942.9159597920768,2021-02-13 04:00:00
821.587513451765,2021-02-13 05:00:00
1077.7818630165314,2021-02-13 06:00:00
994.3408486746575,2021-02-13 07:00:00
1039.3357791165527,2021-02-13 08:00:00
922.944571584374,2021-02-13 09:00:00
978.4704736897177,2021-02-13 10:00:00
1195.322324189585,2021-02-13 11:00:00
1109.7658558863168,2021-02-13 12:00:00
818.5504379323985,2021-02-13 13:00:00
924.9117884978156,2021-02-13 14:00:00
1039.1931984793505,2021-02-13 15:00:00
838.80820185806,2021-02-13 16:00:00
871.867344185356,2021-02-13 17:00:00
1002.897126440202,2021-02-13 18:00:00
1057.7555183581003,2021-02-13 19:00:00
796.5949571850429,2021-02-13 20:00:00
1052.9691192348494,2021-02-13 21:00:00
832.6989261932154,2021-02-13 22:00:00
871.5689847006632,2021-02-13 23:00:00
848.6052223008479,2021-02-14 00:00:00
1027.083170541935,2021-02-14 01:00:00
1067.4437879583181,2021-02-14 02:00:00
1194.1616278686013,2021-02-14 03:00:00
908.4086067795032,2021-02-14 04:00:00
1091.769204877571,2021-02-14 05:00:00
1015.7708742259017,2021-02-14 06:00:00
977.257383320985,2021-02-14 07:00:00
885.8789673118622,2021-02-14 08:00:00
1052.79527818034,2021-02-14 09:00:00
911.5359552594169,2021-02-14 10:00:00
1006.9395672838147,2021-02-14 11:00:00
1050.6492558685816,2021-02-14 12:00:00
1006.4698567759074,2021-02-14 13:00:00
1117.2716672779363,2021-02-14 14:00:00
966.5823649463512,2021-02-14 15:00:00
922.7768867864525,2021-02-14 16:00:00
1039.9594893156316,2021-02-14 17:00:00
1002.7610936739668,2021-02-14 18:00:00
815.0302375699204,2021-02-14 19:00:00
993.9031598741602,2021-02-14 20:00:00
1026.701120449807,2021-02-14 21:00:00
952.5736209375548,2021-02-14 22:00:00
839.7661468575573,2021-02-14 23:00:00
940.0288576618034,2021-02-15 00:00:00
974.7852952816363,2021-02-15 01:00:00
1012.0059239872268,2021-02-15 02:00:00
1073.0302385608445,2021-02-15 03:00:00
1321.2987732421932,2021-02-15 04:00:00
1253.3178249282855,2021-02-15 05:00:00
1285.350425050066,2021-02-15 06:00:00
1525.0483267907346,2021-02-15 07:00:00
1651.6584811802923,2021-02-15 08:00:00
1993.4220657762598,2021-02-15 09:00:00
1850.5435807964968,2021-02-15 10:00:00
1985.1572856842038,2021-02-15 11:00:00
2027.7120193703854,2021-02-15 12:00:00
2027.1914498463825,2021-02-15 13:00:00
1948.7770801093657,2021-02-15 14:00:00
1866.1392764919287,2021-02-15 15:00:00
1681.8895113478907,2021-02-15 16:00:00
1623.4003104477556,2021-02-15 17:00:00
1470.2183872939022,2021-02-15 18:00:00
1616.6852796631106,2021-02-15 19:00:00
1381.5009724503727,2021-02-15 20:00:00
1230.6378794174643,2021-02-15 21:00:00
922.2401656542061,2021-02-15 22:00:00
988.7749825013757,2021-02-15 23:00:00
828.5956485991674,2021-02-16 00:00:00
1061.9492017003731,2021-02-16 01:00:00
1108.5409331503256,2021-02-16 02:00:00
1082.915376137963,2021-02-16 03:00:00
1214.8621737039182,2021-02-16 04:00:00
1309.1946880424953,2021-02-16 05:00:00
1446.3356213595223,2021-02-16 06:00:00
1676.0795652669547,2021-02-16 07:00:00
1678.7037620853926,2021-02-16 08:00:00
1715.2638397251653,2021-02-16 09:00:00
2014.5793658245066,2021-02-16 10:00:00
1904.059997586176,2021-02-16 11:00:00
2069.7884665037486,2021-02-16 12:00:00
2002.1586044026374,2021-02-16 13:00:00
1995.147283159266,2021-02-16 14:00:00
1928.350795024907,2021-02-16 15:00:00
1724.408996329371,2021-02-16 16:00:00
1566.6291535543637,2021-02-16 17:00:00
1523.966247563968,2021-02-16 18:00:00
1514.1574229783737,2021-02-16 19:00:00
1338.3372111443814,2021-02-16 20:00:00
1062.6915895905986,2021-02-16 21:00:00
965.9565621354478,2021-02-16 22:00:00
877.8867703505798,2021-02-16 23:00:00
894.1789612722257,2021-02-17 00:00:00
1141.2743239576746,2021-02-17 01:00:00
992.083057493724,2021-02-17 02:00:00
1306.9184985874972,2021-02-17 03:00:00
1422.438807236504,2021-02-17 04:00:00
1264.287909706589,2021-02-17 05:00:00
1575.650593062452,2021-02-17 06:00:00
1925.9992001998387,2021-02-17 07:00:00
1612.9644769419417,2021-02-17 08:00:00
1877.0018148313238,2021-02-17 09:00:00
1726.1681593861413,2021-02-17 10:00:00
1919.7390814488513,2021-02-17 11:00:00
2049.3817869005675,2021-02-17 12:00:00
1867.243739170348,2021-02-17 13:00:00
1933.6174017593303,2021-02-17 14:00:00
1761.3505535712322,2021-02-17 15:00:00
1875.4654421266705,2021-02-17 16:00:00
1818.7257697883383,2021-02-17 17:00:00
1558.3704527855011,2021-02-17 18:00:00
1466.3484852915658,2021-02-17 19:00:00
1229.8801037962974,2021-02-17 20:00:00
1236.5803028532537,2021-02-17 21:00:00
1091.1154396356796,2021-02-17 22:00:00
1134.3211725784313,2021-02-17 23:00:00
1000.7263007790061,2021-02-18 00:00:00
1024.6548238990674,2021-02-18 01:00:00
1205.3706425552061,2021-02-18 02:00:00
1107.0781226668662,2021-02-18 03:00:00
1161.0293912316438,2021-02-18 04:00:00
1146.3019331857445,2021-02-18 05:00:00
1525.0746188344967,2021-02-18 06:00:00
1870.750759742819,2021-02-18 07:00:00
1755.4494450380917,2021-02-18 08:00:00
1678.2493250391915,2021-02-18 09:00:00
2087.1652003559184,2021-02-18 10:00:00
1908.9904157790372,2021-02-18 11:00:00
1990.1716460206944,2021-02-18 12:00:00
1921.3067983144322,2021-02-18 13:00:00
1826.868244588502,2021-02-18 14:00:00
2030.9852979313296,2021-02-18 15:00:00
1608.0194361606048,2021-02-18 16:00:00
1610.8355662339275,2021-02-18 17:00:00
1641.4194618638446,2021-02-18 18:00:00
1338.582096662508,2021-02-18 19:00:00
1277.5453448798971,2021-02-18 20:00:00
1041.3216732857845,2021-02-18 21:00:00
1051.706661854615,2021-02-18 22:00:00
1123.8054597245393,2021-02-18 23:00:00
1019.3574921605524,2021-02-19 00:00:00
1028.4376859002373,2021-02-19 01:00:00
1032.0289687519617,2021-02-19 02:00:00
1041.7248030911041,2021-02-19 03:00:00
1349.6227423693174,2021-02-19 04:00:00
1398.2971937428185,2021-02-19 05:00:00
1544.4739292724055,2021-02-19 06:00:00
1713.343294975232,2021-02-19 07:00:00
1750.5351365067588,2021-02-19 08:00:00
1891.7029939702297,2021-02-19 09:00:00
1950.26979581076,2021-02-19 10:00:00
1997.7712340952448,2021-02-19 11:00:00
1877.3688723200785,2021-02-19 12:00:00
1860.6208786678142,2021-02-19 13:00:00
1906.707593456714,2021-02-19 14:00:00
2015.3616354360015,2021-02-19 15:00:00
1591.2079358608407,2021-02-19 16:00:00
1660.9042521812896,2021-02-19 17:00:00
1401.4733948401706,2021-02-19 18:00:00
1376.3423265879617,2021-02-19 19:00:00
1396.814298180475,2021-02-19 20:00:00
1094.5840412609757,2021-02-19 21:00:00
1037.225368796539,2021-02-19 22:00:00
892.4350066865023,2021-02-19 23:00:00
1012.3532263156844,2021-02-20 00:00:00
868.1624278829936,2021-02-20 01:00:00
976.8272666013236,2021-02-20 02:00:00
974.0074431219726,2021-02-20 03:00:00
1067.0196635763282,2021-02-20 04:00:00
943.5822578033566,2021-02-20 05:00:00
942.3185039285071,2021-02-20 06:00:00
1072.2650006969182,2021-02-20 07:00:00
1063.689177845191,2021-02-20 08:00:00
964.4899836912175,2021-02-20 09:00:00
960.5984783036581,2021-02-20 10:00:00
1090.4426243606288,2021-02-20 11:00:00
1012.8932891282152,2021-02-20 12:00:00
1044.5164213929286,2021-02-20 13:00:00
915.658569131717,2021-02-20 14:00:00
1011.2813282246045,2021-02-20 15:00:00
1111.5768000653661,2021-02-20 16:00:00
1101.215487440434,2021-02-20 17:00:00
976.494933788919,2021-02-20 18:00:00
1001.4732786203926,2021-02-20 19:00:00
910.2224815355457,2021-02-20 20:00:00
1203.396879102463,2021-02-20 21:00:00
1147.0559871044993,2021-02-20 22:00:00
999.373454221312,2021-02-20 23:00:00
995.5125216451212,2021-02-21 00:00:00
728.4664576267714,2021-02-21 01:00:00
926.7818781620169,2021-02-21 02:00:00
1066.0542156661575,2021-02-21 03:00:00
1149.2684004215241,2021-02-21 04:00:00
884.3649461838361,2021-02-21 05:00:00
1031.3653880591469,2021-02-21 06:00:00
1170.677025511537,2021-02-21 07:00:00
1011.7687295603763,2021-02-21 08:00:00
940.9069040764505,2021-02-21 09:00:00
952.4189029828227,2021-02-21 10:00:00
1129.6418249858693,2021-02-21 11:00:00
996.0351355775496,2021-02-21 12:00:00
844.6615941736866,2021-02-21 13:00:00
946.8090620848195,2021-02-21 14:00:00
1026.0569737922633,2021-02-21 15:00:00
1105.7174385804992,2021-02-21 16:00:00
1027.2009206757837,2021-02-21 17:00:00
1065.096922442546,2021-02-21 18:00:00
978.6383621159084,2021-02-21 19:00:00
929.7467408327395,2021-02-21 20:00:00
1060.7430463092703,2021-02-21 21:00:00
1117.38626618481,2021-02-21 22:00:00
1153.9965156255075,2021-02-21 23:00:00
1032.6960609202188,2021-02-22 00:00:00
948.8881350774276,2021-02-22 01:00:00
978.4162531536704,2021-02-22 02:00:00
1167.1202732155054,2021-02-22 03:00:00
1182.095527815688,2021-02-22 04:00:00
1388.6735234450193,2021-02-22 05:00:00
1501.9240378649845,2021-02-22 06:00:00
1550.8230815568668,2021-02-22 07:00:00
1768.1192117034193,2021-02-22 08:00:00
1836.9028641409586,2021-02-22 09:00:00
1882.6657235115197,2021-02-22 10:00:00
2002.6817003600734,2021-02-22 11:00:00
1984.1763668656445,2021-02-22 12:00:00
1960.95143179551,2021-02-22 13:00:00
2154.974873812037,2021-02-22 14:00:00
1873.7033956082487,2021-02-22 15:00:00
1726.260780281,2021-02-22 16:00:00
1715.223283096535,2021-02-22 17:00:00
1677.702671023029,2021-02-22 18:00:00
1466.7525191304833,2021-02-22 19:00:00
1284.649999088988,2021-02-22 20:00:00
1147.0831286410994,2021-02-22 21:00:00
943.3765133566044,2021-02-22 22:00:00
919.5695282679335,2021-02-22 23:00:00
1123.4834122519749,2021-02-23 00:00:00
1120.0975751113024,2021-02-23 01:00:00
984.9365544691503,2021-02-23 02:00:00
1148.768708726509,2021-02-23 03:00:00
1315.4151355293118,2021-02-23 04:00:00
1284.446468109768,2021-02-23 05:00:00
1579.471440565887,2021-02-23 06:00:00
1720.2015491490786,2021-02-23 07:00:00
1727.7712318053818,2021-02-23 08:00:00
1949.3134687173674,2021-02-23 09:00:00
1967.0412193282589,2021-02-23 10:00:00
1871.724720918216,2021-02-23 11:00:00
2036.426179768311,2021-02-23 12:00:00
1985.9130776571758,2021-02-23 13:00:00
1882.4507881697298,2021-02-23 14:00:00
1813.5088517085942,2021-02-23 15:00:00
1632.7278979070647,2021-02-23 16:00:00
1514.21178663804,2021-02-23 17:00:00
1546.457639132934,2021-02-23 18:00:00
1376.3070588996559,2021-02-23 19:00:00
1358.3205237532027,2021-02-23 20:00:00
1112.0426584214583,2021-02-23 21:00:00
920.1080510573543,2021-02-23 22:00:00
1068.6586492599345,2021-02-23 23:00:00
957.7295771257054,2021-02-24 00:00:00
958.703586773529,2021-02-24 01:00:00
1033.488206996736,2021-02-24 02:00:00
1047.5757994507537,2021-02-24 03:00:00
1082.702152353427,2021-02-24 04:00:00
1432.972307805052,2021-02-24 05:00:00
1803.1702489183504,2021-02-24 06:00:00
1492.6341371161595,2021-02-24 07:00:00
1651.1199872121167,2021-02-24 08:00:00
1762.33594030016,2021-02-24 09:00:00
1972.7044784737013,2021-02-24 10:00:00
1874.5246529721746,2021-02-24 11:00:00
1922.1196221141295,2021-02-24 12:00:00
1922.850166989676,2021-02-24 13:00:00
2013.3924744489925,2021-02-24 14:00:00
1955.028982885224,2021-02-24 15:00:00
1710.4903456834127,2021-02-24 16:00:00
1698.44597768183,2021-02-24 17:00:00
1576.4126910946072,2021-02-24 18:00:00
1519.459202481422,2021-02-24 19:00:00
1119.4158600167705,2021-02-24 20:00:00
1146.5341374588088,2021-02-24 21:00:00
935.4354606108185,2021-02-24 22:00:00
971.9739017231053,2021-02-24 23:00:00
895.4150505440392,2021-02-25 00:00:00
964.8137280887798,2021-02-25 01:00:00
1124.3430966538126,2021-02-25 02:00:00
1085.749334492379,2021-02-25 03:00:00
1219.4870581179491,2021-02-25 04:00:00
1658.2822185224209,2021-02-25 05:00:00
1400.1174909475092,2021-02-25 06:00:00
1567.0662296113417,2021-02-25 07:00:00
1712.1057978279252,2021-02-25 08:00:00
1979.3809191442153,2021-02-25 09:00:00
2050.4106327108234,2021-02-25 10:00:00
2053.130386780556,2021-02-25 11:00:00
2070.3225731894067,2021-02-25 12:00:00
1930.7443308589102,2021-02-25 13:00:00
1931.549392915341,2021-02-25 14:00:00
1664.8131004139675,2021-02-25 15:00:00
1628.5638823883141,2021-02-25 16:00:00
1712.5432180084426,2021-02-25 17:00:00
1467.1194209664889,2021-02-25 18:00:00
1490.721838287158,2021-02-25 19:00:00
1176.5818559098416,2021-02-25 20:00:00
1128.9403643188805,2021-02-25 21:00:00
950.1827085418273,2021-02-25 22:00:00
1123.2764234998406,2021-02-25 23:00:00
1009.5304763312616,2021-02-26 00:00:00
1042.2837954543002,2021-02-26 01:00:00
1226.060882141041,2021-02-26 02:00:00
1050.4566059082467,2021-02-26 03:00:00
1077.6106073828703,2021-02-26 04:00:00
1400.0472257588394,2021-02-26 05:00:00
1475.1114827030563,2021-02-26 06:00:00
1608.5894417299874,2021-02-26 07:00:00
1846.9565484992042,2021-02-26 08:00:00
1912.756920861523,2021-02-26 09:00:00
1989.177125861516,2021-02-26 10:00:00
1960.8724496100044,2021-02-26 11:00:00
2126.796183564368,2021-02-26 12:00:00
2038.5278446540633,2021-02-26 13:00:00
1997.5048987076734,2021-02-26 14:00:00
1829.5793066763677,2021-02-26 15:00:00
1691.669886465548,2021-02-26 16:00:00
1708.7113854775007,2021-02-26 17:00:00
1410.2209133031015,2021-02-26 18:00:00
1441.7107659054604,2021-02-26 19:00:00
1305.0200480224732,2021-02-26 20:00:00
1191.9377976612152,2021-02-26 21:00:00
1074.6825671532695,2021-02-26 22:00:00
939.5511729515922,2021-02-26 23:00:00
867.9873098504496,2021-02-27 00:00:00
1138.4156662465987,2021-02-27 01:00:00
1068.2998919074207,2021-02-27 02:00:00
938.703694875445,2021-02-27 03:00:00
1045.7788160063408,2021-02-27 04:00:00
1046.0506228543989,2021-02-27 05:00:00
1217.1335146582094,2021-02-27 06:00:00
969.8032015267107,2021-02-27 07:00:00
974.5851371013366,2021-02-27 08:00:00
1137.4102264122726,2021-02-27 09:00:00
767.0729930036665,2021-02-27 10:00:00
1030.6569568851457,2021-02-27 11:00:00
1005.5287578630549,2021-02-27 12:00:00
947.2455495830608,2021-02-27 13:00:00
881.0192401617255,2021-02-27 14:00:00
957.9854846322794,2021-02-27 15:00:00
1011.0707999908923,2021-02-27 16:00:00
1207.8007230012718,2021-02-27 17:00:00
1093.9625513618616,2021-02-27 18:00:00
890.8294390514861,2021-02-27 19:00:00
939.9974820464193,2021-02-27 20:00:00
1086.220309825906,2021-02-27 21:00:00
966.9365431183273,2021-02-27 22:00:00
1097.7204233861767,2021-02-27 23:00:00
