host,tenant,facility,app,devicegroup,count,latest
"BigIP-SFO-01.Company.com","company.com",SFO,"rewards.company.com","BigIP-SFO.Company.com",39004,1481504340
"BigIP-SFO-01.Company.com","company.com",SFO,"servicehelper.company.com","BigIP-SFO.Company.com",39004,1481504340
"BigIP-SFO-01.Company.com","company.com",SFO,"splunk-hec-forwarder","BigIP-SFO.Company.com",156012,1481504340
"BigIP-SFO-01.Company.com","company.com",SFO,"splunk-hec-forwarder-tcp","BigIP-SFO.Company.com",78006,1481504340
"BigIP-SFO-01.Company.com","company.com",SFO,"vpn.company.com","BigIP-SFO.Company.com",78008,1481504340
"BigIP-SFO-01.Company.com",tenanta,SFO,"","BigIP-SFO.Company.com",39004,1481504340
"BigIP-SFO-01.Company.com",tenanta,SFO,"www.company.com","BigIP-SFO.Company.com",78008,1481504340
"BigIP-SFO-01.Company.com",tenantb,SFO,"","BigIP-SFO.Company.com",39004,1481504340
"BigIP-SFO-01.Company.com",tenantb,SFO,"account.company.com","BigIP-SFO.Company.com",78008,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"","BigIP-SFO.Company.com",271848,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"blog.company.com","BigIP-SFO.Company.com",38838,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"intranet.company.com","BigIP-SFO.Company.com",77676,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"ns10.company.com","BigIP-SFO.Company.com",38838,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"owa.company.com","BigIP-SFO.Company.com",77676,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"promo.company.com","BigIP-SFO.Company.com",38838,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"rewards.company.com","BigIP-SFO.Company.com",38838,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"servicehelper.company.com","BigIP-SFO.Company.com",38838,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"splunk-hec-forwarder","BigIP-SFO.Company.com",155352,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"splunk-hec-forwarder-tcp","BigIP-SFO.Company.com",77674,1481504340
"BigIP-SFO-02.Company.com","company.com",SFO,"vpn.company.com","BigIP-SFO.Company.com",77674,1481504340
"BigIP-SFO-02.Company.com",tenanta,SFO,"","BigIP-SFO.Company.com",38835,1481504340
"BigIP-SFO-02.Company.com",tenanta,SFO,"www.company.com","BigIP-SFO.Company.com",77672,1481504340
"BigIP-SFO-02.Company.com",tenantb,SFO,"","BigIP-SFO.Company.com",38836,1481504340
"BigIP-SFO-02.Company.com",tenantb,SFO,"account.company.com","BigIP-SFO.Company.com",77675,1481504340
"BigIP_11-4-0_01.versionco.com","VersionCo-11.4.0-00",PMELAB,"","BigIP_11-4-0_00.versionco.com",39000,1481504340
"BigIP_11-4-0_01.versionco.com","VersionCo-11.4.0-00",PMELAB,"www.versionco.com","BigIP_11-4-0_00.versionco.com",26000,1481504340
"BigIP_11-4-0_02.versionco.com","VersionCo-11.4.0-00",PMELAB,"","BigIP_11-4-0_00.versionco.com",39012,1481504340
"BigIP_11-4-0_02.versionco.com","VersionCo-11.4.0-00",PMELAB,"www.versionco.com","BigIP_11-4-0_00.versionco.com",26008,1481504340
"BigIP_11-4-1_01.versionco.com","VersionCo-11.4.1-00",PMELAB,"","BigIP_11-4-1_00.versionco.com",39012,1481504340
"BigIP_11-4-1_01.versionco.com","VersionCo-11.4.1-00",PMELAB,"www.versionco.com","BigIP_11-4-1_00.versionco.com",26008,1481504340
"BigIP_11-4-1_02.versionco.com","VersionCo-11.4.1-00",PMELAB,"","BigIP_11-4-1_00.versionco.com",39000,1481504340
"BigIP_11-4-1_02.versionco.com","VersionCo-11.4.1-00",PMELAB,"www.versionco.com","BigIP_11-4-1_00.versionco.com",26000,1481504340
"BigIP_11-5-0_01.versionco.com","VersionCo-11.5.0-00",PMELAB,"","BigIP_11-5-0_00.versionco.com",39000,1481504340
"BigIP_11-5-0_01.versionco.com","VersionCo-11.5.0-00",PMELAB,"www.versionco.com","BigIP_11-5-0_00.versionco.com",26000,1481504340
"BigIP_11-5-0_02.versionco.com","VersionCo-11.5.0-00",PMELAB,"","BigIP_11-5-0_00.versionco.com",39000,1481504340
"BigIP_11-5-0_02.versionco.com","VersionCo-11.5.0-00",PMELAB,"www.versionco.com","BigIP_11-5-0_00.versionco.com",26000,1481504340
"BigIP_11-5-1_01.versionco.com","VersionCo-11.5.1-00",PMELAB,"","BigIP_11-5-1_00.versionco.com",42250,1481504340
"BigIP_11-5-1_01.versionco.com","VersionCo-11.5.1-00",PMELAB,"www.versionco.com","BigIP_11-5-1_00.versionco.com",26000,1481504340
"BigIP_11-5-1_02.versionco.com","VersionCo-11.5.1-00",PMELAB,"","BigIP_11-5-1_00.versionco.com",42237,1481504340
"BigIP_11-5-1_02.versionco.com","VersionCo-11.5.1-00",PMELAB,"www.versionco.com","BigIP_11-5-1_00.versionco.com",25992,1481504340
"BigIP_11-5-2_01.versionco.com","VersionCo-11.5.2-00",PMELAB,"","BigIP_11-5-2_00.versionco.com",39000,1481504340
"BigIP_11-5-2_01.versionco.com","VersionCo-11.5.2-00",PMELAB,"www.versionco.com","BigIP_11-5-2_00.versionco.com",26000,1481504340
"BigIP_11-5-2_02.versionco.com","VersionCo-11.5.2-00",PMELAB,"","BigIP_11-5-2_00.versionco.com",38988,1481504340
"BigIP_11-5-2_02.versionco.com","VersionCo-11.5.2-00",PMELAB,"www.versionco.com","BigIP_11-5-2_00.versionco.com",25992,1481504340
"BigIP_11-5-3_01.versionco.com","VersionCo-11.5.3-00",PMELAB,"","BigIP_11-5-3_00.versionco.com",39000,1481504340
"BigIP_11-5-3_01.versionco.com","VersionCo-11.5.3-00",PMELAB,"app.versionco.com","BigIP_11-5-3_00.versionco.com",3250,1481504340
"BigIP_11-5-3_01.versionco.com","VersionCo-11.5.3-00",PMELAB,"www.versionco.com","BigIP_11-5-3_00.versionco.com",26000,1481504340
"BigIP_11-6-0_02.versionco.com","VersionCo-11.6.0-00",PMELAB,"","BigIP_11-6-0_00.versionco.com",39012,1481504340
"BigIP_11-6-0_02.versionco.com","VersionCo-11.6.0-00",PMELAB,"www.versionco.com","BigIP_11-6-0_00.versionco.com",26008,1481504340
"BigIP_12-0-0_01.versionco.com","VersionCo-12.0.0-00",PMELAB,"","BigIP_12-0-0_00.versionco.com",42250,1481504340
"BigIP_12-0-0_01.versionco.com","VersionCo-12.0.0-00",PMELAB,"www.versionco.com","BigIP_12-0-0_00.versionco.com",26000,1481504340
"BigIP_12-0-0_02.versionco.com","VersionCo-12.0.0-00",PMELAB,"","BigIP_12-0-0_00.versionco.com",42263,1481504340
"BigIP_12-0-0_02.versionco.com","VersionCo-12.0.0-00",PMELAB,"www.versionco.com","BigIP_12-0-0_00.versionco.com",26008,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"173.249.5.138","sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"2620:144:880::adf9:58a:adf9:586","sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,Forwarding,"sfo_ha_device_group",32500,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"Splunk-collector","sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"Splunk-portal","sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"apm.enet.interop.net","sfo_ha_device_group",19500,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,bocchino,"sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"dns.enet.interop.net","sfo_ha_device_group",13000,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"f5.enet.interop.net","sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,ftptest,"sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"gtm.enet.interop.net","sfo_ha_device_group",13000,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,ignore,"sfo_ha_device_group",19500,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"netflow.enet.interop.net","sfo_ha_device_group",26000,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"ntp.enet.interop.net","sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"radius.enet.interop.net","sfo_ha_device_group",3250,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"snmp.enet.interop.net","sfo_ha_device_group",6500,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"syslog.enet.interop.net","sfo_ha_device_group",6500,1481504340
"SFO-F5-BigIP-12.enet.interop.net",Interop,SFO,"test_caching_vs","sfo_ha_device_group",3250,1481504340
"zenith1.f5se.com",f5se,SEA,"ASM-DEMO",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Altman_Ag_",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Citrix-SAML-Demo",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"CloudGatewayExpress_DEMO",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,EmergencyNetworkAccess,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Exchange2010-MK_single",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Exchange_external_f5se",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Exchange_internal",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Exchange_rpc",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Federation_Services",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"ISSE_DEMO",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Intune-DEMO",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"MobileSafe_MEA",ZenithHAPair,6500,1481504340
"zenith1.f5se.com",f5se,SEA,"Net_Lab_Users",ZenithHAPair,9750,1481504340
"zenith1.f5se.com",f5se,SEA,"ORCA-MAM",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"SWG-MGMT_sea-3900-10.sa.f5se.com",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"SWG_Explicit",ZenithHAPair,6500,1481504340
"zenith1.f5se.com",f5se,SEA,"SfB-myf5solutions",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,Sharepoint,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"Splunk-local",ZenithHAPair,19500,1481504340
"zenith1.f5se.com",f5se,SEA,"Symantec-DLP",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"VLAN22-DHCP-RELAY",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,VS1,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,VS2,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,VS3,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,VS5,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"ViewAPM-PCoIP-TCP",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,ViewAPMGW,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,Viewgw,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,XenAppV11,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,XenAppXMLBroker,ZenithHAPair,6500,1481504340
"zenith1.f5se.com",f5se,SEA,XenDesktopDemo,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"aaron_rdp",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"aw-mail",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"bam_util",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"bigiq-access-demo",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,cisco,ZenithHAPair,6500,1481504340
"zenith1.f5se.com",f5se,SEA,"citrix_proxy",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"daytona-epcheck-demo",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"dns.f5se.com_tcp_dns",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"dns.f5se.com_udp_dns",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"etherpad.f5se.com_apm",ZenithHAPair,6500,1481504340
"zenith1.f5se.com",f5se,SEA,"fraudalerts.f5se.com",ZenithHAPair,6500,1481504340
"zenith1.f5se.com",f5se,SEA,"google.com_sso",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,icap,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"interlab_routing",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"lab_to_internet",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"login-f5se.com-layered",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"login.f5se.com",ZenithHAPair,6500,1481504340
"zenith1.f5se.com",f5se,SEA,"login_myf5solutions_idp",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"mobile_vpn",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"office365-proxy",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"portal.f5se.com",ZenithHAPair,9750,1481504340
"zenith1.f5se.com",f5se,SEA,"portal.f5se.com_pcoip",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"sharepoint.f5se.com",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"splunk.f5se.com",ZenithHAPair,6500,1481504340
"zenith1.f5se.com",f5se,SEA,test,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,vdi,ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"versafe_demo",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"versafe_raw",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"versafe_vpn_access",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"vpntest.f5se.com",ZenithHAPair,3250,1481504340
"zenith1.f5se.com",f5se,SEA,"www.f5se.com",ZenithHAPair,13000,1481504340
"zenith2.f5se.com",f5se,SEA,"ASM-DEMO",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"Altman_Ag_",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"Citrix-SAML-Demo",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"CloudGatewayExpress_DEMO",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,EmergencyNetworkAccess,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"Exchange2010-MK_single",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"Exchange_external_f5se",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"Exchange_internal",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"Exchange_rpc",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"Federation_Services",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"ISSE_DEMO",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"MobileSafe_MEA",ZenithHAPair,6502,1481504340
"zenith2.f5se.com",f5se,SEA,"Net_Lab_Users",ZenithHAPair,9753,1481504340
"zenith2.f5se.com",f5se,SEA,"OAuth_VDI",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"OAuth_VDI_demo",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"ORCA-MAM",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"SWG-MGMT_sea-3900-10.sa.f5se.com",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"SWG_Explicit",ZenithHAPair,6502,1481504340
"zenith2.f5se.com",f5se,SEA,"SfB-myf5solutions",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,Sharepoint,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"Splunk-local",ZenithHAPair,19506,1481504340
"zenith2.f5se.com",f5se,SEA,"Symantec-DLP",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"VLAN22-DHCP-RELAY",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,VS1,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,VS2,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,VS3,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,VS5,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"ViewAPM-PCoIP-TCP",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,ViewAPMGW,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,Viewgw,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,XenAppV11,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,XenAppXMLBroker,ZenithHAPair,6502,1481504340
"zenith2.f5se.com",f5se,SEA,XenDesktopDemo,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"aaron_rdp",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"aw-mail",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"bam_util",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"bigiq-access-demo",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,cisco,ZenithHAPair,6502,1481504340
"zenith2.f5se.com",f5se,SEA,"citrix_proxy",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"daytona-epcheck-demo",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"dns.f5se.com_tcp_dns",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"dns.f5se.com_udp_dns",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"etherpad.f5se.com_apm",ZenithHAPair,6502,1481504340
"zenith2.f5se.com",f5se,SEA,"fraudalerts.f5se.com",ZenithHAPair,6502,1481504340
"zenith2.f5se.com",f5se,SEA,"google.com_sso",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,icap,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"interlab_routing",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"lab_to_internet",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"login-f5se.com-layered",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"login.f5se.com",ZenithHAPair,6502,1481504340
"zenith2.f5se.com",f5se,SEA,"login_myf5solutions_idp",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"mobile_vpn",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"office365-proxy",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"portal.f5se.com",ZenithHAPair,9753,1481504340
"zenith2.f5se.com",f5se,SEA,"portal.f5se.com_pcoip",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"sharepoint.f5se.com",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"splunk.f5se.com",ZenithHAPair,6502,1481504340
"zenith2.f5se.com",f5se,SEA,test,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,vdi,ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"versafe_demo",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"versafe_raw",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"versafe_vpn_access",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"vpntest.f5se.com",ZenithHAPair,3251,1481504340
"zenith2.f5se.com",f5se,SEA,"www.f5se.com",ZenithHAPair,13004,1481504340
