"_time","dest_ip",duration,"http_method","http_status","http_user_agent","src_ip","src_port","uri_path","uri_query",user
"1720804800","192.168.1.103",140,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","19.173.24.35",443,"/support/contact.aspx","-",DanielHarris
"1720804920","192.168.1.103",160,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","19.173.24.35",443,"/inventory/stock.aspx","-",DanielHarris
"1720805100","192.168.1.103",200,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","19.173.24.35",443,"/products/list.aspx","-",DanielHarris
"1720805220","192.168.1.103",160,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","19.173.24.35",443,"/support/contact.aspx","-",DanielHarris
"1720805460","192.168.1.201",210,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","19.173.24.35",443,"/products/details.aspx","-",DanielHarris
"1720809240","192.168.2.123",160,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","19.173.24.35",443,"/vehicles/details.aspx","-",DanielHarris
"1720804500","192.168.1.100",300,POST,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","140.122.196.167",443,"/auth/login.aspx","-",EmilyClark
"1720804560","192.168.1.100",250,POST,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","140.122.196.167",443,"/auth/login.aspx","-",EmilyClark
"1720804620","192.168.1.100",220,POST,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","140.122.196.167",443,"/auth/login.aspx","-",EmilyClark
"1720804680","192.168.1.100",180,POST,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","140.122.196.167",443,"/auth/login.aspx","-",EmilyClark
"1720804740","192.168.1.100",210,POST,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","140.122.196.167",443,"/auth/login.aspx","-",EmilyClark
"1720805040","192.168.1.100",250,POST,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","140.122.196.167",443,"/auth/login.aspx","-",EmilyClark
"1720805400","192.168.1.200",200,POST,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","140.122.196.167",443,"/auth/login.aspx","-",EmilyClark
"1720809180","192.168.2.122",170,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","140.122.196.167",443,"/vehicles/list.aspx","-",EmilyClark
"1720807560","192.168.2.101",295,POST,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","13.239.91.215",443,"/auth/login.aspx","-",EmmaWalker
"1720807680","192.168.2.103",170,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","13.239.91.215",443,"/vehicles/details.aspx","-",EmmaWalker
"1720808040","192.168.2.103",150,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","13.239.91.215",443,"/fuel/usage.aspx","-",EmmaWalker
"1720808520","192.168.2.113",210,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","13.239.91.215",443,"/vehicles/list.aspx","-",EmmaWalker
"1720808280","192.168.2.109",170,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","60.153.199.32",443,"/maintenance/logs.aspx","-",IsabellaMoore
"1720808940","192.168.2.119",200,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","60.153.199.32",443,"/vehicles/details.aspx","-",IsabellaMoore
"1720808340","192.168.2.110",220,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","241.185.155.120",443,"/fuel/usage.aspx","-",JamesAnderson
"1720809000","192.168.2.120",190,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","241.185.155.120",443,"/fuel/usage.aspx","-",JamesAnderson
"1720807500","192.168.2.100",310,POST,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","72.222.192.89",443,"/auth/login.aspx","-",LiamJohnson
"1720807620","192.168.2.102",160,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","72.222.192.89",443,"/vehicles/list.aspx","-",LiamJohnson
"1720807800","192.168.2.102",180,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","72.222.192.89",443,"/maintenance/schedule.aspx","-",LiamJohnson
"1720808460","192.168.2.112",170,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","72.222.192.89",443,"/vehicles/details.aspx","-",LiamJohnson
"1720804860","192.168.1.104",310,POST,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","144.248.163.147",443,"/auth/login.aspx","-",MichaelBrown
"1720804980","192.168.1.104",170,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","144.248.163.147",443,"/inventory/stock.aspx","-",MichaelBrown
"1720805160","192.168.1.104",180,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","144.248.163.147",443,"/support/faq.aspx","-",MichaelBrown
"1720805340","192.168.1.104",190,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","144.248.163.147",443,"/products/details.aspx","-",MichaelBrown
"1720805580","192.168.1.202",220,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","144.248.163.147",443,"/inventory/stock.aspx","-",MichaelBrown
"1720807740","192.168.2.104",220,POST,401,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","220.93.96.215",443,"/auth/login.aspx","-",NoahMartin
"1720807980","192.168.2.104",170,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","220.93.96.215",443,"/fuel/usage.aspx","-",NoahMartin
"1720808580","192.168.2.114",195,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","220.93.96.215",443,"/vehicles/details.aspx","-",NoahMartin
"1720805280","192.168.1.101",150,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","203.0.113.1",443,"/products/list.aspx","-",OliviaSmith
"1720805640","192.168.1.203",230,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","198.51.100.2",443,"/products/list.aspx","-",OliviaSmith
"1720808160","192.168.2.107",295,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","17.196.113.15",443,"/vehicles/details.aspx","-",SophiaDavis
"1720808820","192.168.2.117",195,GET,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0","17.196.113.15",443,"/fuel/usage.aspx","-",SophiaDavis
"1720808100","192.168.2.106",310,GET,200,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Mobile Safari/537.36","98.56.199.178",443,"/vehicles/list.aspx","-",WilliamGarcia
"1720808160","192.168.2.116",165,GET,200,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Mobile Safari/537.36","98.56.199.178",443,"/maintenance/logs.aspx","-",WilliamGarcia
"1720805160","192.168.1.200",200,POST,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","71.15.43.71",443,"/auth/login.aspx","-",MichaelRodriguez
"1720807980","192.168.2.100",310,POST,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","211.137.213.97",443,"/auth/login.aspx","-",MichaelRodriguez
