_raw,host,index,source,sourcetype,_time
"current_time=2020-08-15T09:45:38Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-15T09:45:38	type=attribute	key=/schemas/5f3642dd2c00001a524b2e6a/templates/Template2/contracts/ST124_contracts_3/scope	id=5f37aec2a91b00091500a06b	container_key=/schemas/5f3642dd2c00001a524b2e6a/templates/Template2/contracts/ST124_contracts_3	container_name=ST124_contracts_3	container_type=contract	event=created	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	newValue=tenant ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-15T09:45:38

"current_time=2020-08-15T09:45:38Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-15T09:45:38	type=contract	key=/schemas/5f3642dd2c00001a524b2e6a/templates/Template2/contracts/ST124_contracts_3	name=ST124_contracts_3	container_key=/schemas/5f3642dd2c00001a524b2e6a/templates/Template2	container_name=Template2	container_type=template	event=created	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	id=5f37aec2a91b00091500a069 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-15T09:45:38

"current_time=2020-08-28T05:11:34Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	id=5f489206a91b0099db00c45a	timestamp=2020-08-28T05:11:34	type=site	key=5ee2435d7300009f233ecec0	name=ifav1	event=updated	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-28T05:11:34

"current_time=2020-08-15T09:48:16Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-15T09:48:16	type=attribute	key=/schemas/5f3643532c000005524b2e82/templates/Template3/externalEpgs/ST168_external_epg_5/displayName	id=5f37af60a91b001c1500b4d8	container_key=/schemas/5f3643532c000005524b2e82/templates/Template3/externalEpgs/ST168_external_epg_5	container_name=ST168_external_epg_5	container_type=external-epg	event=created	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	newValue=ST168_external_epg_5",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-15T09:48:16

"current_time=2020-08-15T09:48:16Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-15T09:48:16	type=contract-filter	key=/schemas/5f3643532c000005524b2e82/templates/Template3/contracts/ST168_contracts_5/filterRelationship	name=ST168_filters_5	container_key=/schemas/5f3643532c000005524b2e82/templates/Template3/contracts/ST168_contracts_5	container_name=ST168_contracts_5	container_type=contract	event=associated	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	id=5f37af60a91b001c1500b4ce ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-15T09:48:16

"current_time=2020-08-14T11:54:34Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-14T11:54:34	type=filter	key=/schemas/5f3640842c000089514b2e21/templates/Template1/filters/10.23.239.23_filters_5	name=10.23.239.23_filters_5	container_key=/schemas/5f3640842c000089514b2e21/templates/Template1	container_name=Template1	container_type=template	event=deleted	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	id=5f367b7aa91b001dd1007137 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-14T11:54:34

"current_time=2020-08-14T11:54:34Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-14T11:54:34	type=epg-bd	key=/schemas/5f3640842c000089514b2e21/templates/Template1/anps/10.23.239.23_anp/epgs/10.23.239.23_anps_epg_5/bdRef	container_key=/schemas/5f3640842c000089514b2e21/templates/Template1/anps/10.23.239.23_anp/epgs/10.23.239.23_anps_epg_5	container_name=10.23.239.23_anps_epg_5	container_type=epg	event=disassociated	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	id=5f367b7aa91b001dd1007127",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-14T11:54:34


"current_time=2020-08-14T07:55:00Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-14T07:55:00	type=attribute	key=/schemas/5f3643532c000005524b2e82/templates/Template3/filters/ST168_filters_5/filterEntry	id=5f364354a91b00c5c40070f8	container_key=/schemas/5f3643532c000005524b2e82/templates/Template3/filters/ST168_filters_5	container_name=ST168_filters_5	container_type=filter	event=added	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	newValue=ST168_filter_5_name ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-14T07:55:00

"current_time=2020-08-14T05:46:12Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	id=5f362524a91b0036be00375c	timestamp=2020-08-14T05:46:12	type=schema	key=5f3523642c000008114b2e1e	name=schema_1	event=updated	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-14T05:46:12

"current_time=2020-08-14T05:43:04Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	id=5f362468a91b000ebe00373b	timestamp=2020-08-14T05:43:04	type=schema	key=5f3523642c000008114b2e1e	name=schema_1	event=updated	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-14T05:43:04

"current_time=2020-08-13T13:04:33Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	id=5f353a61a91b00078a003714	timestamp=2020-08-13T13:04:33	type=schema	key=5f353a602c000076164b2e1f	name=schema_2	event=created	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-13T13:04:33

"current_time=2020-08-13T12:53:07Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	id=5f3537b3a91b00728900370c	timestamp=2020-08-13T12:53:07	type=schema	key=5f3523642c000008114b2e1e	name=schema_1	event=updated	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-13T12:53:07

"current_time=2020-08-15T09:48:16Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	id=5f37af60a91b001c1500b403	timestamp=2020-08-15T09:48:16	type=schema	key=5f3643532c000005524b2e82	name=schema_100	event=updated	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-15T09:48:16

"current_time=2020-08-13T11:26:14Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	id=5f352356a91b00ee840036d5	timestamp=2020-08-13T11:26:14	type=schema	key=5f351eeb2c0000fa0f4b2e1d	name=schema_1	event=deleted	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-13T11:26:14

"current_time=2020-08-27T14:10:02Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T14:10:02	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=user-auth	id=5f47bebaa91b00d6ac00c44d ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T14:10:02

"current_time=2020-08-27T14:08:23Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T14:08:23	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=user-auth	id=5f47be57a91b00c5ac00c44b",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T14:08:23

"current_time=2020-08-27T13:54:12Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T13:54:12	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=user-auth	id=5f47bb04a91b00e5ab00c440 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T13:54:12

"current_time=2020-08-27T13:51:42Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T13:51:42	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=user-auth	id=5f47ba6ea91b00d8ab00c43e ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T13:51:42

"current_time=2020-08-27T13:51:42Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T13:51:42	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=policy	id=5f47ba6ea91b00d8ab00c43e",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T13:51:42

"current_time=2020-08-27T14:08:23Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T14:08:23	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=policy	id=5f47be57a91b00c5ac00c44b",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T14:08:23

"current_time=2020-08-27T13:54:12Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T13:54:12	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=policy id=5f47bb04a91b00e5ab00c440 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T13:54:12

"current_time=2020-08-27T13:51:42Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T13:51:42	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=tenant id=5f47ba6ea91b00d8ab00c43e",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T13:51:42

"current_time=2020-08-27T14:08:23Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T14:08:23	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=tenant	id=5f47be57a91b00c5ac00c44b",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T14:08:23

"current_time=2020-08-27T13:54:12Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	timestamp=2020-08-27T13:54:12	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020	event=logged-in	type=tenant id=5f47bb04a91b00e5ab00c440 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T13:54:12

"current_time=2020-08-13T12:53:07Z	mso_host=x.x.x.x	mso_api_endpoint=msoAuditRecords	id=5f3537b3a91b00728900370c	timestamp=2020-08-13T12:53:07	type=tenant	key=5f3523642c000008114b2e1e	name=tenant1	event=updated	user_lastName=User	user_username=admin	user_domainName=Local	user_domainId=0000ffff0000000000000090	user_firstName=Admin	user_userId=0000ffff0000000000000020 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-13T12:53:07

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userAllowedRoles	readPermissions=view-users	readPermissions=view-roles	description=Manage all users, their roles and passwords	displayName=User and Role Manager	permissions=view-users	permissions=view-roles	permissions=manage-users	permissions=manage-roles	name=userManager	writePermissions=manage-users	writePermissions=manage-roles	id=0000ffff0000000000000035",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userAllowedRoles	readPermissions=view-tenant-schemas	description=Manage schemas that contain tenants to which a user is explicitly associated	displayName=Schema Manager - Restricted	permissions=view-tenant-schemas	permissions=manage-tenant-schemas	name=schemaEditor	writePermissions=manage-tenant-schemas	id=0000ffff0000000000000034",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userAllowedRoles	readPermissions=view-schemas	description=Manage all schemas regardless of tenant association	displayName=Schema Manager	permissions=view-schemas	permissions=manage-schemas	name=schemaManager	writePermissions=manage-schemas	id=0000ffff0000000000000033 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userAllowedRoles	readPermissions=view-sites	readPermissions=view-tenants	readPermissions=view-labels	description=Manage sites, tenants and associations	displayName=Site and Tenant Manager	permissions=view-sites	permissions=view-tenants	permissions=view-labels	permissions=manage-sites	permissions=manage-tenants	permissions=manage-labels	name=siteManager	writePermissions=manage-sites	writePermissions=manage-tenants	writePermissions=manage-labels	id=0000ffff0000000000000032 ",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userAllowedRoles	readPermissions=view-sites	readPermissions=view-tenants	readPermissions=view-schemas	readPermissions=view-tenant-schemas	readPermissions=view-users	readPermissions=view-roles	readPermissions=view-all-audit-records	readPermissions=view-backup	readPermissions=view-labels	readPermissions=manage-system	description=Elevates this user to "admin"	displayName=Power User	permissions=view-sites	permissions=view-tenants	permissions=view-schemas	permissions=view-tenant-schemas	permissions=view-users	permissions=view-roles	permissions=view-all-audit-records	permissions=view-backup	permissions=view-labels	permissions=manage-system	permissions=manage-sites	permissions=manage-tenants	permissions=manage-labels	permissions=manage-schemas	permissions=manage-tenant-schemas	permissions=manage-users	permissions=manage-roles	permissions=manage-audit-records	permissions=manage-backup	permissions=manage-labels	permissions=manage-system	name=powerUser	writePermissions=manage-sites	writePermissions=manage-tenants	writePermissions=manage-labels	writePermissions=manage-schemas	writePermissions=manage-tenant-schemas	writePermissions=manage-users	writePermissions=manage-roles	writePermissions=manage-audit-records	writePermissions=manage-backup	writePermissions=manage-labels	writePermissions=manage-system	id=0000ffff0000000000000031",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userRoles	mso_user_id=5ee85f7c2e0000f4b33c578f	readPermissions=view-schemas	description=Manage all schemas regardless of tenant association	displayName=Schema Manager	permissions=view-schemas	permissions=manage-schemas	name=schemaManager	writePermissions=manage-schemas	id=0000ffff0000000000000033",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userRoles	mso_user_id=5ee85f7c2e0000f4b33c578f	readPermissions=view-sites	readPermissions=view-tenants	readPermissions=view-labels	description=Manage sites, tenants and associations	displayName=Site and Tenant Manager	permissions=view-sites	permissions=view-tenants	permissions=view-labels	permissions=manage-sites	permissions=manage-tenants	permissions=manage-labels	name=siteManager	writePermissions=manage-sites	writePermissions=manage-tenants	writePermissions=manage-labels	id=0000ffff0000000000000032",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userRoles	mso_user_id=0000ffff0000000000000020	readPermissions=view-sites	readPermissions=view-tenants	readPermissions=view-schemas	readPermissions=view-tenant-schemas	readPermissions=view-users	readPermissions=view-roles	readPermissions=view-all-audit-records	readPermissions=view-backup	readPermissions=view-labels	readPermissions=manage-system	description=Elevates this user to "admin"	displayName=Power User	permissions=view-sites	permissions=view-tenants	permissions=view-schemas	permissions=view-tenant-schemas	permissions=view-users	permissions=view-roles	permissions=view-all-audit-records	permissions=view-backup	permissions=view-labels	permissions=manage-system	permissions=manage-sites	permissions=manage-tenants	permissions=manage-labels	permissions=manage-schemas	permissions=manage-tenant-schemas	permissions=manage-users	permissions=manage-roles	permissions=manage-audit-records	permissions=manage-backup	permissions=manage-labels	permissions=manage-system	name=powerUser	writePermissions=manage-sites	writePermissions=manage-tenants	writePermissions=manage-labels	writePermissions=manage-schemas	writePermissions=manage-tenant-schemas	writePermissions=manage-users	writePermissions=manage-roles	writePermissions=manage-audit-records	writePermissions=manage-backup	writePermissions=manage-labels	writePermissions=manage-system	id=0000ffff0000000000000031",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userDetails	lastName=User	roles_roleId=0000ffff0000000000000032	roles_accessType=readWrite	roles_roleId=0000ffff0000000000000033	roles_accessType=readWrite	currentLockoutTime=0	username=test_user	domainId=0000ffff0000000000000090	emailAddress=test@gmail.com	phoneNumber=0123456789	needsPasswordUpdate=True	accountStatus=active	consecutiveFailedAttempts=0	firstName=Test	password=******	id=5ee85f7c2e0000f4b33c578f",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-26T06:49:30	mso_host=x.x.x.x	mso_api_endpoint=userDetails	lastName=User	roles_roleId=0000ffff0000000000000031	roles_accessType=readWrite	currentLockoutTime=0	userPreferences_whatsNew=True	userPreferences_autoSave=True	username=admin	domainId=0000ffff0000000000000090	emailAddress=admin@default-multisite-domain.com	phoneNumber=(888) 123-4567	needsPasswordUpdate=False	accountStatus=active	consecutiveFailedAttempts=0	firstName=Admin	password=******	id=0000ffff0000000000000020	bookmarks=[]",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-26T06:49:30

"current_time=2020-08-27T22:18:13	mso_host=x.x.x.x	mso_api_endpoint=userPermissions	mso_user_id=5ee85f7c2e0000f4b33c578f	permissions=view-sites	permissions=view-tenants	permissions=view-labels	permissions=manage-sites	permissions=manage-tenants	permissions=manage-labels	permissions=view-schemas	permissions=manage-schemas",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T22:18:13

"current_time=2020-08-27T22:18:13	mso_host=x.x.x.x	mso_api_endpoint=userPermissions	mso_user_id=0000ffff0000000000000020	permissions=view-sites	permissions=view-tenants	permissions=view-schemas	permissions=view-tenant-schemas	permissions=view-users	permissions=view-roles	permissions=view-all-audit-records	permissions=view-backup	permissions=view-labels	permissions=manage-system	permissions=manage-sites	permissions=manage-tenants	permissions=manage-labels	permissions=manage-schemas	permissions=manage-tenant-schemas	permissions=manage-users	permissions=manage-roles	permissions=manage-audit-records	permissions=manage-backup	permissions=manage-labels	permissions=manage-system",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso audit user,cisco:mso,2020-08-27T22:18:13

"current_time=2020-08-27T22:18:45	mso_host=x.x.x.x	mso_api_endpoint=policyDetails	provider_tenantId=5ec51158320000f848aa5f2d	provider_l3Ref=	provider_epgRef=/schemas/5ec7a1732d0000491e59b138/templates/Template1/anps/test_anp/epgs/test_epg_1	provider_externalEpgRef=	provider_addr=10.10.10.10	policyType=dhcp	policySubtype=relay	version=1	desc=Relay Testing	name=Test_Relay	tenantId=5ec51158320000f848aa5f2d	id=5ef36c805c1d00227a9c37c9",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso fabric policy,cisco:mso,2020-08-27T22:18:45

"current_time=2020-08-27T22:18:45	mso_host=x.x.x.x	mso_api_endpoint=policyDetails	dhcpOption_name=option_name	dhcpOption_data=No data	dhcpOption_id=10	policyType=dhcp	policySubtype=option	version=1	desc=For Testing	name=Test_2	tenantId=5ec51158320000f848aa5f2d	id=5ef36b3b5c1d00e3799c37c8",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso fabric policy,cisco:mso,2020-08-27T22:18:45

"current_time=2020-08-27T22:18:45	mso_host=x.x.x.x	mso_api_endpoint=policyDetails	provider_tenantId=0000ffff0000000000000010	provider_l3Ref=	provider_epgRef=/schemas/5eccc36d2d0000623d59b228/templates/Template2/anps/common_tenant_AP/epgs/common_tenant_EPG_1	provider_externalEpgRef=	provider_addr=1.2.3.4	policyType=dhcp	policySubtype=relay	version=1	name=common_tenant_policy	tenantId=0000ffff0000000000000010	id=5ed5f8242a1d00df1aabe01b",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso fabric policy,cisco:mso,2020-08-27T22:18:45

"current_time=2020-08-27T22:18:45	mso_host=x.x.x.x	mso_api_endpoint=policyDetails	dhcpOption=[]	policyType=dhcp	policySubtype=option	version=2	name=test_policy	tenantId=5ec51158320000f848aa5f2d	id=5ec7a5c12a1d002a1dabe01a",SPLUNK,main,/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect_mso.py -mso fabric policy,cisco:mso,2020-08-27T22:18:45

