"_time","equipment_id","station_id","cell_id","shop_id","enterprise_id","facility_id","process_id","process_instance_id","activity_id","activity_instance_id","task_id","task_instance_id","task_instance_start","task_instance_duration","task_instance_end","product_type_id","batch_id","product_instance_id","process_reference_function","task_planned_duration"
"2018-03-21T06:16:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4782,"ACRO-01",4782,"CHAIN-2800",1521609360,1521609360,60,1521609420,Wafer,4782,4782,Transformieren,60
"2018-03-21T06:17:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4788,"ACRO-01",4788,"CHAIN-2800",1521609420,1521609420,60,1521609480,Wafer,4788,4788,Transformieren,60
"2018-03-21T06:18:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4794,"ACRO-01",4794,"CHAIN-2800",1521609480,1521609480,60,1521609540,Wafer,4794,4794,Transformieren,60
"2018-03-21T06:19:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4800,"ACRO-01",4800,"CHAIN-2800",1521609540,1521609540,60,1521609600,Wafer,4800,4800,Transformieren,60
"2018-03-21T06:20:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4806,"ACRO-01",4806,"CHAIN-2800",1521609600,1521609600,60,1521609660,Wafer,4806,4806,Transformieren,60
"2018-03-21T06:21:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4812,"ACRO-01",4812,"CHAIN-2800",1521609660,1521609660,60,1521609720,Wafer,4812,4812,Transformieren,60
"2018-03-21T06:22:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4818,"ACRO-01",4818,"CHAIN-2800",1521609720,1521609720,60,1521609780,Wafer,4818,4818,Transformieren,60
"2018-03-21T06:23:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4824,"ACRO-01",4824,"CHAIN-2800",1521609780,1521609780,60,1521609840,Wafer,4824,4824,Transformieren,60
"2018-03-21T06:24:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4830,"ACRO-01",4830,"CHAIN-2800",1521609840,1521609840,60,1521609900,Wafer,4830,4830,Transformieren,60
"2018-03-21T06:25:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4836,"ACRO-01",4836,"CHAIN-2800",1521609900,1521609900,60,1521609960,Wafer,4836,4836,Transformieren,60
"2018-03-21T06:26:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4842,"ACRO-01",4842,"CHAIN-2800",1521609960,1521609960,60,1521610020,Wafer,4842,4842,Transformieren,60
"2018-03-21T06:27:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4848,"ACRO-01",4848,"CHAIN-2800",1521610020,1521610020,60,1521610080,Wafer,4848,4848,Transformieren,60
"2018-03-21T06:28:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4854,"ACRO-01",4854,"CHAIN-2800",1521610080,1521610080,60,1521610140,Wafer,4854,4854,Transformieren,60
"2018-03-21T06:29:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4860,"ACRO-01",4860,"CHAIN-2800",1521610140,1521610140,60,1521610200,Wafer,4860,4860,Transformieren,60
"2018-03-21T06:30:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4866,"ACRO-01",4866,"CHAIN-2800",1521610200,1521610200,60,1521610260,Wafer,4866,4866,Transformieren,60
"2018-03-21T06:31:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4872,"ACRO-01",4872,"CHAIN-2800",1521610260,1521610260,60,1521610320,Wafer,4872,4872,Transformieren,60
"2018-03-21T06:32:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4878,"ACRO-01",4878,"CHAIN-2800",1521610320,1521610320,60,1521610380,Wafer,4878,4878,Transformieren,60
"2018-03-21T06:33:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4884,"ACRO-01",4884,"CHAIN-2800",1521610380,1521610380,60,1521610440,Wafer,4884,4884,Transformieren,60
"2018-03-21T06:34:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4890,"ACRO-01",4890,"CHAIN-2800",1521610440,1521610440,60,1521610500,Wafer,4890,4890,Transformieren,60
"2018-03-21T06:35:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4896,"ACRO-01",4896,"CHAIN-2800",1521610500,1521610500,60,1521610560,Wafer,4896,4896,Transformieren,60
"2018-03-21T06:36:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4902,"ACRO-01",4902,"CHAIN-2800",1521610560,1521610560,60,1521610620,Wafer,4902,4902,Transformieren,60
"2018-03-21T06:37:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4908,"ACRO-01",4908,"CHAIN-2800",1521610620,1521610620,60,1521610680,Wafer,4908,4908,Transformieren,60
"2018-03-21T06:38:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4914,"ACRO-01",4914,"CHAIN-2800",1521610680,1521610680,60,1521610740,Wafer,4914,4914,Transformieren,60
"2018-03-21T06:39:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4920,"ACRO-01",4920,"CHAIN-2800",1521610740,1521610740,60,1521610800,Wafer,4920,4920,Transformieren,60
"2018-03-21T06:40:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4926,"ACRO-01",4926,"CHAIN-2800",1521610800,1521610800,60,1521610860,Wafer,4926,4926,Transformieren,60
"2018-03-21T06:41:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4932,"ACRO-01",4932,"CHAIN-2800",1521610860,1521610860,60,1521610920,Wafer,4932,4932,Transformieren,60
"2018-03-21T06:42:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4938,"ACRO-01",4938,"CHAIN-2800",1521610920,1521610920,60,1521610980,Wafer,4938,4938,Transformieren,60
"2018-03-21T06:43:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4944,"ACRO-01",4944,"CHAIN-2800",1521610980,1521610980,60,1521611040,Wafer,4944,4944,Transformieren,60
"2018-03-21T06:44:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4950,"ACRO-01",4950,"CHAIN-2800",1521611040,1521611040,60,1521611100,Wafer,4950,4950,Transformieren,60
"2018-03-21T06:45:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4956,"ACRO-01",4956,"CHAIN-2800",1521611100,1521611100,60,1521611160,Wafer,4956,4956,Transformieren,60
"2018-03-21T06:46:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4962,"ACRO-01",4962,"CHAIN-2800",1521611160,1521611160,60,1521611220,Wafer,4962,4962,Transformieren,60
"2018-03-21T06:47:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4968,"ACRO-01",4968,"CHAIN-2800",1521611220,1521611220,60,1521611280,Wafer,4968,4968,Transformieren,60
"2018-03-21T06:48:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4974,"ACRO-01",4974,"CHAIN-2800",1521611280,1521611280,60,1521611340,Wafer,4974,4974,Transformieren,60
"2018-03-21T06:49:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4980,"ACRO-01",4980,"CHAIN-2800",1521611340,1521611340,60,1521611400,Wafer,4980,4980,Transformieren,60
"2018-03-21T06:50:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4986,"ACRO-01",4986,"CHAIN-2800",1521611400,1521611400,60,1521611460,Wafer,4986,4986,Transformieren,60
"2018-03-21T06:51:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4992,"ACRO-01",4992,"CHAIN-2800",1521611460,1521611460,60,1521611520,Wafer,4992,4992,Transformieren,60
"2018-03-21T06:52:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,4998,"ACRO-01",4998,"CHAIN-2800",1521611520,1521611520,60,1521611580,Wafer,4998,4998,Transformieren,60
"2018-03-21T06:53:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5004,"ACRO-01",5004,"CHAIN-2800",1521611580,1521611580,60,1521611640,Wafer,5004,5004,Transformieren,60
"2018-03-21T06:54:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5010,"ACRO-01",5010,"CHAIN-2800",1521611640,1521611640,60,1521611700,Wafer,5010,5010,Transformieren,60
"2018-03-21T06:55:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5016,"ACRO-01",5016,"CHAIN-2800",1521611700,1521611700,60,1521611760,Wafer,5016,5016,Transformieren,60
"2018-03-21T06:56:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5022,"ACRO-01",5022,"CHAIN-2800",1521611760,1521611760,60,1521611820,Wafer,5022,5022,Transformieren,60
"2018-03-21T06:57:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5028,"ACRO-01",5028,"CHAIN-2800",1521611820,1521611820,60,1521611880,Wafer,5028,5028,Transformieren,60
"2018-03-21T06:58:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5034,"ACRO-01",5034,"CHAIN-2800",1521611880,1521611880,60,1521611940,Wafer,5034,5034,Transformieren,60
"2018-03-21T06:59:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5040,"ACRO-01",5040,"CHAIN-2800",1521611940,1521611940,60,1521612000,Wafer,5040,5040,Transformieren,60
"2018-03-21T07:00:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5046,"ACRO-01",5046,"CHAIN-2800",1521612000,1521612000,60,1521612060,Wafer,5046,5046,Transformieren,60
"2018-03-21T07:01:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5052,"ACRO-01",5052,"CHAIN-2800",1521612060,1521612060,60,1521612120,Wafer,5052,5052,Transformieren,60
"2018-03-21T07:02:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5058,"ACRO-01",5058,"CHAIN-2800",1521612120,1521612120,60,1521612180,Wafer,5058,5058,Transformieren,60
"2018-03-21T07:03:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5064,"ACRO-01",5064,"CHAIN-2800",1521612180,1521612180,60,1521612240,Wafer,5064,5064,Transformieren,60
"2018-03-21T07:04:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5070,"ACRO-01",5070,"CHAIN-2800",1521612240,1521612240,60,1521612300,Wafer,5070,5070,Transformieren,60
"2018-03-21T07:05:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5076,"ACRO-01",5076,"CHAIN-2800",1521612300,1521612300,60,1521612360,Wafer,5076,5076,Transformieren,60
"2018-03-21T07:06:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5082,"ACRO-01",5082,"CHAIN-2800",1521612360,1521612360,60,1521612420,Wafer,5082,5082,Transformieren,60
"2018-03-21T07:07:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5088,"ACRO-01",5088,"CHAIN-2800",1521612420,1521612420,60,1521612480,Wafer,5088,5088,Transformieren,60
"2018-03-21T07:08:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5094,"ACRO-01",5094,"CHAIN-2800",1521612480,1521612480,60,1521612540,Wafer,5094,5094,Transformieren,60
"2018-03-21T07:09:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5100,"ACRO-01",5100,"CHAIN-2800",1521612540,1521612540,60,1521612600,Wafer,5100,5100,Transformieren,60
"2018-03-21T07:10:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5106,"ACRO-01",5106,"CHAIN-2800",1521612600,1521612600,60,1521612660,Wafer,5106,5106,Transformieren,60
"2018-03-21T07:11:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5112,"ACRO-01",5112,"CHAIN-2800",1521612660,1521612660,60,1521612720,Wafer,5112,5112,Transformieren,60
"2018-03-21T07:12:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5118,"ACRO-01",5118,"CHAIN-2800",1521612720,1521612720,60,1521612780,Wafer,5118,5118,Transformieren,60
"2018-03-21T07:13:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5124,"ACRO-01",5124,"CHAIN-2800",1521612780,1521612780,60,1521612840,Wafer,5124,5124,Transformieren,60
"2018-03-21T07:14:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5130,"ACRO-01",5130,"CHAIN-2800",1521612840,1521612840,60,1521612900,Wafer,5130,5130,Transformieren,60
"2018-03-21T07:15:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5136,"ACRO-01",5136,"CHAIN-2800",1521612900,1521612900,60,1521612960,Wafer,5136,5136,Transformieren,60
"2018-03-21T07:16:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5142,"ACRO-01",5142,"CHAIN-2800",1521612960,1521612960,60,1521613020,Wafer,5142,5142,Transformieren,60
"2018-03-21T07:17:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5148,"ACRO-01",5148,"CHAIN-2800",1521613020,1521613020,60,1521613080,Wafer,5148,5148,Transformieren,60
"2018-03-21T07:18:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5154,"ACRO-01",5154,"CHAIN-2800",1521613080,1521613080,60,1521613140,Wafer,5154,5154,Transformieren,60
"2018-03-21T07:19:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5160,"ACRO-01",5160,"CHAIN-2800",1521613140,1521613140,60,1521613200,Wafer,5160,5160,Transformieren,60
"2018-03-21T07:20:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5166,"ACRO-01",5166,"CHAIN-2800",1521613200,1521613200,60,1521613260,Wafer,5166,5166,Transformieren,60
"2018-03-21T07:21:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5172,"ACRO-01",5172,"CHAIN-2800",1521613260,1521613260,60,1521613320,Wafer,5172,5172,Transformieren,60
"2018-03-21T07:22:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5178,"ACRO-01",5178,"CHAIN-2800",1521613320,1521613320,60,1521613380,Wafer,5178,5178,Transformieren,60
"2018-03-21T07:23:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5184,"ACRO-01",5184,"CHAIN-2800",1521613380,1521613380,60,1521613440,Wafer,5184,5184,Transformieren,60
"2018-03-21T07:24:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5190,"ACRO-01",5190,"CHAIN-2800",1521613440,1521613440,60,1521613500,Wafer,5190,5190,Transformieren,60
"2018-03-21T07:25:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5196,"ACRO-01",5196,"CHAIN-2800",1521613500,1521613500,60,1521613560,Wafer,5196,5196,Transformieren,60
"2018-03-21T07:26:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5202,"ACRO-01",5202,"CHAIN-2800",1521613560,1521613560,60,1521613620,Wafer,5202,5202,Transformieren,60
"2018-03-21T07:27:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5208,"ACRO-01",5208,"CHAIN-2800",1521613620,1521613620,60,1521613680,Wafer,5208,5208,Transformieren,60
"2018-03-21T07:28:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5214,"ACRO-01",5214,"CHAIN-2800",1521613680,1521613680,60,1521613740,Wafer,5214,5214,Transformieren,60
"2018-03-21T07:29:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5220,"ACRO-01",5220,"CHAIN-2800",1521613740,1521613740,60,1521613800,Wafer,5220,5220,Transformieren,60
"2018-03-21T07:30:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5226,"ACRO-01",5226,"CHAIN-2800",1521613800,1521613800,60,1521613860,Wafer,5226,5226,Transformieren,60
"2018-03-21T07:31:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5232,"ACRO-01",5232,"CHAIN-2800",1521613860,1521613860,60,1521613920,Wafer,5232,5232,Transformieren,60
"2018-03-21T07:32:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5238,"ACRO-01",5238,"CHAIN-2800",1521613920,1521613920,60,1521613980,Wafer,5238,5238,Transformieren,60
"2018-03-21T07:33:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5244,"ACRO-01",5244,"CHAIN-2800",1521613980,1521613980,60,1521614040,Wafer,5244,5244,Transformieren,60
"2018-03-21T07:34:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5250,"ACRO-01",5250,"CHAIN-2800",1521614040,1521614040,60,1521614100,Wafer,5250,5250,Transformieren,60
"2018-03-21T07:35:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5256,"ACRO-01",5256,"CHAIN-2800",1521614100,1521614100,60,1521614160,Wafer,5256,5256,Transformieren,60
"2018-03-21T07:36:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5262,"ACRO-01",5262,"CHAIN-2800",1521614160,1521614160,60,1521614220,Wafer,5262,5262,Transformieren,60
"2018-03-21T07:37:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5268,"ACRO-01",5268,"CHAIN-2800",1521614220,1521614220,60,1521614280,Wafer,5268,5268,Transformieren,60
"2018-03-21T07:38:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5274,"ACRO-01",5274,"CHAIN-2800",1521614280,1521614280,60,1521614340,Wafer,5274,5274,Transformieren,60
"2018-03-21T07:39:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5280,"ACRO-01",5280,"CHAIN-2800",1521614340,1521614340,60,1521614400,Wafer,5280,5280,Transformieren,60
"2018-03-21T07:40:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5286,"ACRO-01",5286,"CHAIN-2800",1521614400,1521614400,60,1521614460,Wafer,5286,5286,Transformieren,60
"2018-03-21T07:41:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5292,"ACRO-01",5292,"CHAIN-2800",1521614460,1521614460,60,1521614520,Wafer,5292,5292,Transformieren,60
"2018-03-21T07:42:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5298,"ACRO-01",5298,"CHAIN-2800",1521614520,1521614520,60,1521614580,Wafer,5298,5298,Transformieren,60
"2018-03-21T07:43:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5304,"ACRO-01",5304,"CHAIN-2800",1521614580,1521614580,60,1521614640,Wafer,5304,5304,Transformieren,60
"2018-03-21T07:44:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5310,"ACRO-01",5310,"CHAIN-2800",1521614640,1521614640,60,1521614700,Wafer,5310,5310,Transformieren,60
"2018-03-21T07:45:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5316,"ACRO-01",5316,"CHAIN-2800",1521614700,1521614700,60,1521614760,Wafer,5316,5316,Transformieren,60
"2018-03-21T07:46:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5322,"ACRO-01",5322,"CHAIN-2800",1521614760,1521614760,60,1521614820,Wafer,5322,5322,Transformieren,60
"2018-03-21T07:47:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5328,"ACRO-01",5328,"CHAIN-2800",1521614820,1521614820,60,1521614880,Wafer,5328,5328,Transformieren,60
"2018-03-21T07:48:00.000+0100","CH-01","ETXI-01","PVD-GRP-01",PVD,"DE-01","450mm-Fertigung",PVD,5334,"ACRO-01",5334,"CHAIN-2800",1521614880,1521614880,60,1521614940,Wafer,5334,5334,Transformieren,60
