time_used,action_type,description,device_name,device_Id,location,badge_guid
1590468220,1003,Failure,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,4c5dd69d2b9c42349f0278719c2ad64a
1578901715,1001,User Entry,Access_point,39b8a958c39d4ab4a588463eb50c6697,Las Vegas,ac6aeaf941884583bef795b373865f27
1573680565,1001,User Entry,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,d143267c55b24bf69fa920ca9947c003
1564000342,1002,User Exit,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,d143267c55b24bf69fa920ca9947c003
1567779061,1003,Failure,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,d143267c55b24bf69fa920ca9947c003
1595605640,1001,User Entry,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,e2c79ed1c4a142539b4cbd1f7c5cf24f
1618707248,1002,User Exit,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,e2c79ed1c4a142539b4cbd1f7c5cf24f
1573287393,1003,Failure,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,e2c79ed1c4a142539b4cbd1f7c5cf24f
1576319354,1001,User Entry,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,ac6aeaf941884583bef795b373865f27
1600539210,1002,User Exit,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,ac6aeaf941884583bef795b373865f27
1612319549,1003,Failure,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,ac6aeaf941884583bef795b373865f27
1600409696,1001,User Entry,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,a915ebedff6f4be1af146604f761c389
1595756875,1002,User Exit,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,a915ebedff6f4be1af146604f761c389
1591191853,1003,Failure,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,a915ebedff6f4be1af146604f761c389
1614425337,1001,User Entry,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,18da4717329f430486296b1125fb24f7
1625441341,1002,User Exit,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,18da4717329f430486296b1125fb24f7
1561276167,1003,Failure,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,18da4717329f430486296b1125fb24f7
1614937956,1001,User Entry,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,fbd2ab94f8f540318f5395a32c20b24f
1592954808,1002,User Exit,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,fbd2ab94f8f540318f5395a32c20b24f
1620009947,1003,Failure,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,4c5dd69d2b9c42349f0278719c2ad64a
1571024037,1001,User Entry,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,ac6aeaf941884583bef795b373865f27
1582778209,1002,User Exit,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,ac6aeaf941884583bef795b373865f27
1587928758,1003,Failure,Access_point,2f1f287b19914211bd547171799e354d,Las Vegas,ac6aeaf941884583bef795b373865f27
1556029200,1001,User Entry,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,fbd2ab94f8f540318f5395a32c20b24f
1607331830,1002,User Exit,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,fbd2ab94f8f540318f5395a32c20b24f
1587280482,1003,Failure,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,fbd2ab94f8f540318f5395a32c20b24f
1601102144,1001,User Entry,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,ac6aeaf941884583bef795b373865f27
1561051552,1002,User Exit,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,ac6aeaf941884583bef795b373865f27
1569989290,1003,Failure,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,ac6aeaf941884583bef795b373865f27
1614628258,1001,User Entry,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,83b7b8fe4946409e89220f3dabd2bdee
1615843876,1002,User Exit,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,83b7b8fe4946409e89220f3dabd2bdee
1555165888,1003,Failure,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,83b7b8fe4946409e89220f3dabd2bdee
1619253829,1001,User Entry,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,a01d749138534c6b87db7eeb05a45e26
1580416404,1002,User Exit,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,a01d749138534c6b87db7eeb05a45e26
1627826406,1003,Failure,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,a01d749138534c6b87db7eeb05a45e26
1582818420,1001,User Entry,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,d143267c55b24bf69fa920ca9947c003
1581981656,1002,User Exit,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,d143267c55b24bf69fa920ca9947c003
1556712489,1003,Failure,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,d143267c55b24bf69fa920ca9947c003
1625750665,1001,User Entry,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,e2c79ed1c4a142539b4cbd1f7c5cf24f
1569516941,1002,User Exit,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,e2c79ed1c4a142539b4cbd1f7c5cf24f
1587092562,1003,Failure,Access_point,11c5805f03ac47a786d3fcf23d8db621,Boston,e2c79ed1c4a142539b4cbd1f7c5cf24f
1587309687,1001,User Entry,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,fbd2ab94f8f540318f5395a32c20b24f
1584817849,1002,User Exit,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,fbd2ab94f8f540318f5395a32c20b24f
1619273032,1003,Failure,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,fbd2ab94f8f540318f5395a32c20b24f
1615252876,1001,User Entry,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,4c5dd69d2b9c42349f0278719c2ad64a
1589488681,1002,User Exit,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,4c5dd69d2b9c42349f0278719c2ad64a
1607441492,1001,User Entry,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,ac6aeaf941884583bef795b373865f27
1563038021,1002,User Exit,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,ac6aeaf941884583bef795b373865f27
1552939875,1003,Failure,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,ac6aeaf941884583bef795b373865f27
1576499826,1001,User Entry,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,ac6aeaf941884583bef795b373865f27
1604895135,1002,User Exit,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,ac6aeaf941884583bef795b373865f27
1585346853,1001,User Entry,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,83b7b8fe4946409e89220f3dabd2bdee
1606828286,1002,User Exit,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,83b7b8fe4946409e89220f3dabd2bdee
1551608494,1003,Failure,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,83b7b8fe4946409e89220f3dabd2bdee
1599079425,1001,User Entry,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,83b7b8fe4946409e89220f3dabd2bdee
1606353917,1002,User Exit,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,83b7b8fe4946409e89220f3dabd2bdee
1612242803,1001,User Entry,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,a01d749138534c6b87db7eeb05a45e26
1561591033,1002,User Exit,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,a01d749138534c6b87db7eeb05a45e26
1599601441,1003,Failure,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,a01d749138534c6b87db7eeb05a45e26
1603525468,1001,User Entry,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,99f8b0f133dd4351a41077ba42c72777
1564843245,1002,User Exit,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,99f8b0f133dd4351a41077ba42c72777
1551596396,1001,User Entry,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,d143267c55b24bf69fa920ca9947c003
1581757969,1002,User Exit,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,d143267c55b24bf69fa920ca9947c003
1581245872,1003,Failure,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,d143267c55b24bf69fa920ca9947c003
1585898747,1001,User Entry,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,fbd2ab94f8f540318f5395a32c20b24f
1597172763,1002,User Exit,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,fbd2ab94f8f540318f5395a32c20b24f
1584772462,1001,User Entry,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,e2c79ed1c4a142539b4cbd1f7c5cf24f
1619623691,1002,User Exit,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,e2c79ed1c4a142539b4cbd1f7c5cf24f
1605515309,1003,Failure,Access_point,1c1effa831514887b357c5bd8efffc94,Boston,e2c79ed1c4a142539b4cbd1f7c5cf24f
1607381516,1001,User Entry,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,ac6aeaf941884583bef795b373865f27
1604555354,1002,User Exit,Access_point,7adfef3017af421ab6e3e10fba0d0c86,Dallas,ac6aeaf941884583bef795b373865f27
