asset_id,date,record,operator
26,2018-01-07,Maintenance Completed,JC02
26,2018-01-07,"Maintenance QA failed, retest",MA01
26,2018-01-08,"Maintenance QA HPC value replaced",MA01
26,2018-01-09,"Maintenance QA completed, OK",MA01
#
27,2018-01-02,Engine PM Maintenance Warning,JC01
27,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
27,2018-01-06,Maintenance Started,JC02
27,2018-01-07,Maintenance Completed,JC02
27,2018-01-07,"Maintenance QA failed, retest",MA01
27,2018-01-08,"Maintenance QA HPC value replaced",MA01
27,2018-01-09,"Maintenance QA completed, OK",MA01
#
28,2018-01-02,Engine PM Maintenance Warning,JC01
28,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
28,2018-01-06,Maintenance Started,JC02
28,2018-01-07,Maintenance Completed,JC02
28,2018-01-07,"Maintenance QA failed, retest",MA01
28,2018-01-08,"Maintenance QA HPC value replaced",MA01
28,2018-01-09,"Maintenance QA completed, OK",MA01
#
29,2018-01-02,Engine PM Maintenance Warning,JC01
29,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
29,2018-01-06,Maintenance Started,JC02
29,2018-01-07,Maintenance Completed,JC02
29,2018-01-07,"Maintenance QA failed, retest",MA01
29,2018-01-08,"Maintenance QA HPC value replaced",MA01
29,2018-01-09,"Maintenance QA completed, OK",MA01
#
30,2018-01-02,Engine PM Maintenance Warning,JC01
30,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
30,2018-01-06,Maintenance Started,JC02
30,2018-01-07,Maintenance Completed,JC02
30,2018-01-07,"Maintenance QA failed, retest",MA01
30,2018-01-08,"Maintenance QA HPC value replaced",MA01
30,2018-01-09,"Maintenance QA completed, OK",MA01
#
31,2018-01-02,Engine PM Maintenance Warning,JC01
31,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
31,2018-01-06,Maintenance Started,JC02
31,2018-01-07,Maintenance Completed,JC02
31,2018-01-07,"Maintenance QA failed, retest",MA01
31,2018-01-08,"Maintenance QA HPC value replaced",MA01
31,2018-01-09,"Maintenance QA completed, OK",MA01
#
32,2018-01-02,Engine PM Maintenance Warning,JC01
32,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
32,2018-01-06,Maintenance Started,JC02
32,2018-01-07,Maintenance Completed,JC02
32,2018-01-07,"Maintenance QA failed, retest",MA01
32,2018-01-08,"Maintenance QA HPC value replaced",MA01
32,2018-01-09,"Maintenance QA completed, OK",MA01
#
33,2018-01-02,Engine PM Maintenance Warning,JC01
33,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
33,2018-01-06,Maintenance Started,JC02
33,2018-01-07,Maintenance Completed,JC02
33,2018-01-07,"Maintenance QA failed, retest",MA01
33,2018-01-08,"Maintenance QA HPC value replaced",MA01
33,2018-01-09,"Maintenance QA completed, OK",MA01
#
34,2018-01-02,Engine PM Maintenance Warning,JC01
34,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
34,2018-01-06,Maintenance Started,JC02
34,2018-01-07,Maintenance Completed,JC02
34,2018-01-07,"Maintenance QA failed, retest",MA01
34,2018-01-08,"Maintenance QA HPC value replaced",MA01
34,2018-01-09,"Maintenance QA completed, OK",MA01
#
35,2018-01-02,Engine PM Maintenance Warning,JC01
35,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
35,2018-01-06,Maintenance Started,JC02
35,2018-01-07,Maintenance Completed,JC02
35,2018-01-07,"Maintenance QA failed, retest",MA01
35,2018-01-08,"Maintenance QA HPC value replaced",MA01
35,2018-01-09,"Maintenance QA completed, OK",MA01
#
36,2018-01-02,Engine PM Maintenance Warning,JC01
36,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
36,2018-01-06,Maintenance Started,JC02
36,2018-01-07,Maintenance Completed,JC02
36,2018-01-07,"Maintenance QA failed, retest",MA01
36,2018-01-08,"Maintenance QA HPC value replaced",MA01
36,2018-01-09,"Maintenance QA completed, OK",MA01
#
37,2018-01-02,Engine PM Maintenance Warning,JC01
37,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
37,2018-01-06,Maintenance Started,JC02
37,2018-01-07,Maintenance Completed,JC02
37,2018-01-07,"Maintenance QA failed, retest",MA01
37,2018-01-08,"Maintenance QA HPC value replaced",MA01
37,2018-01-09,"Maintenance QA completed, OK",MA01
#
38,2018-01-02,Engine PM Maintenance Warning,JC01
38,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
38,2018-01-06,Maintenance Started,JC02
38,2018-01-07,Maintenance Completed,JC02
38,2018-01-07,"Maintenance QA failed, retest",MA01
38,2018-01-08,"Maintenance QA HPC value replaced",MA01
38,2018-01-09,"Maintenance QA completed, OK",MA01
#
39,2018-01-02,Engine PM Maintenance Warning,JC01
39,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
39,2018-01-06,Maintenance Started,JC02
39,2018-01-07,Maintenance Completed,JC02
39,2018-01-07,"Maintenance QA failed, retest",MA01
39,2018-01-08,"Maintenance QA HPC value replaced",MA01
39,2018-01-09,"Maintenance QA completed, OK",MA01
#
40,2018-01-02,Engine PM Maintenance Warning,JC01
40,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
40,2018-01-06,Maintenance Started,JC02
40,2018-01-07,Maintenance Completed,JC02
40,2018-01-07,"Maintenance QA failed, retest",MA01
40,2018-01-08,"Maintenance QA HPC value replaced",MA01
40,2018-01-09,"Maintenance QA completed, OK",MA01
#
41,2018-01-02,Engine PM Maintenance Warning,JC01
41,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
41,2018-01-06,Maintenance Started,JC02
41,2018-01-07,Maintenance Completed,JC02
41,2018-01-07,"Maintenance QA failed, retest",MA01
41,2018-01-08,"Maintenance QA HPC value replaced",MA01
41,2018-01-09,"Maintenance QA completed, OK",MA01
#
42,2018-01-02,Engine PM Maintenance Warning,JC01
42,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
42,2018-01-06,Maintenance Started,JC02
42,2018-01-07,Maintenance Completed,JC02
42,2018-01-07,"Maintenance QA failed, retest",MA01
42,2018-01-08,"Maintenance QA HPC value replaced",MA01
42,2018-01-09,"Maintenance QA completed, OK",MA01
#
43,2018-01-02,Engine PM Maintenance Warning,JC01
43,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
43,2018-01-06,Maintenance Started,JC02
43,2018-01-07,Maintenance Completed,JC02
43,2018-01-07,"Maintenance QA failed, retest",MA01
43,2018-01-08,"Maintenance QA HPC value replaced",MA01
43,2018-01-09,"Maintenance QA completed, OK",MA01
#
44,2018-01-02,Engine PM Maintenance Warning,JC01
44,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
44,2018-01-06,Maintenance Started,JC02
44,2018-01-07,Maintenance Completed,JC02
44,2018-01-07,"Maintenance QA failed, retest",MA01
44,2018-01-08,"Maintenance QA HPC value replaced",MA01
44,2018-01-09,"Maintenance QA completed, OK",MA01
#
45,2018-01-02,Engine PM Maintenance Warning,JC01
45,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
45,2018-01-06,Maintenance Started,JC02
45,2018-01-07,Maintenance Completed,JC02
45,2018-01-07,"Maintenance QA failed, retest",MA01
45,2018-01-08,"Maintenance QA HPC value replaced",MA01
45,2018-01-09,"Maintenance QA completed, OK",MA01
#
46,2018-01-02,Engine PM Maintenance Warning,JC01
46,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
46,2018-01-06,Maintenance Started,JC02
46,2018-01-07,Maintenance Completed,JC02
46,2018-01-07,"Maintenance QA failed, retest",MA01
46,2018-01-08,"Maintenance QA HPC value replaced",MA01
46,2018-01-09,"Maintenance QA completed, OK",MA01
#
47,2018-01-02,Engine PM Maintenance Warning,JC01
47,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
47,2018-01-06,Maintenance Started,JC02
47,2018-01-07,Maintenance Completed,JC02
47,2018-01-07,"Maintenance QA failed, retest",MA01
47,2018-01-08,"Maintenance QA HPC value replaced",MA01
47,2018-01-09,"Maintenance QA completed, OK",MA01
#
48,2018-01-02,Engine PM Maintenance Warning,JC01
48,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
48,2018-01-06,Maintenance Started,JC02
48,2018-01-07,Maintenance Completed,JC02
48,2018-01-07,"Maintenance QA failed, retest",MA01
48,2018-01-08,"Maintenance QA HPC value replaced",MA01
48,2018-01-09,"Maintenance QA completed, OK",MA01
#
49,2018-01-02,Engine PM Maintenance Warning,JC01
49,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
49,2018-01-06,Maintenance Started,JC02
49,2018-01-07,Maintenance Completed,JC02
49,2018-01-07,"Maintenance QA failed, retest",MA01
49,2018-01-08,"Maintenance QA HPC value replaced",MA01
49,2018-01-09,"Maintenance QA completed, OK",MA01
#
50,2018-01-02,Engine PM Maintenance Warning,JC01
50,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
50,2018-01-06,Maintenance Started,JC02
50,2018-01-07,Maintenance Completed,JC02
50,2018-01-07,"Maintenance QA failed, retest",MA01
50,2018-01-08,"Maintenance QA HPC value replaced",MA01
50,2018-01-09,"Maintenance QA completed, OK",MA01
#
51,2018-01-02,Engine PM Maintenance Warning,JC01
51,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
51,2018-01-06,Maintenance Started,JC02
51,2018-01-07,Maintenance Completed,JC02
51,2018-01-07,"Maintenance QA failed, retest",MA01
51,2018-01-08,"Maintenance QA HPC value replaced",MA01
51,2018-01-09,"Maintenance QA completed, OK",MA01
#
52,2018-01-02,Engine PM Maintenance Warning,JC01
52,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
52,2018-01-06,Maintenance Started,JC02
52,2018-01-07,Maintenance Completed,JC02
52,2018-01-07,"Maintenance QA failed, retest",MA01
52,2018-01-08,"Maintenance QA HPC value replaced",MA01
52,2018-01-09,"Maintenance QA completed, OK",MA01
#
53,2018-01-02,Engine PM Maintenance Warning,JC01
53,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
53,2018-01-06,Maintenance Started,JC02
53,2018-01-07,Maintenance Completed,JC02
53,2018-01-07,"Maintenance QA failed, retest",MA01
53,2018-01-08,"Maintenance QA HPC value replaced",MA01
53,2018-01-09,"Maintenance QA completed, OK",MA01
#
54,2018-01-02,Engine PM Maintenance Warning,JC01
54,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
54,2018-01-06,Maintenance Started,JC02
54,2018-01-07,Maintenance Completed,JC02
54,2018-01-07,"Maintenance QA failed, retest",MA01
54,2018-01-08,"Maintenance QA HPC value replaced",MA01
54,2018-01-09,"Maintenance QA completed, OK",MA01
#
55,2018-01-02,Engine PM Maintenance Warning,JC01
55,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
55,2018-01-06,Maintenance Started,JC02
55,2018-01-07,Maintenance Completed,JC02
55,2018-01-07,"Maintenance QA failed, retest",MA01
55,2018-01-08,"Maintenance QA HPC value replaced",MA01
55,2018-01-09,"Maintenance QA completed, OK",MA01
#
56,2018-01-02,Engine PM Maintenance Warning,JC01
56,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
56,2018-01-06,Maintenance Started,JC02
56,2018-01-07,Maintenance Completed,JC02
56,2018-01-07,"Maintenance QA failed, retest",MA01
56,2018-01-08,"Maintenance QA HPC value replaced",MA01
56,2018-01-09,"Maintenance QA completed, OK",MA01
#
57,2018-01-02,Engine PM Maintenance Warning,JC01
57,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
57,2018-01-06,Maintenance Started,JC02
57,2018-01-07,Maintenance Completed,JC02
57,2018-01-07,"Maintenance QA failed, retest",MA01
57,2018-01-08,"Maintenance QA HPC value replaced",MA01
57,2018-01-09,"Maintenance QA completed, OK",MA01
#
58,2018-01-02,Engine PM Maintenance Warning,JC01
58,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
58,2018-01-06,Maintenance Started,JC02
58,2018-01-07,Maintenance Completed,JC02
58,2018-01-07,"Maintenance QA failed, retest",MA01
58,2018-01-08,"Maintenance QA HPC value replaced",MA01
58,2018-01-09,"Maintenance QA completed, OK",MA01
#
59,2018-01-02,Engine PM Maintenance Warning,JC01
59,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
59,2018-01-06,Maintenance Started,JC02
59,2018-01-07,Maintenance Completed,JC02
59,2018-01-07,"Maintenance QA failed, retest",MA01
59,2018-01-08,"Maintenance QA HPC value replaced",MA01
59,2018-01-09,"Maintenance QA completed, OK",MA01
#
60,2018-01-02,Engine PM Maintenance Warning,JC01
60,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
60,2018-01-06,Maintenance Started,JC02
60,2018-01-07,Maintenance Completed,JC02
60,2018-01-07,"Maintenance QA failed, retest",MA01
60,2018-01-08,"Maintenance QA HPC value replaced",MA01
60,2018-01-09,"Maintenance QA completed, OK",MA01
#
61,2018-01-02,Engine PM Maintenance Warning,JC01
61,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
61,2018-01-06,Maintenance Started,JC02
61,2018-01-07,Maintenance Completed,JC02
61,2018-01-07,"Maintenance QA failed, retest",MA01
61,2018-01-08,"Maintenance QA HPC value replaced",MA01
61,2018-01-09,"Maintenance QA completed, OK",MA01
#
62,2018-01-02,Engine PM Maintenance Warning,JC01
62,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
62,2018-01-06,Maintenance Started,JC02
62,2018-01-07,Maintenance Completed,JC02
62,2018-01-07,"Maintenance QA failed, retest",MA01
62,2018-01-08,"Maintenance QA HPC value replaced",MA01
62,2018-01-09,"Maintenance QA completed, OK",MA01
#
63,2018-01-02,Engine PM Maintenance Warning,JC01
63,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
63,2018-01-06,Maintenance Started,JC02
63,2018-01-07,Maintenance Completed,JC02
63,2018-01-07,"Maintenance QA failed, retest",MA01
63,2018-01-08,"Maintenance QA HPC value replaced",MA01
63,2018-01-09,"Maintenance QA completed, OK",MA01
#
64,2018-01-02,Engine PM Maintenance Warning,JC01
64,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
64,2018-01-06,Maintenance Started,JC02
64,2018-01-07,Maintenance Completed,JC02
64,2018-01-07,"Maintenance QA failed, retest",MA01
64,2018-01-08,"Maintenance QA HPC value replaced",MA01
64,2018-01-09,"Maintenance QA completed, OK",MA01
#
65,2018-01-02,Engine PM Maintenance Warning,JC01
65,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
65,2018-01-06,Maintenance Started,JC02
65,2018-01-07,Maintenance Completed,JC02
65,2018-01-07,"Maintenance QA failed, retest",MA01
65,2018-01-08,"Maintenance QA HPC value replaced",MA01
65,2018-01-09,"Maintenance QA completed, OK",MA01
#
66,2018-01-02,Engine PM Maintenance Warning,JC01
66,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
66,2018-01-06,Maintenance Started,JC02
66,2018-01-07,Maintenance Completed,JC02
66,2018-01-07,"Maintenance QA failed, retest",MA01
66,2018-01-08,"Maintenance QA HPC value replaced",MA01
66,2018-01-09,"Maintenance QA completed, OK",MA01
#
67,2018-01-02,Engine PM Maintenance Warning,JC01
67,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
67,2018-01-06,Maintenance Started,JC02
67,2018-01-07,Maintenance Completed,JC02
67,2018-01-07,"Maintenance QA failed, retest",MA01
67,2018-01-08,"Maintenance QA HPC value replaced",MA01
67,2018-01-09,"Maintenance QA completed, OK",MA01
#
68,2018-01-02,Engine PM Maintenance Warning,JC01
68,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
68,2018-01-06,Maintenance Started,JC02
68,2018-01-07,Maintenance Completed,JC02
68,2018-01-07,"Maintenance QA failed, retest",MA01
68,2018-01-08,"Maintenance QA HPC value replaced",MA01
68,2018-01-09,"Maintenance QA completed, OK",MA01
#
69,2018-01-02,Engine PM Maintenance Warning,JC01
69,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
69,2018-01-06,Maintenance Started,JC02
69,2018-01-07,Maintenance Completed,JC02
69,2018-01-07,"Maintenance QA failed, retest",MA01
69,2018-01-08,"Maintenance QA HPC value replaced",MA01
69,2018-01-09,"Maintenance QA completed, OK",MA01
#
70,2018-01-02,Engine PM Maintenance Warning,JC01
70,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
70,2018-01-06,Maintenance Started,JC02
70,2018-01-07,Maintenance Completed,JC02
70,2018-01-07,"Maintenance QA failed, retest",MA01
70,2018-01-08,"Maintenance QA HPC value replaced",MA01
70,2018-01-09,"Maintenance QA completed, OK",MA01
#
71,2018-01-02,Engine PM Maintenance Warning,JC01
71,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
71,2018-01-06,Maintenance Started,JC02
71,2018-01-07,Maintenance Completed,JC02
71,2018-01-07,"Maintenance QA failed, retest",MA01
71,2018-01-08,"Maintenance QA HPC value replaced",MA01
71,2018-01-09,"Maintenance QA completed, OK",MA01
#
72,2018-01-02,Engine PM Maintenance Warning,JC01
72,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
72,2018-01-06,Maintenance Started,JC02
72,2018-01-07,Maintenance Completed,JC02
72,2018-01-07,"Maintenance QA failed, retest",MA01
72,2018-01-08,"Maintenance QA HPC value replaced",MA01
72,2018-01-09,"Maintenance QA completed, OK",MA01
#
73,2018-01-02,Engine PM Maintenance Warning,JC01
73,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
73,2018-01-06,Maintenance Started,JC02
73,2018-01-07,Maintenance Completed,JC02
73,2018-01-07,"Maintenance QA failed, retest",MA01
73,2018-01-08,"Maintenance QA HPC value replaced",MA01
73,2018-01-09,"Maintenance QA completed, OK",MA01
#
74,2018-01-02,Engine PM Maintenance Warning,JC01
74,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
74,2018-01-06,Maintenance Started,JC02
74,2018-01-07,Maintenance Completed,JC02
74,2018-01-07,"Maintenance QA failed, retest",MA01
74,2018-01-08,"Maintenance QA HPC value replaced",MA01
74,2018-01-09,"Maintenance QA completed, OK",MA01
#
75,2018-01-02,Engine PM Maintenance Warning,JC01
75,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
75,2018-01-06,Maintenance Started,JC02
75,2018-01-07,Maintenance Completed,JC02
75,2018-01-07,"Maintenance QA failed, retest",MA01
75,2018-01-08,"Maintenance QA HPC value replaced",MA01
75,2018-01-09,"Maintenance QA completed, OK",MA01
#
