app,"Processes.user",count,"cui_system_splunk_id",dest,"dest_pci_domain","is_prohibited","is_required","is_secure","is_user_process",note
"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /ua /installsource scheduler",abc,1,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Internet Explorer\iexplore.exe"" ",abc,10,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Internet Explorer\iexplore.exe"" SCODEF:1476 CREDAT:137473",abc,1,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Internet Explorer\iexplore.exe"" SCODEF:1476 CREDAT:71937",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Internet Explorer\iexplore.exe"" SCODEF:1680 CREDAT:71937",abc,12,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Internet Explorer\iexplore.exe"" SCODEF:2992 CREDAT:71937",abc,5,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files\Microsoft Games\solitaire\solitaire.exe"" ",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""",abc,5,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"" -n vmusr",abc,4,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Windows\System32\cmd.exe"" ",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Windows\system32\Dwm.exe""",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Windows\system32\SearchFilterHost.exe"" 0 512 516 524 65536 520 ",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe18_ Global\UsGthrCtrlFltPipeMssGthrPipe18 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",abc,2,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe19_ Global\UsGthrCtrlFltPipeMssGthrPipe19 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",def,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Windows\system32\calc.exe"" ",abc,1,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Windows\system32\mspaint.exe"" ",abc,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Windows\system32\wuauclt.exe""",abc,10,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\abc\Desktop\CarbonBlackClientSetup.exe"" ",abc,8,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\def\Desktop\CarbonBlackClientSetup.exe"" ",def,2,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\ghi\Desktop\CarbonBlackClientSetup.exe"" ",ghi,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\jkl\Desktop\CarbonBlackClientSetup.exe"" ",jkl,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\mno\Desktop\CarbonBlackClientSetup.exe"" ",mno,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\pqr\Desktop\CarbonBlackClientSetup.exe"" ",pqr,5,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\stu\Desktop\CarbonBlackClientSetup.exe"" ",stu,4,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\vwx\Desktop\CarbonBlackClientSetup.exe"" ",vwx,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\users\yzA\Desktop\CarbonBlackClientSetup.exe"" ",yzA,5,"default_system","*","*",true,true,false,true,"This is a test entry"
"""taskhost.exe""",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=winsrv:ConServerDllInitialization,2 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",abc,8,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\Explorer.EXE",abc,15,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\example_a.exe",1234569,13,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\example_b.exe",1234569,18,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\example_c.exe",1234569,15,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\example_d.exe",1234569,11,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\example_e.exe",1234569,19,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\example_f.exe",1234569,13,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\example_g.exe",1234569,15,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\msdtc.exe",abc,4,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\spoolsv.exe",abc,9,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\System32\svchost.exe -k secsvcs",abc,8,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\notepad.exe ",abc,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\AUDIODG.EXE 0x5bc",abc,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\AUDIODG.EXE 0x65c",abc,4,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\AUDIODG.EXE 0x78c",ghi,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\AUDIODG.EXE 0x7dc",abc,1,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\DllHost.exe /Processid:{4D111E08-CBF7-4F12-A926-2C7920AF52FC}",abc,2,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}",abc,1,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\SearchIndexer.exe /Embedding",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\lsass.exe",abc,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\lsm.exe",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\services.exe",abc,12,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k DcomLaunch",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k LocalService",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork",abc,9,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k NetworkService",abc,12,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k RPCSS",abc,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k bthsvcs",abc,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k imgsvc",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"C:\Windows\system32\svchost.exe -k netsvcs",abc,10,"default_system","*","*",true,true,false,true,"This is a test entry"
"\??\C:\Windows\system32\conhost.exe",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"\SystemRoot\System32\smss.exe",abc,5,"default_system","*","*",true,true,false,true,"This is a test entry"
"ace.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"acroiehelper.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"acroiehelpershim.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"acrord32.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"acrord32.exe","process-guid:00000001-0000-0160-01d0-9d37b202e708",50,"default_system","*","*",true,true,false,true,"This is a test entry"
"actxprxy.dll","process-guid:00000001-0000-05b0-01d0-9d38e3a1243f",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"adobe_updater.exe","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"adobeupdater.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"advapi32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"aelupsvc.dll","process-guid:00000001-0000-038c-01d0-8cacd17f7916",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"agm.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"annots.api","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"apphelp.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"atl.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"audiodg.exe","process-guid:00000001-0000-02ec-01d0-8cacd1608733",50,"default_system","*","*",true,true,false,true,"This is a test entry"
"audioeng.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"audiokse.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"audioses.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"authui.dll","process-guid:00000001-0000-06d8-01d0-9d350f3054d4",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"authz.dll","process-guid:00000001-0000-0190-01d0-8cacd19022b8",48,"default_system","*","*",true,true,false,true,"This is a test entry"
"avrt.dll","process-guid:00000001-0000-038c-01d0-8cacd17f7916",50,"default_system","*","*",true,true,false,true,"This is a test entry"
"bcrypt.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"bcryptprimitives.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"bib.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"bibutils.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"cabinet.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"calc.exe","process-guid:00000001-0000-00a4-01d0-9d37ce017472",49,"default_system","*","*",true,true,false,true,"This is a test entry"
"carbonblackclientsetup.exe","process-guid:00000001-0000-0a04-01d0-9d350f246df4",49,"default_system","*","*",true,true,false,true,"This is a test entry"
"cbstream.sys","process-guid:00000001-0000-0004-01d0-8cacd05aafd5",49,"default_system","*","*",true,true,false,true,"This is a test entry"
"cfgmgr32.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"chrome.exe","process-guid:00000001-0000-06d4-01d0-9d351669497a",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"clbcatq.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"cmd.exe",abc,4,"default_system","*","*",true,true,false,true,"This is a test entry"
"comctl32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"comdlg32.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"conhost.exe",abc,2,"default_system","*","*",true,true,false,true,"This is a test entry"
"consent.exe","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",49,"default_system","*","*",true,true,false,true,"This is a test entry"
"consent.exe 908 330 0000000006B78500",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"consent.exe 908 400 0000000001AE0890",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"cooltype.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"credssp.dll","process-guid:00000001-0000-063c-01d0-9d37cb4b2642",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"credui.dll","process-guid:00000001-0000-06d8-01d0-9d350f3054d4",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"crypt32.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"cryptbase.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"cryptdll.dll","process-guid:00000001-0000-063c-01d0-9d37cb4b2642",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"cryptnet.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"cryptsp.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"cryptui.dll","process-guid:00000001-0000-06d8-01d0-9d350f3054d4",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"cscapi.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"csrss.exe",abc,5,"default_system","*","*",true,true,false,true,"This is a test entry"
"d3d8thk.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"d3d9.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"d3dim700.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"dbghelp.dll","process-guid:00000001-0000-0af4-01d0-9d37f1e89220",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"dciman32.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"ddraw.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ddrawex.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"devobj.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"devrtl.dll","process-guid:00000001-0000-0f10-01d0-9d3517862f52",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"dhcpcsvc.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"dhcpcsvc6.dll","process-guid:00000001-0000-0f10-01d0-9d3517862f52",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"dllhost.exe","process-guid:00000001-0000-0274-01d0-8cacd154a051",49,"default_system","*","*",true,true,false,true,"This is a test entry"
"dnsapi.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"dsound.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"dui70.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
