note,process_name,prohibited_process
,UnivAgent.exe,FALSE
,Upd.exe,FALSE
,UpdateService.exe,FALSE
,UpdaterUI.exe,FALSE
,UsoClient.exe,FALSE
,V-Direct.exe,FALSE
,VFEP2Service.exe,FALSE
,VGAuthService.exe,FALSE
,VIStoR5Bridge.exe,FALSE
,VMAGICPPII.EXE,FALSE
,VMAGICPPVW.EXE,FALSE
,VMAGICRT.EXE,FALSE
,VMagicPPII.exe,FALSE
,VMagicPPVW.exe,FALSE
,VMessages.exe,FALSE
,VPArchiveServer.exe,FALSE
,VPAuthServer.exe,FALSE
,VPBackupServer.exe,FALSE
,VPCORBAActivator.exe,FALSE
,VPCORBALocator.exe,FALSE
,VPConfigServer.exe,FALSE
,VPCorbaActivator.exe,FALSE
,VPCorbaLocator.exe,FALSE
,VPDICOMServer.exe,FALSE
,VPFMFServer.exe,FALSE
,VPGateway.exe,FALSE
,VPHiscomServer.exe,FALSE
,VPLogServer.exe,FALSE
,VPMain.exe,FALSE
,VPNotifyServer.exe,FALSE
,VPRINTPROC.EXE,FALSE
,VPStatsServer.exe,FALSE
,VPWebServer.exe,FALSE
,VPrintProc.exe,FALSE
,VS.ManagementService.exe,FALSE
,VS.SS.AuditService.exe,FALSE
,VS.SS.FacadeService.exe,FALSE
,VS.SS.Monitor.exe,FALSE
,VSBConfigurationSvc.exe,FALSE
,VSBKVService.exe,FALSE
,VSBTopologyManager.exe,FALSE
,VService.exe,FALSE
,VU.exe,FALSE
,Vantage.Service.VIPWinService.exe,FALSE
,Varonis.AdvancedSearch.Service.exe,FALSE
,Varonis.Alert.WebService.exe,FALSE
,Varonis.ApplicationService.WebService.exe,FALSE
,Varonis.Audit.WindowsService.exe,FALSE
,Varonis.Authentication.WebService.exe,FALSE
,Varonis.AutoComplete.WebService.exe,FALSE
,Varonis.Automation.CLI.exe,FALSE
,Varonis.CollectionManager.Service.exe,FALSE
,Varonis.ContextCard.WebService.exe,FALSE
,Varonis.CoreHost.exe,FALSE
,Varonis.DA.Publisher.Service.exe,FALSE
,Varonis.DCF.ExtractionProvidersManager.exe,FALSE
,Varonis.DLE.AggregationEngine.WinSrvc.exe,FALSE
,Varonis.DLE.AlgoEngine.WindowsService.exe,FALSE
,Varonis.Dashboards.WebService.exe,FALSE
,Varonis.DataLake.Management.Service.exe,FALSE
,Varonis.DbAdapter.WindowsService.exe,FALSE
,Varonis.EntityModel.WebService.exe,FALSE
,Varonis.EventsGenerator.Service.exe,FALSE
,Varonis.Followup.WebService.exe,FALSE
,Varonis.Forwarder.Service.exe,FALSE
,Varonis.Gateway.SelfHosting.exe,FALSE
,Varonis.IduServer.Watchdog.exe,FALSE
,Varonis.IduServer.exe,FALSE
,Varonis.Infra.VSB.HealthService.exe,FALSE
,Varonis.Infra.VSB.SupervisorSvc.exe,FALSE
,Varonis.Layout.WebService.exe,FALSE
,Varonis.License.WebService.exe,FALSE
,Varonis.LiveUpdate.Service.exe,FALSE
,Varonis.Mail.WebService.exe,FALSE
,Varonis.Minifier.WebService.exe,FALSE
,Varonis.Report.WebService.exe,FALSE
,Varonis.ResourcesDataAccess.WindowsService.exe,FALSE
,Varonis.Search.WebService.exe,FALSE
,Varonis.Shipper.ConfigurationService.exe,FALSE
,Varonis.SolrImporter.Service.exe,FALSE
,Varonis.SolrLoader.Service.exe,FALSE
,Varonis.SolrManagement.Service.exe,FALSE
,Varonis.SolrMonitor.exe,FALSE
,Varonis.SolrZookeeperWatchdog.WebService.exe,FALSE
,Varonis.SqlExtractor.exe,FALSE
,Varonis.SyncManager.exe,FALSE
,Varonis.UBA.Management.WebService.exe,FALSE
,Varonis.UserData.WebService.exe,FALSE
,Varonis.UserPreferences.WindowsService.exe,FALSE
,Varonis.UserRoles.WebService.exe,FALSE
,VaronisAlertsService.exe,FALSE
,VaronisArchiveExtractor.exe,FALSE
,VeeamGuestAgent.exe,FALSE
,Ventana.Vantage.HL7Interface.Services.Inbound.exe,FALSE
,Ventana.Vantage.HL7Interface.Services.Outbound.exe,FALSE
,Ventana.Vantage.LISTransmistter.ServiceApp.exe,FALSE
,VisualSVNServer.exe,FALSE
,VivaldiFramework.exe,FALSE
,VizServerService.exe,FALSE
,VoiceElementsServer.exe,FALSE
,VoiceTrackFileMover.exe,FALSE
,Volpara.exe,FALSE
,Vrns.EntityPageService.WebService.exe,FALSE
,VrnsCifsQueue.exe,FALSE
,VrnsFilterSvc.exe,FALSE
,VrnsForwarderSvc.exe,FALSE
,VrnsMon.exe,FALSE
,VrnsMonSvc.exe,FALSE
,VrnsProbeSvc.exe,FALSE
,VrnsRealTimeAlertsSvc.exe,FALSE
,VrnsSPAgentMonitor.exe,FALSE
,VrnsSvcFW.exe,FALSE
,VrnsSvcFwMon.exe,FALSE
,VsHub.exe,FALSE
,VsTskMgr.exe,FALSE
,WCCILdata.exe,FALSE
,WCCILevent.exe,FALSE
,WCCOAApogeeDrv.exe,FALSE
,WCCOACComMgr.exe,FALSE
,WCCOAEvPrint.exe,FALSE
,WCCOAGmsBACnet.exe,FALSE
,WCCOAGmsCoHoMngr.exe,FALSE
,WCCOAHDBReader.exe,FALSE
,WCCOAHDBWriter.exe,FALSE
,WCCOAReportMan.exe,FALSE
,WCCOAStatPropMgr.exe,FALSE
,WCCOActrl.exe,FALSE
,WEBMAGIC.EXE,FALSE
,WINWORD.EXE,FALSE
,WIReportServer.exe,FALSE
,WKIX32.EXE,FALSE
,WMIC.exe,FALSE
,WORD2PDFAUTOMATOR.EXE,FALSE
,WORD2PDFSERVICE.EXE,FALSE
,WPD.EXE,FALSE
,WPD.exe,FALSE
,WSDialog.exe,FALSE
,WSHost.exe,FALSE
,WSSADMIN.EXE,FALSE
,WUDFHost.exe,FALSE
,WardenJService.exe,FALSE
,Watchdog.exe,FALSE
,WatchdogService.exe,FALSE
,WebCTRL Service-process.exe,FALSE
,WebCTRL Service.exe,FALSE
,WebLink.exe,FALSE
,WebhookNotifier.exe,FALSE
,WebsiteMaintenance.exe,FALSE
,WelchAllyn.AlarmGateway.exe,FALSE
,WelchAllyn.Connex.AdtTaskScheduler.exe,FALSE
,WelchAllyn.Connex.ClientServices.exe,FALSE
,WelchAllyn.Connex.DataLifetimeManager.exe,FALSE
,WelchAllyn.Connex.EnterpriseGateway.exe,FALSE
,WelchAllyn.Connex.EpisodicConnectivityService.exe,FALSE
,WelchAllyn.Connex.LicenseService.exe,FALSE
,WelchAllyn.Connex.NRS.exe,FALSE
,WerFault.exe,FALSE
,WinFormCfgTool.exe,FALSE
,WinMonSvc.exe,FALSE
,WinPCLtoPDF.exe,FALSE
,WinRetail.exe,FALSE
,WindowServer.exe,FALSE
,Wireshark.exe,FALSE
,WkSvMgr.exe,FALSE
,WmiApSrv.exe,FALSE
,WmiPrvSE.exe,FALSE
,Word2PDFAutomator.exe,FALSE
,Word2PDFService.exe,FALSE
,WorkerShell.exe,FALSE
,WorkflowService.exe,FALSE
,Wrapper.exe,FALSE
,WsusService.exe,FALSE
,WvGw.exe,FALSE
,WvGwCfg.exe,FALSE
,X618Notifier.exe,FALSE
,XMLSPY.exe,FALSE
,XSTMAGIC.EXE,FALSE
,XTArchiveService.exe,FALSE
,XTBedTrackingTimerService.exe,FALSE
,XTDataSynchronisationService.exe,FALSE
,XTE.exe,FALSE
,XTEmployeeNotificationService.exe,FALSE
,XTExternalIntegrationService.exe,FALSE
,XTIntegrationService.exe,FALSE
,XTMessageBrokerADTQueueService.exe,FALSE
,XTMessageBrokerQueueService.exe,FALSE
,XTNotificationService.exe,FALSE
,XTPatientManagerTimerService.exe,FALSE
,XTReportingService.exe,FALSE
,XTStatisticsReportService.exe,FALSE
,XTSubscriptionBasedNotificationService.exe,FALSE
,XTSupervisorAlertService.exe,FALSE
,XTTimerAlertService.exe,FALSE
,XTTransportTrackingQueueService.exe,FALSE
,XTTransportTrackingTimerService.exe,FALSE
,XTUserSessionMonitorService.exe,FALSE
,XYNTService.exe,FALSE
,XceleraSystemAdministratorManager.exe,FALSE
,XdsConsumerService.exe,FALSE
,XferStatusServer.exe,FALSE
,XmLNS.exe,FALSE
,XynExportService.exe,FALSE
,ZoneCNTR.exe,FALSE
,abatapi.exe,FALSE
,abateagent.exe,FALSE
,abathost.exe,FALSE
,abatjss.exe,FALSE
,abatloggingservice.exe,FALSE
,adminutil.exe,FALSE
,ads.exe,FALSE
,aeADProxySvc.exe,FALSE
,agent.exe,FALSE
,agfsapi.exe,FALSE
,aitagent.exe,FALSE
,al_engine.exe,FALSE
,al_jobserver.exe,FALSE
,aliarchive.exe,FALSE
,aliarcontroller.exe,FALSE
,aliardevicedaf.exe,FALSE
,alicleanup.exe,FALSE
,alicompress.exe,FALSE
,alicompressor.exe,FALSE
,alidcmimport.exe,FALSE
,alidcmimportchild.exe,FALSE
,alidcmquery.exe,FALSE
,alidcmquerychild.exe,FALSE
,alidcmsend.exe,FALSE
,alidcmsendagent.exe,FALSE
,alidecompressor.exe,FALSE
,alidocumentserver.exe,FALSE
,alieventlog.exe,FALSE
,alieventlogcleanup.exe,FALSE
,aliextnotifystudy.exe,FALSE
,aliglobaleventlog.exe,FALSE
,alihmicafhost.exe,FALSE
,alimigrate.exe,FALSE
,alimonitorc.exe,FALSE
,alimonitorc_managed.exe,FALSE
,alimonitorc_web.exe,FALSE
,alimonitorp.exe,FALSE
,alips.exe,FALSE
,aliqa.exe,FALSE
,alistudy.exe,FALSE
,alistudynotify.exe,FALSE
,aliworker.exe,FALSE
,almsrv64x.exe,FALSE
,almsrvbubble64x.exe,FALSE
,alua.exe,FALSE
,alua_enode.exe,FALSE
,ams.exe,FALSE
,angelfishd.exe,FALSE
,anpserver.exe,FALSE
,ansrd.exe,FALSE
,apnmcp.exe,FALSE
,appcmd.exe,FALSE
,appgw.exe,FALSE
,appspaceappclassjobappclassjobrunner.exe,FALSE
,appspacejobappspaceidappspaceidjob.exe,FALSE
,appspacejobexpiredcontentexpiredcontentjob.exe,FALSE
,appspacejobusageusagejob.exe,FALSE
,appzookeeper.exe,FALSE
,archived.exe,FALSE
,aria2c.exe,FALSE
,armsvc.exe,FALSE
,asyncsvc.exe,FALSE
,atmgr.exe,FALSE
,audiodg.exe,FALSE
,avagent.exe,FALSE
,avexchglrsvc.exe,FALSE
,avexvss.exe,FALSE
,avmossvss.exe,FALSE
,avscc.exe,FALSE
,avsql.exe,FALSE
,avtar.exe,FALSE
,avvss.exe,FALSE
,awhost32.exe,FALSE
,bacin.exe,FALSE
,backuputil.exe,FALSE
,bacstac-gtw.exe,FALSE
,bash.exe,FALSE
,bcp.exe,FALSE
,bomgar-scc.exe,FALSE
,bostsrv.exe,FALSE
,bpcd.exe,FALSE
,bpclntcmd.exe,FALSE
,bpinetd.exe,FALSE
,btool.exe,FALSE
,c2wtshost.exe,FALSE
,cache.exe,FALSE
,cadmastr.exe,FALSE
,calendard.exe,FALSE
,camproc.exe,FALSE
,casdscsvc.exe,FALSE
,cbq-engine.exe,FALSE
,ccSvcHst.exe,FALSE
,ccagent.exe,FALSE
,cccaagent.exe,FALSE
,cccsnmpmgmt.exe,FALSE
,cdtc.exe,FALSE
,celery.exe,FALSE
,cfbm.exe,FALSE
,cfgsvclayer.exe,FALSE
,cgimode.exe,FALSE
,cgsLauncher.exe,FALSE
,change.exe,FALSE
,chgusr.exe,FALSE
,chrome.exe,FALSE
,ciscowebexstart.exe,FALSE
,cissesrv.exe,FALSE
,clientfileservice.exe,FALSE
,clmanager.exe,FALSE
,clussvc.exe,FALSE
,cmd.exe,FALSE
,cmupdate.exe,FALSE
,coderview.exe,FALSE
,cogbootstrapservice.exe,FALSE
,commproc.exe,FALSE
,compilation-server.exe,FALSE
,concentr.exe,FALSE
,configlogger.exe,FALSE
,configurator.exe,FALSE
,conhost.exe,FALSE
,connector_rc.exe,FALSE
,consul.exe,FALSE
,controller.exe,FALSE
,convert.exe,FALSE
,core.exe,FALSE
,corecap.exe,FALSE
,coredrv.exe,FALSE
,crcache.exe,FALSE
,creator-ws.exe,FALSE
,crproc.exe,FALSE
,crystalras.exe,FALSE
,cserver.exe,FALSE
,cservice.exe,FALSE
,csfs.exe,FALSE
,csrss.exe,FALSE
,cstop.exe,FALSE
,csystray.exe,FALSE
,ctbbserv.exe,FALSE
,ctc.rqbe.server.service.exe,FALSE
,ctdaemon.exe,FALSE
,ctelnetd.exe,FALSE
,cti32svc.exe,FALSE
,ctisrvr.exe,FALSE
,ctrmd.exe,FALSE
,cvannotate.exe,FALSE
,cvpAgent.exe,FALSE
,cvpsnmpmgmt.exe,FALSE
,cvslock.exe,FALSE
,cvtres.exe,FALSE
,cw2kfeed.exe,FALSE
,db2mgmtsvc.exe,FALSE
,dbagent.exe,FALSE
,dbeng17.exe,FALSE
,dbmgr.exe,FALSE
,dbsrv12.exe,FALSE
,dbsrv16.exe,FALSE
,dbsrv17.exe,FALSE
,devmapserver.exe,FALSE
,dfms.exe,FALSE
,dfs.exe,FALSE
,dirmngr.exe,FALSE
,dlgbridgedevicemanagerserver.exe,FALSE
,dlgc_srv.exe,FALSE
,dlgimrservice.exe,FALSE
,dlgsysmonitorserver.exe,FALSE
,dlgtimeslotdolerserver.exe,FALSE
,dllhost.exe,FALSE
,dm3config.exe,FALSE
,dotNetFx40_Full_x86_x64.exe,FALSE
,dotnet.exe,FALSE
,dpaagent.exe,FALSE
,dpaagent_modavamar.exe,FALSE
,dpaagent_modhost.exe,FALSE
,draeger_wrapper.exe,FALSE
,drsrv.exe,FALSE
,ds_call.exe,FALSE
,ds_svc.exe,FALSE
,dsm_om_connsvc32.exe,FALSE
,dsm_om_shrsvc32.exe,FALSE
,dsm_sa_datamgr32.exe,FALSE
,dsm_sa_eventmgr32.exe,FALSE
,dumpcap.exe,FALSE
,eClinicalWorks.exe,FALSE
,eGainService.exe,FALSE
,eRxQueueManager.exe,FALSE
,eTXPrinter.exe,FALSE
,eTXStreamSvc.exe,FALSE
,eagtpim.exe,FALSE
,eclipse.exe,FALSE
,edvrclient.exe,FALSE
,egui.exe,FALSE
,ekrn.exe,FALSE
,elasticsearch-service-x64.exe,FALSE
,elasticsearch.exe,FALSE
,elevation_service.exe,FALSE
,ensemble-2018.1.4.504.0-win_x64.exe,FALSE
,eowp.exe,FALSE
,epmd.exe,FALSE
,erl.exe,FALSE
,erlsrv.exe,FALSE
,escapeew.exe,FALSE
,evassrv.exe,FALSE
,evclouddrive.exe,FALSE
,evo-webserver.exe,FALSE
,evws-backend.exe,FALSE
,evws-frontend.exe,FALSE
,evws_discovery.exe,FALSE
,evws_router.exe,FALSE
,exacqd.exe,FALSE
,exfba.exe,FALSE
,expdp.exe,FALSE
,explorer.exe,FALSE
,extjob.exe,FALSE
,fbguard.exe,FALSE
,fbserver.exe,FALSE
,fdhost.exe,FALSE
,fdlauncher.exe,FALSE
,fetchd.exe,FALSE
,filebeat.exe,FALSE
,fileserver.exe,FALSE
,filezilla.exe,FALSE
,find.exe,FALSE
,findstr.exe,FALSE
,finhistrebuild.exe,FALSE
,firmware.exe,FALSE
,fmaonsite.exe,FALSE
,fmgwinet.exe,FALSE
,fms.exe,FALSE
,fmserver.exe,FALSE
,fsutil.exe,FALSE
,fv-49bc95f8.exe,FALSE
,fv-e7c951ad.exe,FALSE
,fzsftp.exe,FALSE
,g2ax_service.exe,FALSE
,g2ax_system_customer.exe,FALSE
,git.exe,FALSE
,godu.exe,FALSE
,goport.exe,FALSE
,gosecrets.exe,FALSE
,goxdcr.exe,FALSE
,grafana-server.exe,FALSE
,graphdb.exe,FALSE
,gstd.exe,FALSE
,gtsvc.exe,FALSE
,hMailServer.exe,FALSE
,hasplms.exe,FALSE
,hciaccess.exe,FALSE
,hcidbdump.exe,FALSE
,hciengine.exe,FALSE
,hcihostserver.exe,FALSE
,hcimonitord.exe,FALSE
,hciservice60.exe,FALSE
,hciservice61.exe,FALSE
,hciservice62.exe,FALSE
,hcitcl.exe,FALSE
,histlogger.exe,FALSE
,hostagt.exe,FALSE
,hostcontrollerservice.exe,FALSE
,hpEC.exe,FALSE
,hpOutput.exe,FALSE
,hpServ.exe,FALSE
,hpepqiesrv.exe,FALSE
,hpqams.exe,FALSE
,hpsmhd.exe,FALSE
,httpd.exe,FALSE
,hyperd.exe,FALSE
,hyperdstarter.exe,FALSE
,iEngine.exe,FALSE
,iLaunchService.exe,FALSE
,iRicochet.exe,FALSE
,iServerSvc.exe,FALSE
,iSpy.exe,FALSE
,iSpyMonitor.exe,FALSE
,iWebPortal.exe,FALSE
,iashost.exe,FALSE
,ielowutil.exe,FALSE
,iexplore.exe,FALSE
,iguana.exe,FALSE
,iguana_service.exe,FALSE
,iisexpress.exe,FALSE
,imaged.exe,FALSE
,indexer.exe,FALSE
,inet_gethost.exe,FALSE
,inmgmtconsole.exe,FALSE
,inserver.exe,FALSE
,inserverAlarm.exe,FALSE
,inserverBatch.exe,FALSE
,inserverEM.exe,FALSE
,inserverFS.exe,FALSE
,inserverJob.exe,FALSE
,inserverMonitor.exe,FALSE
,inserverNotification.exe,FALSE
,inserverOSM.exe,FALSE
,inserverOutput.exe,FALSE
,inserverOutput2.exe,FALSE
,inserverRec.exe,FALSE
,inserverRetention.exe,FALSE
,inserverTask.exe,FALSE
,inserverUR.exe,FALSE
,inserverWorkflow.exe,FALSE
,intool.exe,FALSE
,invia.exe,FALSE
,iperf3.exe,FALSE
,irccd.exe,FALSE
,iscCisco5.exe,FALSE
,iseman.exe,FALSE
,isvAlarms.exe,FALSE
,isvAutoReports.exe,FALSE
,isvBackup.exe,FALSE
,isvCharges.exe,FALSE
,isvCollect.exe,FALSE
,isvDedupe.exe,FALSE
,isvExports.exe,FALSE
,isvFTPRates.exe,FALSE
,isvHost.exe,FALSE
,isvMonitor.exe,FALSE
,isvPriceACall.exe,FALSE
,isvProcess.exe,FALSE
,isvSchedule.exe,FALSE
,isvWebRpt.exe,FALSE
,iusb3mon.exe,FALSE
,java.exe,FALSE
,javaw.exe,FALSE
,jbossService.exe,FALSE
,jbosssvc.exe,FALSE
,jp2launcher.exe,FALSE
,jsl.exe,FALSE
,jsl64.exe,FALSE
,jtapigw.exe,FALSE
,jusched.exe,FALSE
,karaf-wrapper.exe,FALSE
,launcher.exe,FALSE
,ldAutoVerificationSvc.exe,FALSE
,ldMediatorSvc.exe,FALSE
,ldReportDispatcher.exe,FALSE
,ldTaskScheduler.exe,FALSE
,lmadmin.exe,FALSE
,lmgrd.exe,FALSE
,loader.exe,FALSE
,log.exe,FALSE
,logindrvr.exe,FALSE
,logread.exe,FALSE
,lservnt.exe,FALSE
,mDNSResponder.exe,FALSE
,machd.exe,FALSE
,macmnsvc.exe,FALSE
,macompatsvc.exe,FALSE
,mad.exe,FALSE
,magic.exe,FALSE
,magic_console.exe,FALSE
,magictcpip.exe,FALSE
,mails.exe,FALSE
,main.exe,FALSE
,masvc.exe,FALSE
,mc2.exe,FALSE
,mcmanager.exe,FALSE
,mcserver.exe,FALSE
,mcservice.exe,FALSE
,mcshield.exe,FALSE
,mctray.exe,FALSE
,mdm.exe,FALSE
,mdsproc.exe,FALSE
,medicom.exe,FALSE
,memcached.exe,FALSE
,mf-grpc-web-server.exe,FALSE
,mfeann.exe,FALSE
,mfemactl.exe,FALSE
,mfemms.exe,FALSE
,mimsrv.exe,FALSE
,mmm.NextGen.Service.exe,FALSE
,mode.com,FALSE
,module-manager.exe,FALSE
,mongod.exe,FALSE
,monitor.exe,FALSE
,mpnotify.exe,FALSE
,mr2kserv.exe,FALSE
,mscorsvw.exe,FALSE
,msexchangerepl.exe,FALSE
,msftefd.exe,FALSE
,msftesql.exe,FALSE
,msmdsrv.exe,FALSE
,msnsaagt.exe,FALSE
,mssdmn.exe,FALSE
,mssearch.exe,FALSE
,mysql.exe,FALSE
,mysqld-nt.exe,FALSE
,mysqld.exe,FALSE
,mysqldump.exe,FALSE
,natspeak.exe,FALSE
,net.exe,FALSE
,net1.exe,FALSE
,netmsg_service.exe,FALSE
,ngen.exe,FALSE
,ngentask.exe,FALSE
,nginx.exe,FALSE
,nginxservice.exe,FALSE
,nlm.exe,FALSE
,nlp.exe,FALSE
,nmm.exe,FALSE
,nmserver.exe,FALSE
,nmssip.exe,FALSE
,node-win-x64-0.10.48.exe,FALSE
,node.exe,FALSE
,nodeman.exe,FALSE
,noderunner.exe,FALSE
,notd.exe,FALSE
,notepad++.exe,FALSE
,nsrck.exe,FALSE
,nsrclone.exe,FALSE
,nsrctld.exe,FALSE
,nsrd.exe,FALSE
,nsrdbsave.exe,FALSE
,nsrdispd.exe,FALSE
,nsrdmpix.exe,FALSE
,nsrdsa_save.exe,FALSE
,nsrexecd.exe,FALSE
,nsrindexd.exe,FALSE
,nsrjobd.exe,FALSE
,nsrlcpd.exe,FALSE
,nsrlmc.exe,FALSE
,nsrlogd.exe,FALSE
,nsrmedisv.exe,FALSE
,nsrmmd.exe,FALSE
,nsrmmdbasm.exe,FALSE
,nsrmmdbd.exe,FALSE
,nsrmmgd.exe,FALSE
,nsrmqd.exe,FALSE
,nsrndmp_2fh.exe,FALSE
,nsrndmp_save.exe,FALSE
,nsrpm.exe,FALSE
,nsrpsd.exe,FALSE
,nsrsnmd.exe,FALSE
,nsrvisd.exe,FALSE
,nsrvmwsd.exe,FALSE
,nsrwatch.exe,FALSE
,nsrworkflow.exe,FALSE
,nss.exe,FALSE
,nsseng.exe,FALSE
,nssinterface.exe,FALSE
,nssm.exe,FALSE
,ntpd.exe,FALSE
,nviewMain.exe,FALSE
,nviewMain64.exe,FALSE
,nvrg.exe,FALSE
,nvxdsync.exe,FALSE
,oammon.exe,FALSE
,observerservice.exe,FALSE
,odbcserver.exe,FALSE
,oilink.exe,FALSE
,omniexplorer.exe,FALSE
,omtsreco.exe,FALSE
,oninit.exe,FALSE
,onscpah.exe,FALSE
,ooams.exe,FALSE
,ools.exe,FALSE
,opc-cce.exe,FALSE
,opc-tdm.exe,FALSE
,openfireService.exe,FALSE
,openvpn.exe,FALSE
,openvpnserv.exe,FALSE
,oracle.exe,FALSE
,oradim.exe,FALSE
,oravssw.exe,FALSE
,ottrfeed-Tran-Test.exe,FALSE
,pTaskService.exe,FALSE
,pbs.exe,FALSE
,pbx_exchange.exe,FALSE
,pcl6.exe,FALSE
,pclcvt.exe,FALSE
,pdfSaver3.exe,FALSE
,perceptivecontentfileconversionservice.exe,FALSE
,perigen_service.exe,FALSE
,perl.exe,FALSE
,pg_ctl.exe,FALSE
,pgagent.exe,FALSE
,pgbouncer.exe,FALSE
,phantomjs.exe,FALSE
,pharm32.exe,FALSE
,php-cgi.exe,FALSE
,php.exe,FALSE
,plink.exe,FALSE
,pm2.exe,FALSE
,postgres.exe,FALSE
,powershell.exe,FALSE
,prairieFyre.Services.Collector.exe,FALSE
,prairieFyre.Services.DataSynchronizationService.exe,FALSE
,prairieFyre.Services.EnterpriseServer.exe,FALSE
,prairieFyre.Services.MitaiProxyServer.exe,FALSE
,prairieFyre.Services.SQLWriter.exe,FALSE
,prairieFyre.Services.SuperAuditor.exe,FALSE
,print_html2.exe,FALSE
,processor_rc.exe,FALSE
,projector.exe,FALSE
,prometheus.exe,FALSE
,prunsrv.exe,FALSE
,prunsrv64.exe,FALSE
,psServer.exe,FALSE
,psService.exe,FALSE
,ps_exec.exe,FALSE
,pscp.exe,FALSE
,psftp.exe,FALSE
,ptfda.exe,FALSE
,ptserver.exe,FALSE
,pvxwin32.exe,FALSE
,python.exe,FALSE
,python3.exe,FALSE
,pythonservice.exe,FALSE
,qpidd.exe,FALSE
,qrdrsvc.exe,FALSE
,qrscud.exe,FALSE
,qrsd.exe,FALSE
,quser.exe,FALSE
,qvb.exe,FALSE
,qvconnect32.exe,FALSE
,rdSchedulerService.exe,FALSE
,reader_sl.exe,FALSE
,recclient.exe,FALSE
,receive.exe,FALSE
,recover.exe,FALSE
,recovery.exe,FALSE
,recserver.exe,FALSE
,redirector.exe,FALSE
,redis-server.exe,FALSE
,redis.exe,FALSE
,reg.exe,FALSE
,regedit.exe,FALSE
,relay.exe,FALSE
,relog.exe,FALSE
,repadmin.exe,FALSE
,replication.exe,FALSE
,replmerg.exe,FALSE
,resource-manager.exe,FALSE
,rfbd.exe,FALSE
,rgswd.exe,FALSE
,rhs.exe,FALSE
,rlm.exe,FALSE
,rman.exe,FALSE
,rotatelogs.exe,FALSE
,router.exe,FALSE
,rspq.exe,FALSE
,rtclient.exe,FALSE
,rtdist.exe,FALSE
,rtsvr.exe,FALSE
,ruby.exe,FALSE
,run-analyticsextensions.exe,FALSE
,run-apigateway.exe,FALSE
,run-backgrounder.exe,FALSE
,run-clustercontroller.exe,FALSE
,run-dataserver.exe,FALSE
,run-filestore.exe,FALSE
,run-gateway.exe,FALSE
,run-interactive.exe,FALSE
,run-metrics.exe,FALSE
,run-noninteractive.exe,FALSE
,run-tdsservice.exe,FALSE
,run-vizportal.exe,FALSE
,run-vizqlserver.exe,FALSE
,run-webhooks.exe,FALSE
,s7epasrv64x.exe,FALSE
,s7oPNDiscoveryx64.exe,FALSE
,s7oiehsx64.exe,FALSE
,sappagt.exe,FALSE
,saslauthd-port.exe,FALSE
,save.exe,FALSE
,savegrp.exe,FALSE
,sc.exe,FALSE
,scanningprocess.exe,FALSE
,sccmprovidergraph.exe,FALSE
,schedulerd.exe,FALSE
,scjview.exe,FALSE
,scripted.exe,FALSE
,searchd.exe,FALSE
,secadm.exe,FALSE
,send.exe,FALSE
,send_email.exe,FALSE
,server.exe,FALSE
,servicecontrol.exe,FALSE
,services.exe,FALSE
,setup.exe,FALSE
,sftracing.exe,FALSE
,sh.exe,FALSE
,shex.exe,FALSE
,shim.exe,FALSE
,shstat.exe,FALSE
,sia.exe,FALSE
,sigar_port.exe,FALSE
,sipsvc.exe,FALSE
,sirt_magic_console.exe,FALSE
,sitecomp.exe,FALSE
,sl-ApplicationManager.exe,FALSE
,sl-ApplicationMonitor.exe,FALSE
,sl-CommsPortal.exe,FALSE
,sl-RemoteAgent.exe,FALSE
,sl-arbitrator.exe,FALSE
,sl-client.exe,FALSE
,sl-ctssrvr.exe,FALSE
,sl-esp.exe,FALSE
,sl-gci.exe,FALSE
,sl-mediator.exe,FALSE
,sl-mm.exe,FALSE
,sl-ntdebug.exe,FALSE
,sl-td.exe,FALSE
,sl-upsmediator.exe,FALSE
,sl-zm.exe,FALSE
,slpd.exe,FALSE
,smartctl.exe,FALSE
,sme.exe,FALSE
,smhstart.exe,FALSE
,smsIntegrationServer.exe,FALSE
,smsbkup.exe,FALSE
,smsdpmon.exe,FALSE
,smsexec.exe,FALSE
,smss.exe,FALSE
,smssqlbkup.exe,FALSE
,smswriter.exe,FALSE
,smtpd.exe,FALSE
,snmpdm.exe,FALSE
,snmptrapd.exe,FALSE
,sntlkeyssrvr.exe,FALSE
,sntlsrtsrvr.exe,FALSE
,splunk-MonitorNoHandle.exe,FALSE
,splunk-admon.exe,FALSE
,splunk-netmon.exe,FALSE
,splunk-optimize.exe,FALSE
,splunk-perfmon.exe,FALSE
,splunk-powershell.exe,FALSE
,splunk-regmon.exe,FALSE
,splunk-winevtlog.exe,FALSE
,splunk-winhostinfo.exe,FALSE
,splunk-winprintmon.exe,FALSE
,splunk.exe,FALSE
,splunkd.exe,FALSE
,splwow64.exe,FALSE
,spnsrvnt.exe,FALSE
,spok_cisco_acd_monitor.exe,FALSE
,sppsvc.exe,FALSE
,sqlbrowser.exe,FALSE
,sqlceip.exe,FALSE
,sqlplus.exe,FALSE
,sqlservr.exe,FALSE
,sqlwriter.exe,FALSE
,srvany.exe,FALSE
,srxTray.exe,FALSE
,sshd.exe,FALSE
,sshd64.exe,FALSE
,ssonsvr.exe,FALSE
,stdeploy.exe,FALSE
,stone.exe,FALSE
,storapid.exe,FALSE
