index,host,source,sourcetype,"_raw"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:03 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|5|rt=5/9/2018 14:49:28 PM cat=Reconnaissance cs2=Abnormal behavior: accumulative increase in amount of devices accessed cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=johny dhost=jr-vrns-fs filePath=<Access Path> fname=license act=<Event Type> dvchost=jr-vrns-fs dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:03 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|1|rt=5/9/2018 14:49:28 PM cat=Exfiltration cs2=Abnormal behavior: accumulative increase in amount of idle and sensitive data accessed cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=inbar dhost=jr-vrns-fs filePath=<Access Path> fname=some.dll act=<Event Type> dvchost=jr-vrns-fs dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|3|rt=5/9/2018 14:49:28 PM cat=Exfiltration cs2=Abnormal behavior: accumulative increase in amount of idle data accessed cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=rick dhost=jr-net-dc filePath=<Access Path> fname=some.dll act=<Event Type> dvchost=jr-net-dc dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|3|rt=5/9/2018 14:49:28 PM cat=Lateral Movement cs2=Abnormal behavior: accumulative increase in the amount of logons to devices cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=rick dhost=jr-vrns-fs filePath=<Access Path> fname=doc.txt act=<Event Type> dvchost=jr-vrns-fs dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|3|rt=5/9/2018 14:49:28 PM cat=Lateral Movement cs2=Abnormal behavior: accumulative increase in the number of logons to personal devices cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=johny dhost=jr-vrns-fs filePath=<Access Path> fname=some.dll act=<Event Type> dvchost=jr-vrns-fs dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|4|rt=5/9/2018 14:49:28 PM cat=Lateral movement cs2=Abnormal behavior: accumulative increase in lockouts across end-user accounts cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=johny dhost=varonis-qa filePath=<Access Path> fname=some.dll act=<Event Type> dvchost=varonis-qa dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|5|rt=5/9/2018 14:49:28 PM cat=Lateral movement cs2=Abnormal behavior: accumulative increase in lockouts for individual end-user accounts cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=ofer dhost=techno-backup filePath=<Access Path> fname=license act=<Event Type> dvchost=techno-backup dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|2|rt=5/9/2018 14:49:28 PM cat=Exfiltration cs2=Abnormal behavior: access to an unusual amount of idle data cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=rick dhost=varonis-qa filePath=<Access Path> fname=passwords.txt act=<Event Type> dvchost=varonis-qa dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|0|rt=5/9/2018 14:49:28 PM cat=Exfiltration cs2=Abnormal behavior: access to an unusual amount of idle sensitive data cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=rick dhost=varonis-qa filePath=<Access Path> fname=license act=<Event Type> dvchost=varonis-qa dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|3|rt=5/9/2018 14:49:28 PM cat=Privilege escalation cs2=Abnormal behavior: unusual amount of configuration and backup files accessed cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=rick dhost=techno-backup filePath=<Access Path> fname=some.dll act=<Event Type> dvchost=techno-backup dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|3|rt=5/9/2018 14:49:28 PM cat=Exfiltration cs2=Abnormal behavior: unusual amount of files with denied access cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=inbar dhost=techno-backup filePath=<Access Path> fname=passwords.txt act=<Event Type> dvchost=techno-backup dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|2|rt=5/9/2018 14:49:28 PM cat=Intrusion cs2=Abnormal behavior: unusual amount of script files accessed cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=ofer dhost=jr-net-dc filePath=<Access Path> fname=some.dll act=<Event Type> dvchost=jr-net-dc dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|1|rt=5/9/2018 14:49:28 PM cat=Denial Of Service cs2=Abnormal behavior: unusual number of files deleted cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=inbar dhost=jr-vrns-fs filePath=<Access Path> fname=doc.txt act=<Event Type> dvchost=jr-vrns-fs dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
main,"jr-net-cent7","/var/log/varonis","varonis:ta","May  9 10:50:04 64.39.227.218 Varonis - DatAlert: CEF:0|Varonis Inc.|DatAdvantage|<DatAdvantage version>|<Event Op Code>|<Event Type>|3|rt=5/9/2018 14:49:28 PM cat=Lateral movement cs2=Abnormal behavior: unusual amount of lockout across end-user accounts cs2Label=RuleName cn1=<Rule ID> cn1Label=RuleID end=<Event Time> duser=johny dhost=jr-net-dc filePath=<Access Path> fname=license act=<Event Type> dvchost=jr-net-dc dvc=<Device IP Address> outcome=<Event Status> msg= cs3=<Attachment Name> cs3Label=AttachmentName cs4=/#/app/analytics/entity/Alert/2e807ce0-ba9e-4b67-92ee-b698b85da179 cs4Label=AlertURL deviceCustomDate1=<Mail Date> fileType=<Mail Item Type> cs1=<Mail Recipients> cs1Label=MailRecipient suser=<Mail Source> cs5=<Mailbox Access Type> cs5Label=MailboxAccessType cnt=<Threshold> cs6=<Changed Permissions> cs6Label=ChangedPermissions oldFilePermission=<Permissions Before Change> filePermission=<Permissions After Change> dpriv=<Trustee> start=<First Event Time> externalId=2e807ce0-ba9e-4b67-92ee-b698b85da179"
