direction_id,device_interface_type,message_protocol_type_code,message_name,source_host_node_type,destination_host_node_type,direction_name,subscriber_id,cell_latitude,cell_longitude,response_code,controlplane_transaction_status_name,response_description
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310427502624.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310427502624.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310427502624.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310427502624.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310427502624.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310427502624.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310427502624.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310427502624.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310678832162.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310678832162.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310678832162.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310678832162.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310692763938.0,48.9123,2.38405,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310692763938.0,48.9123,2.38405,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310692763938.0,48.9123,2.38405,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310692763938.0,48.9123,2.38405,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310479631588.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310479631588.0,28.6139,77.209,404.0,ERROR,Not Found
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310316279689.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310316279689.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310316279689.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310316279689.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310136102252.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310136102252.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310136102252.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310136102252.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310801245573.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310801245573.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310801245573.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310801245573.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310754977439.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310754977439.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310754977439.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310754977439.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310521511167.0,17.385,78.4867,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310521511167.0,17.385,78.4867,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310521511167.0,17.385,78.4867,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310521511167.0,17.385,78.4867,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310306297940.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310306297940.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310306297940.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310306297940.0,25.6508,-100.29,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310424667946.0,40.4642,-3.61313,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310424667946.0,40.4642,-3.61313,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310424667946.0,40.4642,-3.61313,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310424667946.0,40.4642,-3.61313,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310746392618.0,37.401,126.991,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310746392618.0,37.401,126.991,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310746392618.0,37.401,126.991,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310746392618.0,37.401,126.991,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310706892798.0,13.0945,-59.583,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310706892798.0,13.0945,-59.583,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310706892798.0,13.0945,-59.583,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310706892798.0,13.0945,-59.583,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310713838460.0,60.1985,24.9314,404.0,ERROR,Not Found
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310715093148.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310715093148.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310715093148.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310715093148.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310497826931.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310497826931.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310497826931.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310497826931.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310787822623.0,37.5445,126.984,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310787822623.0,37.5445,126.984,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310787822623.0,37.5445,126.984,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310787822623.0,37.5445,126.984,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310722052972.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310722052972.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310722052972.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310722052972.0,32.9042,-117.199,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310237994478.0,55.8655,-4.26883,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310237994478.0,55.8655,-4.26883,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310237994478.0,55.8655,-4.26883,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310237994478.0,55.8655,-4.26883,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310861223272.0,55.7523,37.5115,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310861223272.0,55.7523,37.5115,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310861223272.0,55.7523,37.5115,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310861223272.0,55.7523,37.5115,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310513944062.0,-23.5505,-46.6333,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310513944062.0,-23.5505,-46.6333,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310513944062.0,-23.5505,-46.6333,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310513944062.0,-23.5505,-46.6333,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310705327182.0,17.385,78.4867,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310705327182.0,17.385,78.4867,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310705327182.0,17.385,78.4867,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310705327182.0,17.385,78.4867,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310502676299.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310502676299.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310502676299.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310502676299.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310784634298.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310784634298.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310784634298.0,30.2474,-97.8884,404.0,ERROR,Not Found
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310281758068.0,48.949,-57.9503,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310281758068.0,48.949,-57.9503,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310281758068.0,48.949,-57.9503,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310281758068.0,48.949,-57.9503,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310787822623.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310787822623.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310787822623.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310787822623.0,39.6766,-104.961,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310316094094.0,36.402,127.379,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310316094094.0,36.402,127.379,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310316094094.0,36.402,127.379,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310316094094.0,36.402,127.379,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310774430671.0,37.3827,127.119,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310774430671.0,37.3827,127.119,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310774430671.0,37.3827,127.119,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310774430671.0,37.3827,127.119,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310290661605.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310290661605.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310290661605.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310290661605.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310330982795.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310330982795.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310330982795.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310330982795.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310125006075.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310125006075.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310125006075.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310125006075.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310134387263.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310134387263.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310134387263.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310134387263.0,28.6139,77.209,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310862299813.0,37.3827,127.119,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310862299813.0,37.3827,127.119,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310862299813.0,37.3827,127.119,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310862299813.0,37.3827,127.119,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310664316351.0,37.2415,-121.783,404.0,ERROR,Not Found
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310475993158.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310475993158.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310475993158.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310475993158.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310302984943.0,32.6892,35.2783,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310302984943.0,32.6892,35.2783,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310302984943.0,32.6892,35.2783,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310302984943.0,32.6892,35.2783,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310330982795.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310330982795.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310330982795.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310330982795.0,37.2415,-121.783,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310601260576.0,48.9123,2.38405,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310601260576.0,48.9123,2.38405,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310601260576.0,48.9123,2.38405,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310601260576.0,48.9123,2.38405,0.0,SUCCESS,SUCCESS
0.0,N3,SIP_RGISTR,REGISTER,GNODEB,UPF,UNKNOWN,302310255660312.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,Gm,SIP_RGISTR,REGISTER,UPF,P-CSCF,UNKNOWN,302310255660312.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,Mw,SIP_RGISTR,REGISTER,P-CSCF,I-CSCF,UNKNOWN,302310255660312.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
0.0,Cx,SIP_RGISTR,REGISTER,I-CSCF,UDM,UNKNOWN,302310255660312.0,30.2474,-97.8884,0.0,SUCCESS,SUCCESS
