Host,cdp_hostname,cdp_ios,cdp_port,cdp_product_name,HostName,Product_Name,Serial_Num,source,sourceRole,targetRole,Version,subnet
10.10.10.4,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/12,cisco WS-C6506-E,NUR-SULTAN-SW-4.LOCAL.COM,WS-C3650-48PD,FDONURS0001,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.05SE,10.10.10.0
192.168.10.52,NEW-YORK-SW-28.LOCAL.COM,Catalyst L3 SW Software,GigabitEthernet1/0/32,cisco WS-C3650-48PD,NEW-YORK-SW-52.LOCAL.COM,WS-C3650-48PD,FDONURS0015,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
200.100.10.41,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/9,cisco WS-C6504-E,LONDON-SW-41.LOCAL.COM,WS-C3650-48PD,FDOLOND0009,/opt/topology/log,London,London,Version 03.03.04SE,200.100.10.0
192.168.10.37,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/7,cisco WS-C6504-E,NEW-YORK-SW-37.LOCAL.COM,WS-C3650-48PD,FDONURS0011,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.36,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/8,cisco WS-C6504-E,NEW-YORK-SW-36.LOCAL.COM,WS-C3650-48PD,FDONURS0010,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.35,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/9,cisco WS-C6504-E,NEW-YORK-SW-35.LOCAL.COM,WS-C3650-48PD,FDONURS0009,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.34,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/4,cisco WS-C6504-E,NEW-YORK-SW-34.LOCAL.COM,WS-C3650-48PD,FDONURS0008,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.33,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/6,cisco WS-C6504-E,NEW-YORK-SW-33.LOCAL.COM,WS-C3650-48PD,FDONURS0007,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.32,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/5,cisco WS-C6504-E,NEW-YORK-SW-32.LOCAL.COM,WS-C3650-48PD,FDONURS0006,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.31,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/2,cisco WS-C6504-E,NEW-YORK-SW-31.LOCAL.COM,WS-C3650-48PD,FDONURS0005,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.30,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/1,cisco WS-C6504-E,NEW-YORK-SW-30.LOCAL.COM,WS-C3650-48PD,FDONURS0004,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.29,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/3,cisco WS-C6504-E,NEW-YORK-SW-29.LOCAL.COM,WS-C3650-48PD,FDONURS0003,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.28,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/10,cisco WS-C6504-E,NEW-YORK-SW-28.LOCAL.COM,WS-C3650-48PD,FDONURS0002,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.28,NEW-YORK-SW-52.LOCAL.COM,Catalyst L3 SW Software,GigabitEthernet1/0/48,cisco WS-C3650-48PD,NEW-YORK-SW-28.LOCAL.COM,WS-C3650-48PD,FDONURS0002,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
192.168.10.27,NEW-YORK-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/11,cisco WS-C6504-E,NEW-YORK-SW-27.LOCAL.COM,WS-C3650-48PD,FDONURS0001,/opt/topology/log,New York,New York,Version 03.03.04SE,192.168.10.0
200.100.10.26,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/1,cisco WS-C6504-E,LONDON-SW-26.LOCAL.COM,WS-C3650-48PD,FDOLOND0008,/opt/topology/log,London,London,Version 03.03.04SE,200.100.10.0
200.100.10.25,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/2,cisco WS-C6504-E,LONDON-SW-25.LOCAL.COM,WS-C3650-48PD,FDOLOND0007,/opt/topology/log,London,London,Version 03.03.04SE,200.100.10.0
200.100.10.24,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/3,cisco WS-C6504-E,LONDON-SW-24.LOCAL.COM,WS-C3650-48PD,FDOLOND0006,/opt/topology/log,London,London,Version 03.03.04SE,200.100.10.0
200.100.10.23,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/4,cisco WS-C6504-E,LONDON-SW-23.LOCAL.COM,WS-C3650-48PD,FDOLOND0005,/opt/topology/log,London,London,Version 03.03.04SE,200.100.10.0
200.100.10.22,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/5,cisco WS-C6504-E,LONDON-SW-22.LOCAL.COM,WS-C3650-48PD,FDOLOND0004,/opt/topology/log,London,London,Version 03.03.04SE,200.100.10.0
200.100.10.21,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/6,cisco WS-C6504-E,LONDON-SW-21.LOCAL.COM,WS-C3650-48PD,FDOLOND0003,/opt/topology/log,London,London,Version 03.03.04SE,200.100.10.0
200.100.10.19,LONDON-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/8,cisco WS-C6504-E,LONDON-SW-19.LOCAL.COM,WS-C3650-48PD,FDOLOND0001,/opt/topology/log,London,London,Version 03.03.04SE,200.100.10.0
10.10.10.18,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/1,cisco WS-C6506-E,NUR-SULTAN-SW-18.LOCAL.COM,WS-C3650-48PD,FDONURS0014,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.17,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/3,cisco WS-C6506-E,NUR-SULTAN-SW-17.LOCAL.COM,WS-C3650-48PD,FDONURS0013,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.16,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/4,cisco WS-C6506-E,NUR-SULTAN-SW-16.LOCAL.COM,WS-C3650-48PD,FDONURS0012,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.15,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/5,cisco WS-C6506-E,NUR-SULTAN-SW-15.LOCAL.COM,WS-C3650-48PD,FDONURS0011,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.15,NUR-SULTAN-SW-15.LOCAL.COM,Catalyst L3 SW Software,GigabitEthernet1/0/47,cisco WS-C3650-48PD,NUR-SULTAN-SW-15.LOCAL.COM,WS-C3650-48PD,FDONURS0010,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.14,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/6,cisco WS-C6506-E,NUR-SULTAN-SW-14.LOCAL.COM,WS-C3650-48PD,FDONURS0009,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.13,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/2,cisco WS-C6506-E,NUR-SULTAN-SW-13.LOCAL.COM,WS-C3650-48PD,FDONURS0008,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.12,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet2/1,cisco WS-C6506-E,NUR-SULTAN-SW-12.LOCAL.COM,WS-C3650-48PD,FDONURS0007,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.9,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/7,cisco WS-C6506-E,NUR-SULTAN-SW-9.LOCAL.COM,WS-C3650-48PD,FDONURS0006,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.8,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/8,cisco WS-C6506-E,NUR-SULTAN-SW-8.LOCAL.COM,WS-C3650-48PD,FDONURS0005,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.7,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/9,cisco WS-C6506-E,NUR-SULTAN-SW-7.LOCAL.COM,WS-C3650-48PD,FDONURS0004,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.6,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/10,cisco WS-C6506-E,NUR-SULTAN-SW-6.LOCAL.COM,WS-C3650-48PD,FDONURS0003,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
10.10.10.5,NUR-SULTAN-CORE.LOCAL.COM,Version 15.2(1)SY0a,TenGigabitEthernet1/11,cisco WS-C6506-E,NUR-SULTAN-SW-5.LOCAL.COM,WS-C3650-48PD,FDONURS0002,/opt/topology/log,Nur-Sultan,Nur-Sultan,Version 03.03.04SE,10.10.10.0
