id,ident,type,latitude,longitude,elevation_ft,continent,iso_country,iso_region,municipality,iata_code
11776,4W6,closed,48.99010086,-122.7320023,75,NA,US,US-WA,Blaine,BWS
12243,5A8,medium_airport,59.2826004,-158.6179962,66,NA,US,US-AK,Aleknagik,WKK
3,AGGH,medium_airport,-9.42800045,160.0549927,28,OC,SB,SB-CT,Honiara,HIR
4,AGGM,medium_airport,-8.327969551,157.2630005,10,OC,SB,SB-WE,,MUA
299315,AGGQ,closed,-5.515,159.5277778,10,OC,SB,SB-ML,Ontong Java Atoll,OTV
299321,AHT,closed,51.37777778,179.2591667,215,NA,US,US-AK,Amchitka Island,AHT
301759,ANH,closed,-9.001388889,160.225,22,OC,SB,SB-CE,Anhua Island,ANH
8,ANYN,medium_airport,-0.547458,166.919006,22,OC,NR,NR-14,Yaren District,INU
35409,AR-0015,closed,-26.81579971,-60.44829941,20,SA,AR,AR-H,Presidencia Roque SÌÁenz PeÌ±a,SZQ
301832,ARX,closed,40.21930556,-74.09083333,95,NA,US,US-NJ,Asbury Park,ARX
53,AYBK,medium_airport,-5.422319889,154.6730042,11,OC,PG,PG-NSB,Buka Island,BUA
54,AYCH,medium_airport,-6.024290085,144.970993,4974,OC,PG,PG-CPK,Kundiawa,CMU
55,AYDU,medium_airport,-9.086759567,143.2079926,20,OC,PG,PG-WPD,Daru,DAU
56,AYGA,medium_airport,-6.081689835,145.3919983,5282,OC,PG,PG-EHG,Goronka,GKA
57,AYGN,medium_airport,-10.3114996,150.3339996,88,OC,PG,PG-MBA,Gurney,GUR
58,AYGR,medium_airport,-8.80453968,148.3090057,311,OC,PG,PG-NPP,Popondetta,PNP
59,AYHK,medium_airport,-5.462170124,150.4049988,66,OC,PG,PG-WBK,Hoskins,HKN
60,AYKM,medium_airport,-7.963610172,145.7709961,10,OC,PG,PG-GPK,Kerema,KMA
302264,AYKT,closed,-6.305416667,155.7281389,20,OC,PG,PG-NSB,Kieta,KIE
61,AYKV,medium_airport,-2.579400063,150.8079987,7,OC,PG,PG-NIK,Kavieng,KVG
62,AYMD,medium_airport,-5.207079887,145.7890015,20,OC,PG,PG-MPM,Madang,MAG
63,AYMH,medium_airport,-5.826789856,144.2960052,5388,OC,PG,PG-WHM,Mount Hagen,HGU
64,AYMN,medium_airport,-6.147739887,143.6569977,5680,OC,PG,PG-SHM,,MDU
65,AYMO,medium_airport,-2.061889887,147.423996,12,OC,PG,PG-MRL,,MAS
66,AYNZ,medium_airport,-6.569829941,146.7259979,239,OC,PG,PG-MPL,Nadzab,LAE
67,AYPY,large_airport,-9.443380356,147.2200012,146,OC,PG,PG-NCD,Port Moresby,POM
68,AYTK,medium_airport,-4.340459824,152.3800049,32,OC,PG,PG-EBR,Tokua,RAB
69,AYVN,medium_airport,-2.697170019,141.302002,10,OC,PG,PG-SAN,,VAI
70,AYWD,medium_airport,-5.643300056,143.8950043,5889,OC,PG,PG-EPW,,WBM
71,AYWK,medium_airport,-3.583830118,143.6690063,19,OC,PG,PG-ESW,Wewak,WWK
301768,AYZ,closed,40.71,-73.4,,NA,US,US-NY,Amityville,AYZ
44941,AZ-0001,medium_airport,40.49554222,49.97680664,36,AS,AZ,AZ-BA,Baku,ZXT
301857,BCJ,closed,37.96477778,-105.7766667,7620,NA,US,US-CO,Crestone,BCJ
27301,BCW,medium_airport,-21.85330009,35.43830109,,AF,MZ,MZ-I,Benguera Island,BCW
301881,BER,closed,52.35138889,13.49388889,157,EU,DE,DE-BR,Berlin,BER
111,BG-JAM,medium_airport,42.45489883,26.35219955,509,EU,BG,BG-28,Yambol,JAM
43329,BG-SZR,closed,42.72579956,26.03499985,643,EU,BG,BG-24,Stara Zagora,SZR
31697,BGAA,medium_airport,68.72180176,-52.78469849,74,NA,GL,GL-U-A,Aasiaat,JEG
113,BGBW,medium_airport,61.16049957,-45.42599869,112,NA,GL,GL-U-A,Narsarsuaq,UAK
114,BGGH,medium_airport,64.19090271,-51.67810059,283,NA,GL,GL-U-A,Nuuk,GOH
115,BGSF,medium_airport,67.0122219,-50.71160316,165,NA,GL,GL-U-A,Kangerlussuaq,SFJ
116,BGTL,medium_airport,76.53119659,-68.70320129,251,NA,GL,GL-U-A,Thule,THU
117,BIAR,medium_airport,65.66000366,-18.0727005,6,EU,IS,IS-6,Akureyri,AEY
119,BIEG,medium_airport,65.28330231,-14.40139961,76,EU,IS,IS-7,EgilsstaÌ¡ir,EGS
120,BIHN,medium_airport,64.29560089,-15.22719955,24,EU,IS,IS-7,Hornafjordur,HFN
121,BIHU,medium_airport,65.95230103,-17.4260006,48,EU,IS,IS-6,Husavik,HZK
122,BIIS,medium_airport,66.05809784,-23.13529968,8,EU,IS,IS-4,ÌçsafjÌ_rÌ¡ur,IFJ
123,BIKF,large_airport,63.98500061,-22.60560036,171,EU,IS,IS-2,ReykjavÌ_k,KEF
124,BIPA,medium_airport,65.55580139,-23.96500015,11,EU,IS,IS-4,Patreksfjordur,PFJ
125,BIRK,medium_airport,64.12999725,-21.94059944,48,EU,IS,IS-1,Reykjavik,RKV
126,BISI,medium_airport,66.13330078,-18.91670036,10,EU,IS,IS-6,Siglufjordur,SIJ
308409,BITF,closed,65.676037,-24.006114,115,EU,IS,IS-4,TÌÁlknafjÌ_rÌ¡ur,TLK
42246,BITH,closed,66.25060272,-15.26720047,,EU,IS,IS-6,,THO
128,BIVM,medium_airport,63.42430115,-20.27890015,326,EU,IS,IS-8,Vestmannaeyjar,VEY
301807,BIZ,closed,-5.286111111,142.0330556,5775,OC,PG,PG-SAN,,BIZ
4614,BKPR,large_airport,42.57279968,21.03580093,1789,EU,KS,KS-U-A,Prishtina,PRN
302039,BLW,closed,21.37083333,-157.7138889,5,NA,US,US-HI,Waimanalo,BLW
302045,BNQ,closed,7.611944444,126.5688889,42,AS,PH,PH-DAO,Baganga,BNQ
299171,BR-0015,closed,-6.7488,-51.1478,1060,SA,BR,BR-PA,TucumÌ£,TUZ
30637,BR-ALT,closed,-1.917500019,-54.72109985,,SA,BR,BR-PA,Alenquer,ALT
32402,BR-SWM,closed,-11.67169952,-51.43470001,,SA,BR,BR-MT,Alto Boa Vista,SWM
42216,BZ-BGK,medium_airport,16.51936913,-88.40791321,3,NA,BZ,BZ-SC,Big Creek,BGK
30861,BZ-CUK,medium_airport,17.73469925,-88.03250122,1,NA,BZ,BZ-BZ,Caye Caulker,CUK
30867,BZ-CYC,medium_airport,17.70079994,-88.04109955,3,NA,BZ,BZ-BZ,Caye Chapel,CYC
42209,BZ-CZH,medium_airport,18.38220024,-88.41190338,40,NA,BZ,BZ-CZL,Corozal,CZH
42207,BZ-DGA,medium_airport,16.98250961,-88.23098755,508,NA,BZ,BZ-SC,Dangriga,DGA
42217,BZ-PLJ,medium_airport,16.53695679,-88.36151123,3,NA,BZ,BZ-SC,Placencia,PLJ
35305,BZ-PND,medium_airport,16.10239983,-88.8082962,7,NA,BZ,BZ-TOL,Punta Gorda,PND
42210,BZ-SJX,medium_airport,18.35610008,-88.13079834,3,NA,BZ,BZ-CZL,Sartaneja,SJX
32370,BZ-SPR,medium_airport,17.91390038,-87.97109985,4,NA,BZ,BZ-CY,San Pedro,SPR
42215,BZ-TZA,medium_airport,17.51638985,-88.19444275,16,NA,BZ,BZ-BZ,Belize City,TZA
27300,BZB,medium_airport,-21.54109955,35.47290039,,AF,MZ,MZ-I,Bazaruto Island,BZB
39847,CA-0201,closed,68.47531262,-113.224411,5,NA,CA,CA-NU,,YUJ
39859,CA-0213,closed,65.76667023,-111.25,1608,NA,CA,CA-NU,Lupin Mine,YWO
39887,CA-0241,closed,53.70625896,-100.3439713,,NA,CA,CA-MB,,YAD
40024,CA-0378,closed,48.81197899,-87.09943771,950,NA,CA,CA-ON,"Terrace Bay, ON",YTJ
46092,CLG,closed,36.15804334,-120.360117,,NA,US,US-CA,,CLG
301195,CN-0011,medium_airport,52.91277778,122.43,1836,AS,CN,CN-23,Mohe,OHE
44103,CN-0027,medium_airport,25.05330086,99.16829681,,AS,CN,CN-53,,BSD
44139,CN-0061,medium_airport,23.08329964,113.0699997,6,AS,CN,CN-44,Foshan,FUO
44146,CN-0068,medium_airport,23.04999924,114.5999985,50,AS,CN,CN-44,Huizhou,HUZ
44159,CN-0081,medium_airport,26.85689926,114.7369995,281,AS,CN,CN-36,Ji'an,JGS
44160,CN-0082,medium_airport,23.72060013,106.9599991,,AS,CN,CN-45,Baise,AEB
44169,CN-0091,medium_airport,37.50859833,118.788002,15,AS,CN,CN-37,Dongying,DOY
44182,CN-0104,medium_airport,40.58029938,120.697998,30,AS,CN,CN-21,,XEN
44191,CN-0113,medium_airport,47.74988556,88.0858078,2460,AS,CN,CN-65,Altay,AAT
44208,CN-0130,medium_airport,34.55939865,105.8600006,3590,AS,CN,CN-62,Tianshui,THQ
44221,CN-0143,medium_airport,38.80189896,100.6750031,,AS,CN,CN-62,,YZY
44267,CN-0189,medium_airport,40.02470016,124.2860031,,AS,CN,CN-21,Dandong,DDG
44646,CY-0002,medium_airport,35.23594666,33.7243576,,AS,CY,CY-03,,GEC
35128,CY-NIC,closed,35.1507988,33.27870178,,AS,CY,CY-02,Nicosia,NIC
1652,CYAC,medium_airport,51.72719955,-91.82440186,1344,NA,CA,CA-ON,Cat Lake,YAC
1654,CYAG,medium_airport,48.65420151,-93.43969727,1125,NA,CA,CA-ON,Fort Frances,YAG
1655,CYAH,medium_airport,53.75469971,-73.6753006,1005,NA,CA,CA-QC,La Grande-4,YAH
1656,CYAL,medium_airport,50.5821991,-126.9160004,240,NA,CA,CA-BC,Alert Bay,YAL
1657,CYAM,medium_airport,46.48500061,-84.50939941,630,NA,CA,CA-ON,Sault Ste Marie,YAM
1658,CYAQ,medium_airport,53.52470016,-88.64279938,672,NA,CA,CA-ON,Kasabonika,XKS
1659,CYAS,medium_airport,60.02719879,-69.99919891,403,NA,CA,CA-QC,Kangirsuk,YKG
1660,CYAT,medium_airport,52.92750168,-82.43190002,31,NA,CA,CA-ON,Attawapiskat,YAT
1664,CYAX,medium_airport,50.29439926,-96.01000214,850,NA,CA,CA-MB,Lac Du Bonnet,YAX
1665,CYAY,medium_airport,51.39189911,-56.08309937,108,NA,CA,CA-NL,St. Anthony,YAY
1666,CYAZ,medium_airport,49.07982555,-125.7756042,80,NA,CA,CA-BC,Tofino,YAZ
1668,CYBB,medium_airport,68.53440094,-89.80809784,56,NA,CA,CA-NU,Kugaaruk,YBB
1669,CYBC,medium_airport,49.13249969,-68.20439911,71,NA,CA,CA-QC,Baie-Comeau,YBC
1670,CYBD,medium_airport,52.38750076,-126.5960007,117,NA,CA,CA-BC,Bella Coola,QBC
1671,CYBE,medium_airport,59.56140137,-108.4810028,1044,NA,CA,CA-SK,Uranium City,YBE
1672,CYBF,medium_airport,54.30419922,-110.7440033,1836,NA,CA,CA-AB,Bonnyville,YBY
1673,CYBG,medium_airport,48.33060074,-70.99639893,522,NA,CA,CA-QC,Bagotville,YBG
1674,CYBK,medium_airport,64.29889679,-96.07779694,59,NA,CA,CA-NU,Baker Lake,YBK
1675,CYBL,medium_airport,49.95080185,-125.2710037,346,NA,CA,CA-BC,Campbell River,YBL
1677,CYBQ,medium_airport,58.70610046,-98.5121994,923,NA,CA,CA-MB,Tadoule Lake,XTL
1678,CYBR,medium_airport,49.90999985,-99.95189667,1343,NA,CA,CA-MB,Brandon,YBR
1679,CYBT,medium_airport,57.88940048,-101.6790009,1136,NA,CA,CA-MB,Brochet,YBT
1681,CYBV,medium_airport,52.35889816,-97.01830292,728,NA,CA,CA-MB,Berens River,YBV
1683,CYBX,medium_airport,51.4435997,-57.18529892,121,NA,CA,CA-QC,Lourdes-De-Blanc-Sablon,YBX
1684,CYCA,medium_airport,53.68280029,-57.04190063,40,NA,CA,CA-NL,Cartwright,YRF
1685,CYCB,medium_airport,69.10810089,-105.1380005,90,NA,CA,CA-NU,Cambridge Bay,YCB
1686,CYCC,medium_airport,45.09280014,-74.56330109,175,NA,CA,CA-ON,Cornwall,YCC
1687,CYCD,medium_airport,49.0522995,-123.8700027,93,NA,CA,CA-BC,Nanaimo,YCD
1688,CYCE,medium_airport,43.28559875,-81.50830078,824,NA,CA,CA-ON,Centralia,YCE
1689,CYCG,medium_airport,49.29639816,-117.6320038,1624,NA,CA,CA-BC,Castlegar,YCG
1690,CYCH,medium_airport,47.00780106,-65.44920349,108,NA,CA,CA-NB,Miramichi,YCH
1691,CYCL,medium_airport,47.99079895,-66.33029938,132,NA,CA,CA-NB,Charlo,YCL
1692,CYCN,medium_airport,49.10559845,-81.01360321,861,NA,CA,CA-ON,Cochrane,YCN
1693,CYCO,medium_airport,67.8167038,-115.1439972,74,NA,CA,CA-NU,Kugluktuk,YCO
1695,CYCQ,medium_airport,55.68719864,-121.6269989,2000,NA,CA,CA-BC,Chetwynd,YCQ
1696,CYCR,medium_airport,54.61059952,-97.76080322,709,NA,CA,CA-MB,Cross Lake,YCR
1697,CYCS,medium_airport,63.34690094,-90.73110199,32,NA,CA,CA-NU,Chesterfield Inlet,YCS
28111,CYCV,closed,45.51670074,-73.71669769,120,NA,CA,CA-QC,Montreal,YCV
1701,CYCY,medium_airport,70.48609924,-68.51670074,87,NA,CA,CA-NU,Clyde River,YCY
1703,CYDA,medium_airport,64.04309845,-139.128006,1215,NA,CA,CA-YT,Dawson City,YDA
1704,CYDB,medium_airport,61.37110138,-139.0410004,2647,NA,CA,CA-YT,Burwash,YDB
1706,CYDF,medium_airport,49.21080017,-57.39139938,72,NA,CA,CA-NL,Deer Lake,YDF
1709,CYDM,medium_airport,61.97060013,-132.4230042,2314,NA,CA,CA-YT,Ross River,YDM
1710,CYDN,medium_airport,51.10079956,-100.052002,999,NA,CA,CA-MB,Dauphin,YDN
1711,CYDO,medium_airport,48.7784996,-72.375,372,NA,CA,CA-QC,Dolbeau-St-FÌ©licien,YDO
1712,CYDP,medium_airport,56.54919815,-61.68030167,22,NA,CA,CA-NL,Nain,YDP
1713,CYDQ,medium_airport,55.74229813,-120.1829987,2148,NA,CA,CA-BC,Dawson Creek,YDQ
1717,CYEG,large_airport,53.30970001,-113.5800018,2373,NA,CA,CA-AB,Edmonton,YEG
1718,CYEK,medium_airport,61.09420013,-94.07080078,32,NA,CA,CA-NU,Arviat,YEK
1719,CYEL,medium_airport,46.35139847,-82.56140137,1087,NA,CA,CA-ON,Elliot Lake,YEL
1720,CYEM,medium_airport,45.84280014,-81.85810089,869,NA,CA,CA-ON,Manitowaning,YEM
1721,CYEN,medium_airport,49.21030045,-102.9660034,1905,NA,CA,CA-SK,Estevan,YEN
1722,CYER,medium_airport,56.01890182,-87.67610168,48,NA,CA,CA-ON,Fort Severn,YER
1724,CYET,medium_airport,53.57889938,-116.4649963,3043,NA,CA,CA-AB,Edson,YET
1726,CYEV,medium_airport,68.30419922,-133.4830017,224,NA,CA,CA-NT,Inuvik,YEV
1727,CYEY,medium_airport,48.56389999,-78.24970245,1068,NA,CA,CA-QC,Amos,YEY
1728,CYFA,medium_airport,52.20140076,-81.69689941,48,NA,CA,CA-ON,Fort Albany,YFA
1729,CYFB,medium_airport,63.75640106,-68.55580139,110,NA,CA,CA-NU,Iqaluit,YFB
1730,CYFC,medium_airport,45.8689003,-66.53720093,68,NA,CA,CA-NB,Fredericton,YFC
1732,CYFE,medium_airport,48.74610138,-69.09719849,293,NA,CA,CA-QC,Forestville,YFE
1733,CYFH,medium_airport,51.56190109,-87.90779877,899,NA,CA,CA-ON,Fort Hope,YFH
1734,CYFJ,medium_airport,46.40940094,-74.77999878,827,NA,CA,CA-QC,RiviÌ¬re Rouge,YTM
1735,CYFO,medium_airport,54.67810059,-101.6819992,997,NA,CA,CA-MB,Flin Flon,YFO
1736,CYFR,medium_airport,61.18080139,-113.6900024,526,NA,CA,CA-NT,Fort Resolution,YFR
1737,CYFS,medium_airport,61.7602005,-121.2369995,555,NA,CA,CA-NT,Fort Simpson,YFS
1738,CYFT,medium_airport,55.07690048,-59.18640137,234,NA,CA,CA-NL,Makkovik,YMN
1739,CYGB,medium_airport,49.69419861,-124.5179977,326,NA,CA,CA-BC,Texada,YGB
1740,CYGD,medium_airport,43.76689911,-81.71060181,712,NA,CA,CA-ON,Goderich,YGD
1742,CYGH,medium_airport,66.24079895,-128.651001,268,NA,CA,CA-NT,Fort Good Hope,YGH
1743,CYGK,medium_airport,44.22529984,-76.59690094,305,NA,CA,CA-ON,Kingston,YGK
1744,CYGL,medium_airport,53.62530136,-77.70420074,639,NA,CA,CA-QC,La Grande RiviÌ¬re,YGL
1745,CYGM,medium_airport,50.62810135,-97.04329681,753,NA,CA,CA-MB,Gimli,YGM
1746,CYGO,medium_airport,54.55889893,-94.49140167,617,NA,CA,CA-MB,Gods Lake Narrows,YGO
1747,CYGP,medium_airport,48.77529907,-64.47859955,112,NA,CA,CA-QC,GaspÌ©,YGP
1748,CYGQ,medium_airport,49.77830124,-86.93939972,1144,NA,CA,CA-ON,Geraldton,YGQ
1749,CYGR,medium_airport,47.42470169,-61.77809906,35,NA,CA,CA-QC,Ì_les-de-la-Madeleine,YGR
1750,CYGT,medium_airport,69.36470032,-81.81610107,174,NA,CA,CA-NU,Igloolik,YGT
1751,CYGV,medium_airport,50.2818985,-63.6114006,124,NA,CA,CA-QC,Havre St-Pierre,YGV
1752,CYGW,medium_airport,55.2818985,-77.76529694,34,NA,CA,CA-QC,Kuujjuarapik,YGW
1753,CYGX,medium_airport,56.35749817,-94.71060181,476,NA,CA,CA-MB,Gillam,YGX
1754,CYGZ,medium_airport,76.42610168,-82.90920258,146,NA,CA,CA-NU,Grise Fiord,YGZ
1755,CYHA,medium_airport,61.04639816,-69.61779785,103,NA,CA,CA-QC,Quaqtaq,YQC
1757,CYHD,medium_airport,49.83169937,-92.74420166,1354,NA,CA,CA-ON,Dryden,YHD
1758,CYHE,medium_airport,49.36830139,-121.4980011,128,NA,CA,CA-BC,Hope,YHE
1759,CYHF,medium_airport,49.71419907,-83.68609619,827,NA,CA,CA-ON,Hearst,YHF
1760,CYHH,medium_airport,51.69110107,-76.13559723,802,NA,CA,CA-QC,Nemiscau,YNS
1761,CYHI,medium_airport,70.76280212,-117.8059998,117,NA,CA,CA-NT,Ulukhaktok,YHI
1762,CYHK,medium_airport,68.63559723,-95.84970093,152,NA,CA,CA-NU,Gjoa Haven,YHK
1763,CYHM,medium_airport,43.17359924,-79.93499756,780,NA,CA,CA-ON,Hamilton,YHM
1764,CYHN,medium_airport,49.19309998,-84.7589035,1099,NA,CA,CA-ON,Hornepayne,YHN
1765,CYHO,medium_airport,55.44829941,-60.22859955,39,NA,CA,CA-NL,Hopedale,YHO
1766,CYHR,medium_airport,50.46889877,-59.63669968,39,NA,CA,CA-QC,Chevery,YHR
1767,CYHT,medium_airport,60.78919983,-137.5460052,2150,NA,CA,CA-YT,Haines Junction,YHT
1768,CYHU,medium_airport,45.51750183,-73.41690063,90,NA,CA,CA-QC,MontrÌ©al,YHU
1769,CYHY,medium_airport,60.83969879,-115.7829971,541,NA,CA,CA-NT,Hay River,YHY
1770,CYHZ,large_airport,44.88079834,-63.50859833,477,NA,CA,CA-NS,Halifax,YHZ
1771,CYIB,medium_airport,48.77389908,-91.63860321,1408,NA,CA,CA-ON,Atikokan,YIB
1772,CYID,medium_airport,44.54584504,-65.78542471,499,NA,CA,CA-NS,Digby,YDG
1773,CYIF,medium_airport,51.21170044,-58.65829849,20,NA,CA,CA-QC,St-Augustin,YIF
1774,CYIK,medium_airport,62.41730118,-77.9253006,126,NA,CA,CA-QC,Ivujivik,YIK
1775,CYIO,medium_airport,72.6832962,-77.96669769,181,NA,CA,CA-NU,Pond Inlet,YIO
1776,CYIV,medium_airport,53.85720062,-94.6536026,770,NA,CA,CA-MB,Island Lake,YIV
1778,CYJF,medium_airport,60.2358017,-123.4690018,708,NA,CA,CA-NT,Fort Liard,YJF
1780,CYJN,medium_airport,45.29439926,-73.28109741,136,NA,CA,CA-QC,St Jean,YJN
1783,CYJT,medium_airport,48.5442009,-58.54999924,84,NA,CA,CA-NL,Stephenville,YJT
1784,CYKA,medium_airport,50.70220184,-120.4440002,1133,NA,CA,CA-BC,Kamloops,YKA
1786,CYKD,medium_airport,68.22329712,-135.0059967,23,NA,CA,CA-NT,Aklavik,LAK
1787,CYKF,medium_airport,43.46080017,-80.37860107,1055,NA,CA,CA-ON,Kitchener,YKF
1789,CYKJ,medium_airport,57.2560997,-105.6179962,1679,NA,CA,CA-SK,Key Lake,YKJ
1790,CYKL,medium_airport,54.80530167,-66.80529785,1709,NA,CA,CA-QC,Schefferville,YKL
1791,CYKO,medium_airport,60.8185997,-78.14859772,75,NA,CA,CA-QC,Akulivik,AKV
1792,CYKQ,medium_airport,51.47330093,-78.75830078,80,NA,CA,CA-QC,Waskaganish,YKQ
1793,CYKX,medium_airport,48.21030045,-79.98139954,1157,NA,CA,CA-ON,Kirkland Lake,YKX
1794,CYKY,medium_airport,51.51750183,-109.1809998,2277,NA,CA,CA-SK,Kindersley,YKY
1795,CYKZ,medium_airport,43.86220169,-79.37000275,650,NA,CA,CA-ON,Toronto,YKZ
1796,CYLA,medium_airport,59.29669952,-69.59970093,119,NA,CA,CA-QC,Aupaluk,YPJ
1798,CYLC,medium_airport,62.84999847,-69.88330078,175,NA,CA,CA-NU,Kimmirut,YLC
1799,CYLD,medium_airport,47.81999969,-83.34670258,1470,NA,CA,CA-ON,Chapleau,YLD
1800,CYLH,medium_airport,52.1955986,-87.93419647,834,NA,CA,CA-ON,Lansdowne House,YLH
1801,CYLJ,medium_airport,54.12530136,-108.5230026,1576,NA,CA,CA-SK,Meadow Lake,YLJ
1802,CYLK,medium_airport,62.41830063,-110.6819992,596,NA,CA,CA-NT,Lutselk'e,YSG
1803,CYLL,medium_airport,53.30920029,-110.072998,2193,NA,CA,CA-AB,Lloydminster,YLL
1805,CYLR,medium_airport,56.51330185,-99.98529816,959,NA,CA,CA-MB,Leaf Rapids,YLR
1806,CYLT,medium_airport,82.51779938,-62.2806015,100,NA,CA,CA-NU,Alert,YLT
1807,CYLU,medium_airport,58.71139908,-65.99279785,215,NA,CA,CA-QC,Kangiqsualujjuaq,XGR
1808,CYLW,medium_airport,49.95610046,-119.3779984,1409,NA,CA,CA-BC,Kelowna,YLW
1809,CYMA,medium_airport,63.61640167,-135.8679962,1653,NA,CA,CA-YT,Mayo,YMA
1810,CYME,medium_airport,48.85689926,-67.45330048,102,NA,CA,CA-QC,Matane,YME
1811,CYMG,medium_airport,49.08390045,-85.86060333,1198,NA,CA,CA-ON,Manitouwadge,YMG
1812,CYMH,medium_airport,52.30279922,-55.84719849,38,NA,CA,CA-NL,Mary's Harbour,YMH
1813,CYMJ,medium_airport,50.33029938,-105.5589981,1892,NA,CA,CA-SK,Moose Jaw,YMJ
1814,CYML,medium_airport,47.59749985,-70.22389984,977,NA,CA,CA-QC,Charlevoix,YML
1815,CYMM,medium_airport,56.65330124,-111.2220001,1211,NA,CA,CA-AB,Fort McMurray,YMM
1816,CYMO,medium_airport,51.29109955,-80.60780334,30,NA,CA,CA-ON,Moosonee,YMO
1817,CYMT,medium_airport,49.77190018,-74.52809906,1270,NA,CA,CA-QC,Chibougamau,YMT
1818,CYMU,medium_airport,56.53609848,-76.51830292,250,NA,CA,CA-QC,Umiujaq,YUD
1820,CYMX,medium_airport,45.67950058,-74.03869629,270,NA,CA,CA-QC,MontrÌ©al,YMX
1822,CYNA,medium_airport,50.18999863,-61.78919983,39,NA,CA,CA-QC,Natashquan,YNA
1823,CYNC,medium_airport,53.01060104,-78.83110046,66,NA,CA,CA-QC,Wemindji,YNC
1824,CYND,medium_airport,45.52170181,-75.56359863,211,NA,CA,CA-QC,Gatineau,YND
1825,CYNE,medium_airport,53.95830154,-97.84420013,734,NA,CA,CA-MB,Norway House,YNE
1828,CYNL,medium_airport,58.27669907,-104.0820007,1605,NA,CA,CA-SK,Points North Landing,YNL
1829,CYNM,medium_airport,49.76169968,-77.80280304,918,NA,CA,CA-QC,Matagami,YNM
1830,CYNN,medium_airport,59.48749924,-97.78029633,1000,NA,CA,CA-MB,Nejanilini Lake,YNN
1832,CYOA,medium_airport,64.69889832,-110.6149979,1536,NA,CA,CA-NT,Ekati,YOA
1833,CYOC,medium_airport,67.57060242,-139.8390045,824,NA,CA,CA-YT,Old Crow,YOC
1834,CYOD,medium_airport,54.40499878,-110.2789993,1775,NA,CA,CA-AB,Cold Lake,YOD
1835,CYOH,medium_airport,54.93330002,-95.27890015,663,NA,CA,CA-MB,Oxford House,YOH
1836,CYOJ,medium_airport,58.62139893,-117.1650009,1110,NA,CA,CA-AB,High Level,YOJ
1837,CYOO,medium_airport,43.92279816,-78.89499664,460,NA,CA,CA-ON,Oshawa,YOO
1838,CYOP,medium_airport,58.49140167,-119.4079971,1759,NA,CA,CA-AB,Rainbow Lake,YOP
1839,CYOS,medium_airport,44.59030151,-80.83750153,1007,NA,CA,CA-ON,Owen Sound,YOS
1840,CYOW,large_airport,45.32249832,-75.66919708,374,NA,CA,CA-ON,Ottawa,YOW
1842,CYPA,medium_airport,53.21419907,-105.6729965,1405,NA,CA,CA-SK,Prince Albert,YPA
1843,CYPC,medium_airport,69.36083812,-124.07547,15,NA,CA,CA-NT,Paulatuk,YPC
1844,CYPD,medium_airport,45.65670013,-61.36809921,377,NA,CA,CA-NS,Port Hawkesbury,YPS
1845,CYPE,medium_airport,56.22689819,-117.4469986,1873,NA,CA,CA-AB,Peace River,YPE
1846,CYPG,medium_airport,49.90309906,-98.27390289,885,NA,CA,CA-MB,Portage,YPG
1847,CYPH,medium_airport,58.47190094,-78.07689667,83,NA,CA,CA-QC,Inukjuak,YPH
1849,CYPL,medium_airport,51.44639969,-90.21420288,1267,NA,CA,CA-ON,Pickle Lake,YPL
1850,CYPM,medium_airport,51.81969833,-93.97329712,1114,NA,CA,CA-ON,Pikangikum,YPM
1851,CYPN,medium_airport,49.83639908,-64.28859711,167,NA,CA,CA-QC,Port-Menier,YPN
1852,CYPO,medium_airport,54.98809814,-85.44329834,173,NA,CA,CA-ON,Peawanuck,YPO
1854,CYPQ,medium_airport,44.22999954,-78.36329651,628,NA,CA,CA-ON,Peterborough,YPQ
1855,CYPR,medium_airport,54.28609848,-130.4450073,116,NA,CA,CA-BC,Prince Rupert,YPR
1859,CYPW,medium_airport,49.83420181,-124.5,425,NA,CA,CA-BC,Powell River,YPW
1860,CYPX,medium_airport,60.05059814,-77.28690338,74,NA,CA,CA-QC,Puvirnituq,YPX
1861,CYPY,medium_airport,58.76720047,-111.1169968,761,NA,CA,CA-AB,Fort Chipewyan,YPY
1863,CYQA,medium_airport,44.97470093,-79.30329895,925,NA,CA,CA-ON,Muskoka,YQA
1864,CYQB,large_airport,46.79109955,-71.39330292,244,NA,CA,CA-QC,Quebec,YQB
1865,CYQD,medium_airport,53.97140121,-101.0910034,887,NA,CA,CA-MB,The Pas,YQD
1866,CYQF,medium_airport,52.18220139,-113.8939972,2968,NA,CA,CA-AB,Red Deer,YQF
1867,CYQG,medium_airport,42.27560043,-82.95559692,622,NA,CA,CA-ON,Windsor,YQG
1868,CYQH,medium_airport,60.11640167,-128.8220062,2255,NA,CA,CA-YT,Watson Lake,YQH
1869,CYQI,medium_airport,43.82690048,-66.08809662,141,NA,CA,CA-NS,Yarmouth,YQI
1870,CYQK,medium_airport,49.78829956,-94.36309814,1332,NA,CA,CA-ON,Kenora,YQK
1871,CYQL,medium_airport,49.63029861,-112.8000031,3048,NA,CA,CA-AB,Lethbridge,YQL
1872,CYQM,medium_airport,46.11220169,-64.6785965,232,NA,CA,CA-NB,Moncton,YQM
1873,CYQN,medium_airport,50.18280029,-86.6964035,1057,NA,CA,CA-ON,Nakina,YQN
