WnfId,WnfIdDisplayName,DescriptionOrDll,AltDescriptionOrDll
13810338A3BC2075,WNF_UMGR_SYSTEM_USER_CONTEXT_CHANGED,"Default system user, as defined by start view, has changed.",""
13810338A3BC2875,WNF_UMGR_SESSIONUSER_TOKEN_CHANGE,"Token for the session user changed.",""
13810338A3BC3035,WNF_UMGR_SESSION_ACTIVE_SHELL_USER_CHANGE,"Session active shell user changed.",""
13810338A3BC3875,WNF_UMGR_USER_TILE_CHANGED,"The user tile for the specified SID was changed. The payload is the String user sid and the datasize is the byte count of MAX_PATH.",""
13840539A3BC08F5,WNF_TKBR_CHANGE_SYSTEM,"AzureSettingSyncProvider.dll","This state name is used to notify system components about state changes in the Token Broker"
13840539A3BC1075,WNF_TKBR_CHANGE_APP,"This state name is used to notify apps about state changes in the Token Broker",""
13840539A3BC18F5,WNF_TKBR_CHANGE_APP_INTERNAL,"This state name is used to notify apps about state changes in the Token Broker",""
13891A3EA3BC0875,WNF_STOR_CONFIGURATION_DEVICE_INFO_UPDATED,"This WNF event fires when the OEM, MO, and Device Hardware values change in the registry.","wuaueng.dll"
13891A3EA3BC1075,WNF_STOR_CONFIGURATION_MO_TASK_RUNNING,"This WNF event fires when the MO discovery task state changes. It will send an 0x00000000 if not running and 0x00000001 if running.",""
13891A3EA3BC1875,WNF_STOR_CONFIGURATION_OEM_TASK_RUNNING,"This WNF event fires when the OEM discovery task state changes. It will send an 0x00000000 if not running and 0x00000001 if running.",""
13920028A3BC0875,WNF_ENTR_DEVICELOCK_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Device Lock policy area. SDDL comes from NgcctnrSvc in %SDXROOT%\src\baseos\prod\packages\ngc\ngc.pkg.xml and ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml, %sdxroot%\onecoreuap\admin\dm\wap\service\dmwappushservice.wm.xml",""
13920028A3BC0875,WNF_ENTR_DEVICELOCK_POLICY_VALUE_CHANGED,"NgcCtnrSvc.dll",""
13920028A3BC1075,WNF_ENTR_WIFI_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Wifi policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml","Current changed policy values represented as bits for the Wifi policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml. S-1-5-80-3935728946-315639613-922904133-3250794525-491832002 - IcsSvc (TetheringService)"
13920028A3BC1075,WNF_ENTR_WIFI_POLICY_VALUE_CHANGED,"wifinetworkmanager.dll",""
13920028A3BC1875,WNF_ENTR_SYSTEM_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the System policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xmlSDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",""
13920028A3BC1875,WNF_ENTR_SYSTEM_POLICY_VALUE_CHANGED,"diagtrack.dll","Current changed policy values represented as bits for the Connectivity policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml"
13920028A3BC2875,WNF_ENTR_EXPERIENCE_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Experience policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BC3075,WNF_ENTR_ACCOUNTS_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Accounts policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BC3875,WNF_ENTR_SECURITY_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Security policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BC4075,WNF_ENTR_BROWSER_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Browser policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml","EnterpriseAppMgmtSvc.dll"
13920028A3BC4875,WNF_ENTR_UPDATE_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Update policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",""
13920028A3BC5075,WNF_ENTR_CAMERA_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Camera policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",""
13920028A3BC5875,WNF_ENTR_APPLICATIONMANAGEMENT_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the ApplicationManagement policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml","EnterpriseAppMgmtSvc.dll"
13920028A3BC6075,WNF_ENTR_REQUIRE_DEVICE_ENCRYPTION_POLICY_VALUE_CHANGED,"Current changed security policy RequireDeviceEncryption value changed. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BC6875,WNF_ENTR_PUSH_NOTIFICATION_RECEIVED,"An MDM Push notification has been received. SDDL comes from ID_CAP_CSP_DMCLIENT in %SDXROOT%\src\devmgmt\dm\packages\dmapps\dmapps.pkg.xml",
13920028A3BC7075,WNF_ENTR_SEARCH_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the Search policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BC7875,WNF_ENTR_ABOVELOCK_POLICY_VALUE_CHANGED,"Current changed policy values represented as bits for the AboveLock policy area. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml","NotificationController.dll"
13920028A3BC8075,WNF_ENTR_ALLOWAPPLICATIONS_POLICY_VALUE_CHANGED,"A Dataprotection AllowApplications provider policy value has changed.",
13920028A3BC8875,WNF_ENTR_EDPENFORCEMENTLEVEL_POLICY_VALUE_CHANGED,"A Dataprotection EDPEnforcementLevel provider policy value has changed.",
13920028A3BC9075,WNF_ENTR_WAP_MESSAGE_FOR_DMWAPPUSHSVC_READY,"A WAP message has been received that dmwappushsvc needs to handle.",
13920028A3BC9875,WNF_ENTR_CONTEXT_STATE_CHANGE,"An enterprise context has changed it's state",
13920028A3BCA075,WNF_ENTR_PUSH_RECEIVED,"An enterprise WNS based push was received",
13920028A3BCA875,WNF_ENTR_ALLOWINPUTPANEL_POLICY_VALUE_CHANGED,"A TextInput AllowInputPanel provider policy value has changed.",
13920028A3BCB075,WNF_ENTR_SEARCH_ALLOW_USING_DIACRITICS,"Allow use of diacritics for indexing.",
13920028A3BCB875,WNF_ENTR_SEARCH_ALWAYS_USE_AUTO_LANG_DETECTION,"Always use automatic language detection when indexing content and properties.",
13920028A3BCC075,WNF_ENTR_SEARCH_DISABLE_REMOVABLE_DRIVE_INDEXING,"Do not allow locations on removable drives to be added to libraries.",
13920028A3BCC875,WNF_ENTR_SEARCH_PREVENT_INDEXING_LOW_DISK_SPACE_MB,"Stop indexing in the event of limited hard drive space.",
13920028A3BCD075,WNF_ENTR_SEARCH_ALLOW_INDEXING_ENCRYPTED_STORES_OR_ITEMS,"Allow indexing of encrypted files.",
13920028A3BCD875,WNF_ENTR_BLUETOOTH_POLICY_VALUE_CHANGED,"Bluetooth policy configuration has changed. SDDL comes from ID_CAP_POLICY_MANAGER in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BCD875,WNF_ENTR_BLUETOOTH_POLICY_VALUE_CHANGED,"bthserv.dll",""
13920028A3BCE075,WNF_ENTR_EDPNETWORKING_POLICY_CHANGED,"MPSSVC.dll",""
13920028A3BCE075,WNF_ENTR_EDPNETWORKING_POLICY_VALUE_CHANGED,"A Dataprotection networking policy value has changed.",
13920028A3BCE875,WNF_ENTR_REQUIRE_DPL_POLICY_VALUE_CHANGED,"DataProtection Require Protection Under Lock Config policy change.",
13920028A3BCF075,WNF_ENTR_WINDOWS_DEFENDER_POLICY_VALUE_CHANGED,"Windows Defender policy configuration has changed.",
13920028A3BCF875,WNF_ENTR_ALLOWALLTRUSTEDAPPS_POLICY_VALUE_CHANGED,"ApplicationManagement AllowAllTrustedApps provider policy value has changed.",
13920028A3BD0075,WNF_ENTR_ALLOWSHAREDUSERDATA_POLICY_VALUE_CHANGED,"ApplicationManagement AllowSharedUserAppData provider policy value has changed.",
13920028A3BD0875,WNF_ENTR_RESTRICTAPPTOSYTEMVOLUME_POLICY_VALUE_CHANGED,"ApplicationManagement RestrictAppToSystemVolume provider policy value has changed.",
13920028A3BD1075,WNF_ENTR_RESTRICTAPPDATATOSYTEMVOLUME_POLICY_VALUE_CHANGED,"ApplicationManagement RestrictAppDataToSystemVolume provider policy value has changed.",
13920028A3BD1875,WNF_ENTR_ALLOWDEVELOPERUNLOCK_POLICY_VALUE_CHANGED,"ApplicationManagement AllowDeveloperUnlock provider policy value has changed.",
13920028A3BD2075,WNF_ENTR_ALLOWUPDATESERVICE_POLICY_VALUE_CHANGED,"Update AllowUpdateService provider policy value has changed.","wuaueng.dll"
13920028A3BD2875,WNF_ENTR_UPDATESERVICEURL_POLICY_VALUE_CHANGED,"Update UpdateServiceUrl provider policy value has changed.","wuaueng.dll"
13920028A3BD3075,WNF_ENTR_ALLOWNONMICROSOFTSIGNEDUPDATE_POLICY_VALUE_CHANGED,"Update AllowNonMicrosoftSignedUpdate provider policy value has changed.","wuaueng.dll"
13920028A3BD3875,WNF_ENTR_ALLOW_WBA_EXECUTION_POLICY_VALUE_CHANGED,"DisableWBA policy value has changed.",
13920028A3BD4075,WNF_ENTR_DOMAIN_NAMES_FOR_EMAIL_SYNC_POLICY_VALUE_CHANGED,"The domains for which email is disabled have changed.",
13920028A3BD4875,WNF_ENTR_ALLOWCELLULARDATAROAMING_POLICY_VALUE_CHANGED,"The AllowCellularDataRoaming policy value has changed.",
13920028A3BD5075,WNF_ENTR_ALLOWCELLULARDATA_POLICY_VALUE_CHANGED,"The AllowCellularData policy value has changed.",
13920028A3BD5C75,WNF_ENTR_EDPENFORCEMENTLEVEL_CACHED_POLICY_VALUE_CHANGED,"EDPEnforcementLevel cached policy have changed. CAPABILITY_SID_LpacEnterprisePolicyChangeNotifications - S-1-15-3-1024-126078593-3658686728-1984883306-821399696-3684079960-564038680-3414880098-3435825201.",
13920028A3BD6475,WNF_ENTR_PROTECTEDDOMAINNAMES_CACHED_POLICY_VALUE_CHANGED,"EnterpriseProtectedDomainNames cached policy have changed. CAPABILITY_SID_LpacEnterprisePolicyChangeNotifications - S-1-15-3-1024-126078593-3658686728-1984883306-821399696-3684079960-564038680-3414880098-3435825201.",
13920028A3BD6875,WNF_ENTR_ALLOWMESSAGESYNC_POLICY_VALUE_CHANGED,"The AllowMessageSync policy value has changed.",
13920028A3BD7075,WNF_ENTR_DISABLEADVERTISINGID_POLICY_VALUE_CHANGED,"Privacy DisableAdvertisingId policy value has changed.",
13920028A3BD7875,WNF_ENTR_EVALUATE_EDP_CONFIGURATION_STATE,"EnterpriseDataProtection (EDP) state has changed.",
13920028A3BD8475,WNF_ENTR_APPHVSI_CACHED_POLICY_VALUE_CHANGED,"AllowAppHVSI cached policy has changed.",
13920028A3BD8875,WNF_ENTR_NETWORKISOLATION_POLICY_VALUE_CHANGED,"A NetworkIsolation area policy value has changed.",
13920028A3BD9075,WNF_ENTR_EVALUATE_APPHVSI_CONFIGURATION_STATE,"AppHVSI (Hypervisor-based Virtualized Security Isolation) state has changed.",
13920028A3BD9C75,WNF_ENTR_EDPSHOWICONS_CACHED_POLICY_VALUE_CHANGED,"EdpShowIcons policy value has changed.",
13920028A3BDA075,WNF_ENTR_ALLOWDEVICEHEALTHMONITORING_POLICY_VALUE_CHANGED,"The AllowDeviceHealthMonitoring policy value has changed.",
13920028A3BDB075,WNF_ENTR_ALLOWWIFI_POLICY_VALUE_CHANGED,"AllowWifi policy value changed. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BDB875,WNF_ENTR_ALLOWMANUALWIFICONFIGURATION_POLICY_VALUE_CHANGED,"AllowManualWifiConfiguration policy value changed. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BDC075,WNF_ENTR_SEARCH_ALLOW_INDEXER,"Allow windows indexer.",
13920028A3BDC875,WNF_ENTR_ALLOWWIFIDIRECT_POLICY_VALUE_CHANGED,"AllowWifiDirect policy value changed. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BDD075,WNF_ENTR_ALLOWPROJECTIONTOPC_POLICY_VALUE_CHANGED,"AllowProjectionToPC policy value changed. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BDD875,WNF_ENTR_ALLOWMESSAGE_MMS_POLICY_VALUE_CHANGED,"The AllowMessageMMS policy value has changed.",
13920028A3BDE075,WNF_ENTR_ALLOWMESSAGE_RCS_POLICY_VALUE_CHANGED,"The AllowMessageRCS policy value has changed.",
13920028A3BDE875,WNF_ENTR_EDPSMB_POLICY_VALUE_CHANGED,"SMBAutoEncryptedFileExtensions policy value has changed.",
13920028A3BDF075,WNF_ENTR_APPHVSI_POLICY_VALUE_CHANGED,"Any AppHVSI policy value is changed",
13920028A3BDF875,WNF_ENTR_ALLOWSET24HOURCLOCK_POLICY_VALUE_CHANGED,"The AllowSet24HourClock policy value has changed.",
13920028A3BE0075,WNF_ENTR_ALLOWPROJECTIONFROMPC_POLICY_VALUE_CHANGED,"AllowProjectionFromPC policy value changed. SDDL comes from ID_CAP_POLICY_MANAGER and ID_CAP_POLICY_MANAGER_READONLY in %SDXROOT%\src\devmgmt\enterprise\product\policymanager\packages\policymanager.pkg.xml",
13920028A3BE0875,WNF_ENTR_EXPLOITGUARD_POLICY_VALUE_CHANGED,"The ExploitGuard policy values have changed.",
13920028A3BE1075,WNF_ENTR_WINDOWSDEFENDERSECURITYCENTER_POLICY_VALUE_CHANGED,"The WindowsDefenderSecurityCenter policy values have changed.",
13920028A3BE1875,WNF_ENTR_APPPRIVACY_POLICY_VALUE_CHANGED,"Event fired when app privacy policy values have changed",
13920028A3BE2075,WNF_ENTR_ENABLETOUCHKEYBOARDAUTOINVOKE_POLICY_VALUE_CHANGED,"A TextInput EnableTouchKeyboardAutoInvokeInDesktopMode policy value has changed.",
13920028A3BE2875,WNF_ENTR_FULLLAYOUT_AVAILABILITY_POLICY_VALUE_CHANGED,"A TextInput TouchKeyboardFullModeAvailability policy value has changed.",
13920028A3BE3875,WNF_ENTR_NARROWLAYOUT_AVAILABILITY_POLICY_VALUE_CHANGED,"A TextInput TouchKeyboardNarrowModeAvailability policy value has changed.",
13920028A3BE4075,WNF_ENTR_HANDWRITING_AVAILABILITY_POLICY_VALUE_CHANGED,"A TextInput TouchKeyboardHandwritingModeAvailability policy value has changed.",
13920028A3BE5075,WNF_ENTR_EMOJI_AVAILABILITY_POLICY_VALUE_CHANGED,"A TextInput TouchKeyboardEmojiButtonAvailability policy value has changed.",
13920028A3BE5875,WNF_ENTR_FORCEDOCKED_TOUCHKEYBOARD_POLICY_VALUE_CHANGED,"A TextInput ForceTouchKeyboardDockedState policy value has changed.",
13920028A3BE6075,WNF_ENTR_TOUCHKEYBOARDDICTATION_POLICY_VALUE_CHANGED,"A TextInput TouchKeyboardDictationButtonAvailability policy value has changed.",
13920028A3BE6875,WNF_ENTR_BITS_POLICY_VALUE_CHANGED,"BITS policy area value has changed.",
13920028A3BE7075,WNF_ENTR_REMOVABLEDISK_DENY_WRITE_POLICY_VALUE_CHANGED,"Removable disk deny write access policy area value has changed.",
1395033EA3BC0875,WNF_SMSR_READY,"Sms Router Broker is ready.",
1395033EA3BC1075,WNF_SMSR_WWAN_READ_DONE,"Sms Router Broker is ready.",
1395033EA3BC1875,WNF_SMSR_NEW_MESSAGE_RECEIVED,"Sms Router received a new incoming SMS message.",
1583002EA3BC0875,WNF_CNET_RADIO_ACTIVITY,"wcmsvc.dll",
1583002EA3BC1075,WNF_CNET_DPU_GLOBAL_STATE_OVER_LIMIT,"the data of this state is 1 when the global data usage state is less than or equal to OVER_LIMIT, otherwise it is 0","wcmsvc.dll"
1583002EA3BC1875,WNF_CNET_DPU_GLOBAL_STATE_OFF_TRACK,"SubscriptionMgr.dll","the data of this state is 1 when the global data usage state is less than or equal to OFF_TRACK, otherwise it is 0"
1583002EA3BC2075,WNF_CNET_DPU_GLOBAL_STATE_ON_TRACK,"SubscriptionMgr.dll","the data of this state is 1 when the global data usage state is less than or equal to ON_TRACK, otherwise it is 0"
1583002EA3BC2875,WNF_CNET_DPU_GLOBAL_STATE_UNDER_TRACK,"SubscriptionMgr.dll","the data of this state is 1 when the global data usage state is less than or equal to UNDER_TRACK, otherwise it is 0"
1583002EA3BC3075,WNF_CNET_DPU_GLOBAL_STATE_NOT_TRACKED,"SubscriptionMgr.dll","the data of this state is 1 when the global data usage state is less than or equal to NOT_TRACKED, otherwise it is 0"
1583002EA3BC4875,WNF_CNET_CELLULAR_CONNECTIONS_AVAILABLE,"State name for Cellular connections available State. SDDL comes from WcmSvc service in %SDXROOT%\src\net\NetCore\Packages\NetCore\NetCore.pkg.xml","wcmsvc.dll"
1583002EA3BC5075,WNF_CNET_NON_CELLULAR_CONNECTIONS_AVAILABLE,"State name for Non-cellular connections available State. SDDL comes from WcmSvc service in %SDXROOT%\src\net\NetCore\Packages\NetCore\NetCore.pkg.xml","wcmsvc.dll"
1583002EA3BC6875,WNF_CNET_NON_CELLULAR_CONNECTED,"qmgr.dll","The state is 1 when a non cellular connection is in connected state, otherwise it is 0. SDDL comes from WcmSvc service in %SDXROOT%\src\net\NetCore\Packages\NetCore\NetCore.pkg.xml"
1583002EA3BC7075,WNF_CNET_RADIO_ACTIVITY_OR_NON_CELLULAR_CONNECTED,"The state is 1 when Radio is active or a non cellular connection is in connected state, otherwise it is 0. SDDL comes from WcmSvc service in %SDXROOT%\src\net\NetCore\Packages\NetCore\NetCore.pkg.xml","wcmsvc.dll"
1583002EA3BC7875,WNF_CNET_RADIO_ACTIVITY,"The state is 1 when Cellular data is active, otherwise it is 0. SDDL grants read access for everyone, including AppContainers, and write access for System",
1583002EA3BC8075,WNF_CNET_WIFI_ACTIVITY,"The state is 1 when WiFi is active, otherwise it is 0. SDDL grants read access for everyone, including AppContainers, and write access for System",
15850729A3BC0875,WNF_DICT_CONTENT_ADDED,"A word was added to the User Dictionary. Datasize is the byte count of MAX_PATH + uint32 + BOOL. SDDL SID's come from capability ID_CAP_INPUT_CORE (both application and service SID's), and DefAppsCapabilitiesGroup",
15850729A3BC0875,WNF_DICT_CONTENT_CHANGED,"The content of a user dictionary has changed (word either added or removed). SDDL SID's come from capability ID_CAP_INPUT_CORE (both application and service SID's), and DefAppsCapabilitiesGroup",
15850729A3BC1075,WNF_DICT_PERSONALIZATION_FEEDBACK_SIGNAL,"A word was added to the User Dictionary. Datasize is the byte count of MAX_PATH + MAX_PATH. SDDL SID's come from capability ID_CAP_INPUT_CORE (both application and service SID's), and DefAppsCapabilitiesGroup",
1588012EA3BC0875,WNF_CONT_RESTORE_FROM_SNAPSHOT_COMPLETE,"Components blocked waiting for restore from snapshot can now continue",
1589012FA3BC0875,WNF_BOOT_DIRTY_SHUTDOWN,"The state is published once the previous shutdown was not clean.",
1589012FA3BC1075,WNF_BOOT_INVALID_TIME_SOURCE,"msoobeplugins.dll","The state is published if system time is initialized with a backup time source."
1589012FA3BC1875,WNF_BOOT_MEMORY_PARTITIONS_RESTORE,"The state reflects memory partiton restoration state (nothing to restore, restore in progress, restore completed, failure)",
15940B2EA3BC0875,WNF_CERT_FLUSH_CACHE_TRIGGER,"This event signals flush cache in all processes where flush is enabled.",
15940B2EA3BC1075,WNF_CERT_FLUSH_CACHE_STATE,"This event signals when flush cache was started and completed in each process where enabled.",
15950D2FA3BC0875,WNF_BCST_APP_BROADCAST_STREAM_STATE,"Contains the current stream state information for the app broadcast service.",
159F022BA3BC0875,WNF_FLYT_IDS_CHANGED,"diagtrack.dll","Triggered every time there is a change in flight IDs"
17891C3DA3BC0875,WNF_PROV_TURN_COMPLETE,"Fired when a full set of packages are processed.","umpo.dll"
