_time,idx,st,bytes
1775325600,application,access_combined,20101057
1775329200,main,syslog,34643958
1775329200,main,access_combined,169478651
1775329200,main,json,212349288
1775329200,security,WinEventLog:Security,116022007
1775329200,security,syslog,22633906
1775329200,security,pan:traffic,105465185
1775329200,network,cisco:ios,265481977
1775329200,network,juniper:junos,143873005
1775329200,network,netflow,258960761
1775329200,windows,WinEventLog:System,230238906
1775329200,windows,WinEventLog:Application,9080911
1775329200,windows,perfmon,193767731
1775329200,linux,syslog,183609121
1775329200,linux,linux:audit,145918709
1775329200,linux,linux_secure,75572718
1775329200,application,log4j,172998163
1775329200,application,json,35139512
1775329200,application,access_combined,119304432
1775332800,main,syslog,111214885
1775332800,main,access_combined,227785604
1775332800,main,json,209612553
1775332800,security,WinEventLog:Security,66848173
1775332800,security,syslog,122138439
1775332800,security,pan:traffic,47096070
1775332800,network,cisco:ios,218184725
1775332800,network,juniper:junos,208369119
1775332800,network,netflow,75019611
1775332800,windows,WinEventLog:System,154390728
1775332800,windows,WinEventLog:Application,147402604
1775332800,windows,perfmon,41079191
1775332800,linux,syslog,183192676
1775332800,linux,linux:audit,131181008
1775332800,linux,linux_secure,186949216
1775332800,application,log4j,129077211
1775332800,application,json,5585903
1775332800,application,access_combined,81012867
1775336400,main,syslog,8730120
1775336400,main,access_combined,193973316
1775336400,main,json,183714165
1775336400,security,WinEventLog:Security,174131207
1775336400,security,syslog,67388522
1775336400,security,pan:traffic,16560086
1775336400,network,cisco:ios,183569111
1775336400,network,juniper:junos,197608612
1775336400,network,netflow,22206912
1775336400,windows,WinEventLog:System,103734973
1775336400,windows,WinEventLog:Application,18858739
1775336400,windows,perfmon,159659254
1775336400,linux,syslog,160724798
1775336400,linux,linux:audit,30910447
1775336400,linux,linux_secure,101554287
1775336400,application,log4j,116730426
1775336400,application,json,58742113
1775336400,application,access_combined,182433453
1775340000,main,syslog,77050945
1775340000,main,access_combined,40583215
1775340000,main,json,97094615
1775340000,security,WinEventLog:Security,129989636
1775340000,security,syslog,38745997
1775340000,security,pan:traffic,57824581
1775340000,network,cisco:ios,175754379
1775340000,network,juniper:junos,116176087
1775340000,network,netflow,79632737
1775340000,windows,WinEventLog:System,93346677
1775340000,windows,WinEventLog:Application,24916254
1775340000,windows,perfmon,42809025
1775340000,linux,syslog,62374731
1775340000,linux,linux:audit,105551990
1775340000,linux,linux_secure,43743824
1775340000,application,log4j,42035987
1775340000,application,json,16286586
1775340000,application,access_combined,112936350
1775343600,main,syslog,35414962
1775343600,main,access_combined,130358525
1775343600,main,json,123932665
1775343600,security,WinEventLog:Security,13227848
1775343600,security,syslog,36686931
1775343600,security,pan:traffic,97173912
1775343600,network,cisco:ios,33351122
1775343600,network,juniper:junos,21852973
1775343600,network,netflow,134582243
1775343600,windows,WinEventLog:System,83428802
1775343600,windows,WinEventLog:Application,69622305
1775343600,windows,perfmon,113404190
1775343600,linux,syslog,116615052
1775343600,linux,linux:audit,30007023
1775343600,linux,linux_secure,16887252
1775343600,application,log4j,63780969
1775343600,application,json,62732197
1775343600,application,access_combined,68829840
1775347200,main,syslog,80953403
1775347200,main,access_combined,74959764
1775347200,main,json,108396911
1775347200,security,WinEventLog:Security,13104760
1775347200,security,syslog,45832149
1775347200,security,pan:traffic,39020079
1775347200,network,cisco:ios,95218672
1775347200,network,juniper:junos,29267999
1775347200,network,netflow,22979998
1775347200,windows,WinEventLog:System,50780176
1775347200,windows,WinEventLog:Application,47904253
1775347200,windows,perfmon,32483554
1775347200,linux,syslog,29391733
1775347200,linux,linux:audit,101845094
1775347200,linux,linux_secure,50190315
1775347200,application,log4j,95183876
1775347200,application,json,61722724
1775347200,application,access_combined,7959072
1775350800,main,syslog,143532099
1775350800,main,access_combined,120619314
1775350800,main,json,139281436
1775350800,security,WinEventLog:Security,133298428
1775350800,security,syslog,122397286
1775350800,security,pan:traffic,26624761
1775350800,network,cisco:ios,71442655
1775350800,network,juniper:junos,33282419
1775350800,network,netflow,59568948
1775350800,windows,WinEventLog:System,11512500
1775350800,windows,WinEventLog:Application,56471825
1775350800,windows,perfmon,141570904
1775350800,linux,syslog,40504223
1775350800,linux,linux:audit,113327163
1775350800,linux,linux_secure,67143354
1775350800,application,log4j,62652038
1775350800,application,json,137642345
1775350800,application,access_combined,142990380
1775354400,main,syslog,99936982
1775354400,main,access_combined,128001320
1775354400,main,json,30747341
1775354400,security,WinEventLog:Security,55234795
1775354400,security,syslog,171192026
1775354400,security,pan:traffic,103976834
1775354400,network,cisco:ios,97594871
1775354400,network,juniper:junos,133103303
1775354400,network,netflow,13900528
1775354400,windows,WinEventLog:System,104839144
1775354400,windows,WinEventLog:Application,90805726
1775354400,windows,perfmon,151177462
1775354400,linux,syslog,31202180
1775354400,linux,linux:audit,169823585
1775354400,linux,linux_secure,17860008
1775354400,application,log4j,36101402
1775354400,application,json,106712662
1775354400,application,access_combined,120547682
1775358000,main,syslog,52662646
1775358000,main,access_combined,29178447
1775358000,main,json,186069450
1775358000,security,WinEventLog:Security,54905113
1775358000,security,syslog,125836686
1775358000,security,pan:traffic,130899870
1775358000,network,cisco:ios,90138265
1775358000,network,juniper:junos,123627738
1775358000,network,netflow,111227663
1775358000,windows,WinEventLog:System,195115304
1775358000,windows,WinEventLog:Application,46360803
1775358000,windows,perfmon,150615147
1775358000,linux,syslog,53371762
1775358000,linux,linux:audit,85364932
1775358000,linux,linux_secure,141552464
1775358000,application,log4j,65857686
1775358000,application,json,69152744
1775358000,application,access_combined,157879840
1775361600,main,syslog,22362282
1775361600,main,access_combined,112278237
1775361600,main,json,238190772
1775361600,security,WinEventLog:Security,237641128
1775361600,security,syslog,22529555
1775361600,security,pan:traffic,55138533
1775361600,network,cisco:ios,67270399
1775361600,network,juniper:junos,222993904
1775361600,network,netflow,210780664
1775361600,windows,WinEventLog:System,210409121
1775361600,windows,WinEventLog:Application,91588784
1775361600,windows,perfmon,42223136
1775361600,linux,syslog,199797247
1775361600,linux,linux:audit,169446657
1775361600,linux,linux_secure,148033731
1775361600,application,log4j,235575086
1775361600,application,json,157893457
1775361600,application,access_combined,7276149
1775365200,main,syslog,218865756
1775365200,main,access_combined,84049690
1775365200,main,json,178838149
1775365200,security,WinEventLog:Security,250589301
1775365200,security,syslog,41060749
1775365200,security,pan:traffic,36148954
1775365200,network,cisco:ios,33963491
1775365200,network,juniper:junos,150151083
1775365200,network,netflow,77010917
1775365200,windows,WinEventLog:System,163589372
1775365200,windows,WinEventLog:Application,192957980
1775365200,windows,perfmon,59108133
1775365200,linux,syslog,171247271
1775365200,linux,linux:audit,74832845
1775365200,linux,linux_secure,133305294
1775365200,application,log4j,241841526
1775365200,application,json,226417267
1775365200,application,access_combined,30125833
1775368800,main,syslog,127425216
1775368800,main,access_combined,85547018
1775368800,main,json,7679565
1775368800,security,WinEventLog:Security,226505778
1775368800,security,syslog,188302283
1775368800,security,pan:traffic,81349104
1775368800,network,cisco:ios,217984970
1775368800,network,juniper:junos,163946349
1775368800,network,netflow,128597256
1775368800,windows,WinEventLog:System,9425449
1775368800,windows,WinEventLog:Application,28119873
1775368800,windows,perfmon,258432007
1775368800,linux,syslog,264368166
1775368800,linux,linux:audit,162210124
1775368800,linux,linux_secure,244601983
1775368800,application,log4j,172735377
1775368800,application,json,48888533
1775368800,application,access_combined,43001954
1775372400,main,syslog,101729929
1775372400,main,access_combined,282927558
1775372400,main,json,251376669
1775372400,security,WinEventLog:Security,271185937
1775372400,security,syslog,282910119
1775372400,security,pan:traffic,71613771
1775372400,network,cisco:ios,83715593
1775372400,network,juniper:junos,38705952
1775372400,network,netflow,246466990
1775372400,windows,WinEventLog:System,278373474
1775372400,windows,WinEventLog:Application,131826832
1775372400,windows,perfmon,197556058
1775372400,linux,syslog,54582658
1775372400,linux,linux:audit,292405637
1775372400,linux,linux_secure,272383173
1775372400,application,log4j,306615311
1775372400,application,json,255870211
1775372400,application,access_combined,277539606
1775376000,main,syslog,15657014
1775376000,main,access_combined,246971710
1775376000,main,json,115556027
1775376000,security,WinEventLog:Security,310099821
1775376000,security,syslog,268313460
1775376000,security,pan:traffic,288406704
1775376000,network,cisco:ios,271080410
1775376000,network,juniper:junos,94308817
1775376000,network,netflow,263484031
1775376000,windows,WinEventLog:System,42730981
1775376000,windows,WinEventLog:Application,291039949
1775376000,windows,perfmon,286628803
1775376000,linux,syslog,79888742
1775376000,linux,linux:audit,272977421
1775376000,linux,linux_secure,157191927
1775376000,application,log4j,106783282
1775376000,application,json,266074455
1775376000,application,access_combined,81566221
1775379600,main,syslog,15975809
1775379600,main,access_combined,73510066
1775379600,main,json,119388049
1775379600,security,WinEventLog:Security,301393374
1775379600,security,syslog,336204867
1775379600,security,pan:traffic,102705828
1775379600,network,cisco:ios,225727589
1775379600,network,juniper:junos,143634252
1775379600,network,netflow,341046399
1775379600,windows,WinEventLog:System,189989302
1775379600,windows,WinEventLog:Application,326816899
1775379600,windows,perfmon,47100675
1775379600,linux,syslog,337397039
1775379600,linux,linux:audit,68566210
1775379600,linux,linux_secure,334726396
1775379600,application,log4j,98068661
1775379600,application,json,44744783
1775379600,application,access_combined,155477995
1775383200,main,syslog,263222558
1775383200,main,access_combined,117994210
1775383200,main,json,220397620
1775383200,security,WinEventLog:Security,187216964
1775383200,security,syslog,143029799
1775383200,security,pan:traffic,210028578
1775383200,network,cisco:ios,97356526
1775383200,network,juniper:junos,256305462
1775383200,network,netflow,8780571
1775383200,windows,WinEventLog:System,332194794
1775383200,windows,WinEventLog:Application,196678697
1775383200,windows,perfmon,260031745
1775383200,linux,syslog,267915110
1775383200,linux,linux:audit,242948324
1775383200,linux,linux_secure,135687667
1775383200,application,log4j,32683512
1775383200,application,json,240711157
1775383200,application,access_combined,123778144
1775386800,main,syslog,120238439
1775386800,main,access_combined,310626480
1775386800,main,json,264905865
1775386800,security,WinEventLog:Security,115392870
1775386800,security,syslog,118587653
1775386800,security,pan:traffic,153916314
1775386800,network,cisco:ios,151780188
1775386800,network,juniper:junos,113729223
1775386800,network,netflow,53712068
1775386800,windows,WinEventLog:System,158212943
1775386800,windows,WinEventLog:Application,343545487
1775386800,windows,perfmon,249778786
1775386800,linux,syslog,330157314
1775386800,linux,linux:audit,227748144
1775386800,linux,linux_secure,115616590
1775386800,application,log4j,203659031
1775386800,application,json,8483075
1775386800,application,access_combined,110613185
1775390400,main,syslog,162552083
1775390400,main,access_combined,216378685
1775390400,main,json,243174550
1775390400,security,WinEventLog:Security,175139414
1775390400,security,syslog,166952856
1775390400,security,pan:traffic,85024706
1775390400,network,cisco:ios,178079321
1775390400,network,juniper:junos,331563760
1775390400,network,netflow,293853428
1775390400,windows,WinEventLog:System,69242147
1775390400,windows,WinEventLog:Application,38797389
1775390400,windows,perfmon,193236395
1775390400,linux,syslog,235369422
1775390400,linux,linux:audit,128591471
1775390400,linux,linux_secure,301885895
1775390400,application,log4j,277756502
1775390400,application,json,249661876
1775390400,application,access_combined,88947669
1775394000,main,syslog,79321303
1775394000,main,access_combined,17045177
1775394000,main,json,95616268
1775394000,security,WinEventLog:Security,177708040
1775394000,security,syslog,311240462
1775394000,security,pan:traffic,34299116
1775394000,network,cisco:ios,156072254
1775394000,network,juniper:junos,232827942
1775394000,network,netflow,77647807
1775394000,windows,WinEventLog:System,256564570
1775394000,windows,WinEventLog:Application,184566728
1775394000,windows,perfmon,95310383
1775394000,linux,syslog,242200355
1775394000,linux,linux:audit,10314907
1775394000,linux,linux_secure,276031227
1775394000,application,log4j,282833197
1775394000,application,json,46333055
1775394000,application,access_combined,159888281
1775397600,main,syslog,69759306
1775397600,main,access_combined,343533525
1775397600,main,json,189504494
1775397600,security,WinEventLog:Security,25767940
1775397600,security,syslog,95422719
1775397600,security,pan:traffic,305156621
1775397600,network,cisco:ios,167977268
1775397600,network,juniper:junos,288731924
1775397600,network,netflow,241880372
1775397600,windows,WinEventLog:System,354009546
1775397600,windows,WinEventLog:Application,216632194
1775397600,windows,perfmon,340758802
1775397600,linux,syslog,320240533
1775397600,linux,linux:audit,222653217
1775397600,linux,linux_secure,259977122
1775397600,application,log4j,184890856
1775397600,application,json,298937054
1775397600,application,access_combined,199976240
1775401200,main,syslog,312547851
1775401200,main,access_combined,260416025
1775401200,main,json,169095752
1775401200,security,WinEventLog:Security,95938334
1775401200,security,syslog,91880640
1775401200,security,pan:traffic,224430579
1775401200,network,cisco:ios,267938849
1775401200,network,juniper:junos,184925279
1775401200,network,netflow,220725566
1775401200,windows,WinEventLog:System,101168706
1775401200,windows,WinEventLog:Application,34247577
1775401200,windows,perfmon,104947631
1775401200,linux,syslog,100190139
1775401200,linux,linux:audit,116484476
1775401200,linux,linux_secure,191325758
1775401200,application,log4j,54920248
1775401200,application,json,86455948
1775401200,application,access_combined,243540738
1775404800,main,syslog,237175037
1775404800,main,access_combined,28475092
1775404800,main,json,140064148
1775404800,security,WinEventLog:Security,183940472
1775404800,security,syslog,142720827
1775404800,security,pan:traffic,74819249
1775404800,network,cisco:ios,144140763
1775404800,network,juniper:junos,301657644
1775404800,network,netflow,197416892
1775404800,windows,WinEventLog:System,233633988
1775404800,windows,WinEventLog:Application,286023941
1775404800,windows,perfmon,256405956
1775404800,linux,syslog,131218691
1775404800,linux,linux:audit,9518023
1775404800,linux,linux_secure,121916998
1775404800,application,log4j,252467359
1775404800,application,json,284956675
1775404800,application,access_combined,317449099
1775408400,main,syslog,135705203
1775408400,main,access_combined,236467134
1775408400,main,json,174695070
1775408400,security,WinEventLog:Security,192216069
1775408400,security,syslog,74822918
1775408400,security,pan:traffic,74480273
1775408400,network,cisco:ios,140862920
1775408400,network,juniper:junos,16078208
1775408400,network,netflow,110279102
1775408400,windows,WinEventLog:System,215494250
1775408400,windows,WinEventLog:Application,131194730
1775408400,windows,perfmon,57800774
1775408400,linux,syslog,150541805
1775408400,linux,linux:audit,46323554
1775408400,linux,linux_secure,198045444
1775408400,application,log4j,15446827
1775408400,application,json,128036422
1775408400,application,access_combined,180296018
1775412000,main,syslog,14395207
1775412000,main,access_combined,189909118
1775412000,main,json,45355063
1775412000,security,WinEventLog:Security,138293543
1775412000,security,syslog,21004290
1775412000,security,pan:traffic,114746797
1775412000,network,cisco:ios,67010596
1775412000,network,juniper:junos,99848637
1775412000,network,netflow,223686393
1775412000,windows,WinEventLog:System,114753169
1775412000,windows,WinEventLog:Application,221057913
1775412000,windows,perfmon,243840588
1775412000,linux,syslog,78588386
1775412000,linux,linux:audit,30019237
1775412000,linux,linux_secure,12194679
1775412000,application,log4j,160450776
1775412000,application,json,291730727
1775412000,application,access_combined,106438321
1775415600,main,syslog,175389240
1775415600,main,access_combined,209524899
1775415600,main,json,175808631
1775415600,security,WinEventLog:Security,202494120
1775415600,security,syslog,253370831
1775415600,security,pan:traffic,58004911
1775415600,network,cisco:ios,11398216
1775415600,network,juniper:junos,45771718
1775415600,network,netflow,38959278
1775415600,windows,WinEventLog:System,180418815
1775415600,windows,WinEventLog:Application,152949334
1775415600,windows,perfmon,62849370
1775415600,linux,syslog,188232432
1775415600,linux,linux:audit,205792068
1775415600,linux,linux_secure,49783660
1775415600,application,log4j,164218934
1775415600,application,json,200851629
1775415600,application,access_combined,35915688
1775419200,main,syslog,196430424
1775419200,main,access_combined,230327507
1775419200,main,json,30650245
1775419200,security,WinEventLog:Security,11438196
1775419200,security,syslog,78169343
1775419200,security,pan:traffic,163341194
1775419200,network,cisco:ios,228801193
1775419200,network,juniper:junos,97912128
1775419200,network,netflow,172121410
1775419200,windows,WinEventLog:System,23167255
1775419200,windows,WinEventLog:Application,166433741
1775419200,windows,perfmon,151661822
1775419200,linux,syslog,29205631
1775419200,linux,linux:audit,185516688
1775419200,linux,linux_secure,203654626
1775419200,application,log4j,145407608
1775419200,application,json,33670342
1775419200,application,access_combined,234785183
1775422800,main,syslog,164146280
1775422800,main,access_combined,75471260
1775422800,main,json,92002280
1775422800,security,WinEventLog:Security,80229939
1775422800,security,syslog,107801902
1775422800,security,pan:traffic,74254951
1775422800,network,cisco:ios,177778573
1775422800,network,juniper:junos,172230227
1775422800,network,netflow,26256549
1775422800,windows,WinEventLog:System,200426726
1775422800,windows,WinEventLog:Application,134199709
1775422800,windows,perfmon,173528770
1775422800,linux,syslog,148806105
1775422800,linux,linux:audit,93450044
1775422800,linux,linux_secure,154200075
1775422800,application,log4j,201381057
1775422800,application,json,59765603
1775422800,application,access_combined,169352326
1775426400,main,syslog,96900804
1775426400,main,access_combined,87466290
1775426400,main,json,79196934
1775426400,security,WinEventLog:Security,130178608
1775426400,security,syslog,50349368
1775426400,security,pan:traffic,151003745
1775426400,network,cisco:ios,147383172
1775426400,network,juniper:junos,18990491
1775426400,network,netflow,156166250
1775426400,windows,WinEventLog:System,46116232
1775426400,windows,WinEventLog:Application,84224147
1775426400,windows,perfmon,109352166
1775426400,linux,syslog,69432876
1775426400,linux,linux:audit,8988702
1775426400,linux,linux_secure,150872548
1775426400,application,log4j,35413752
1775426400,application,json,40638716
1775426400,application,access_combined,141706343
1775430000,main,syslog,51049513
1775430000,main,access_combined,126835741
1775430000,main,json,101694013
1775430000,security,WinEventLog:Security,42057266
1775430000,security,syslog,4707742
1775430000,security,pan:traffic,136343399
1775430000,network,cisco:ios,15298795
1775430000,network,juniper:junos,104345348
1775430000,network,netflow,71854823
1775430000,windows,WinEventLog:System,109691269
1775430000,windows,WinEventLog:Application,100209897
1775430000,windows,perfmon,93935358
1775430000,linux,syslog,72169696
1775430000,linux,linux:audit,114570980
1775430000,linux,linux_secure,16343051
1775430000,application,log4j,34384039
1775430000,application,json,100375203
1775430000,application,access_combined,46258981
1775433600,main,syslog,65082598
1775433600,main,access_combined,53431790
1775433600,main,json,59635233
1775433600,security,WinEventLog:Security,48293941
1775433600,security,syslog,82767224
1775433600,security,pan:traffic,38104399
1775433600,network,cisco:ios,78132456
1775433600,network,juniper:junos,31662827
1775433600,network,netflow,29563569
1775433600,windows,WinEventLog:System,15497212
1775433600,windows,WinEventLog:Application,23235551
1775433600,windows,perfmon,15378747
1775433600,linux,syslog,60166916
1775433600,linux,linux:audit,84515911
1775433600,linux,linux_secure,22435724
1775433600,application,log4j,25796085
1775433600,application,json,54608553
1775433600,application,access_combined,80470260
1775437200,main,syslog,140349606
1775437200,main,access_combined,76915699
1775437200,main,json,43001838
1775437200,security,WinEventLog:Security,17391851
1775437200,security,syslog,30527392
1775437200,security,pan:traffic,35210245
1775437200,network,cisco:ios,28467614
1775437200,network,juniper:junos,5268755
1775437200,network,netflow,78248772
1775437200,windows,WinEventLog:System,41782567
1775437200,windows,WinEventLog:Application,140025104
1775437200,windows,perfmon,80946838
1775437200,linux,syslog,101165405
1775437200,linux,linux:audit,21006333
1775437200,linux,linux_secure,125171364
1775437200,application,log4j,72177747
1775437200,application,json,125769049
1775437200,application,access_combined,83852816
1775440800,main,syslog,85033168
1775440800,main,access_combined,80041471
1775440800,main,json,35849249
1775440800,security,WinEventLog:Security,12901684
1775440800,security,syslog,166421611
1775440800,security,pan:traffic,86470938
1775440800,network,cisco:ios,145896546
1775440800,network,juniper:junos,73180450
1775440800,network,netflow,16819623
1775440800,windows,WinEventLog:System,112650383
1775440800,windows,WinEventLog:Application,13286888
1775440800,windows,perfmon,29781164
1775440800,linux,syslog,101157165
1775440800,linux,linux:audit,56464713
1775440800,linux,linux_secure,175541924
1775440800,application,log4j,24475784
1775440800,application,json,135944919
1775440800,application,access_combined,108659521
1775444400,main,syslog,165796950
1775444400,main,access_combined,50724572
1775444400,main,json,111184860
1775444400,security,WinEventLog:Security,96510337
1775444400,security,syslog,94923210
1775444400,security,pan:traffic,179935423
1775444400,network,cisco:ios,206382162
1775444400,network,juniper:junos,66953960
1775444400,network,netflow,131235037
1775444400,windows,WinEventLog:System,128914174
1775444400,windows,WinEventLog:Application,155481840
1775444400,windows,perfmon,197739101
1775444400,linux,syslog,47079419
1775444400,linux,linux:audit,47738689
1775444400,linux,linux_secure,139258957
1775444400,application,log4j,36748162
1775444400,application,json,40160590
1775444400,application,access_combined,20050562
1775448000,main,syslog,6076301
1775448000,main,access_combined,110464308
1775448000,main,json,143869061
1775448000,security,WinEventLog:Security,73344682
1775448000,security,syslog,59409345
1775448000,security,pan:traffic,170242899
1775448000,network,cisco:ios,169317901
1775448000,network,juniper:junos,111286591
1775448000,network,netflow,165680951
1775448000,windows,WinEventLog:System,220814822
1775448000,windows,WinEventLog:Application,189094082
1775448000,windows,perfmon,151152644
1775448000,linux,syslog,159573334
1775448000,linux,linux:audit,223089260
1775448000,linux,linux_secure,104551827
1775448000,application,log4j,132389238
1775448000,application,json,156415242
1775448000,application,access_combined,217201890
1775451600,main,syslog,221346600
1775451600,main,access_combined,24686418
1775451600,main,json,49297660
1775451600,security,WinEventLog:Security,86193584
1775451600,security,syslog,201120381
1775451600,security,pan:traffic,154313175
1775451600,network,cisco:ios,81245652
1775451600,network,juniper:junos,38473028
1775451600,network,netflow,185423495
1775451600,windows,WinEventLog:System,188302405
1775451600,windows,WinEventLog:Application,251564824
1775451600,windows,perfmon,136414564
1775451600,linux,syslog,134675879
1775451600,linux,linux:audit,27038361
1775451600,linux,linux_secure,16471022
1775451600,application,log4j,118591823
1775451600,application,json,90024019
1775451600,application,access_combined,71287229
1775455200,main,syslog,32704955
1775455200,main,access_combined,280898305
1775455200,main,json,244990728
1775455200,security,WinEventLog:Security,170651251
1775455200,security,syslog,277726749
1775455200,security,pan:traffic,291635105
1775455200,network,cisco:ios,198328327
1775455200,network,juniper:junos,83503164
1775455200,network,netflow,18138309
1775455200,windows,WinEventLog:System,222272105
1775455200,windows,WinEventLog:Application,140802998
1775455200,windows,perfmon,192406446
1775455200,linux,syslog,267830340
1775455200,linux,linux:audit,58409158
1775455200,linux,linux_secure,173539343
1775455200,application,log4j,187638410
1775455200,application,json,146853991
1775455200,application,access_combined,32680871
1775458800,main,syslog,113908284
1775458800,main,access_combined,109413746
1775458800,main,json,212731033
1775458800,security,WinEventLog:Security,270275080
1775458800,security,syslog,108338710
1775458800,security,pan:traffic,219951712
1775458800,network,cisco:ios,95582716
1775458800,network,juniper:junos,297102580
1775458800,network,netflow,256727335
1775458800,windows,WinEventLog:System,175911074
1775458800,windows,WinEventLog:Application,146687866
1775458800,windows,perfmon,103649747
1775458800,linux,syslog,106335744
1775458800,linux,linux:audit,304768344
1775458800,linux,linux_secure,131151292
1775458800,application,log4j,165021742
1775458800,application,json,310269545
1775458800,application,access_combined,208905044
1775462400,main,syslog,183934769
1775462400,main,access_combined,141899708
1775462400,main,json,68562755
1775462400,security,WinEventLog:Security,125173493
1775462400,security,syslog,253431914
1775462400,security,pan:traffic,210848158
1775462400,network,cisco:ios,254584747
1775462400,network,juniper:junos,73754561
1775462400,network,netflow,186088111
1775462400,windows,WinEventLog:System,309078363
1775462400,windows,WinEventLog:Application,149981518
1775462400,windows,perfmon,234520226
1775462400,linux,syslog,47063132
1775462400,linux,linux:audit,323856588
1775462400,linux,linux_secure,205473915
1775462400,application,log4j,85369146
1775462400,application,json,59071874
1775462400,application,access_combined,186614376
1775466000,main,syslog,195433487
1775466000,main,access_combined,39586573
1775466000,main,json,344817430
1775466000,security,WinEventLog:Security,317885465
1775466000,security,syslog,164605281
1775466000,security,pan:traffic,47821917
1775466000,network,cisco:ios,290458012
1775466000,network,juniper:junos,177142373
1775466000,network,netflow,251231709
1775466000,windows,WinEventLog:System,180705986
1775466000,windows,WinEventLog:Application,100770620
1775466000,windows,perfmon,291334195
1775466000,linux,syslog,340739129
1775466000,linux,linux:audit,90689375
1775466000,linux,linux_secure,195098623
1775466000,application,log4j,138170819
1775466000,application,json,320920048
1775466000,application,access_combined,180491716
1775469600,main,syslog,316004929
1775469600,main,access_combined,310649259
1775469600,main,json,104891518
1775469600,security,WinEventLog:Security,284737600
1775469600,security,syslog,153443012
1775469600,security,pan:traffic,335230939
1775469600,network,cisco:ios,185926861
1775469600,network,juniper:junos,295429565
1775469600,network,netflow,107198963
1775469600,windows,WinEventLog:System,112700800
1775469600,windows,WinEventLog:Application,213651580
1775469600,windows,perfmon,357863658
1775469600,linux,syslog,179591721
1775469600,linux,linux:audit,60205744
1775469600,linux,linux_secure,196723708
1775469600,application,log4j,129002397
1775469600,application,json,201392394
1775469600,application,access_combined,198421316
1775473200,main,syslog,170652974
1775473200,main,access_combined,123040864
1775473200,main,json,75586416
1775473200,security,WinEventLog:Security,256972430
1775473200,security,syslog,212164449
1775473200,security,pan:traffic,91595303
1775473200,network,cisco:ios,284793146
1775473200,network,juniper:junos,23897124
1775473200,network,netflow,273799994
1775473200,windows,WinEventLog:System,259727713
1775473200,windows,WinEventLog:Application,297577573
1775473200,windows,perfmon,145962090
1775473200,linux,syslog,244920478
1775473200,linux,linux:audit,300906479
