_time,svc_consumer,search_provenances,search_type,search_app,search_label,search_user,svc_usage,search_modes,search_head_names
1775847600,shared services,UI:Search,ad-hoc,insitzes_app_for_splunk_enterprise,disk_usage,charlie,2.8895,historical,sh01
1775847600,shared services,UI:Search,datamodel acceleration,search,top_users,svc_report,3.0493,historical,sh01
1775847600,data services,Splunk Scheduler,datamodel acceleration,search,top_users,bob,0.6367,historical,sh01
1775847600,data services,Splunk Scheduler,ad-hoc,search,idx_health,admin,3.2097,historical,sh01
1775851200,search,UI:Search,scheduled,search,idx_health,charlie,1.3122,RT,sh01
1775851200,search,Splunk Scheduler,ad-hoc,splunk_monitoring_console,disk_usage,svc_report,0.4733,historical,sh02
1775851200,shared services,UI:Search,datamodel acceleration,splunk_monitoring_console,,svc_report,0.1506,historical,sh02
1775851200,shared services,Splunk Scheduler,scheduled realtime,search,idx_health,alice,2.8505,historical,sh01
1775851200,data services,Splunk Scheduler,datamodel acceleration,splunk_monitoring_console,disk_usage,svc_report,0.6178,RT,sh01
1775851200,data services,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,top_users,admin,0.5818,historical,sh02
1775854800,search,UI:Search,scheduled,search,top_users,admin,0.2238,RT,sh01
1775854800,search,Splunk Scheduler,scheduled,search,,diana,1.7654,RT,sh01
1775854800,shared services,Splunk Scheduler,scheduled,splunk_monitoring_console,,admin,1.2998,historical,sh01
1775854800,shared services,Splunk Scheduler,scheduled,insitzes_app_for_splunk_enterprise,,alice,1.5328,historical,sh01
1775854800,data services,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,top_users,admin,0.5958,historical,sh01
1775854800,data services,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,idx_health,svc_report,1.3901,historical,sh01
1775858400,search,Splunk Scheduler,datamodel acceleration,search,,alice,2.7792,historical,sh01
1775858400,search,Splunk Scheduler,ad-hoc,splunk_monitoring_console,disk_usage,svc_report,3.239,RT,sh01
1775858400,shared services,Splunk Scheduler,ad-hoc,insitzes_app_for_splunk_enterprise,top_users,alice,0.6949,RT,sh01
1775858400,shared services,UI:Search,scheduled realtime,splunk_monitoring_console,disk_usage,diana,2.4411,RT,sh01
1775858400,data services,UI:Search,scheduled realtime,search,disk_usage,bob,2.1329,RT,sh01
1775858400,data services,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,disk_usage,diana,1.8887,historical,sh01
1775862000,search,Splunk Scheduler,scheduled realtime,search,,admin,1.5249,RT,sh01
1775862000,search,Splunk Scheduler,datamodel acceleration,splunk_monitoring_console,idx_health,alice,2.6892,RT,sh02
1775862000,shared services,Splunk Scheduler,scheduled,search,,svc_report,0.7768,RT,sh01
1775862000,shared services,Splunk Scheduler,scheduled realtime,insitzes_app_for_splunk_enterprise,disk_usage,svc_report,0.7521,RT,sh01
1775862000,data services,Splunk Scheduler,ad-hoc,insitzes_app_for_splunk_enterprise,,charlie,0.9952,RT,sh02
1775862000,data services,Splunk Scheduler,scheduled,insitzes_app_for_splunk_enterprise,,alice,3.2073,RT,sh01
1775865600,search,Splunk Scheduler,datamodel acceleration,splunk_monitoring_console,,admin,2.4409,historical,sh01
1775865600,search,UI:Search,datamodel acceleration,search,idx_health,diana,3.0923,historical,sh01
1775865600,shared services,UI:Search,ad-hoc,search,idx_health,admin,2.9079,RT,sh01
1775865600,shared services,UI:Search,scheduled realtime,search,idx_health,alice,0.3753,historical,sh02
1775865600,data services,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,disk_usage,bob,2.6377,historical,sh01
1775865600,data services,UI:Search,scheduled realtime,splunk_monitoring_console,idx_health,admin,0.4582,RT,sh02
1775869200,search,Splunk Scheduler,datamodel acceleration,splunk_monitoring_console,top_users,alice,2.2245,RT,sh02
1775869200,search,UI:Search,scheduled,splunk_monitoring_console,disk_usage,diana,2.8089,historical,sh02
1775869200,shared services,Splunk Scheduler,scheduled,insitzes_app_for_splunk_enterprise,,charlie,1.1888,RT,sh01
1775869200,shared services,UI:Search,datamodel acceleration,search,idx_health,admin,1.6081,historical,sh01
1775869200,data services,UI:Search,scheduled realtime,search,,alice,0.5216,RT,sh02
1775869200,data services,UI:Search,scheduled,search,,diana,1.1395,historical,sh02
1775872800,search,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,top_users,bob,0.7716,historical,sh01
1775872800,search,Splunk Scheduler,scheduled,search,idx_health,charlie,2.5171,historical,sh02
1775872800,shared services,Splunk Scheduler,ad-hoc,search,top_users,charlie,0.5433,RT,sh01
1775872800,shared services,UI:Search,scheduled realtime,insitzes_app_for_splunk_enterprise,top_users,svc_report,2.9207,historical,sh02
1775872800,data services,UI:Search,scheduled realtime,search,top_users,svc_report,1.4885,historical,sh01
1775872800,data services,UI:Search,ad-hoc,splunk_monitoring_console,idx_health,svc_report,1.5063,RT,sh02
1775876400,search,Splunk Scheduler,scheduled realtime,search,disk_usage,charlie,3.4364,RT,sh01
1775876400,search,UI:Search,scheduled realtime,insitzes_app_for_splunk_enterprise,,svc_report,3.2175,RT,sh02
1775876400,shared services,UI:Search,scheduled realtime,splunk_monitoring_console,idx_health,alice,3.1341,historical,sh01
1775876400,shared services,Splunk Scheduler,ad-hoc,insitzes_app_for_splunk_enterprise,top_users,alice,0.507,RT,sh01
1775876400,data services,Splunk Scheduler,ad-hoc,splunk_monitoring_console,,alice,3.1379,historical,sh02
1775876400,data services,UI:Search,datamodel acceleration,splunk_monitoring_console,disk_usage,bob,2.7304,historical,sh01
1775880000,search,Splunk Scheduler,scheduled,insitzes_app_for_splunk_enterprise,top_users,bob,2.7175,historical,sh01
1775880000,search,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,,svc_report,1.5841,RT,sh02
1775880000,shared services,UI:Search,scheduled,search,idx_health,charlie,0.6537,historical,sh02
1775880000,shared services,Splunk Scheduler,ad-hoc,insitzes_app_for_splunk_enterprise,,admin,1.0625,historical,sh01
1775880000,data services,Splunk Scheduler,scheduled,splunk_monitoring_console,top_users,charlie,2.4444,historical,sh01
1775880000,data services,Splunk Scheduler,scheduled realtime,insitzes_app_for_splunk_enterprise,disk_usage,diana,2.3354,RT,sh01
1775883600,search,UI:Search,datamodel acceleration,insitzes_app_for_splunk_enterprise,idx_health,charlie,2.5241,RT,sh02
1775883600,search,Splunk Scheduler,ad-hoc,insitzes_app_for_splunk_enterprise,disk_usage,bob,2.6985,historical,sh02
1775883600,shared services,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,disk_usage,alice,1.0561,RT,sh02
1775883600,shared services,Splunk Scheduler,datamodel acceleration,search,top_users,diana,1.3171,historical,sh01
1775883600,data services,Splunk Scheduler,datamodel acceleration,insitzes_app_for_splunk_enterprise,top_users,admin,2.563,historical,sh02
1775883600,data services,UI:Search,ad-hoc,insitzes_app_for_splunk_enterprise,idx_health,bob,1.946,historical,sh02
1775887200,search,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,top_users,alice,1.1565,historical,sh01
1775887200,search,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,disk_usage,admin,2.7836,RT,sh01
1775887200,shared services,UI:Search,scheduled realtime,search,disk_usage,diana,0.2178,historical,sh01
1775887200,shared services,Splunk Scheduler,datamodel acceleration,search,top_users,svc_report,1.5376,historical,sh01
1775887200,data services,Splunk Scheduler,datamodel acceleration,splunk_monitoring_console,top_users,charlie,2.5811,historical,sh01
1775887200,data services,Splunk Scheduler,scheduled realtime,insitzes_app_for_splunk_enterprise,disk_usage,diana,3.3432,RT,sh02
1775890800,search,Splunk Scheduler,scheduled realtime,insitzes_app_for_splunk_enterprise,idx_health,alice,2.1551,historical,sh02
1775890800,search,UI:Search,datamodel acceleration,search,,svc_report,1.2156,historical,sh02
1775890800,shared services,UI:Search,scheduled,search,,bob,3.2658,RT,sh01
1775890800,shared services,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,disk_usage,diana,0.4771,historical,sh02
1775890800,data services,UI:Search,ad-hoc,search,,admin,0.6818,historical,sh01
1775890800,data services,UI:Search,scheduled,splunk_monitoring_console,top_users,svc_report,1.6722,RT,sh02
1775894400,search,Splunk Scheduler,ad-hoc,insitzes_app_for_splunk_enterprise,idx_health,diana,0.3753,historical,sh01
1775894400,search,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,top_users,bob,0.6598,RT,sh02
1775894400,shared services,Splunk Scheduler,datamodel acceleration,search,idx_health,charlie,0.1101,historical,sh02
1775894400,shared services,UI:Search,ad-hoc,splunk_monitoring_console,top_users,svc_report,2.4181,historical,sh01
1775894400,data services,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,top_users,bob,1.3715,historical,sh02
1775894400,data services,UI:Search,ad-hoc,insitzes_app_for_splunk_enterprise,idx_health,bob,0.2615,historical,sh01
1775898000,search,Splunk Scheduler,scheduled,search,,admin,2.9337,RT,sh02
1775898000,search,UI:Search,ad-hoc,splunk_monitoring_console,top_users,bob,0.6754,RT,sh02
1775898000,shared services,UI:Search,ad-hoc,search,,svc_report,1.0751,RT,sh02
1775898000,shared services,UI:Search,ad-hoc,search,top_users,alice,2.2817,RT,sh01
1775898000,data services,UI:Search,scheduled realtime,splunk_monitoring_console,,alice,2.8888,historical,sh01
1775898000,data services,UI:Search,scheduled,splunk_monitoring_console,idx_health,alice,1.3518,historical,sh01
1775901600,search,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,disk_usage,alice,1.5676,historical,sh02
1775901600,search,UI:Search,scheduled,splunk_monitoring_console,idx_health,bob,2.7493,historical,sh01
1775901600,shared services,UI:Search,ad-hoc,search,top_users,charlie,3.0176,RT,sh01
1775901600,shared services,UI:Search,ad-hoc,search,,svc_report,0.8784,historical,sh01
1775901600,data services,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,disk_usage,admin,1.5634,historical,sh02
1775901600,data services,UI:Search,datamodel acceleration,search,idx_health,admin,1.1291,historical,sh02
1775905200,search,Splunk Scheduler,ad-hoc,insitzes_app_for_splunk_enterprise,disk_usage,alice,2.3541,historical,sh02
1775905200,search,UI:Search,datamodel acceleration,search,top_users,alice,3.0113,RT,sh01
1775905200,shared services,UI:Search,scheduled,search,disk_usage,admin,0.6077,RT,sh01
1775905200,shared services,Splunk Scheduler,ad-hoc,search,disk_usage,admin,2.9176,historical,sh02
1775905200,data services,Splunk Scheduler,scheduled realtime,insitzes_app_for_splunk_enterprise,idx_health,svc_report,0.4634,RT,sh02
1775905200,data services,Splunk Scheduler,scheduled,insitzes_app_for_splunk_enterprise,,bob,3.0771,historical,sh01
1775908800,search,UI:Search,datamodel acceleration,insitzes_app_for_splunk_enterprise,top_users,alice,2.7986,RT,sh02
1775908800,search,UI:Search,scheduled realtime,insitzes_app_for_splunk_enterprise,,alice,0.2618,historical,sh02
1775908800,shared services,Splunk Scheduler,scheduled realtime,insitzes_app_for_splunk_enterprise,idx_health,bob,3.3489,RT,sh02
1775908800,shared services,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,top_users,diana,0.9804,historical,sh02
1775908800,data services,Splunk Scheduler,scheduled realtime,splunk_monitoring_console,disk_usage,svc_report,0.7605,RT,sh01
1775908800,data services,Splunk Scheduler,scheduled realtime,search,top_users,admin,0.0598,RT,sh01
1775912400,search,UI:Search,scheduled,splunk_monitoring_console,disk_usage,charlie,1.8845,historical,sh01
1775912400,search,UI:Search,ad-hoc,splunk_monitoring_console,,alice,2.1251,RT,sh02
1775912400,shared services,Splunk Scheduler,datamodel acceleration,search,,charlie,1.598,RT,sh01
1775912400,shared services,Splunk Scheduler,scheduled realtime,search,,diana,2.2548,historical,sh01
1775912400,data services,UI:Search,scheduled,insitzes_app_for_splunk_enterprise,idx_health,svc_report,2.7657,RT,sh01
1775912400,data services,Splunk Scheduler,datamodel acceleration,splunk_monitoring_console,,svc_report,0.6259,historical,sh01
