"_time",bytes,"dest_ip","dest_port",query,"src_ip","src_port","time_taken",user
"2018-11-09T17:56:33.305+0000",1590,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=6ed3e165-8317-47d9-9ddd-2e2d5b04d0c2","91.191.139.61",56493,310,kbarnesbt
"2018-11-09T17:56:33.254+0000",2494,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=755c18c9-c5e6-448f-b1b4-c80833497aeb","68.115.219.167",56850,807,cstanleybg
"2018-11-09T17:56:28.365+0000",8300,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56309,54510,"Fred_Samuels"
"2018-11-09T17:56:28.308+0000",8721,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56906,59261,"Fred_Samuels"
"2018-11-09T17:56:18.572+0000",3916,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=8e021cf3-c2a3-4293-b410-63dd18ea5915","158.161.129.116",56786,845,amedina7x
"2018-11-09T17:56:18.139+0000",3998,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=8c6a0148-eeaf-4892-aa4f-7955fd0cf64b","9.50.235.232",56803,456,dporter7y
"2018-11-09T17:56:18.057+0000",3054,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=f5d21dda-644f-4be4-a419-fd455164ec31","44.254.214.239",56077,462,jsandersfg
"2018-11-09T17:56:08.671+0000",10852,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56655,58865,"Fred_Samuels"
"2018-11-09T17:56:08.210+0000",10743,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56191,35163,"Fred_Samuels"
"2018-11-09T17:56:03.458+0000",3847,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=5a016d9f-a0ff-44aa-a4f8-d94b15bd8c59","144.189.169.225",56200,584,mfernandezn2
"2018-11-09T17:56:03.246+0000",980,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=16e7364c-627d-4e92-8f03-61ad82d3c28b","234.200.80.64",56165,187,aknighthj
"2018-11-09T17:56:03.045+0000",973,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=ab6bc7a3-27b9-47d7-a80a-262518a11f09","117.173.71.1",56411,110,aperkins6
"2018-11-09T17:55:48.649+0000",8367,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56590,33537,"Fred_Samuels"
"2018-11-09T17:55:48.526+0000",3221,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=3072cf90-e1f9-4bcb-8f92-50add827ba4f","88.135.103.133",56229,754,hkelly78
"2018-11-09T17:55:48.266+0000",10858,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56554,55844,"Fred_Samuels"
"2018-11-09T17:55:48.253+0000",995,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=6f750f93-1352-42a6-9825-1e465698f29f","194.156.217.168",56379,533,mrobinsonlo
"2018-11-09T17:55:48.122+0000",3769,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=ba1c196d-7965-4e1e-a28e-556cf5e5fe5f","210.59.49.172",56911,401,spalmera7
"2018-11-09T17:55:33.638+0000",3508,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=f8d9f8eb-5ea6-4caa-90c4-a5da3e95ae92","178.161.207.35",56391,547,mramirez55
"2018-11-09T17:55:33.584+0000",3252,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=46790152-2336-418c-a1d2-c04c870caa8f","187.125.100.189",56286,741,mboydp3
"2018-11-09T17:55:33.549+0000",1239,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=85e1fc4b-19f5-491d-8705-eaf77241c47a","110.43.95.245",56018,593,jperkinsma
"2018-11-09T17:55:28.689+0000",11370,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56863,38136,"Fred_Samuels"
"2018-11-09T17:55:28.603+0000",10989,"10.2.2.3",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56462,36416,"Fred_Samuels"
"2018-11-09T17:55:18.346+0000",787,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=5021da20-55f4-471c-9b85-860ea0dd07f8","126.231.13.175",56725,422,jramirezos
"2018-11-09T17:55:18.207+0000",3275,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=ee157714-2950-4518-a63f-52c959c23423","3.123.238.251",56131,735,bbowman6q
"2018-11-09T17:55:18.174+0000",2350,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=b994286a-62ff-48d8-9567-dbb5e5e30df8","183.206.103.243",56719,725,shernandez8e
"2018-11-09T17:55:08.352+0000",11925,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56820,48695,"Fred_Samuels"
"2018-11-09T17:55:08.187+0000",10611,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56704,48357,"Fred_Samuels"
"2018-11-09T17:55:03.470+0000",1294,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=ef346a96-719d-426f-a212-ab9a36744b21","135.206.133.228",56744,512,bkingbu
"2018-11-09T17:55:03.255+0000",2242,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=1c7a4d98-a271-4d9a-8708-620f59bf317a","8.188.11.95",56593,628,jsims32
"2018-11-09T17:55:03.060+0000",1516,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=38e8c46b-8584-4fa5-b2a3-8e0fa28e55f8","28.186.21.200",56384,609,aparkerkv
"2018-11-09T17:54:48.605+0000",9345,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56812,53405,"Fred_Samuels"
"2018-11-09T17:54:48.458+0000",3179,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=64e9c15f-aace-4707-811e-f3220b0d9f55","179.183.32.205",56793,813,jhernandez93
"2018-11-09T17:54:48.456+0000",9783,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56412,47296,"Fred_Samuels"
"2018-11-09T17:54:48.447+0000",1199,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=15d77ccd-1b04-4d3b-a0a6-0c628bf7ce8b","54.115.1.118",56604,870,tlopezkz
"2018-11-09T17:54:48.181+0000",3507,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=8d744694-28e7-4b51-803c-1bd29bb4b360","168.109.187.71",56251,169,jdaykh
"2018-11-09T17:54:33.189+0000",2573,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=e5964515-4188-4581-8edf-cb2d1284d2f4","43.188.154.156",56851,941,rsnyderj0
"2018-11-09T17:54:33.112+0000",2528,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=cae60913-db6c-446d-b22e-f46e81a79564","118.248.141.158",56567,807,aadams6k
"2018-11-09T17:54:33.097+0000",309,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=01ee582b-9071-46df-b070-fa351e398f29","232.126.58.156",56770,827,ckim3d
"2018-11-09T17:54:28.455+0000",9952,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56491,42743,"Fred_Samuels"
"2018-11-09T17:54:28.263+0000",9473,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56324,46714,"Fred_Samuels"
"2018-11-09T17:54:18.176+0000",1629,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=77bb463a-1a2b-4110-8795-ffd049ee6305","141.81.45.104",56045,821,cwells5l
"2018-11-09T17:54:18.141+0000",453,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=9a1d2755-6241-4e7e-b4ff-d2336c5524df","162.189.185.96",56217,138,dharveyfo
"2018-11-09T17:54:18.096+0000",789,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=eb6995ae-de65-4695-8ab6-f7309eb5d682","145.206.7.223",56081,812,glewis8i
"2018-11-09T17:54:08.378+0000",10733,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56219,54891,"Fred_Samuels"
"2018-11-09T17:54:08.301+0000",10896,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56909,44179,"Fred_Samuels"
"2018-11-09T17:54:03.397+0000",3844,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=1d9db985-a2b7-41e0-bf55-f3f88c4f8da1","77.105.107.152",56684,196,jrobertsonah
"2018-11-09T17:54:03.196+0000",1131,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=8a5ccefb-5ec0-4ccd-b4e4-fce9208d77da","107.80.58.139",56137,709,wfuller4q
"2018-11-09T17:54:03.191+0000",3413,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=4a2b6641-739e-420e-87e4-0b4be486b362","77.30.14.40",56180,744,wrichardsono2
"2018-11-09T17:53:48.562+0000",10238,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56767,59777,"Fred_Samuels"
"2018-11-09T17:53:48.331+0000",1616,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=1ac1a853-957d-4010-b284-1ff4076cc80a","122.187.94.181",56213,653,lphillipsi2
"2018-11-09T17:53:48.282+0000",1370,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=5cfcf624-be53-4e55-9474-f0b1020cbb3f","59.42.133.223",56872,361,mgomez6m
"2018-11-09T17:53:48.243+0000",11524,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56848,51778,"Fred_Samuels"
"2018-11-09T17:53:48.020+0000",2963,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=44d21b1f-ceba-4343-9c59-e562c2692253","89.11.11.154",56032,964,bowensev
"2018-11-09T17:53:33.122+0000",3155,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=cabb2074-5aa1-4426-b2e5-af3973e6c2ec","75.83.128.39",56884,122,sgarcia2n
"2018-11-09T17:53:33.069+0000",2020,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=bcb3759c-02b7-4414-83d2-965d4268cf14","94.3.97.143",56755,579,pthompsonco
"2018-11-09T17:53:33.009+0000",3203,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=eacf4571-b342-4c40-b85d-2c9a3aebab17","97.180.20.111",56773,133,shansondt
"2018-11-09T17:53:28.498+0000",10004,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56514,31918,"Fred_Samuels"
"2018-11-09T17:53:28.034+0000",8507,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56746,37729,"Fred_Samuels"
"2018-11-09T17:53:18.457+0000",1045,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=15d23fb9-52d2-44f8-9db4-94c1db7acae4","145.170.1.172",56421,525,gray9o
"2018-11-09T17:53:18.304+0000",3739,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=916f50c5-9f6f-4108-b1d6-d17615436375","96.203.66.234",56290,362,raustiniy
"2018-11-09T17:53:18.058+0000",870,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=2aa3aea7-0b46-4bdf-8f0d-f34bdfb524bd","221.201.198.110",56208,140,smccoym7
"2018-11-09T17:53:08.262+0000",11565,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56028,46039,"Fred_Samuels"
"2018-11-09T17:53:08.207+0000",10736,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56831,52713,"Fred_Samuels"
"2018-11-09T17:53:03.473+0000",339,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=694c5122-0446-4f23-8f5e-da155db51a8c","196.101.40.236",56831,460,bfordil
"2018-11-09T17:53:03.397+0000",1652,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=8e7cbdb8-e952-477a-9865-a3b6139494b5","159.170.229.24",56519,698,hcoxd7
"2018-11-09T17:53:03.097+0000",933,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=05281fe5-a8c7-436d-b7dc-8cdb9307703b","97.92.61.217",56665,678,bvasquez7a
"2018-11-09T17:52:48.535+0000",9740,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56857,32008,"Fred_Samuels"
"2018-11-09T17:52:48.352+0000",2672,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=9bf12232-6097-46dc-9b2a-2d5452eae6d3","189.218.58.211",56178,613,lrosenl
"2018-11-09T17:52:48.211+0000",2269,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=d9322cb4-5305-4e65-9f85-ca392621006e","112.29.21.215",56493,937,lnichols3i
"2018-11-09T17:52:48.172+0000",10622,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56560,41409,"Fred_Samuels"
"2018-11-09T17:52:48.003+0000",3600,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=b26462b7-e7ee-4e11-a14e-c6a1fb579340","29.213.37.177",56680,451,ppalmerp8
"2018-11-09T17:52:33.323+0000",1854,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=00b11ba0-3d81-4195-8789-8d9c1fff1d8a","147.31.14.76",56879,659,jellis8x
"2018-11-09T17:52:33.276+0000",1168,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=115a604c-be51-4a3e-9f99-5720972c0d63","75.234.20.79",56535,405,eschmidt95
"2018-11-09T17:52:33.034+0000",3539,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=927776df-710c-418c-aa4d-ea502834735b","129.169.248.10",56485,940,btayloren
"2018-11-09T17:52:28.346+0000",8075,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56339,59273,"Fred_Samuels"
"2018-11-09T17:52:28.320+0000",10547,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56376,51465,"Fred_Samuels"
"2018-11-09T17:52:18.401+0000",544,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=9131dfda-1afc-495e-bbf7-9c19d30a0673","24.81.6.176",56136,903,trobertson3z
"2018-11-09T17:52:18.208+0000",381,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=0304910d-60cb-4524-b4d0-3642d6679788","42.38.96.67",56832,990,kwarren48
"2018-11-09T17:52:18.081+0000",3904,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=06041d95-b2e1-46b6-bc72-62aa60c803c1","219.24.0.122",56137,273,aboyd5i
"2018-11-09T17:52:08.083+0000",10672,"10.2.2.3",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56673,31913,"Fred_Samuels"
"2018-11-09T17:52:08.015+0000",10913,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56330,37434,"Fred_Samuels"
"2018-11-09T17:52:03.360+0000",3733,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=43df6820-873c-4217-9135-e2a4dc3e698e","226.250.110.255",56218,670,lmedina6g
"2018-11-09T17:52:03.197+0000",1224,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=ebf1652e-d859-45e6-b0d7-968b4888ef32","191.198.85.146",56880,403,jmccoybr
"2018-11-09T17:52:03.014+0000",440,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=4a283cbe-cf7b-4552-b321-4c5b1a8430e7","52.106.220.153",56213,223,sbrooksjx
"2018-11-09T17:51:48.499+0000",10438,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56599,37798,"Fred_Samuels"
"2018-11-09T17:51:48.312+0000",3965,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=5d324b8b-f310-49e5-942f-06fa86885ef0","130.5.58.117",56558,576,srodriguezc5
"2018-11-09T17:51:48.212+0000",1580,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=5638db06-34fb-43e6-b79f-51d187ec9881","237.196.102.235",56593,575,mgordon3r
"2018-11-09T17:51:48.195+0000",3650,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=239093d4-d1c1-4bf1-89eb-6f47559329b4","20.39.203.54",56555,163,hcartergw
"2018-11-09T17:51:48.072+0000",8533,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56455,40393,"Fred_Samuels"
"2018-11-09T17:51:33.155+0000",2012,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=ff2d9155-dbab-4a97-b879-9629380aaf71","220.216.132.30",56297,703,crobinsonad
"2018-11-09T17:51:33.153+0000",1626,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=c4c51599-97d1-4ba4-9360-b94b1d7a7ea4","96.148.143.30",56488,820,nwallaceqn
"2018-11-09T17:51:33.073+0000",271,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=759b2fe6-d04f-4e93-b3be-0609b5e171e8","212.176.160.55",56211,207,wvasquezke
"2018-11-09T17:51:28.203+0000",11465,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56312,33204,"Fred_Samuels"
"2018-11-09T17:51:28.072+0000",8126,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56261,34450,"Fred_Samuels"
"2018-11-09T17:51:18.239+0000",3351,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=bf1164dc-3d71-4698-bef3-6c6332d045ce","62.187.223.71",56048,998,whudsoniz
"2018-11-09T17:51:18.148+0000",1619,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=097b4ca8-40e8-4b0f-985e-88b23c78946c","214.43.126.156",56863,177,scookki
"2018-11-09T17:51:18.071+0000",3048,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=6d8905ff-c8b4-4063-a258-de7790c63660","76.199.158.102",56135,210,jwarrenja
"2018-11-09T17:51:08.267+0000",8944,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56752,37293,"Fred_Samuels"
"2018-11-09T17:51:08.071+0000",9363,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56745,41427,"Fred_Samuels"
"2018-11-09T17:51:03.271+0000",384,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=80a747d6-17a3-4b29-b017-1f36c1e084eb","41.131.146.137",56327,177,pdayrm
"2018-11-09T17:51:03.142+0000",2686,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=8ff29ea7-54d2-472e-8969-630c765c5af8","1.171.64.15",56638,620,sbakerbp
"2018-11-09T17:51:03.002+0000",472,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=336a3af1-85d5-4a35-9c58-788e73670c50","187.174.175.250",56287,637,wlewis7d
"2018-11-09T17:50:48.345+0000",8704,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56286,37282,"Fred_Samuels"
"2018-11-09T17:50:48.334+0000",8705,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56253,43826,"Fred_Samuels"
"2018-11-09T17:50:48.275+0000",3731,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=a4977c60-bc76-408c-98c7-390123fd7d52","215.181.8.146",56540,224,rhansenlb
"2018-11-09T17:50:48.153+0000",1649,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=fd2590e3-35bc-4419-bd6e-024ce8625b10","14.51.57.254",56295,474,jwallace6y
"2018-11-09T17:50:48.078+0000",854,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=3596e47f-7a0c-4462-9f06-e352e66181b4","238.175.154.198",56619,547,ecastilloat
"2018-11-09T17:50:33.268+0000",2835,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=67873f33-3549-4b5b-bf6f-3fb4fe691f09","112.8.77.222",56414,378,cmorrisfx
"2018-11-09T17:50:33.176+0000",1574,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=04ddae49-0715-4b0e-b9d7-f1e36435cf1b","101.92.114.201",56877,840,pmcdonald5k
"2018-11-09T17:50:33.130+0000",718,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=6e7fcf28-72eb-48a2-8d02-de9d68d923f4","17.127.117.94",56896,220,slanebv
"2018-11-09T17:50:28.244+0000",9837,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56746,53651,"Fred_Samuels"
"2018-11-09T17:50:28.018+0000",10190,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56728,47384,"Fred_Samuels"
"2018-11-09T17:50:18.238+0000",2053,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=1c2d3424-0865-4a91-8ad7-991e77238b70","213.227.253.168",56063,868,bcarpenter26
"2018-11-09T17:50:18.151+0000",3772,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=6554a6d6-b4d8-4941-a920-8f046f39ded4","167.126.6.100",56394,154,slynchq3
"2018-11-09T17:50:18.120+0000",2115,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=84c9787f-0898-4ab1-bc06-64b2c8d745df","95.106.90.165",56327,837,rperkinsnb
"2018-11-09T17:50:08.244+0000",11506,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56728,58355,"Fred_Samuels"
"2018-11-09T17:50:08.038+0000",10948,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56115,40616,"Fred_Samuels"
"2018-11-09T17:50:03.256+0000",2534,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=927776df-710c-418c-aa4d-ea502834735b","129.169.248.10",56109,645,btayloren
"2018-11-09T17:50:03.244+0000",2291,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=2795f65d-d125-4e25-b2a6-ba218ddf318b","127.105.91.106",56608,640,dwashington4n
"2018-11-09T17:50:03.209+0000",966,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=c420493d-90a1-4e52-bd9f-d50cb8390183","61.180.251.216",56608,134,wpetersonhq
"2018-11-09T17:49:48.131+0000",1151,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=5fbb9ff8-4cfe-4adb-8ee9-e99c96549bc0","28.44.57.110",56093,552,hcarterib
"2018-11-09T17:49:48.076+0000",9657,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56202,32846,"Fred_Samuels"
"2018-11-09T17:49:48.054+0000",410,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=31444aa0-f868-4aa0-aba0-500394168788","149.10.156.88",56421,921,rtaylork1
"2018-11-09T17:49:48.037+0000",11232,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56415,59755,"Fred_Samuels"
