_raw,host,index,source,sourcetype
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""79483eca-092d-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""RemoteAdmin.Win32.H-W0rm.fss1 C2"" Message=""Detected malware using ""FSS_Malware H-W0rmRAT Protocol"""" MD5=""<n/a>"" Filename=""is-ready"" Target=""@@IP:@@PORT/is-ready"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware H-W0rmRAT Protocol"" violationInfo=[{""F.Malware.H-W0rmRAT.Protocol"":[{""matched"":""true""}]},{""F.Protocol.HTTP.POST"":[{""matched"":""true""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""7d0247c6-092d-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""RemoteAdmin.Win32.H-W0rm.fss1 C2"" Message=""Detected malware using ""FSS_Malware H-W0rmRAT Protocol"""" MD5=""<n/a>"" Filename=""is-ready"" Target=""@@IP:@@PORT/is-ready"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware H-W0rmRAT Protocol"" violationInfo=[{""F.Malware.H-W0rmRAT.Protocol"":[{""matched"":""true""}]},{""F.Protocol.HTTP.POST"":[{""matched"":""true""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""808b29e5-092d-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""RemoteAdmin.Win32.H-W0rm.fss1 C2"" Message=""Detected malware using ""FSS_Malware H-W0rmRAT Protocol"""" MD5=""<n/a>"" Filename=""is-ready"" Target=""@@IP:@@PORT/is-ready"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware H-W0rmRAT Protocol"" violationInfo=[{""F.Malware.H-W0rmRAT.Protocol"":[{""matched"":""true""}]},{""F.Protocol.HTTP.POST"":[{""matched"":""true""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""84e9ca77-092d-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""RemoteAdmin.Win32.H-W0rm.fss1 C2"" Message=""Detected malware using ""FSS_Malware H-W0rmRAT Protocol"""" MD5=""<n/a>"" Filename=""is-ready"" Target=""@@IP:@@PORT/is-ready"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware H-W0rmRAT Protocol"" violationInfo=[{""F.Malware.H-W0rmRAT.Protocol"":[{""matched"":""true""}]},{""F.Protocol.HTTP.POST"":[{""matched"":""true""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""8da3d3ae-092d-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""RemoteAdmin.Win32.H-W0rm.fss1 C2"" Message=""Detected malware using ""FSS_Malware H-W0rmRAT Protocol"""" MD5=""<n/a>"" Filename=""is-ready"" Target=""@@IP:@@PORT/is-ready"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware H-W0rmRAT Protocol"" violationInfo=[{""F.Malware.H-W0rmRAT.Protocol"":[{""matched"":""true""}]},{""F.Protocol.HTTP.POST"":[{""matched"":""true""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""e6448dac-092d-11e7-a465-000d3a02607a"" Severity=""Medium"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""38739"" Policy=""FSS_Anomalous File Activity"" Rule=""FSS_Executable Embedded in Office Documents"" Malware=""<n/a> <n/a>"" Message=""Found an executable object in file (Object-0-EmbeddedFile.39) over HTTP from @@IP to @@IP."" MD5=""87a5602f39c40cc8c7b8e49f9b61560a"" Filename=""Object-0-EmbeddedFile.39"" Target=""@@IP/test/kws_and_embedded-objects.docx"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Found an executable object in file (Object-0-EmbeddedFile.39) over HTTP from @@IP to @@IP. violationInfo=[{""F.DecodingPath.EXEinOffice"":[{""matched"":""true"",""Session"":""<n/a>""}]},{""F.Filetype.Executable"":[{""matched"":""true"",""Session"":""<n/a>""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""c264b6f3-092e-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""F.UnknownProto.System.Info*"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""Backdoor.Win32.njRAT.fss1 C2"" Message=""Detected malware using ""FSS_Malware njRAT Protocol"""" MD5=""<n/a>"" Filename=""<n/a>"" Target=""<n/a>"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware njRAT Protocol"" violationInfo=[{""F.Malware.njRAT.Protocol"":[{""matched"":""true""}]},{""F.ClientFQDN.Shodan.Scanner"":[{""matched"":""false""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""d319887f-092e-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""F.UnknownProto.System.Info*"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""Backdoor.Win32.njRAT.fss1 C2"" Message=""Detected malware using ""FSS_Malware njRAT Protocol"""" MD5=""<n/a>"" Filename=""<n/a>"" Target=""<n/a>"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware njRAT Protocol"" violationInfo=[{""F.Malware.njRAT.Protocol"":[{""matched"":""true""}]},{""F.ClientFQDN.Shodan.Scanner"":[{""matched"":""false""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""0f5d4d20-0931-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""F.MalwareAuthorNJQ8*"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""Backdoor.Win32.njW0rmRAT.fss1 C2"" Message=""Detected malware using ""FSS_Malware njW0rmRAT Protocol"""" MD5=""<n/a>"" Filename=""<n/a>"" Target=""<n/a>"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware njW0rmRAT Protocol"" violationInfo=[{""F.Malware.njW0rmRAT.Protocol"":[{""matched"":""true""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""16bd3b3c-0931-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""F.MalwareAuthorNJQ8*"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""Backdoor.Win32.njW0rmRAT.fss1 C2"" Message=""Detected malware using ""FSS_Malware njW0rmRAT Protocol"""" MD5=""<n/a>"" Filename=""<n/a>"" Target=""<n/a>"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware njW0rmRAT Protocol"" violationInfo=[{""F.Malware.njW0rmRAT.Protocol"":[{""matched"":""true""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""19645862-0931-11e7-a465-000d3a02607a"" Severity=""Critical"" Protocol=""F.MalwareAuthorNJQ8*"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""Backdoor.Win32.njW0rmRAT.fss1 C2"" Message=""Detected malware using ""FSS_Malware njW0rmRAT Protocol"""" MD5=""<n/a>"" Filename=""<n/a>"" Target=""<n/a>"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_Malware njW0rmRAT Protocol"" violationInfo=[{""F.Malware.njW0rmRAT.Protocol"":[{""matched"":""true""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""2f80527f-0931-11e7-b81b-000d3a02607a"" Severity=""Critical"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""Trojan.Win32.Pakes.mqw TROJWARE"" Message=""Detected malware using ""FSS_AutoMDE_Executable"""" MD5=""c76ba38547fcee1da10feac64f0f8594"" Filename=""mal_bz2.xorpad"" Target=""@@IP/2byteXOR_pad/mal_xor-pad/mal_bz2.xorpad"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_AutoMDE_Executable"" violationInfo=[""n/a""]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""33fa8294-0931-11e7-b81b-000d3a02607a"" Severity=""Critical"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""Exploit.SWF.CVE-2012-1535.e TROJWARE"" Message=""Detected malware using ""FSS_AutoMDE_Binary"""" MD5=""7e3770351aed43fd6c5cab8e06dc0300"" Filename=""mal_doc.xorpad"" Target=""@@IP/2byteXOR_pad/mal_xor-pad/mal_doc.xorpad"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_AutoMDE_Binary"" violationInfo=[""n/a""]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""3eb9063a-0931-11e7-b81b-000d3a02607a"" Severity=""Critical"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""Malware Detection Engine"" Rule=""Malware Detection Engine"" Malware=""Trojan-Downloader.Win32.Andromeda.exj TROJWARE"" Message=""Detected malware using ""FSS_AutoMDE_Executable"""" MD5=""1701e20f3c6fbc182aa0bf1930e0b47e"" Filename=""mal_exe3.xorpad"" Target=""@@IP/2byteXOR_pad/mal_xor-pad/mal_exe3.xorpad"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Detected malware using ""FSS_AutoMDE_Executable"" violationInfo=[""n/a""]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""42ca6b5d-0931-11e7-a465-000d3a02607a"" Severity=""Medium"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""FSS_Anomalous File Activity"" Rule=""FSS_Suspicious JavaScript in PDF"" Malware=""<n/a> <n/a>"" Message=""Suspicious JavaScript detected in: mal_pdf.xorpad-JavaScript"" MD5=""565991fe0d46f4d254cba47e87f66aba"" Filename=""mal_pdf.xorpad-JavaScript"" Target=""@@IP/2byteXOR_pad/mal_xor-pad/mal_pdf.xorpad"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Suspicious JavaScript detected in: mal_pdf.xorpad-JavaScript violationInfo=[{""F.Suspicious.JavaScript"":[{""matched"":""true"","""":[{"""":""Suspicious_JavaScript""}]}]},{""F.DecodingPath.JSinPDF"":[{""matched"":""true"",""Session"":""<n/a>""}]},{""F.Whitelist.JavaScript"":[{""matched"":""false""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""4548c370-0931-11e7-a465-000d3a02607a"" Severity=""Medium"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""FSS_Anomalous File Activity"" Rule=""FSS_Suspicious JavaScript in PDF"" Malware=""<n/a> <n/a>"" Message=""Suspicious JavaScript detected in: mal_pdf2.xorpad-JavaScript"" MD5=""0fd9ffb89a14ff62751a5cd94e24631b"" Filename=""mal_pdf2.xorpad-JavaScript"" Target=""@@IP/2byteXOR_pad/mal_xor-pad/mal_pdf2.xorpad"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Suspicious JavaScript detected in: mal_pdf2.xorpad-JavaScript violationInfo=[{""F.Suspicious.JavaScript"":[{""matched"":""true"","""":[{"""":""Suspicious_JavaScript""}]}]},{""F.DecodingPath.JSinPDF"":[{""matched"":""true"",""Session"":""<n/a>""}]},{""F.Whitelist.JavaScript"":[{""matched"":""false""}]}]",localhost.localdomain.com,main,fidelis,fidelis:xps
"Mar 15 12:17:29 localhost.localdomain.com Mar 15 02:47:28 splunkdev-cp-vm Product=""Fidelis network"" Sensor=""splunkdev-direct-vm"" AlertId=""455d9443-0931-11e7-a465-000d3a02607a"" Severity=""Medium"" Protocol=""HTTP"" Action=""alert"" Group=""default"" SrcIP=""@@IP"" SrcPort=""@@PORT"" DestIP=""@@IP"" DestPort=""@@PORT"" Policy=""FSS_Anomalous File Activity"" Rule=""FSS_Windows Executable Without File Extension"" Malware=""<n/a> <n/a>"" Message=""Found file (x) over HTTP from @@IP to @@IP."" MD5=""<n/a>"" Filename=""x"" Target=""@@IP/2byteXOR_pad/mal_xor-pad/mal_pdf2.xorpad"" hostIp=@@IP  SHA256=""%SHA256%"" summary= Found file (x) over HTTP from @@IP to @@IP. violationInfo=[{""F.Filetype.Exectable.Windows"":[{""matched"":""true"",""Session"":""<n/a>""}]},{""F.Filename.No_Extension"":[{""matched"":""true"",""Filename #55"":[{""Expression"":""^(?!Object-)[^.\r\n]{1,255}$""}]}]},{""F.Feed.Whitelist.Trusted.Vendors"":[{""matched"":""false""}]},{""F.Protocol.HTTP.UserAgent.SMS"":[{""matched"":""false""}]},{""F.Protocol.HTTP.UserAgent.TFS"":[{""matched"":""fal",localhost.localdomain.com,main,fidelis,fidelis:xps
