_time,action,avg,dest_ip,lower_bound,message_id,src_ip,stdev,upper_bound
2019-02-16T00:00:00.000-0500,blocked,16,10.37.162.227,16,710003,10.128.70.229,0,16
2019-02-16T00:00:00.000-0500,blocked,4,112.94.196.209,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,112.94.196.209,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,164.243.1.30,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,164.243.1.30,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,171.132.119.197,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,171.132.119.197,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,186.108.128.215,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,186.108.128.215,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,210.232.79.240,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,210.232.79.240,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,211.40.44.8,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,211.40.44.8,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,217.67.87.50,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,217.67.87.50,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,233.104.1.11,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,233.104.1.11,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,233.159.113.172,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,233.159.113.172,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,31.16.122.39,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,31.16.122.39,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,37.36.132.44,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,37.36.132.44,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,38.29.43.56,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,38.29.43.56,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,5.121.104.170,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,5.121.104.170,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,58.24.95.82,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,58.24.95.82,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,59.27.220.169,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,59.27.220.169,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,79.178.46.174,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,79.178.46.174,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,92.214.15.64,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,92.214.15.64,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,95.247.38.4,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,95.247.38.4,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,2,102.20.29.101,2,710003,10.128.70.229,0,2
2019-02-16T00:00:00.000-0500,blocked,3,102.20.29.101,3,710003,10.128.70.229,0,3
2019-02-16T00:00:00.000-0500,blocked,4,103.216.167.77,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,3,103.216.167.77,3,710003,10.128.70.229,0,3
2019-02-16T00:00:00.000-0500,blocked,4,107.126.236.75,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,107.126.236.75,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,112.253.34.249,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,112.253.34.249,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,126.188.35.167,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,126.188.35.167,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,147.148.165.43,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,147.148.165.43,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,159.193.160.240,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,159.193.160.240,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,161.216.188.215,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,161.216.188.215,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,177.57.124.81,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,177.57.124.81,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,18.79.35.122,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,18.79.35.122,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,2.169.138.251,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,2.169.138.251,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,219.63.21.10,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,219.63.21.10,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,221.102.13.107,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,221.102.13.107,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,25.40.30.183,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,25.40.30.183,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,253.66.207.20,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,253.66.207.20,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,29.234.20.243,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,29.234.20.243,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,31.58.195.76,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,31.58.195.76,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,57.211.70.19,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,57.211.70.19,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,66.0.0.195,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,66.0.0.195,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,77.59.96.142,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,77.59.96.142,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,93.123.172.98,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,93.123.172.98,5,710003,10.128.70.229,0,5
2019-02-16T00:00:00.000-0500,blocked,4,93.190.144.132,4,710003,10.128.70.229,0,4
2019-02-16T00:00:00.000-0500,blocked,5,93.190.144.132,5,710003,10.128.70.229,0,5
2019-02-17T00:00:00.000-0500,blocked,350,104.248.219.39,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,104.248.219.39,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,109.149.241.81,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,109.149.241.81,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,110.123.60.101,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,110.123.60.101,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,143.252.246.53,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,143.252.246.53,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,143.92.232.238,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,143.92.232.238,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,182.20.156.239,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,182.20.156.239,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,196.197.70.211,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,196.197.70.211,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,20.82.226.214,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,20.82.226.214,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,214.166.80.161,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,214.166.80.161,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,224.179.56.169,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,224.179.56.169,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,237.217.236.69,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,237.217.236.69,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,251.193.83.159,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,251.193.83.159,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,26.246.242.36,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,26.246.242.36,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,3.78.97.253,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,3.78.97.253,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,52.142.116.253,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,52.142.116.253,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,7.208.44.45,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,7.208.44.45,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,76.254.111.255,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,76.254.111.255,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,89.29.240.43,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,89.29.240.43,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,95.237.162.192,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,95.237.162.192,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,103.86.251.187,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,103.86.251.187,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,15.79.243.224,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,15.79.243.224,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,151.177.200.70,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,151.177.200.70,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,163.149.82.39,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,163.149.82.39,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,164.100.139.241,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,164.100.139.241,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,179.5.218.43,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,179.5.218.43,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,221.157.242.88,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,221.157.242.88,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,37.86.106.52,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,37.86.106.52,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,47.152.117.226,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,47.152.117.226,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,66.165.130.70,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,66.165.130.70,400,710003,10.128.70.229,0,400
2019-02-17T00:00:00.000-0500,blocked,350,73.234.244.124,350,710003,10.128.70.229,0,350
2019-02-17T00:00:00.000-0500,blocked,400,73.234.244.124,400,710003,10.128.70.229,0,400
2019-02-14T00:00:00.000-0500,blocked,4,10.128.70.229,0,106012,126.65.222.60,1,8
2019-02-14T00:00:00.000-0500,blocked,5,10.128.70.229,1,106012,126.65.222.60,1,9
2019-02-14T00:00:00.000-0500,blocked,4,10.128.70.229,0,106012,212.144.104.111,1,8
2019-02-14T00:00:00.000-0500,blocked,5,10.128.70.229,1,106012,212.144.104.111,1,9
2019-02-14T00:00:00.000-0500,blocked,4,10.128.70.229,0,106012,46.84.63.3,1,8
2019-02-14T00:00:00.000-0500,blocked,5,10.128.70.229,1,106012,46.84.63.3,1,9
2019-02-14T00:00:00.000-0500,blocked,4,10.128.70.229,0,106012,56.230.190.44,1,8
2019-02-14T00:00:00.000-0500,blocked,5,10.128.70.229,1,106012,56.230.190.44,1,9
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,1.215.21.158,24,296
2019-02-15T00:00:00.000-0500,blocked,240,10.128.70.229,160,106012,1.215.21.158,20,320
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,11.226.138.105,24,316
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,11.226.138.105,20,300
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,114.171.34.64,24,296
2019-02-15T00:00:00.000-0500,blocked,230,10.128.70.229,150,106012,114.171.34.64,20,310
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,134.17.252.49,24,316
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,134.17.252.49,20,300
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,16.234.134.251,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,16.234.134.251,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,166.143.14.25,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,166.143.14.25,20,280
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,175.8.146.16,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,175.8.146.16,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,180.105.188.89,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,180.105.188.89,20,280
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,186.166.30.224,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,186.166.30.224,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,187.228.212.240,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,187.228.212.240,20,280
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,201.232.118.104,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,201.232.118.104,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,212.218.87.32,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,212.218.87.32,20,280
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,22.69.89.210,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,22.69.89.210,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,246.231.167.144,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,246.231.167.144,20,280
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,29.115.68.104,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,29.115.68.104,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,33.248.173.206,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,33.248.173.206,20,280
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,54.130.240.219,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,54.130.240.219,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,59.13.80.9,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,59.13.80.9,20,280
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,71.0.178.141,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,71.0.178.141,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,85.206.42.108,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,85.206.42.108,20,280
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,104,106012,9.130.192.211,24,296
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,140,106012,9.130.192.211,20,300
2019-02-15T00:00:00.000-0500,blocked,220,10.128.70.229,124,106012,97.76.242.188,24,316
2019-02-15T00:00:00.000-0500,blocked,200,10.128.70.229,120,106012,97.76.242.188,20,280
2019-02-16T00:00:00.000-0500,blocked,10,10.128.70.229,10,710003,1.203.153.126,0,10
2019-02-16T00:00:00.000-0500,blocked,12,10.128.70.229,12,710003,1.203.153.126,0,12
2019-02-16T00:00:00.000-0500,blocked,10,10.128.70.229,10,710003,1.84.63.115,0,10
2019-02-16T00:00:00.000-0500,blocked,12,10.128.70.229,12,710003,1.84.63.115,0,12
2019-02-16T00:00:00.000-0500,blocked,14,10.128.70.229,14,710003,10.37.162.227,0,14
2019-02-16T00:00:00.000-0500,blocked,16,10.128.70.229,16,710003,10.37.162.227,0,16
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,112.94.196.209,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,112.94.196.209,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,164.243.1.30,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,164.243.1.30,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,171.132.119.197,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,171.132.119.197,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,186.108.128.215,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,186.108.128.215,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,210.232.79.240,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,210.232.79.240,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,211.40.44.8,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,211.40.44.8,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,217.67.87.50,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,217.67.87.50,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,233.104.1.11,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,233.104.1.11,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,233.159.113.172,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,233.159.113.172,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,31.16.122.39,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,31.16.122.39,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,37.36.132.44,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,37.36.132.44,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,38.29.43.56,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,38.29.43.56,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,5.121.104.170,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,5.121.104.170,0,5
2019-02-16T00:00:00.000-0500,blocked,4,10.128.70.229,4,710003,58.24.95.82,0,4
2019-02-16T00:00:00.000-0500,blocked,5,10.128.70.229,5,710003,58.24.95.82,0,5
