asset_category,tags,description,asset,related_info,contributor,asset_type
security,security outliers stdev,"Simple Outlier Search
Find outliers - hosts that have an error count which is greater than two standard deviations away from the mean.","index=* ""Failed Password""
| stats count by user
| eventstats avg(count) as avg_count stdev(count) as stdev_count
| where count>(avg_count + 2*stdev_count)
| sort  -count",,grdhg24,1
misc,streamstats eval,Time between events,"index=*
| sort _time
| streamstats current=f global=f window=1 last(_time) as last_ts
| eval time_since_last = _time - last_ts
| fieldformat time_since_last = tostring(time_since_last, ""duration"")",,grdhg24,1
splunk_internal,utils,Splunk Server's Time,"index=*
| head 1
| eval tnow = now()
| fieldformat tnow=strftime(tnow, ""%c %Z"")
| table tnow",,grdhg24,1
misc,utils,More than a day between events,"index=*
| sort _time
| streamstats current=f global=f window=1 last(_time) as last_ts
| eval time_since_last = _time - last_ts
| fieldformat time_since_last = tostring(time_since_last, ""duration"")
| where time_since_last > 60*60*24",,grdhg24,1
splunk_internal,index splunkd uf,List Hosts added to Splunk by some _time.,"index=* host=*
| stats dc(host) as host by date_month",,grdhg24,1
splunk_internal,forwarder,List of Sourcetypes Sent by Forwarder,"index=""_internal""
| where host!=splunk_server
| stats values(series) as Sourcetypes by host",,grdhg24,1
splunk_internal,error host pwn,Detailed list of Errors Per Host,"index=_internal sourcetype=""splunkd"" log_level=""ERROR""
| stats sparkline count dc(host) as uniqhosts last(message) as message last(_time) as last first(_time) as first by punct
| convert ctime(last) ctime(first)
| table message count uniqhosts sparkline first last
| sort -count
| rename message as ""Error Output"" count as Count uniqhosts as ""Number of Hosts"" first as ""First Occurance"" last as ""Most Recent Occurance""",,grdhg24,1
splunk_internal,user pwn,Splunk User Search Activity,"index=_audit splunk_server=local action=search (id=* OR search_id=*)
| eval search_id = if(isnull(search_id), id, search_id)
| replace '*' with * in search_id
| rex ""search='search\s(?<search>.*?)',\sautojoin""| search search_id!=scheduler_*
| convert num(total_run_time) | eval user = if(user=""n/a"", null(), user)
| stats min(_time) as _time first(user) as user max(total_run_time) as total_run_time first(search) as search by search_id
| search search!=*_internal*  search!=*_audit*
| chart sum(total_run_time) as ""Total search time"" count as ""Search count"" max(_time) as ""Last use"" by user
| fieldformat ""Last use"" = strftime('Last use', ""%F %T.%Q"")",,grdhg24,1
splunk_internal,memory sid,Introspection – Memory used by SID (Search ID),"index=""_introspection""  ""data.process""=splunkd
| timechart max(data.mem_used) by data.search_props.sid usenull=f useother=f",,grdhg24,1
splunk_internal,app,Search to show what apps are ready to be updated,"| rest splunk_server=local /services/apps/local
| search update.version=* | table title version update.version",,grdhg24,1
security,linux_secure,Linux Logons: Successful,"index=* sourcetype=linux_secure
| rex ""\w{3}\s\d{1,2}\s\d{2}:\d{2}:\d{2}\s\S+\s(?<session>gdm-\w+)\S:\s""
| search session=gdm-password
| rex ""\w{3}\s\d{1,2}\s\d{2}:\d{2}:\d{2}\s(?<hostname>\S+)\s.+\Sgdm-password:auth\S:\s(?<authstatus>\w+\s\w+);\s.+user=(?<username>\S+)""
| search authstatus=""authentication success""
| timechart count(username)",,grdhg24,1
security,login linux fail,Linux Logons: Failed,"index=* sourcetype=linux_secure
| rex ""\w{3}\s\d{1,2}\s\d{2}:\d{2}:\d{2}\s\S+\s(?<session>gdm-\w+)\S:\s""
| search session=gdm-password
| rex ""\w{3}\s\d{1,2}\s\d{2}:\d{2}:\d{2}\s(?<hostname>\S+)\s.+\Sgdm-password:auth\S:\s(?<authstatus>\w+\s\w+);\s.+user=(?<username>\S+)""
| search authstatus=""authentication failure""
| timechart count(username)",,grdhg24,1
security,windows suspicious,Search Common EventCodes (EventID’s) for Suspicious Behavior,"index=* source=WinEventLog:security User!=SYSTEM User!=""LOCAL SERVICE"" User!=""NETWORK SERVICE"" | eval Trigger=case(EventCode=516, ""Audit Logs Modified"",EventCode=517, ""Audit Logs Modified"",EventCode=612, ""Audit Logs Modified"",EventCode=623, ""Audit Logs Modified"",EventCode=806, ""Audit Logs Modified"",EventCode=807, ""Audit Logs Modified"",EventCode=1101, ""Audit Logs Modified"",EventCode=1102, ""Audit Logs Modified"",EventCode=4612, ""Audit Logs Modified"",EventCode=4621, ""Audit Logs Modified"",EventCode=4694, ""Audit Logs Modified"",EventCode=4695, ""Audit Logs Modified"",EventCode=4715, ""Audit Logs Modified"",EventCode=4719, ""Audit Logs Modified"",EventCode=4817, ""Audit Logs Modified"",EventCode=4885, ""Audit Logs Modified"",EventCode=4902, ""Audit Logs Modified"",EventCode=4906, ""Audit Logs Modified"",EventCode=4907, ""Audit Logs Modified"",EventCode=4912, ""Audit Logs Modified"", EventCode=642, ""Account Modification"",EventCode=646, ""Account Modification"",EventCode=685, ""Account Modification"",EventCode=4738, ""Account Modification"",EventCode=4742, ""Account Modification"",EventCode=4781, ""Account Modification"", EventCode=1102, ""Audit Logs Cleared/Deleted"",EventCode=517, ""Audit Logs Cleared/Deleted"", EventCode=628, ""Passwords Changed"",EventCode=627, ""Passwords Changed"",EventCode=4723, ""Passwords Changed"",EventCode=4724, ""Passwords Changed"", EventCode=528, ""Successful Logons"",EventCode=540, ""Successful Logons"",EventCode=4624, ""Successful Logons"", EventCode=4625, ""Failed Logons"",EventCode=529, ""Failed Logons"",EventCode=530, ""Failed Logons"",EventCode=531, ""Failed Logons"",EventCode=532, ""Failed Logons"",EventCode=533, ""Failed Logons"",EventCode=534, ""Failed Logons"",EventCode=535, ""Failed Logons"",EventCode=536, ""Failed Logons"",EventCode=537, ""Failed Logons"",EventCode=539, ""Failed Logons"", EventCode=576, ""Escalation of Privileges"",EventCode=4672, ""Escalation of Privileges"",EventCode=577, ""Escalation of Privileges"",EventCode=4673, ""Escalation of Privileges"",EventCode=578, ""Escalation of Privileges"",EventCode=4674, ""Escalation of Privileges"") | stats count by Trigger | sort - count",,grdhg24,1
misc,compare stats bin,Comparing Stats Time Over Time,"index=_internal earliest=-48h latest=-24h
| bin _time span=10m
| stats count by _time
| eval window=""yesterday""
| append
[search index=_internal earliest=-24h
| bin _time span=10m
| stats count by _time
| eval window=""today""
| eval _time=(_time-(60*60*24))]
| timechart span=10m sum(count) by window",,grdhg24,1
splunk_internal,users count pwn,Splunk Query Count by users,"index=_audit search=* NOT (search_id='scheduler* OR search_id='Summary*) user=admin
| timechart span=1d count by user usenull=f",,grdhg24,1
splunk_internal,license,Splunk License Gauge,"| rest splunk_server=local /services/licenser/pools
| rename title AS Pool
| search [rest splunk_server=local /services/licenser/groups
| search is_active=1
| eval stack_id=stack_ids
| fields stack_id]
| join type=outer stack_id [rest splunk_server=local /services/licenser/stacks | eval stack_id=title
| eval stack_quota=quota | fields stack_id stack_quota]
| stats sum(used_bytes) as used max(stack_quota) as total
| eval usedGB=round(used/1024/1024/1024,3)
| eval totalGB=round(total/1024/1024/1024,3)
| eval gauge_base=0
| eval gauge_danger=totalGB*0.8
| eval gauge_top=totalGB+0.001
| gauge usedGB gauge_base gauge_danger totalGB gauge_top",,grdhg24,1
splunk_internal,license,"Percentage of Daily License Usage.
This Splunk search query will indicate the percentage of license used for the current day. This is already shown in the licensing tab under settings, however this query is extracted if you would want to use it within a dashboard or any other reason.","| rest splunk_server=* /services/licenser/pools
| rename title AS Pool
| search [rest splunk_server=* /services/licenser/groups
| search is_active=1
| eval stack_id=stack_ids
| fields stack_id]
| eval quota=if(isnull(effective_quota),quota,effective_quota)
| eval ""% used""=round(used_bytes/quota*100,2)
| fields ""% used""",,grdhg24,1
security,login fail linux_secure,Repeated Unsuccessful Logon Attempts in Linux,"index=* sourcetype=linux_secure
| eval Date=strftime(_time, ""%Y/%m/%d"")
| rex "".*:\d{2}\s(?<hostname>\S+)""
| rex ""gdm\S+\sauthentication\s(?<status>\w+)""
| rex ""\suser[^'](?<User>\S+\w+)""
| search status=failure
| stats count as fails by Date, User, hostname
| eval ""Alert Level""=case(fails>=50, ""Critical"", fails<50 AND fails>=20, ""Warning"", fails<20, ""Normal"")
| sort - fails
| rename fails as ""Failed Logon Attempts""
| rename User as ""Account in Question""",,grdhg24,1
splunk_internal,memory windows,Memory Usage and Information on Splunk Server,"| rest splunk_server=* /services/server/status/resource-usage/hostwide
| stats first(normalized_load_avg_1min) as load_average first(cpu_system_pct) as system, first(cpu_user_pct) as user first(mem) AS mem first(mem_used) AS mem_used by splunk_server
| fields splunk_server mem mem_used
| eval pctmemused=round((mem_used/mem)*100).""%""
| table splunk_server pctmemused
| rename splunk_server as ""Splunk Server"" pctmemused as ""Percent of Memory Used""",,grdhg24,1
security,malware,Malware Detection,"index=*
| convert mktime(_time) as epoch
| sort 0 uri_host,client_ip,epoch
| delta epoch as epoch_delta
| search epoch_delta>0 epoch_delta<30
| chart count over epoch_delta by uri_host",,grdhg24,1
misc,compare,Calculate the Difference in time Between two Fields,"index=*
| eval timeDiff = strptime(timeField1, ""%Y-%m-%d %H:%M:%S.%3N"") - strptime(timeField2, ""%Y-%m-%d%H:%M:%S.%3N"")
| table timeDiff",,grdhg24,1
splunk_internal,forwarder traffic nodata,Traffic Volume by Forwarder,"index=""_internal"" source=""*metrics.lo*"" group=tcpin_connections NOT eventType=*
| eval sourceHost=if(isnull(hostname), sourceHost,hostname)
| search sourceHost=***
| timechart per_second(kb) by sourceHost WHERE max in top5 useother=f",,grdhg24,1
security,qualys,Qualys Active OS Vuln Count,"index=qualys HOSTVULN SEVERITY=3 OR 4 OR 5 TYPE=""CONFIRMED"" earliest=-30d@d
| dedup HOST_ID, QID | search STATUS!=""FIXED""
| join QID [search index=qualys QID_INFO PATCHABLE=1]
| join HOST_ID [search index=qualys HOSTSUMMARY: OS=""Windows*"" NOT ""Windows Server*""
| where cidrmatch(""10.128.0.0/9"", IP) ]
| stats count(QID) as #_Vulns by OS | sort -#_Vulns | addcoltotals #_Vulns",,grdhg24,1
security,qualys,Qualys Top 10 Vulnerabilities by Severity,"index=""*"" sourcetype=qualys_vm_detection HOSTVULN SEVERITY=3 OR 4 OR 5 TYPE=""CONFIRMED"" earliest=-30d@d
| dedup HOST_ID, QID | search STATUS!=""FIXED""
| join QID [search sourcetype=qualys_knowledgebase PATCHABLE=1 ]
| eval Published=strftime(strptime(PUBLISHED_DATETIME, ""%Y-%m-%d""), ""%m/%d/%Y"")
| join HOST_ID [search sourcetype=qualys_vm_detection HOSTSUMMARY OS=""Windows*"" NOT ""Windows Server*""
| where cidrmatch(""10.128.0.0/9"", IP)  ]
|  stats count(HOST_ID) as #_Hosts by QID, Published, TITLE, SEVERITY
| sort  -SEVERITY, 10 -#_Hosts",,grdhg24,1
security,qualys,Qualys Hosts not Scanned in 30 days+,"index=""qualys"" HOSTVULN earliest=-30d@d STATUS=""RE-OPENED""
| dedup HOST_ID, QID sortby +_time
| join HOST_ID [search index=qualys HOSTSUMMARY OS=""Windows*"" NOT ""Windows Server*""
| where cidrmatch(""10.128.0.0/9"", IP) ]
| timechart span=1d count(QID) by SEVERITY",,grdhg24,1
security,windows security disabled,Failed Attempt to Login to a Disabled Account,"index=* sourcetype=""WinEventLog:security"" EventCode=4625 (Sub_Status=""0xc0000072"" OR Sub_Status=""0xC0000072"") Security_ID!=""NULL SID"" Account_Name!=""*$""
| eval Date=strftime(_time, ""%Y/%m/%d"")
| rex ""Which\sLogon\sFailed:\s+\S+\s\S+\s+\S+\s+Account\sName:\s+(?<facct>\S+)""
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Date, facct, host, Keywords
| rename facct as ""Target Account"" host as Host Keywords as Status count as Count",,grdhg24,1
splunk_internal,splunkd duration  pwn,Splunk Server Restart Duration,"index=_audit (action=""splunkShuttingDown"" OR action=""splunkStarting"")
| eval Date=strftime(_time, ""%Y/%m/%d"") | transaction splunk_server startswith=action=""splunkShuttingDown"" endswith=action=""splunkStarting""
| eval duration=round(duration/60, 2)
| table Date splunk_server duration
| rename duration as ""Splunk Restart Duration"" splunk_server as ""Splunk Server""",,grdhg24,1
splunk_internal,splunkd permissions  pwn,"Permissions for splunk users
Another view for which splunk user can do what in your splunk environment","| rest /services/authentication/users
| mvexpand roles
| table realname, title, roles, email
| join roles [ rest /services/authorization/roles
| rename title as roles
| search srchIndexesAllowed=*
| table roles srchIndexesAllowed]",,grdhg24,1
misc,epoch convert,"Convert field timestamp format to Epoch. This does not include the meta data field _time.
Scenario: You have a non timestamp field that you need to convert to epoch time to perform statistics on within splunk. Here’s how you do it:","index=*
| eval Epoch_Time=strptime(Field_Date, ""%Y-%m-%d %H:%M:%S"")",,grdhg24,1
splunk_internal,rest splunkd disk,"Hard Disk Usage and Information on Splunk Server.
The following Splunk Query will utilize a “| REST” call to gather information related to disk usage on your Splunk server(s). The following has been modified from the “Distributed Management Console” to be more generic for a copy, paste, and search example.","| rest splunk_server=* /services/server/status/partitions-space
| eval free = if(isnotnull(available), available, free)
| eval usage = round((capacity - free) / 1024, 2) | eval capacity = round(capacity / 1024, 2)
| eval compare_usage = usage."" / "".capacity | eval pct_usage = round(usage / capacity * 100, 2)
| stats first(fs_type) as fs_type first(compare_usage) as compare_usage first(pct_usage) as pct_usage by mount_point, splunk_server
| rename mount_point as ""Mount Point"", fs_type as ""File System Type"", compare_usage as ""Disk Usage (GB)"", capacity as ""Capacity (GB)"", pct_usage as ""Disk Usage (%)"" splunk_server as ""Splunk Server""
| sort - ""Splunk Server""",,grdhg24,1
misc,convert time,"Convert Seconds to Hours Minutes Seconds HHMMSS.
Take any field in splunk that outputs a value in seconds and change it to report in HH:MM:SS format:","index=*
| eval HHMMSS=tostring(Field_In_Seconds, ""duration"")
| table HHMMSS",,grdhg24,1
splunk_internal,trouble,Forwarder Diagnostics – Last time Data Was Received by Index and Sourcetype.,"| tstats latest(_time) as Latest by host sourcetype index
| eval current=now()
| eval Minimum_Age=round(((current-Latest)/60)/60,2)
| rangemap field=Minimum_Age default=Critical Normal=0-0.5 Elevated=0.5-2 Warning=2-4
| eval stIDX=tostring(index) + "" -- "" + tostring(sourcetype)
| stats values(stIDX) as ""Index -- Sourcetype"" list(Latest) as ""Latest Event"" list(Minimum_Age) as Minimum_Age list(range) as Threshold by host
| convert ctime(""Latest Event"")
| eventstats avg(Minimum_Age) as average by host
| eval average=round(average,2)
| sort - average
| rename Minimum_Age as ""Hours Since Last Communication"" average as ""Average Time in Hours Since Last Communication""",,grdhg24,1
splunk_internal,uf sourcetypes,List of Sourcetypes Sent by Forwarder,"index=""_internal""
| where host!=splunk_server
| stats values(series) as Sourcetypes by host",,grdhg24,1
splunk_internal,uf ports  pwn,List Ports Forwarders are Using,"index=""_internal"" source=""*metrics.lo*"" group=tcpin_connections NOT eventType=* 
| dedup sourceHost
| stats count by destPort",,grdhg24,1
splunk_internal,host splunkd errors,"Detailed list of Errors Per Host.
The following Splunk search will return a detailed list (by message) of errors associated with hosts running a universal forwarder:","index=_internal sourcetype=""splunkd"" log_level=""ERROR""
| stats sparkline count dc(host) as uniqhosts last(message) as message last(_time) as last first(_time) as first by punct
| convert ctime(last) ctime(first)
| table message count uniqhosts sparkline first last
| sort -count
| rename message as ""Error Output"" count as Count uniqhosts as ""Number of Hosts"" first as ""First Occurance"" last as ""Most Recent Occurance""",,grdhg24,1
security,juniper attack,"Count of Attackers on Juniper Devices.
The following is a Splunk search query that indicates potential “attacks” by source IP.","index=* sourcetype = ""juniper:idp"" attack*
| stats count by src_ip",,grdhg24,1
security,windows audit,Clearing of Windows Audit Logs,"index=* source=WinEventLog:security (EventCode=1102 OR EventCode=517)
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Client_User_Name, host, index, Date
| sort - Date
| rename Client_User_Name as ""Account Name""",,grdhg24,1
security,root hosts,"Number of Hosts the Root Account was Detected on.
The following splunk query example will return the total number of hosts the Root account was detected on  in a given time range *NOTE* if the host field is being autoextracted (for instance if you are using a universal forwarder) you will not need the regex command and can call upon the auto extracted fieldname […]","index=* sourcetype=linux_secure
| rex "".*:\d{2}\s(?<hostname>\S+)""
| rex ""\suser[^'](?<User>\S+\w+)""
| search User=""root"" | stats dc(hostname)",,grdhg24,1
security,windows overlay,"Windows Failed Logons with Average Overlay
This Splunk search will show any failed login attempt and graphically overlay an average value.","index=* sourcetype=""WinEventLog:Security"" (Logon_Type=2 OR Logon_Type=7 OR Logon_Type=10) (EventCode=4625 OR EventCode=529 OR EventCode=530 OR EventCode=531 OR EventCode=532 OR EventCode=533 OR EventCode=534 OR EventCode=535 OR EventCode=536 OR EventCode=537 OR EventCode=539)
| timechart count(EventCode) as count
| eventstats avg(count) as Average | eval average=round(average,0)
| rename count as ""Failed Logons""",,grdhg24,1
security,windows file access,"Windows File Access Attempts
The following splunk queries will display any file access attempts (successful or failed) by user account. Ensure the Splunk App for Windows is installed grab it here: https://apps.splunk.com/app/742/ Windows 2003 and older:","index=* sourcetype=""WinEventLog:Security"" EventCode=560 Object_Type=File
| eval Date=strftime(_time, ""%Y/%m/%d"")
| eval UserName=coalesce(Primary_User_Name, Client_User_Name)
| search UserName!=""*$"" AND UserName!=""NETWORK SERVICE""
| stats count by Date, Image_File_Name, UserName, Type, host
| sort - Date",,grdhg24,1
security,windows file access,Windows 2008 and newer:,"index=* sourcetype=""WinEventLog:Security"" EventCode=4656 Object_Type=File (Security_ID!=""NT AUTHORITY*"") (Security_ID!=""S-*"")
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Date, Account_Name, Process_Name, Keywords, host",,grdhg24,1
web,iis,"Real Time IIS Web Site Connections
Assuming JSESSIONID is auto-extracted, run the following REAL-TIME search (choose your window, I typically go with 5 minutes)","index=* sourcetype=""iis""
| stats dc(JSESSIONID)",,grdhg24,1
security,windows,"Accounts Deleted via EventID’s that Correspond with Post XP/2003 Operating Systems.
This query will search for accounts deleted via EventID’s that correspond with post XP/2003 operating systems. It will output the admin account, account deleted, details about the action, and the machine that the account deletion took place on.","index=* sourcetype=WinEventLog:Security (EventCode=630)
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by User, Target_Account_Name, name, host, index Date
| rename User as ""Administrator Account""
| rename Target_Account_Name as ""Account Name Deleted""
| rename name as ""Detailed Information""
| rename host as ""Computer the Account was Created on""
| rename index as ""Index of origin""| sort - Date",,grdhg24,1
splunk_internal,audit,"Internal Splunk User Modifications.
This query will search the internal audit sourcetype of splunk and report on any user modification attempts, both success and fail.","index=_audit sourcetype=audittrail action=edit_user
| eval Date=strftime(_time, ""%Y/%m/%d"")
| where user!=object
| stats count by user, info, object, Date
| rename user as ""Authenticated User""
| rename info as ""Success Status""
| rename object as ""Modified Account""
| sort - count",,grdhg24,1
splunk_internal,license,Splunk License Usage Over the Last 30 Days,"index=_internal source=*license_usage.log type=""RolloverSummary"" earliest=-30d@d
| eval _time=_time - 43200
| bin _time span=1d
| stats latest(b) AS b by slave, pool, _time
| timechart span=1d sum(b) AS ""volume"" fixedrange=false
| join type=outer _time [search index=_internal source=*license_usage.log type=""RolloverSummary"" earliest=-30d@d
| eval _time=_time - 43200
| bin _time span=1d
| stats latest(stacksz) AS ""stack size"" by _time]
| fields - _timediff
| foreach * [eval FIELD=round('FIELD'/1024/1024/1024, 3)]",,grdhg24,1
web,iis,"Total Unique Browsers detected in IIS logs.
The following Splunk search query will show a count of unique browsers (calculation to include version) that hit a given website within IIS logs:","index=* sourcetype=iis
| stats dc(cs_User_Agent)",,grdhg24,1
splunk_internal,license  pwn,"License Usage by Index per Day.
The following Splunk search query will output license usage for each index for each day for the week to date. It will also output an average for each index over the course of the given time period.","index=_internal source=*license_usage.log type=""Usage"" splunk_server=* earliest=-1w@d
| eval Date=strftime(_time, ""%Y/%m/%d"")
| eventstats sum(b) as volume by idx, Date
| eval MB=round(volume/1024/1024,5)
| timechart first(MB) AS volume by idx",,grdhg24,1
infrastructure,windows disk,Low Disk Space Alert for Windows Servers,"index=* eventtype=hostmon_windows Type=Disk host=""*"" FileSystem=""*"" DriveType=""*""
| dedup host, Name
| eval FreeSpacePct=round(FreeSpaceKB/TotalSpaceKB*100)
| eval TotalSpaceGB=round(TotalSpaceKB/1024/1024)
| eval FreeSpaceGB=round(FreeSpaceKB/1024/1024)
| search FreeSpacePct<10 TotalSpaceGB=""*""
| dedup host, Name, DriveType, TotalSpaceGB, FreeSpaceGB, FreeSpacePct
| table host, Name, DriveType, TotalSpaceGB, FreeSpaceGB, FreeSpacePct
| sort FreeSpacePct",,grdhg24,1
splunk_internal,license  pwn,"Top 5 License Consuming Hosts.
The following Splunk search query will return the top five licensing consuming hosts:","index=_internal source=*license_usage.log type=""Usage""
| stats sum(b) AS volume by h
| eval  GB=round(volume/1024/1024/1024,5)
| table h GB
| sort 5 - GB",,grdhg24,1
splunk_internal,license,"License Usage Forecast Model.
The following query can be used for Splunk license capacity planning. It is only a prediction based on your current ingestion rate, and attempts to predict what your usage will be over the next 120 days. It is recommended not to use all time in your search, as the predict command takes quite a bit of […]","index=_internal todaysbytesindexed startdaysago=60
| eval GB_Indexed = todaysBytesIndexed/1024/1024/1024
| timechart span=1d avg(""GB_Indexed"")
| predict avg(""GB_Indexed"") future_timespan=120 as ""Forecast Index Rate""
| rename avg(""GB_Indexed"") as ""Current Index Rate""",,grdhg24,1
web,trouble,Events processed by Web Servers / load balance?,"index=* sourcetype=*access*
earliest=-7d@d  latest=now
| timechart count by host",,grdhg24,1
web,queue,Average Queue Size,"index=* sourcetype=""*access*""
| eval bytes = bytes / 170
| timechart avg(bytes)",,grdhg24,1
web,status sparkline,Top Statuses Sparklines,"index=* sourcetype=""*access*""
|  stats count(status) as count sparkline(count) by status_description
|  rename status_description as ""http status code""
|  sort - count",,grdhg24,1
web,unique,Unique Visitors,"index=* sourcetype=*access* earliest=-10d@d latest=now
| timechart dc(clientip) AS unique_visitors by host",,grdhg24,1
web,unique,Total Unique Client IPs Over Time,"index=* sourcetype=*access*
| timechart distinct_count(clientip) span=1h",,grdhg24,1
web,join field,"Add the field: ""comboIP"". Values of ""comboIP"" = """"sourceIP"" + ""/"" + ""destIP""""","index=* sourcetype = *access*
| strcat sourceIP ""/"" destIP comboIP",,grdhg24,1
web,field show,"Keep the ""host"" and ""ip"" fields, and display them in the order: ""host"", ""ip""","index=* sourcetype=*access*
| fields + host, ip",,grdhg24,1
web,rare url,"Return the least common values of the ""url"" field.","index=* sourcetype=*access*
| rare url",,grdhg24,1
web,referer url,"Search the access logs, and return the number of hits from the top 100 values of ""referer_domain","index=* sourcetype=*access*
| top limit=100 referer_domain
| stats sum(count)",,grdhg24,1
web,host,"Create a timechart of the count of from ""web"" sources by ""host""","index=* sourcetype=*access*
| timechart count by host",,grdhg24,1
web,errors diff,"Return values of ""URL"" that contain the string ""404"" or ""303"" but not both.","index=* sourcetype=*access*
| set diff [search 404 | fields url] [search 303 | fields url]",,grdhg24,1
web,url,"Return the 20 most common values of the ""url"" field.","index=* sourcetype=*access*
| top limit=20 url",,grdhg24,1
web,transaction,Users Percentage of Total Processing Time (Know User Name - $series$),"index=* sourcetype=""*access*""
| transaction username clientip maxspan=20m maxpause=5m
| eval durationCurrentUser = if (username = ""$series$"", duration, null)
| eval eventCountCurrentUser = if (username = ""$series$"", eventcount, null)
| eval durationOtherUsers = if (username != ""$series$"", duration, null)
| eval eventCountOtherUsers = if (username != ""$series$"", eventcount, null)
| stats avg(eventCountCurrentUser), avg(eventCountOtherUsers), avg(durationCurrentUser), avg(durationOtherUsers)",,grdhg24,1
web,sparkline,Top Users,"index=* sourcetype=*access*
| stats sparkline count by username
| sort -count
| head 10",,grdhg24,1
web,User Agent,Top User Agent,"index=""*"" sourcetype=*access*
| top useragent",,grdhg24,1
web,convert,Convert Bytes to Megabytes,"index=*  sourcetype=""*access*""
| eval megabytes=((bytes/1024)/1024)
| timechart sum(megabytes)",,grdhg24,1
misc,transaction,Simple Example: Transaction.  Replace the wildcard * and or field names to be applicable to your data set(s.),"index=*
| transaction clientip
| where duration >1
| table clientip  host duration _time",,grdhg24,1
misc,transaction,"Group search results that have the same ""host"" and ""cookie"", occur within 30 seconds of each other, and do not have a pause greater than 5 seconds between each event into a transaction.  Replace the wildcard * and or field names to be applicable to your data set(s.)","index=*
| transaction host cookie maxspan=30s maxpause=5s",,grdhg24,1
misc,transaction,Show Avg Transaction duration,"index=* sourcetype=""*access*""
| eval bytes = bytes / 20
| eval sla=105
| timechart avg(sla) as SLA avg(bytes) as ""Avg Tx Duration"" span=1m",,grdhg24,1
web,transaction,Bounce Rate (Enters and exits on the same page),"index=* sourcetype=*access*
| transaction clientip maxpause=1h keepevicted=t mvlist=t
| eval user_type=case (eventcount=1,""Bounced"", eventcount<=5, ""2-5 pages"", eventcount<=10, ""6-10 pages"")
| top limit=5000 user_type",,grdhg24,1
misc,streamstats,Streamstats,"index=*
| head 5
| sort _time
| streamstats sum(bytes) as ASimpleSumOfBytes by clientip",http://blogs.splunk.com/2014/04/01/search-command-stats-eventstats-and-streamstats-2/sourcetype=access_combined*,grdhg24,1
misc,anomalies,Return only anomalous event.  Replace the wildcard * and or field names to be applicable to your data set(s.),"index=* sourcetype=*
| anomalies",,grdhg24,1
misc,rename,"Rename the ""_ip"" field as ""IPAddress""","index=*
| rename _ip as IPAddress",,grdhg24,1
misc,overlay,Figure out how to show an SLA on a current graph,"index=*
| timechart avg(responsetime) as responsetime
| eval SLA = 5",,grdhg24,1
misc,predict,Predict: Example.  Replace the wildcard * and or field names to be applicable to your data set(s.),"index=* sourcetype=*
| timechart span=1d count(file) as count
| predict count",,grdhg24,1
misc,predict,Predict: Example 2.  Replace the wildcard * and or field names to be applicable to your data set(s.),"index=* sourcetype=*
| timechart span=""1m"" count AS foo
| predict foo as fubar algorithm=LL upper90=high lower97=low future_timespan=10 holdback=20",,grdhg24,1
misc,timewrap command,"Timewrap. Use this after a 'timechart' command, and compare week-over-week. Or use 'h' (hour), 'w' (week), 'm' (month), 'q' (quarter), 'y' (year).  Replace the wildcard * and or field names to be applicable to your data set(s.)","index=INDEX sourcetype=SOURCETYPE
| timewrap 1w",,grdhg24,1
misc,punct,Does a distinct on data by its shape (punct). punct is the skeleton of the event.,"index=INDEX sourcetype=SOURCETYPE
| dedup punct",,grdhg24,1
misc,punct error,Punct example:1,"index=INDEX sourcetype=SOURCETYPE err* OR fail* OR crit* OR down OR fatal OR except*
| rare punct",,grdhg24,1
misc,punct pwn error,Punct example:2,"index=INDEX sourcetype=SOURCETYPE  err* OR fail* OR crit* OR fatal* OR except*
| rex field=punct ""(?<smallpunct>.{5})""
| eval smallpunct= ""*"" + smallpunct
| stats first(_raw) as example count by smallpunct
| sort -count
| fields smallpunct,count,example",,grdhg24,1
misc,"cim,predict",WEB CIM data model predict web request durations,"| tstats summariesonly=t perc95(web_request.wDuration) AS estPC95, perc90(web_request.wDuration) AS estPC90, perc50(web_request.wDuration) AS estPC50 from datamodel=""web"" where (nodename=""web_request"") groupby ""_time"" span=1m
| fields _time, estPC*",,grdhg24,1
splunk_internal,event pwn,Calculate Event Data Sizes,"index=_internal earliest=""-d@d"" latest=""@d""
| fieldsummary
| rex field=values max_match=100 ""value\"":\""(?<foo>[^\""]*)\"",""
| mvexpand foo
| eval foo_len=len(foo)
| rex field=field ""^(?!date|punct|host|hostip|index|linecount|source|sourcetype|timeendpos|timestartpos|splunk_server)(?<Field>.*)""
| stats max(foo_len) as Bytes values(foo) as Values by Field,count
| eval SpaceMB=(Bytes*count)/1024/1023
| rename count as Count
| table Field Bytes Count SpaceMB
| sort -SpaceMB",,grdhg24,1
special,compare,Single Value: COMPARE,"index=* error earliest=-30d latest=@d
| timechart span=1h count
| eval Hour = strftime(_time,""%H"")
| stats avg(count) as AverageCount by Hour",,grdhg24,1
