Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,litres,kg CH4,Aviation spirit litres,0.04351
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,litres,kg CO2,Aviation spirit litres,2.22610
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,litres,kg N2O,Aviation spirit litres,0.02121
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,tonnes,kg CO2e,Aviation spirit tonnes,3218.60000
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,tonnes,kg CH4,Aviation spirit tonnes,61.13000
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,tonnes,kg CO2,Aviation spirit tonnes,3127.67000
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,tonnes,kg N2O,Aviation spirit tonnes,29.80000
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Aviation turbine fuel kWh (Gross CV),0.24782
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Aviation turbine fuel kWh (Gross CV),0.00015
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Aviation turbine fuel kWh (Gross CV),0.24535
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Aviation turbine fuel kWh (Gross CV),0.00232
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Aviation turbine fuel kWh (Net CV),0.26086
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Aviation turbine fuel kWh (Net CV),0.00016
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Aviation turbine fuel kWh (Net CV),0.25826
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Aviation turbine fuel kWh (Net CV),0.00244
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,litres,kg CO2e,Aviation turbine fuel litres,2.54310
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,litres,kg CH4,Aviation turbine fuel litres,0.00156
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,litres,kg CO2,Aviation turbine fuel litres,2.51772
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,litres,kg N2O,Aviation turbine fuel litres,0.02382
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,tonnes,kg CO2e,Aviation turbine fuel tonnes,3181.41000
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,tonnes,kg CH4,Aviation turbine fuel tonnes,1.95000
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,tonnes,kg CO2,Aviation turbine fuel tonnes,3149.67000
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,tonnes,kg N2O,Aviation turbine fuel tonnes,29.80000
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Burning oil kWh (Gross CV),0.24666
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Burning oil kWh (Gross CV),0.00061
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Burning oil kWh (Gross CV),0.24544
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Burning oil kWh (Gross CV),0.00061
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Burning oil kWh (Net CV),0.25964
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Burning oil kWh (Net CV),0.00064
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Burning oil kWh (Net CV),0.25835
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Burning oil kWh (Net CV),0.00064
Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,litres,kg CO2e,Burning oil litres,2.54039
Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,litres,kg CH4,Burning oil litres,0.00627
Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,litres,kg CO2,Burning oil litres,2.52782
Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,litres,kg N2O,Burning oil litres,0.00630
Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,tonnes,kg CO2e,Burning oil tonnes,3165.32000
Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,tonnes,kg CH4,Burning oil tonnes,7.81000
Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,tonnes,kg CO2,Burning oil tonnes,3149.67000
Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,tonnes,kg N2O,Burning oil tonnes,7.85000
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (average biofuel blend) kWh (Gross CV),0.24057
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (average biofuel blend) kWh (Gross CV),0.00002
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (average biofuel blend) kWh (Gross CV),0.23724
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (average biofuel blend) kWh (Gross CV),0.00331
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (average biofuel blend) kWh (Net CV),0.25568
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (average biofuel blend) kWh (Net CV),0.00003
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Diesel (average biofuel blend) kWh (Net CV),0.25214
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Diesel (average biofuel blend) kWh (Net CV),0.00352
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,litres,kg CO2e,Diesel (average biofuel blend) litres,2.54603
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,litres,kg CH4,Diesel (average biofuel blend) litres,0.00025
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,litres,kg CO2,Diesel (average biofuel blend) litres,2.51072
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,litres,kg N2O,Diesel (average biofuel blend) litres,0.03506
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,tonnes,kg CO2e,Diesel (average biofuel blend) tonnes,3028.61000
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,tonnes,kg CH4,Diesel (average biofuel blend) tonnes,0.30000
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,tonnes,kg CO2,Diesel (average biofuel blend) tonnes,2986.60000
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,tonnes,kg N2O,Diesel (average biofuel blend) tonnes,41.71000
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (100% mineral diesel) kWh (Gross CV),0.25278
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (100% mineral diesel) kWh (Gross CV),0.00002
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (100% mineral diesel) kWh (Gross CV),0.24944
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (100% mineral diesel) kWh (Gross CV),0.00331
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (100% mineral diesel) kWh (Net CV),0.26891
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (100% mineral diesel) kWh (Net CV),0.00003
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Diesel (100% mineral diesel) kWh (Net CV),0.26536
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Diesel (100% mineral diesel) kWh (Net CV),0.00352
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,litres,kg CO2e,Diesel (100% mineral diesel) litres,2.68787
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,litres,kg CH4,Diesel (100% mineral diesel) litres,0.00025
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,litres,kg CO2,Diesel (100% mineral diesel) litres,2.65242
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,litres,kg N2O,Diesel (100% mineral diesel) litres,0.03520
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,tonnes,kg CO2e,Diesel (100% mineral diesel) tonnes,3206.62000
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,tonnes,kg CH4,Diesel (100% mineral diesel) tonnes,0.30000
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,tonnes,kg CO2,Diesel (100% mineral diesel) tonnes,3164.33000
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,tonnes,kg N2O,Diesel (100% mineral diesel) tonnes,41.99000
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Fuel oil kWh (Gross CV),0.26775
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Fuel oil kWh (Gross CV),0.00035
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Fuel oil kWh (Gross CV),0.26675
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Fuel oil kWh (Gross CV),0.00065
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Fuel oil kWh (Net CV),0.28484
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Fuel oil kWh (Net CV),0.00037
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Fuel oil kWh (Net CV),0.28378
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Fuel oil kWh (Net CV),0.00069
Scope 1,Fuels,Liquid fuels,Fuel oil,,Volume,litres,litres,kg CO2e,Fuel oil litres,3.18317
Scope 1,Fuels,Liquid fuels,Fuel oil,,Volume,litres,litres,kg CH4,Fuel oil litres,0.00413
Scope 1,Fuels,Liquid fuels,Fuel oil,,Volume,litres,litres,kg CO2,Fuel oil litres,3.17133
Scope 1,Fuels,Liquid fuels,Fuel oil,,Volume,litres,litres,kg N2O,Fuel oil litres,0.00771
Scope 1,Fuels,Liquid fuels,Fuel oil,,Tonnes,tonnes,tonnes,kg CO2e,Fuel oil tonnes,3221.37000
Scope 1,Fuels,Liquid fuels,Fuel oil,,Tonnes,tonnes,tonnes,kg CH4,Fuel oil tonnes,4.18000
Scope 1,Fuels,Liquid fuels,Fuel oil,,Tonnes,tonnes,tonnes,kg CO2,Fuel oil tonnes,3209.38000
Scope 1,Fuels,Liquid fuels,Fuel oil,,Tonnes,tonnes,tonnes,kg N2O,Fuel oil tonnes,7.81000
Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Gas oil kWh (Gross CV),0.25672
Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Gas oil kWh (Gross CV),0.00026
Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Gas oil kWh (Gross CV),0.25359
Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Gas oil kWh (Gross CV),0.00286
Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Gas oil kWh (Net CV),0.27310
Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Gas oil kWh (Net CV),0.00028
Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Gas oil kWh (Net CV),0.26978
Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Gas oil kWh (Net CV),0.00305
Scope 1,Fuels,Liquid fuels,Gas oil,,Volume,litres,litres,kg CO2e,Gas oil litres,2.75776
Scope 1,Fuels,Liquid fuels,Gas oil,,Volume,litres,litres,kg CH4,Gas oil litres,0.00282
Scope 1,Fuels,Liquid fuels,Gas oil,,Volume,litres,litres,kg CO2,Gas oil litres,2.72417
Scope 1,Fuels,Liquid fuels,Gas oil,,Volume,litres,litres,kg N2O,Gas oil litres,0.03077
Scope 1,Fuels,Liquid fuels,Gas oil,,Tonnes,tonnes,tonnes,kg CO2e,Gas oil tonnes,3229.34000
Scope 1,Fuels,Liquid fuels,Gas oil,,Tonnes,tonnes,tonnes,kg CH4,Gas oil tonnes,3.31000
Scope 1,Fuels,Liquid fuels,Gas oil,,Tonnes,tonnes,tonnes,kg CO2,Gas oil tonnes,3190.00000
Scope 1,Fuels,Liquid fuels,Gas oil,,Tonnes,tonnes,tonnes,kg N2O,Gas oil tonnes,36.03000
Scope 1,Fuels,Liquid fuels,Lubricants,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Lubricants kWh (Gross CV),0.26443
Scope 1,Fuels,Liquid fuels,Lubricants,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Lubricants kWh (Gross CV),0.00025
