Period,"Location Code","Location Name","electricity.forecast.CO2e per kWh","Time Forecast Made"
3,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",117,1689164113
3,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",131,1689164113
3,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
3,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
3,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",46,1689164113
3,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",114,1689164113
3,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",241,1689164113
3,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",83,1689164113
3,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",117,1689164113
3,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",131,1689164113
4,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",72,"1689159021.232000"
4,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",139,"1689159031.971000"
4,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",36,"1689159077.764000"
4,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",72,"1689159021.232000"
4,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",139,"1689159031.971000"
4,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",36,"1689159077.764000"
4,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
4,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
4,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",33,1689164113
4,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",114,1689164113
4,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",255,1689164113
4,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",85,1689164113
4,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",125,1689164113
4,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",118,1689164113
4,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
4,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
4,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",33,1689164113
4,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",114,1689164113
4,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",255,1689164113
4,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",85,1689164113
4,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",125,1689164113
4,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",118,1689164113
5,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",72,"1689159021.232000"
5,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",139,"1689159031.971000"
5,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",36,"1689159077.764000"
5,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
5,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",14,1689164113
5,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",39,1689164113
5,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",129,1689164113
5,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",261,1689164113
5,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",83,1689164113
5,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",124,1689164113
5,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",100,1689164113
5,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
5,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",14,1689164113
5,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",39,1689164113
5,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",129,1689164113
5,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",261,1689164113
5,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",83,1689164113
5,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",124,1689164113
5,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",100,1689164113
6,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",77,"1689159021.232000"
6,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",175,"1689159031.971000"
6,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",33,"1689159077.764000"
6,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",77,"1689159021.232000"
6,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",175,"1689159031.971000"
6,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",33,"1689159077.764000"
6,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
6,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
6,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",43,1689164113
6,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",121,1689164113
6,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",248,1689164113
6,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",74,1689164113
6,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",131,1689164113
6,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",101,1689164113
6,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
6,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
6,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",43,1689164113
6,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",121,1689164113
6,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",248,1689164113
6,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",74,1689164113
6,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",131,1689164113
6,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",101,1689164113
7,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",77,"1689159021.232000"
7,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",175,"1689159031.971000"
7,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",33,"1689159077.764000"
7,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
7,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
7,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",39,1689164113
7,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",117,1689164113
7,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",246,1689164113
7,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",61,1689164113
7,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",120,1689164113
7,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",95,1689164113
7,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
7,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
7,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",39,1689164113
7,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",117,1689164113
7,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",246,1689164113
7,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",61,1689164113
7,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",120,1689164113
7,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",95,1689164113
8,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",75,"1689159021.232000"
8,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",248,"1689159031.971000"
8,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",29,"1689159077.764000"
8,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",75,"1689159021.232000"
8,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",248,"1689159031.971000"
8,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",29,"1689159077.764000"
8,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
8,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
8,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",41,1689164113
8,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",109,1689164113
8,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",268,1689164113
8,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",69,1689164113
8,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",121,1689164113
8,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",99,1689164113
8,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
8,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",15,1689164113
8,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",41,1689164113
8,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",109,1689164113
8,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",268,1689164113
8,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",69,1689164113
8,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",121,1689164113
8,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",99,1689164113
9,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",75,"1689159021.232000"
9,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",248,"1689159031.971000"
9,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",29,"1689159077.764000"
9,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
9,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",16,1689164113
9,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",46,1689164113
9,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",120,1689164113
9,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",284,1689164113
9,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",79,1689164113
9,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",132,1689164113
9,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",112,1689164113
9,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
9,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",16,1689164113
9,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",46,1689164113
9,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",120,1689164113
9,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",284,1689164113
9,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",79,1689164113
9,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",132,1689164113
9,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",112,1689164113
10,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",74,"1689159021.232000"
10,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",319,"1689159031.971000"
10,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
10,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",74,"1689159021.232000"
10,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",319,"1689159031.971000"
10,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
10,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
10,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",16,1689164113
10,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",44,1689164113
10,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",132,1689164113
10,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",294,1689164113
10,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",79,1689164113
10,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",138,1689164113
10,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",117,1689164113
10,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
10,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",16,1689164113
10,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",44,1689164113
10,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",132,1689164113
10,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",294,1689164113
10,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",79,1689164113
10,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",138,1689164113
10,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",117,1689164113
11,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",74,"1689159021.232000"
11,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",319,"1689159031.971000"
11,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
11,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
11,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",16,1689164113
11,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",48,1689164113
11,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",142,1689164113
11,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",319,1689164113
11,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",102,1689164113
11,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",156,1689164113
11,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",125,1689164113
11,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
11,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",16,1689164113
11,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",48,1689164113
11,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",142,1689164113
11,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",319,1689164113
11,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",102,1689164113
11,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",156,1689164113
11,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",125,1689164113
12,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",66,"1689159021.232000"
12,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",371,"1689159031.971000"
12,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
12,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",66,"1689159021.232000"
12,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",371,"1689159031.971000"
12,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
12,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
12,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
12,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",48,1689164113
12,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",147,1689164113
12,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",337,1689164113
12,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",121,1689164113
12,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",171,1689164113
12,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",125,1689164113
12,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
12,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
12,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",48,1689164113
12,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",147,1689164113
12,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",337,1689164113
12,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",121,1689164113
12,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",171,1689164113
12,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",125,1689164113
13,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",66,"1689159021.232000"
13,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",371,"1689159031.971000"
13,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
13,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
13,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
13,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",48,1689164113
13,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",138,1689164113
13,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",344,1689164113
13,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",124,1689164113
13,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",175,1689164113
13,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",125,1689164113
13,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
13,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
13,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",48,1689164113
13,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",138,1689164113
13,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",344,1689164113
13,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",124,1689164113
13,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",175,1689164113
13,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",125,1689164113
14,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",61,"1689159021.232000"
14,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",417,"1689159031.971000"
14,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
14,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",61,"1689159021.232000"
14,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",417,"1689159031.971000"
14,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
14,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
14,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
14,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",48,1689164113
14,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",140,1689164113
14,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",345,1689164113
14,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",124,1689164113
14,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",177,1689164113
14,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",120,1689164113
14,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
14,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
14,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",48,1689164113
14,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",140,1689164113
14,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",345,1689164113
14,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",124,1689164113
14,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",177,1689164113
14,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",120,1689164113
15,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",61,"1689159021.232000"
15,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",417,"1689159031.971000"
15,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
15,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
15,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
15,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",32,1689164113
15,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",135,1689164113
15,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",338,1689164113
15,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",104,1689164113
15,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",167,1689164113
