index,source,sourcetype,host,_raw
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - AuthStatus=Access-Reject: for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <610934867257|usr=610934867257>Logon Failure: Rejected user 610934867257: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - UserName=610934867257 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS2Port=13 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS1PortType=Wireless-802.11 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS3IpAddress=192.3.15.136 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - CalledSid=2f:4b:c7:3f:bb:d0:CFTEST for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - AuthStatus=Access-Reject: for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <710912317257|usr=710912317257>Logon Failure: Rejected user 710912317257: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - UserName=710912317257 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS2Port=14 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS1PortType=Wireless-802.11 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS3IpAddress=192.4.15.137 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - CalledSid=2f:4b:c8:3f:bb:d0:CFTEST for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - AuthStatus=Access-Reject: for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <601912435557|usr=601912435557>Logon Failure: Rejected user 601912435557: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - UserName=601912435557 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS2Port=15 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS1PortType=Wireless-802.11 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS3IpAddress=192.6.17.11 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - CalledSid=2f:4f:c7:3b:ba:d0:CFTEST for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - AuthStatus=Access-Reject: for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <610934867257|usr=610934867257>Logon Failure: Rejected user 610934867257: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - UserName=610934867257 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS2Port=13 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS1PortType=Wireless-802.11 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS3IpAddress=192.3.15.136 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - CalledSid=2f:4b:c7:3f:bb:d0:CFTEST for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - AuthStatus=Access-Reject: for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <710912317257|usr=710912317257>Logon Failure: Rejected user 710912317257: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - UserName=710912317257 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS2Port=14 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS1PortType=Wireless-802.11 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS3IpAddress=192.4.15.137 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - CalledSid=2f:4b:c8:3f:bb:d0:CFTEST for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - AuthStatus=Access-Reject: for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <601912435557|usr=601912435557>Logon Failure: Rejected user 601912435557: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - UserName=601912435557 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS2Port=15 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS1PortType=Wireless-802.11 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS3IpAddress=192.6.17.11 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - CalledSid=2f:4f:c7:3b:ba:d0:CFTEST for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - AuthStatus=Access-Reject: for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <610934867257|usr=610934867257>Logon Failure: Rejected user 610934867257: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - UserName=610934867257 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS2Port=13 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS1PortType=Wireless-802.11 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS3IpAddress=192.3.15.136 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - CalledSid=2f:4b:c7:3f:bb:d0:CFTEST for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - AuthStatus=Access-Reject: for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <710912317257|usr=710912317257>Logon Failure: Rejected user 710912317257: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - UserName=710912317257 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS2Port=14 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS1PortType=Wireless-802.11 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS3IpAddress=192.4.15.137 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - CalledSid=2f:4b:c8:3f:bb:d0:CFTEST for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - AuthStatus=Access-Reject: for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <601912435557|usr=601912435557>Logon Failure: Rejected user 601912435557: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - UserName=601912435557 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS2Port=15 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS1PortType=Wireless-802.11 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS3IpAddress=192.6.17.11 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - CalledSid=2f:4f:c7:3b:ba:d0:CFTEST for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - AuthStatus=Access-Reject: for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <610934867257|usr=610934867257>Logon Failure: Rejected user 610934867257: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - UserName=610934867257 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS2Port=13 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS1PortType=Wireless-802.11 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - NAS3IpAddress=192.3.15.136 for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - CalledSid=2f:4b:c7:3f:bb:d0:CFTEST for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <610934867257|usr=610934867257>Got attribute pair - AuthStatus=Access-Reject: for host 610934867257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <710912317257|usr=710912317257>Logon Failure: Rejected user 710912317257: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - UserName=710912317257 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS2Port=14 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS1PortType=Wireless-802.11 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - NAS3IpAddress=192.4.15.137 for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - CalledSid=2f:4b:c8:3f:bb:d0:CFTEST for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <710912317257|usr=710912317257>Got attribute pair - AuthStatus=Access-Reject: for host 710912317257.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_update_authentication_props:1799:[fr-update]::0: <601912435557|usr=601912435557>Logon Failure: Rejected user 601912435557: 
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - UserName=601912435557 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS2Port=15 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS1PortType=Wireless-802.11 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - NAS3IpAddress=192.6.17.11 for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - CalledSid=2f:4f:c7:3b:ba:d0:CFTEST for host 601912435557.
fsctcenter,CounterACT,fsctcenter_avp,localhost,main::dot1x_set_fr_properties:1913:[fr-update]::1: <601912435557|usr=601912435557>Got attribute pair - AuthStatus=Access-Reject: for host 601912435557.
