"session_id","src_ip","dest_ip","src_port","dest_port","app_id"
2147598864,"192.168.168.250","192.168.168.168",55144,443,49178
2147598862,"192.168.168.250","192.168.168.168",55142,443,49178
2147598863,"192.168.168.250","192.168.168.168",55143,443,49178
2147598863,"192.168.168.250","192.168.168.168",55143,443,49178
2147598862,"192.168.168.250","192.168.168.168",55142,443,49178
2147598862,"192.168.168.250","192.168.168.168",55142,443,49178
2147598861,"192.168.168.250","192.168.168.168",55141,443,49178
2147598861,"192.168.168.250","192.168.168.168",55141,443,49178
2147598859,"192.168.168.250","192.168.168.168",55140,443,49178
2147598855,"192.168.168.250","192.168.168.168",55138,443,49178
2147598858,"192.168.168.250","192.168.168.168",55139,443,49178
2147598854,"192.168.168.250","192.168.168.168",55137,443,49178
2147598860,"10.206.27.47","255.255.255.255",68,67,49168
2147598860,"10.206.27.47","255.255.255.255",68,67,49168
2147598859,"192.168.168.250","192.168.168.168",55140,443,49178
2147598859,"192.168.168.250","192.168.168.168",55140,443,49178
2147598858,"192.168.168.250","192.168.168.168",55139,443,49178
2147598852,"192.168.168.250","192.168.168.168",55135,443,49178
2147598856,"0.0.0.0","255.255.255.255",68,67,49168
2147598856,"0.0.0.0","255.255.255.255",68,67,49168
2147598858,"192.168.168.250","192.168.168.168",55139,443,49178
2147598857,"10.0.96.200","10.206.27.54",60439,8,49268
2147598857,"10.0.96.200","10.206.27.54",60439,8,49268
2147598855,"192.168.168.250","192.168.168.168",55138,443,49178
2147598855,"192.168.168.250","192.168.168.168",55138,443,49178
2147598854,"192.168.168.250","192.168.168.168",55137,443,49178
2147598854,"192.168.168.250","192.168.168.168",55137,443,49178
2147598853,"192.168.168.250","192.168.168.168",55136,443,49178
2147598853,"192.168.168.250","192.168.168.168",55136,443,49178
2147598853,"192.168.168.250","192.168.168.168",55136,443,49178
2147598852,"192.168.168.250","192.168.168.168",55135,443,49178
2147598852,"192.168.168.250","192.168.168.168",55135,443,49178
2147598851,"192.168.168.62","10.50.129.148",56574,53,49169
2147598851,"192.168.168.62","10.50.129.148",56574,53,49169
2147598850,"192.168.168.250","192.168.168.168",55134,443,49178
2147598849,"192.168.168.250","192.168.168.168",55133,443,49178
2147598849,"192.168.168.250","192.168.168.168",55133,443,49178
2147598849,"192.168.168.250","192.168.168.168",55133,443,49178
2147598850,"192.168.168.250","192.168.168.168",55134,443,49178
2147598850,"192.168.168.250","192.168.168.168",55134,443,49178
2147598847,"192.168.168.250","192.168.168.168",55132,443,49178
2147598845,"192.168.168.250","192.168.168.168",55130,443,49178
2147598847,"192.168.168.250","192.168.168.168",55132,443,49178
2147598847,"192.168.168.250","192.168.168.168",55132,443,49178
2147598846,"192.168.168.250","192.168.168.168",55131,443,49178
2147598846,"192.168.168.250","192.168.168.168",55131,443,49178
2147598846,"192.168.168.250","192.168.168.168",55131,443,49178
2147598844,"192.168.168.250","192.168.168.168",55129,443,49178
2147598848,"10.206.27.54","10.50.129.148",1024,53,49169
2147598848,"10.206.27.54","10.50.129.148",1024,53,49169
2147598842,"192.168.168.250","192.168.168.168",55127,443,49178
2147598828,"192.168.168.62","10.50.129.148",61416,53,49169
2147598843,"192.168.168.250","192.168.168.168",55128,443,49178
2147598843,"192.168.168.250","192.168.168.168",55128,443,49178
2147598843,"192.168.168.250","192.168.168.168",55128,443,49178
2147598845,"192.168.168.250","192.168.168.168",55130,443,49178
2147598845,"192.168.168.250","192.168.168.168",55130,443,49178
2147598844,"192.168.168.250","192.168.168.168",55129,443,49178
2147598844,"192.168.168.250","192.168.168.168",55129,443,49178
2147598842,"192.168.168.250","192.168.168.168",55127,443,49178
2147598842,"192.168.168.250","192.168.168.168",55127,443,49178
2147598841,"192.168.168.250","192.168.168.168",55126,443,49178
2147598839,"192.168.168.250","192.168.168.168",55124,443,49178
2147598840,"192.168.168.250","192.168.168.168",55125,443,49178
2147598838,"192.168.168.250","192.168.168.168",55123,443,49178
2147598841,"192.168.168.250","192.168.168.168",55126,443,49178
2147598841,"192.168.168.250","192.168.168.168",55126,443,49178
2147598837,"192.168.168.250","192.168.168.168",55122,443,49178
2147598839,"192.168.168.250","192.168.168.168",55124,443,49178
2147598840,"192.168.168.250","192.168.168.168",55125,443,49178
2147598840,"192.168.168.250","192.168.168.168",55125,443,49178
2147598836,"192.168.168.250","192.168.168.168",55121,443,49178
2147598839,"192.168.168.250","192.168.168.168",55124,443,49178
2147598838,"192.168.168.250","192.168.168.168",55123,443,49178
2147598838,"192.168.168.250","192.168.168.168",55123,443,49178
2147598837,"192.168.168.250","192.168.168.168",55122,443,49178
2147598837,"192.168.168.250","192.168.168.168",55122,443,49178
2147598836,"192.168.168.250","192.168.168.168",55121,443,49178
2147598836,"192.168.168.250","192.168.168.168",55121,443,49178
2147598835,"192.168.168.250","192.168.168.168",55120,443,49178
2147598835,"192.168.168.250","192.168.168.168",55120,443,49178
2147598835,"192.168.168.250","192.168.168.168",55120,443,49178
2147598834,"192.168.168.250","192.168.168.168",55119,443,49178
2147598834,"192.168.168.250","192.168.168.168",55119,443,49178
2147598834,"192.168.168.250","192.168.168.168",55119,443,49178
2147598832,"192.168.168.250","192.168.168.168",55118,443,49178
2147598831,"192.168.168.250","192.168.168.168",55117,443,49178
2147598829,"192.168.168.250","192.168.168.168",55115,443,49178
2147598833,"10.0.96.200","10.206.27.54",60439,8,49268
2147598833,"10.0.96.200","10.206.27.54",60439,8,49268
2147598832,"192.168.168.250","192.168.168.168",55118,443,49178
2147598832,"192.168.168.250","192.168.168.168",55118,443,49178
2147598831,"192.168.168.250","192.168.168.168",55117,443,49178
2147598831,"192.168.168.250","192.168.168.168",55117,443,49178
2147598830,"192.168.168.250","192.168.168.168",55116,443,49178
2147598828,"192.168.168.62","10.50.129.148",61416,53,49169
2147598828,"192.168.168.62","10.50.129.148",61416,53,49169
2147598827,"192.168.168.250","192.168.168.168",55114,443,49178
2147598830,"192.168.168.250","192.168.168.168",55116,443,49178
2147598826,"192.168.168.250","192.168.168.168",55113,443,49178
2147598830,"192.168.168.250","192.168.168.168",55116,443,49178
2147598829,"192.168.168.250","192.168.168.168",55115,443,49178
2147598829,"192.168.168.250","192.168.168.168",55115,443,49178
2147598827,"192.168.168.250","192.168.168.168",55114,443,49178
2147598827,"192.168.168.250","192.168.168.168",55114,443,49178
2147598826,"192.168.168.250","192.168.168.168",55113,443,49178
2147598826,"192.168.168.250","192.168.168.168",55113,443,49178
2147598825,"192.168.168.250","192.168.168.168",55112,443,49178
2147598823,"192.168.168.250","192.168.168.168",55110,443,49178
2147598824,"192.168.168.250","192.168.168.168",55111,443,49178
2147598822,"192.168.168.250","192.168.168.168",55109,443,49178
2147598825,"192.168.168.250","192.168.168.168",55112,443,49178
2147598825,"192.168.168.250","192.168.168.168",55112,443,49178
2147598824,"192.168.168.250","192.168.168.168",55111,443,49178
2147598824,"192.168.168.250","192.168.168.168",55111,443,49178
2147598821,"192.168.168.250","192.168.168.168",55108,443,49178
2147598823,"192.168.168.250","192.168.168.168",55110,443,49178
2147598811,"192.168.168.62","10.50.129.148",51749,53,49169
2147598820,"192.168.168.250","192.168.168.168",55107,443,49178
2147598823,"192.168.168.250","192.168.168.168",55110,443,49178
2147598822,"192.168.168.250","192.168.168.168",55109,443,49178
2147598822,"192.168.168.250","192.168.168.168",55109,443,49178
2147598821,"192.168.168.250","192.168.168.168",55108,443,49178
2147598821,"192.168.168.250","192.168.168.168",55108,443,49178
2147598820,"192.168.168.250","192.168.168.168",55107,443,49178
2147598820,"192.168.168.250","192.168.168.168",55107,443,49178
2147598819,"192.168.168.250","192.168.168.168",55106,443,49178
2147598819,"192.168.168.250","192.168.168.168",55106,443,49178
2147598819,"192.168.168.250","192.168.168.168",55106,443,49178
2147598818,"192.168.168.250","192.168.168.168",55105,443,49178
2147598818,"192.168.168.250","192.168.168.168",55105,443,49178
2147598818,"192.168.168.250","192.168.168.168",55105,443,49178
2147598817,"192.168.168.250","192.168.168.168",55104,443,49178
2147598815,"192.168.168.250","192.168.168.168",55102,443,49178
2147598817,"192.168.168.250","192.168.168.168",55104,443,49178
2147598817,"192.168.168.250","192.168.168.168",55104,443,49178
2147598816,"192.168.168.250","192.168.168.168",55103,443,49178
2147598814,"192.168.168.250","192.168.168.168",55101,443,49178
2147598816,"192.168.168.250","192.168.168.168",55103,443,49178
2147598816,"192.168.168.250","192.168.168.168",55103,443,49178
2147598813,"192.168.168.250","192.168.168.168",55100,443,49178
2147598815,"192.168.168.250","192.168.168.168",55102,443,49178
2147598812,"192.168.168.250","192.168.168.168",55099,443,49178
2147598815,"192.168.168.250","192.168.168.168",55102,443,49178
2147598814,"192.168.168.250","192.168.168.168",55101,443,49178
2147598814,"192.168.168.250","192.168.168.168",55101,443,49178
2147598813,"192.168.168.250","192.168.168.168",55100,443,49178
2147598813,"192.168.168.250","192.168.168.168",55100,443,49178
2147598812,"192.168.168.250","192.168.168.168",55099,443,49178
2147598812,"192.168.168.250","192.168.168.168",55099,443,49178
2147598810,"192.168.168.250","192.168.168.168",55098,443,49178
2147598807,"192.168.168.250","192.168.168.168",55096,443,49178
2147598809,"192.168.168.250","192.168.168.168",55097,443,49178
2147598806,"192.168.168.250","192.168.168.168",55095,443,49178
2147598811,"192.168.168.62","10.50.129.148",51749,53,49169
2147598811,"192.168.168.62","10.50.129.148",51749,53,49169
2147598810,"192.168.168.250","192.168.168.168",55098,443,49178
2147598804,"192.168.168.250","192.168.168.168",55093,443,49178
2147598789,"192.168.168.62","10.50.129.148",60828,53,49169
2147598810,"192.168.168.250","192.168.168.168",55098,443,49178
2147598809,"192.168.168.250","192.168.168.168",55097,443,49178
2147598809,"192.168.168.250","192.168.168.168",55097,443,49178
2147598808,"10.0.96.200","10.206.27.54",60439,8,49268
2147598808,"10.0.96.200","10.206.27.54",60439,8,49268
2147598807,"192.168.168.250","192.168.168.168",55096,443,49178
2147598807,"192.168.168.250","192.168.168.168",55096,443,49178
2147598806,"192.168.168.250","192.168.168.168",55095,443,49178
2147598806,"192.168.168.250","192.168.168.168",55095,443,49178
2147598805,"192.168.168.250","192.168.168.168",55094,443,49178
2147598805,"192.168.168.250","192.168.168.168",55094,443,49178
2147598805,"192.168.168.250","192.168.168.168",55094,443,49178
2147598804,"192.168.168.250","192.168.168.168",55093,443,49178
2147598804,"192.168.168.250","192.168.168.168",55093,443,49178
2147598803,"192.168.168.250","192.168.168.168",55092,443,49178
2147598803,"192.168.168.250","192.168.168.168",55092,443,49178
2147598803,"192.168.168.250","192.168.168.168",55092,443,49178
2147598802,"192.168.168.250","192.168.168.168",55091,443,49178
2147598802,"192.168.168.250","192.168.168.168",55091,443,49178
2147598802,"192.168.168.250","192.168.168.168",55091,443,49178
2147598801,"192.168.168.250","192.168.168.168",55090,443,49178
2147598799,"192.168.168.250","192.168.168.168",55088,443,49178
2147598801,"192.168.168.250","192.168.168.168",55090,443,49178
2147598801,"192.168.168.250","192.168.168.168",55090,443,49178
2147598800,"192.168.168.250","192.168.168.168",55089,443,49178
2147598798,"192.168.168.250","192.168.168.168",55087,443,49178
2147598800,"192.168.168.250","192.168.168.168",55089,443,49178
2147598800,"192.168.168.250","192.168.168.168",55089,443,49178
2147598797,"192.168.168.250","192.168.168.168",55086,443,49178
2147598796,"192.168.168.250","192.168.168.168",55085,443,49178
2147598799,"192.168.168.250","192.168.168.168",55088,443,49178
2147598781,"10.206.27.54","10.50.129.148",1024,53,49169
2147598799,"192.168.168.250","192.168.168.168",55088,443,49178
2147598798,"192.168.168.250","192.168.168.168",55087,443,49178
2147598798,"192.168.168.250","192.168.168.168",55087,443,49178
2147598797,"192.168.168.250","192.168.168.168",55086,443,49178
2147598797,"192.168.168.250","192.168.168.168",55086,443,49178
2147598796,"192.168.168.250","192.168.168.168",55085,443,49178
2147598796,"192.168.168.250","192.168.168.168",55085,443,49178
2147598795,"192.168.168.250","192.168.168.168",55084,443,49178
2147598793,"192.168.168.250","192.168.168.168",55082,443,49178
2147598794,"192.168.168.250","192.168.168.168",55083,443,49178
2147598792,"192.168.168.250","192.168.168.168",55081,443,49178
2147598793,"192.168.168.250","192.168.168.168",55082,443,49178
2147598793,"192.168.168.250","192.168.168.168",55082,443,49178
2147598795,"192.168.168.250","192.168.168.168",55084,443,49178
2147598795,"192.168.168.250","192.168.168.168",55084,443,49178
2147598794,"192.168.168.250","192.168.168.168",55083,443,49178
2147598794,"192.168.168.250","192.168.168.168",55083,443,49178
2147598792,"192.168.168.250","192.168.168.168",55081,443,49178
2147598792,"192.168.168.250","192.168.168.168",55081,443,49178
2147598790,"192.168.168.250","192.168.168.168",55079,443,49178
2147598791,"192.168.168.250","192.168.168.168",55080,443,49178
2147598791,"192.168.168.250","192.168.168.168",55080,443,49178
2147598791,"192.168.168.250","192.168.168.168",55080,443,49178
2147598790,"192.168.168.250","192.168.168.168",55079,443,49178
2147598790,"192.168.168.250","192.168.168.168",55079,443,49178
2147598789,"192.168.168.62","10.50.129.148",60828,53,49169
2147598789,"192.168.168.62","10.50.129.148",60828,53,49169
2147598788,"192.168.168.250","192.168.168.168",55078,443,49178
2147598788,"192.168.168.250","192.168.168.168",55078,443,49178
2147598788,"192.168.168.250","192.168.168.168",55078,443,49178
2147598787,"192.168.168.250","192.168.168.168",55077,443,49178
2147598787,"192.168.168.250","192.168.168.168",55077,443,49178
2147598787,"192.168.168.250","192.168.168.168",55077,443,49178
2147598785,"192.168.168.250","192.168.168.168",55076,443,49178
2147598784,"192.168.168.250","192.168.168.168",55075,443,49178
2147598769,"192.168.168.62","10.50.129.148",64987,53,49169
2147598782,"192.168.168.250","192.168.168.168",55073,443,49178
2147598786,"10.0.96.200","10.206.27.54",60439,8,49268
2147598786,"10.0.96.200","10.206.27.54",60439,8,49268
2147598783,"192.168.168.250","192.168.168.168",55074,443,49178
2147598785,"192.168.168.250","192.168.168.168",55076,443,49178
2147598785,"192.168.168.250","192.168.168.168",55076,443,49178
2147598784,"192.168.168.250","192.168.168.168",55075,443,49178
2147598784,"192.168.168.250","192.168.168.168",55075,443,49178
2147598780,"192.168.168.250","192.168.168.168",55072,443,49178
2147598783,"192.168.168.250","192.168.168.168",55074,443,49178
2147598779,"192.168.168.250","192.168.168.168",55071,443,49178
2147598781,"10.206.27.54","10.50.129.148",1024,53,49169
2147598781,"10.206.27.54","10.50.129.148",1024,53,49169
2147598783,"192.168.168.250","192.168.168.168",55074,443,49178
2147598782,"192.168.168.250","192.168.168.168",55073,443,49178
2147598782,"192.168.168.250","192.168.168.168",55073,443,49178
2147598780,"192.168.168.250","192.168.168.168",55072,443,49178
2147598780,"192.168.168.250","192.168.168.168",55072,443,49178
2147598779,"192.168.168.250","192.168.168.168",55071,443,49178
2147598779,"192.168.168.250","192.168.168.168",55071,443,49178
2147598778,"192.168.168.250","192.168.168.168",55070,443,49178
2147598776,"192.168.168.250","192.168.168.168",55068,443,49178
2147598777,"192.168.168.250","192.168.168.168",55069,443,49178
2147598775,"192.168.168.250","192.168.168.168",55067,443,49178
2147598762,"10.206.27.54","10.50.129.148",1024,53,49169
2147598778,"192.168.168.250","192.168.168.168",55070,443,49178
2147598778,"192.168.168.250","192.168.168.168",55070,443,49178
2147598777,"192.168.168.250","192.168.168.168",55069,443,49178
2147598777,"192.168.168.250","192.168.168.168",55069,443,49178
2147598774,"192.168.168.250","192.168.168.168",55066,443,49178
2147598776,"192.168.168.250","192.168.168.168",55068,443,49178
2147598773,"192.168.168.250","192.168.168.168",55065,443,49178
2147598776,"192.168.168.250","192.168.168.168",55068,443,49178
2147598775,"192.168.168.250","192.168.168.168",55067,443,49178
2147598775,"192.168.168.250","192.168.168.168",55067,443,49178
2147598774,"192.168.168.250","192.168.168.168",55066,443,49178
2147598774,"192.168.168.250","192.168.168.168",55066,443,49178
2147598773,"192.168.168.250","192.168.168.168",55065,443,49178
2147598773,"192.168.168.250","192.168.168.168",55065,443,49178
2147598771,"192.168.168.250","192.168.168.168",55064,443,49178
2147598771,"192.168.168.250","192.168.168.168",55064,443,49178
2147598771,"192.168.168.250","192.168.168.168",55064,443,49178
2147598770,"192.168.168.250","192.168.168.168",55063,443,49178
2147598770,"192.168.168.250","192.168.168.168",55063,443,49178
2147598770,"192.168.168.250","192.168.168.168",55063,443,49178
2147598772,"10.206.27.15","255.255.255.255",68,67,49168
2147598772,"10.206.27.15","255.255.255.255",68,67,49168
2147598768,"192.168.168.250","192.168.168.168",55062,443,49178
2147598767,"192.168.168.250","192.168.168.168",55061,443,49178
2147598765,"192.168.168.250","192.168.168.168",55059,443,49178
2147598769,"192.168.168.62","10.50.129.148",64987,53,49169
2147598769,"192.168.168.62","10.50.129.148",64987,53,49169
2147598768,"192.168.168.250","192.168.168.168",55062,443,49178
2147598768,"192.168.168.250","192.168.168.168",55062,443,49178
2147598767,"192.168.168.250","192.168.168.168",55061,443,49178
2147598767,"192.168.168.250","192.168.168.168",55061,443,49178
2147598766,"192.168.168.250","192.168.168.168",55060,443,49178
2147598764,"192.168.168.250","192.168.168.168",55058,443,49178
2147598766,"192.168.168.250","192.168.168.168",55060,443,49178
2147598763,"192.168.168.250","192.168.168.168",55057,443,49178
2147598748,"192.168.168.62","10.50.129.148",58925,53,49169
2147598766,"192.168.168.250","192.168.168.168",55060,443,49178
2147598765,"192.168.168.250","192.168.168.168",55059,443,49178
2147598765,"192.168.168.250","192.168.168.168",55059,443,49178
