IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Location,X,Y
030005832,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/01/2003,20:00,TENDERLOIN,NONE,200 Block of EDDY ST,-122.411525954402,37.7840337803519
030005848,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,01/02/2003,13:25,BAYVIEW,NONE,1300 Block of 18TH ST,-122.395862538949,37.7625864963559
030005876,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,01/02/2003,13:20,NORTHERN,"ARREST, BOOKED",0 Block of FRANKLIN ST,-122.420643501929,37.7746598394022
030205430,MISSING PERSON,FOUND PERSON,Tuesday,02/18/2003,15:00,BAYVIEW,NONE,6600 Block of 3RD ST,-122.397524452318,37.7188429813562
030205474,ASSAULT,BATTERY,Wednesday,02/19/2003,02:44,BAYVIEW,NONE,700 Block of MINNESOTA ST,-122.390531075267,37.7616363671406
030005901,NON-CRIMINAL,FOUND PROPERTY,Thursday,01/02/2003,14:00,SOUTHERN,NONE,500 Block of I-80,-122.386667032884,37.7898821562901
030005917,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,01/01/2003,16:00,TARAVAL,NONE,2200 Block of 22ND AV,-122.479036032881,37.7453944033558
030205496,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,02/19/2003,03:00,NORTHERN,"ARREST, BOOKED",POLK ST / HEMLOCK ST,-122.420021471054,37.7872807075879
030005945,MISSING PERSON,MISSING JUVENILE,Thursday,01/02/2003,13:40,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394419030733,37.7364325372839
030005945,MISSING PERSON,FOUND PERSON,Thursday,01/02/2003,13:40,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394419030733,37.7364325372839
030005951,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/02/2003,09:30,SOUTHERN,NONE,900 Block of HARRISON ST,-122.403000612862,37.7781661699057
030005967,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/02/2003,13:50,BAYVIEW,NONE,2200 Block of REVERE AV,-122.401726578956,37.7382669043944
030005973,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,01/02/2003,14:12,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITED NATIONS PZ,-122.415106241012,37.7796767206884
030005973,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,01/02/2003,14:12,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITED NATIONS PZ,-122.415106241012,37.7796767206884
030006006,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,01/02/2003,13:30,MISSION,NONE,22ND ST / MISSION ST,-122.418748733531,37.7554371875142
030006012,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,01/02/2003,14:10,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.410414429219,37.7832623684443
030006034,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,01/02/2003,14:35,INGLESIDE,"ARREST, CITED",ONONDAGA AV / MISSION ST,-122.437461502323,37.721165080774
030006056,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,01/02/2003,14:10,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.410120385828,37.7832742526736
030006062,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/01/2003,02:00,SOUTHERN,NONE,2ND ST / SOUTH PARK AV,-122.392845456831,37.78245706777
030006078,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,01/02/2003,14:30,SOUTHERN,"ARREST, BOOKED",BERRY ST / 6TH ST,-122.39780437226,37.7722714969775
030006078,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,01/02/2003,14:30,SOUTHERN,"ARREST, BOOKED",BERRY ST / 6TH ST,-122.39780437226,37.7722714969775
030006078,WARRANTS,WARRANT ARREST,Thursday,01/02/2003,14:30,SOUTHERN,"ARREST, BOOKED",BERRY ST / 6TH ST,-122.39780437226,37.7722714969775
030205496,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Wednesday,02/19/2003,03:00,NORTHERN,"ARREST, BOOKED",POLK ST / HEMLOCK ST,-122.420021471054,37.7872807075879
030205521,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,02/19/2003,02:54,BAYVIEW,NONE,1300 Block of EVANS AV,-122.383403065341,37.7401219513973
030006131,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,01/02/2003,14:55,MISSION,"ARREST, CITED",21ST ST / SOUTH VAN NESS AV,-122.416720982012,37.7571677817233
030205559,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,02/18/2003,18:00,TARAVAL,NONE,1500 Block of NORIEGA ST,-122.479812811101,37.7541248368827
030205640,LARCENY/THEFT,PETTY THEFT COIN OPERATED MACHINE,Tuesday,02/18/2003,07:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742963163,37.7752317022311
030006169,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,01/02/2003,15:00,MISSION,"ARREST, CITED",MARKET ST / 16TH ST,-122.433075152376,37.7641937790293
030006181,ASSAULT,BATTERY,Thursday,01/02/2003,14:40,BAYVIEW,NONE,1300 Block of REVERE AV,-122.385925391239,37.7293047218326
030205747,DISORDERLY CONDUCT,DISTURBING THE PEACE,Wednesday,02/19/2003,05:30,NORTHERN,NONE,1400 Block of PINE ST,-122.420184260098,37.7896926890163
030006272,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,01/02/2003,14:25,TENDERLOIN,NONE,300 Block of JONES ST,-122.412639838435,37.784357922594
030006307,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,01/02/2003,13:53,NORTHERN,"ARREST, BOOKED",STARR KING WY / OFARRELL ST,-122.42284079466,37.7845455354987
030006329,NON-CRIMINAL,LOST PROPERTY,Wednesday,01/01/2003,19:00,MISSION,NONE,22ND ST / MISSION ST,-122.418748733531,37.7554371875142
030006335,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/01/2003,16:00,SOUTHERN,NONE,5TH ST / BRANNAN ST,-122.398758596971,37.7765687697201
030205769,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Friday,01/17/2003,23:30,NORTHERN,NONE,GEARY ST / VAN NESS AV,-122.421395819122,37.7856843389243
030006379,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Thursday,01/02/2003,15:34,TARAVAL,"ARREST, BOOKED",200 Block of WINSTON DR,-122.477448646653,37.7269570628388
030006379,OTHER OFFENSES,RESISTING ARREST,Thursday,01/02/2003,15:34,TARAVAL,"ARREST, BOOKED",200 Block of WINSTON DR,-122.477448646653,37.7269570628388
030205775,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,02/16/2003,08:00,SOUTHERN,NONE,2ND ST / HOWARD ST,-122.398261647349,37.7867787588868
030205781,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,02/13/2003,11:30,SOUTHERN,NONE,4TH ST / HARRISON ST,-122.399617558789,37.7807906549838
030006404,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/01/2003,12:00,TARAVAL,NONE,1400 Block of 48TH AV,-122.508039089588,37.7593382456288
030006426,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,01/02/2003,14:55,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / JONES ST,-122.412224164743,37.78207293118
030006432,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,01/02/2003,15:20,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413211062186,37.7798849280927
030006448,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,01/02/2003,15:50,NORTHERN,NONE,BUCHANAN ST / GEARY BL,-122.429640669214,37.7847640706969
030006460,NON-CRIMINAL,LOST PROPERTY,Thursday,01/02/2003,12:00,SOUTHERN,NONE,3RD ST / MARKET ST,-122.403434086753,37.787643050157
030006498,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,01/02/2003,16:01,TENDERLOIN,"ARREST, CITED",100 Block of HYDE ST,-122.415552709031,37.7816629827664
030006501,ASSAULT,THREATS AGAINST LIFE,Wednesday,01/01/2003,23:00,SOUTHERN,NONE,500 Block of MINNA ST,-122.408992331165,37.779841271617
030006523,MISSING PERSON,MISSING ADULT,Thursday,01/02/2003,15:41,MISSION,LOCATED,1000 Block of POTRERO AV,-122.406656624552,37.7568256156491
030006539,NON-CRIMINAL,LOST PROPERTY,Thursday,01/02/2003,05:00,MISSION,NONE,1000 Block of POTRERO AV,-122.406656624552,37.7568256156491
030205797,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,02/19/2003,06:45,CENTRAL,NONE,0 Block of WASHINGTON ST,-122.396118354254,37.796491843573
030006573,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/01/2003,16:00,BAYVIEW,NONE,0 Block of BEATRICE LN,-122.381214118694,37.7314010316068
030006589,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Thursday,01/02/2003,16:07,MISSION,NONE,19TH ST / CAPP ST,-122.418120086498,37.7603012340443
030006620,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,01/02/2003,14:15,TENDERLOIN,NONE,0 Block of UNITED NATIONS PZ,-122.415106241012,37.7796767206884
030006642,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,01/02/2003,16:22,SOUTHERN,NONE,900 Block of HARRISON ST,-122.402645930259,37.7783525558012
030006664,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,01/03/2003,16:30,SOUTHERN,"ARREST, BOOKED",5TH ST / MARKET ST,-122.408068345155,37.7839916767932
030006670,WARRANTS,WARRANT ARREST,Thursday,01/02/2003,16:21,MISSION,"ARREST, BOOKED",4000 Block of 18TH ST,-122.434856444328,37.7609303837487
030007565,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,01/02/2003,17:14,NORTHERN,NONE,1400 Block of BUSH ST,-122.421690339904,37.788487505766
030007571,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Thursday,01/02/2003,20:37,MISSION,"ARREST, BOOKED",18TH ST / FOLSOM ST,-122.415000536794,37.7620990020726
030007571,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Thursday,01/02/2003,20:37,MISSION,"ARREST, BOOKED",18TH ST / FOLSOM ST,-122.415000536794,37.7620990020726
030007587,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,01/02/2003,20:41,SOUTHERN,"ARREST, CITED",400 Block of 4TH ST,-122.399106674607,37.7803331155954
030007606,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,01/02/2003,19:30,TARAVAL,"ARREST, CITED",1500 Block of SLOAT BL,-122.48924824281,37.7340692713175
030007612,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,01/02/2003,22:40,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285059,37.7844496612562
030205844,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,02/07/2003,11:00,MISSION,NONE,16TH ST / POTRERO AV,-122.407538332327,37.7657827544321
030007634,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,01/02/2003,23:00,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285059,37.7844496612562
030007640,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,01/02/2003,22:30,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285059,37.7844496612562
030007656,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,01/02/2003,23:35,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / HYDE ST,-122.416075285059,37.7844496612562
030007662,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,01/02/2003,23:30,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285059,37.7844496612562
030007678,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,01/02/2003,23:55,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285059,37.7844496612562
030007678,"SEX OFFENSES, FORCIBLE",ENGAGING IN LEWD ACT,Thursday,01/02/2003,23:55,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285059,37.7844496612562
030007684,ASSAULT,BATTERY,Thursday,01/02/2003,20:10,CENTRAL,NONE,800 Block of GEARY ST,-122.417716791845,37.7861821157666
030007690,MISSING PERSON,MISSING JUVENILE,Thursday,01/02/2003,12:00,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394419030733,37.7364325372839
030007703,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,01/02/2003,20:45,INGLESIDE,"ARREST, BOOKED",400 Block of NAPLES ST,-122.43071018135,37.7215674663275
030007703,WARRANTS,WARRANT ARREST,Thursday,01/02/2003,20:45,INGLESIDE,"ARREST, BOOKED",400 Block of NAPLES ST,-122.43071018135,37.7215674663275
030007719,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Thursday,01/02/2003,21:18,MISSION,"ARREST, BOOKED",24TH ST / MISSION ST,-122.418448186109,37.752239165267
030007719,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,01/02/2003,21:18,MISSION,"ARREST, BOOKED",24TH ST / MISSION ST,-122.418448186109,37.752239165267
030007725,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,01/02/2003,20:22,MISSION,NONE,17TH ST / MISSION ST,-122.419515708414,37.7634292328542
030007747,WARRANTS,WARRANT ARREST,Thursday,01/02/2003,20:55,BAYVIEW,"ARREST, BOOKED",7TH ST / DAGGETT ST,-122.395829607872,37.7671665615989
030205850,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,02/18/2003,18:00,CENTRAL,NONE,2400 Block of HYDE ST,-122.41994009472,37.8034016630169
030205866,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,02/18/2003,20:00,INGLESIDE,NONE,1000 Block of RUSSIA AV,-122.42894691746,37.7176951270786
030007769,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,01/02/2003,21:23,INGLESIDE,JUVENILE BOOKED,900 Block of ELLSWORTH ST,-122.418146762375,37.7328462077394
030007775,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,01/02/2003,21:32,BAYVIEW,"ARREST, BOOKED",100 Block of DAKOTA ST,-122.395054195531,37.7530739552329
030007781,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,01/02/2003,21:50,INGLESIDE,"ARREST, CITED",500 Block of 30TH ST,-122.432861976912,37.7418896567104
030007800,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,01/02/2003,21:19,SOUTHERN,"ARREST, CITED",100 Block of 12TH ST,-122.41785597786,37.7721762247699
030007800,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,01/02/2003,21:19,SOUTHERN,"ARREST, CITED",100 Block of 12TH ST,-122.41785597786,37.7721762247699
030007816,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,01/01/2003,06:30,SOUTHERN,NONE,700 Block of BRYANT ST,-122.401741929927,37.7766125844816
030007822,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,01/02/2003,15:00,MISSION,NONE,800 Block of GUERRERO ST,-122.423349775704,37.7573640951475
030007822,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,01/02/2003,15:00,MISSION,NONE,800 Block of GUERRERO ST,-122.423349775704,37.7573640951475
030205872,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,02/19/2003,08:37,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.419671780303,37.7650501214713
030205888,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,02/19/2003,07:46,RICHMOND,"ARREST, BOOKED",500 Block of JOHN F KENNEDY DR,-122.465827188116,37.7724970274598
030007844,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/02/2003,20:50,SOUTHERN,NONE,600 Block of HARRISON ST,-122.396584724835,37.7832360067036
030007866,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,01/02/2003,10:00,INGLESIDE,NONE,300 Block of MELROSE AV,-122.45099044127,37.7338345904265
030007872,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,01/02/2003,01:30,SOUTHERN,NONE,MARKET ST / GUERRERO ST,-122.424854040266,37.7707478792642
030007872,VEHICLE THEFT,"VEHICLE, RECOVERED, MOTORCYCLE",Thursday,01/02/2003,01:30,SOUTHERN,NONE,MARKET ST / GUERRERO ST,-122.424854040266,37.7707478792642
030007888,ASSAULT,THREATS AGAINST LIFE,Thursday,01/02/2003,21:30,NORTHERN,NONE,2500 Block of VAN NESS AV,-122.423995060483,37.7988111002549
030007894,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,01/02/2003,21:35,NORTHERN,NONE,MAGNOLIA ST / WEBSTER ST,-122.434510137039,37.8005614493613
030007907,WARRANTS,WARRANT ARREST,Friday,01/03/2003,22:16,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403675174069,37.7751775072045
030007913,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,01/02/2003,21:28,PARK,"ARREST, BOOKED",400 Block of STANYAN ST,-122.454416646218,37.7738144424117
030008450,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/03/2003,01:50,NORTHERN,"ARREST, CITED",HAYES ST / WEBSTER ST,-122.429556003908,37.7760439875753
030008466,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Friday,01/03/2003,01:04,MISSION,"ARREST, BOOKED",3700 Block of 24TH ST,-122.42634781801,37.7517355370202
030008488,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,01/03/2003,01:10,BAYVIEW,"ARREST, BOOKED",1600 Block of MC KINNON AV,-122.390374299379,37.736474983889
030008494,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Friday,01/03/2003,00:38,,"ARREST, BOOKED",UNKNOWN,0,0
030205894,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,02/14/2003,08:00,NORTHERN,NONE,1200 Block of SUTTER ST,-122.420866828301,37.7876963959106
030009038,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/03/2003,08:12,BAYVIEW,"ARREST, CITED",KEITH ST / YOSEMITE AV,-122.391671351484,37.7268510074406
030009044,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,01/03/2003,07:24,SOUTHERN,"ARREST, CITED",1600 Block of MARKET ST,-122.421722900849,37.7731631677622
030009050,WARRANTS,WARRANT ARREST,Friday,01/03/2003,07:30,MISSION,"ARREST, BOOKED",400 Block of CHURCH ST,-122.428544689323,37.7636668417161
030008529,ASSAULT,BATTERY,Friday,01/03/2003,02:15,SOUTHERN,NONE,0 Block of UNITED NATIONS PZ,-122.41496564215,37.7798171164758
030008535,OTHER OFFENSES,RECKLESS DRIVING,Friday,01/03/2003,02:09,SOUTHERN,"ARREST, BOOKED",5TH ST / BRYANT ST,-122.40030242152,37.777799229019
030008557,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,01/03/2003,02:15,NORTHERN,"ARREST, BOOKED",600 Block of OAK ST,-122.430437898144,37.7739871852789
030008557,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,01/03/2003,02:15,NORTHERN,"ARREST, BOOKED",600 Block of OAK ST,-122.430437898144,37.7739871852789
030008585,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/03/2003,02:41,INGLESIDE,"ARREST, CITED",SAN JOSE AV / RANDALL ST,-122.42414758897,37.7398702066413
030008591,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,01/03/2003,02:35,SOUTHERN,NONE,MARKET ST / 6TH ST,-122.410293519697,37.7822305869807
030008604,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,01/03/2003,01:00,SOUTHERN,NONE,6TH ST / MISSION ST,-122.408710606671,37.7809706721824
030008610,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/03/2003,03:00,,LOCATED,UNKNOWN,0,0
030008610,MISSING PERSON,MISSING JUVENILE,Friday,01/03/2003,03:00,,LOCATED,UNKNOWN,0,0
030008626,TRESPASS,TRESPASSING,Friday,01/03/2003,02:15,CENTRAL,"ARREST, BOOKED",200 Block of SACRAMENTO ST,-122.398669598459,37.7942878507525
030008626,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,01/03/2003,02:15,CENTRAL,"ARREST, BOOKED",200 Block of SACRAMENTO ST,-122.398669598459,37.7942878507525
030008648,WARRANTS,WARRANT ARREST,Friday,01/03/2003,02:54,NORTHERN,"ARREST, BOOKED",BUSH ST / VAN NESS AV,-122.421949487554,37.7884881520906
030008654,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/03/2003,03:23,NORTHERN,NONE,1100 Block of SUTTER ST,-122.418499150573,37.7879952064708
030008660,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Friday,01/03/2003,04:21,SOUTHERN,NONE,SOUTH VAN NESS AV / MARKET ST,-122.419257894821,37.775146291631
030008676,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/03/2003,03:53,,"ARREST, BOOKED",UNKNOWN,0,0
030008682,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,01/03/2003,03:30,TENDERLOIN,NONE,ELLIS ST / JONES ST,-122.412784096509,37.7848656939297
030008698,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,01/03/2003,03:35,TARAVAL,NONE,1300 Block of 9TH AV,-122.466224818056,37.762199930045
030008717,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/03/2003,05:03,NORTHERN,"ARREST, CITED",FRANKLIN ST / GOLDEN GATE AV,-122.422090267894,37.7808219708099
030008739,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,01/03/2003,04:52,BAYVIEW,JUVENILE BOOKED,PHELPS ST / CARROLL AV,-122.400834283039,37.7292114647679
030205907,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,02/18/2003,23:00,RICHMOND,NONE,SUTTER ST / BRODERICK ST,-122.441540269171,37.7850356913071
030205913,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/17/2003,21:00,MISSION,NONE,3900 Block of 26TH ST,-122.428613384017,37.7484394190446
030008751,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,01/03/2003,05:35,SOUTHERN,"ARREST, CITED",0 Block of 6TH ST,-122.410182241199,37.7821892717768
030205929,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,02/18/2003,18:00,RICHMOND,NONE,CLAY ST / PIERCE ST,-122.437496299815,37.7902911486598
030205935,OTHER OFFENSES,VIOLATION OF PARK CODE,Wednesday,02/19/2003,08:45,SOUTHERN,"ARREST, CITED",0 Block of UNITED NATIONS PZ,-122.41496564215,37.7798171164758
030008789,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,01/03/2003,07:05,SOUTHERN,"ARREST, CITED",100 Block of VALENCIA ST,-122.422487395331,37.7707130205187
030008789,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Friday,01/03/2003,07:05,SOUTHERN,"ARREST, CITED",100 Block of VALENCIA ST,-122.422487395331,37.7707130205187
030008789,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,01/03/2003,07:05,SOUTHERN,"ARREST, CITED",100 Block of VALENCIA ST,-122.422487395331,37.7707130205187
030008795,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/03/2003,06:30,NORTHERN,NONE,700 Block of POLK ST,-122.419161819828,37.7832091902089
030008808,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Friday,01/03/2003,07:02,,"ARREST, CITED",UNKNOWN,0,0
030205941,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,02/18/2003,18:00,TARAVAL,NONE,1800 Block of 27TH AV,-122.484951959102,37.7531339522745
030205957,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,02/07/2003,18:00,PARK,NONE,0 Block of LEVANT ST,-122.442188180378,37.7641155441716
030008836,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,01/03/2003,07:17,SOUTHERN,"ARREST, CITED",100 Block of MCCOPPIN ST,-122.423381715116,37.7716256160748
030008842,MISSING PERSON,MISSING ADULT,Thursday,01/02/2003,06:00,CENTRAL,NONE,0 Block of CADELL PL,-122.407989984528,37.8006831034129
030008842,MISSING PERSON,FOUND PERSON,Thursday,01/02/2003,06:00,CENTRAL,NONE,0 Block of CADELL PL,-122.407989984528,37.8006831034129
030008858,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,01/03/2003,07:33,SOUTHERN,"ARREST, CITED",1600 Block of MARKET ST,-122.421012020412,37.7737198554343
030205979,NON-CRIMINAL,LOST PROPERTY,Tuesday,02/18/2003,12:00,MISSION,NONE,CESAR CHAVEZ ST / POTRERO AV,-122.405096871924,37.7491100051018
030008870,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,01/03/2003,07:30,SOUTHERN,"ARREST, CITED",1600 Block of MARKET ST,-122.420972923095,37.7737503927461
030008892,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Friday,01/03/2003,07:30,SOUTHERN,"ARREST, CITED",1600 Block of MARKET ST,-122.42093472813,37.7737802286111
030008892,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,01/03/2003,07:30,SOUTHERN,"ARREST, CITED",1600 Block of MARKET ST,-122.42093472813,37.7737802286111
030011663,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/03/2003,20:05,CENTRAL,NONE,400 Block of BROADWAY ST,-122.405406799697,37.7980607517997
030011726,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/03/2003,17:40,MISSION,"ARREST, CITED",16TH ST / SOUTH VAN NESS AV,-122.417488323647,37.7651818039951
030205985,FRAUD,"FORGERY, CREDIT CARD",Tuesday,02/18/2003,15:00,RICHMOND,NONE,4100 Block of CLEMENT ST,-122.503635468007,37.7811813201237
030205991,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,02/12/2003,14:30,PARK,NONE,2100 Block of HAYES ST,-122.45208323673,37.7732072760056
030206018,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Wednesday,02/19/2003,08:41,TARAVAL,NONE,2300 Block of 21ST AV,-122.477952477971,37.7440155745621
