"bucket_name","bucket_owner","bytes_sent","error_code",eventtype,host,"http_status",index,key,linecount,"object_size",operation,punct,referrer,"remote_ip","request_id","request_time","request_uri",requester,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timestamp,"tmp_epochtime","total_time","turn_around_time","user_agent","version_id","_raw","_time"
"config-bucket-ap","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz",2,3822,"REST.PUT.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.67.60.148","56653509-4fc5-46fd-b21b-73417aa57a15","-","PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636039425,8022,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   config-bucket-ap   [-]   54.67.60.148    -   56653509-4fc5-46fd-b21b-73417aa57a15    REST.PUT.OBJECT    AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    3822  8022    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T15:23:45.000+0000"
"config-bucket-ap","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz",2,3822,"REST.PUT.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.67.60.148","56653509-4fc5-46fd-b21b-73417aa57a15","-","PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636039395,8022,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   config-bucket-ap   [-]   54.67.60.148    -   56653509-4fc5-46fd-b21b-73417aa57a15    REST.PUT.OBJECT    AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    3822  8022    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T15:23:15.000+0000"
"config-bucket-ap","-","-","-",,"eventgen-hod",200,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1210Z_arB90oqWBjJp31Xy.json.gz",2,1895,"REST.HEAD.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.211.107.21","dfebb4b9-fb09-4353-8671-819aa31a1c06","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1210Z_arB90oqWBjJp31Xy.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636039185,7299,"-","aws-sdk-ruby/1.63.0 ruby/1.9.2 x86_64-linux","-","-   config-bucket-ap   [-]   54.211.107.21    -   dfebb4b9-fb09-4353-8671-819aa31a1c06    REST.HEAD.OBJECT    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1210Z_arB90oqWBjJp31Xy.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1210Z_arB90oqWBjJp31Xy.json.gz HTTP/1.1""   200    -    -    1895  7299    -   ""-""   ""aws-sdk-ruby/1.63.0 ruby/1.9.2 x86_64-linux""    -
","2021-11-04T15:19:45.000+0000"
"config-bucket-ap","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz",2,525,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","54.229.32.227","f2563e3e-5388-47da-8a5d-0e6d8e84a5d6","-","PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636039066,6316,"-","aws-internal/3","-","-   config-bucket-ap   [-]   54.229.32.227    -   f2563e3e-5388-47da-8a5d-0e6d8e84a5d6    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    525  6316    -   ""-""   ""aws-internal/3""    -
","2021-11-04T15:17:46.000+0000"
"config-bucket-ap","-","-",PermanentRedirect,,"eventgen-hod",301,main,"AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1235Z_6JYEuXAV3Tfi4WV5.json.gz",2,2772,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","54.146.9.81","3f3b34d9-781a-4328-b4ce-6ce4dbddcadf","-","PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1235Z_6JYEuXAV3Tfi4WV5.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636039066,6257,"-","aws-sdk-ruby/1.63.0 ruby/1.9.2 x86_64-linux","-","-   config-bucket-ap   [-]   54.146.9.81    -   3f3b34d9-781a-4328-b4ce-6ce4dbddcadf    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1235Z_6JYEuXAV3Tfi4WV5.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1235Z_6JYEuXAV3Tfi4WV5.json.gz HTTP/1.1""   301    PermanentRedirect    -    2772  6257    -   ""-""   ""aws-sdk-ruby/1.63.0 ruby/1.9.2 x86_64-linux""    -
","2021-11-04T15:17:46.000+0000"
"jove-aws-billing","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1220Z_OVqqvtEjwwDAJOEP.json.gz",2,742,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","23.20.65.114","b30b0435-429a-462c-bf10-a1c14e523940","-","PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1220Z_OVqqvtEjwwDAJOEP.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636039005,5614,"-","Boto/2.38.0 Python/2.7.9 Linux/4.1.10-17.31.amzn1.x86_64","-","-   jove-aws-billing   [-]   23.20.65.114    -   b30b0435-429a-462c-bf10-a1c14e523940    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1220Z_OVqqvtEjwwDAJOEP.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1220Z_OVqqvtEjwwDAJOEP.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    742  5614    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/4.1.10-17.31.amzn1.x86_64""    -
","2021-11-04T15:16:45.000+0000"
"ta-cloudtrail-singapore","-","-","-",,"eventgen-hod",200,main,"AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1220Z_FPQvBRF5ndr5fuxQ.json.gz",2,2025,"REST.COPY.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.211.107.21","4582653c-576d-413d-93d9-4cb80bc60a9e","-","PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1220Z_FPQvBRF5ndr5fuxQ.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038975,5932,"-","Boto/2.38.0 Python/2.7.9 Linux/2.6.32-573.8.1.el6.x86_64","-","-   ta-cloudtrail-singapore   [-]   54.211.107.21    -   4582653c-576d-413d-93d9-4cb80bc60a9e    REST.COPY.OBJECT    AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1220Z_FPQvBRF5ndr5fuxQ.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1220Z_FPQvBRF5ndr5fuxQ.json.gz HTTP/1.1""   200    -    -    2025  5932    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/2.6.32-573.8.1.el6.x86_64""    -
","2021-11-04T15:16:15.000+0000"
"ta-cloudtrail-singapore","-",4934,RequestTimeTooSkewed,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1210Z_oQS7fyAZy1cMOXjc.json.gz",2,4934,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","54.229.81.168","b5ddbe60-1e6a-4d08-9452-1e77a566e84c","-","GET /ta-cloudtrail-singapore/AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1210Z_oQS7fyAZy1cMOXjc.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038915,1864,"-","Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic","-","-   ta-cloudtrail-singapore   [-]   54.229.81.168    -   b5ddbe60-1e6a-4d08-9452-1e77a566e84c    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1210Z_oQS7fyAZy1cMOXjc.json.gz   ""GET /ta-cloudtrail-singapore/AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1210Z_oQS7fyAZy1cMOXjc.json.gz HTTP/1.1""   403    RequestTimeTooSkewed    4934    4934  1864    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic""    -
","2021-11-04T15:15:15.000+0000"
"jove-aws-billing","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1220Z_ZPvGw3sBVVk8KYMV.json.gz",2,2146,"REST.GET.BUCKET","-___--___[-]___...____-___----____..____///--////-","-","52.53.217.189","e6ba2c72-e320-4420-8994-6d150471b39e","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1220Z_ZPvGw3sBVVk8KYMV.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038915,2043,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   jove-aws-billing   [-]   52.53.217.189    -   e6ba2c72-e320-4420-8994-6d150471b39e    REST.GET.BUCKET    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1220Z_ZPvGw3sBVVk8KYMV.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1220Z_ZPvGw3sBVVk8KYMV.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    2146  2043    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T15:15:15.000+0000"
"splunk-mobile","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1235Z_xDPvNcBOLPg0sli5.json.gz",2,5374,"REST.GET.ACL","-___-___[-]___...____-___----____..____///--////--","-","54.233.103.151","fc579596-673a-4868-8f97-f33fb02e5801","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1235Z_xDPvNcBOLPg0sli5.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038915,304,"-",AWSConfig,"-","-   splunk-mobile   [-]   54.233.103.151    -   fc579596-673a-4868-8f97-f33fb02e5801    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1235Z_xDPvNcBOLPg0sli5.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1235Z_xDPvNcBOLPg0sli5.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    5374  304    -   ""-""   ""AWSConfig""    -
","2021-11-04T15:15:15.000+0000"
"ta-cloudtrail-singapore","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1210Z_sFMWm1uez9YGTJHB.json.gz",2,1387,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","52.62.97.6","ea226e3a-c99f-4b0a-aa06-11dc899babfa","-","PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1210Z_sFMWm1uez9YGTJHB.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038795,9803,"-","Boto/2.38.0 Python/2.7.9 Linux/4.1.10-17.31.amzn1.x86_64","-","-   ta-cloudtrail-singapore   [-]   52.62.97.6    -   ea226e3a-c99f-4b0a-aa06-11dc899babfa    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1210Z_sFMWm1uez9YGTJHB.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1210Z_sFMWm1uez9YGTJHB.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    1387  9803    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/4.1.10-17.31.amzn1.x86_64""    -
","2021-11-04T15:13:15.000+0000"
"config-bucket-ap","-","-","-",,"eventgen-hod",200,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1210Z_arB90oqWBjJp31Xy.json.gz",2,1895,"REST.HEAD.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.211.107.21","dfebb4b9-fb09-4353-8671-819aa31a1c06","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1210Z_arB90oqWBjJp31Xy.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038795,7299,"-","aws-sdk-ruby/1.63.0 ruby/1.9.2 x86_64-linux","-","-   config-bucket-ap   [-]   54.211.107.21    -   dfebb4b9-fb09-4353-8671-819aa31a1c06    REST.HEAD.OBJECT    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1210Z_arB90oqWBjJp31Xy.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1210Z_arB90oqWBjJp31Xy.json.gz HTTP/1.1""   200    -    -    1895  7299    -   ""-""   ""aws-sdk-ruby/1.63.0 ruby/1.9.2 x86_64-linux""    -
","2021-11-04T15:13:15.000+0000"
"splunk-mobile","-","-","-",,"eventgen-hod",200,main,"AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1245Z_lXtHMsyDWpI8E6wm.json.gz",2,16350,"REST.HEAD.OBJECT","-___-___[-]___...____-___----____..____///--////--","-","54.93.218.213","4d9f00c1-a3db-4c68-882b-915554599f6e","-","HEAD /ta-cloudtrail-singapore/AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1245Z_lXtHMsyDWpI8E6wm.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038795,7148,"-","aws-internal/3","-","-   splunk-mobile   [-]   54.93.218.213    -   4d9f00c1-a3db-4c68-882b-915554599f6e    REST.HEAD.OBJECT    AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1245Z_lXtHMsyDWpI8E6wm.json.gz   ""HEAD /ta-cloudtrail-singapore/AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1245Z_lXtHMsyDWpI8E6wm.json.gz HTTP/1.1""   200    -    -    16350  7148    -   ""-""   ""aws-internal/3""    -
","2021-11-04T15:13:15.000+0000"
"jove-aws-billing","-","-",PermanentRedirect,,"eventgen-hod",301,main,"AWSLogs/063605715280/CloudTrail/ap-northeast-1/2016/01/28/063605715280_CloudTrail_ap-northeast-1_20160128T1210Z_Q6LCrZjk62bqm9RD.json.gz",2,1746,"REST.PUT.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.161.168.202","eb26708d-c24c-47c8-91d6-b0339e971770","-","PUT /AWSLogs/063605715280/CloudTrail/ap-northeast-1/2016/01/28/063605715280_CloudTrail_ap-northeast-1_20160128T1210Z_Q6LCrZjk62bqm9RD.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038705,2171,"-","Boto/2.38.0 Python/2.7.9 Linux/2.6.32-573.8.1.el6.x86_64","-","-   jove-aws-billing   [-]   54.161.168.202    -   eb26708d-c24c-47c8-91d6-b0339e971770    REST.PUT.OBJECT    AWSLogs/063605715280/CloudTrail/ap-northeast-1/2016/01/28/063605715280_CloudTrail_ap-northeast-1_20160128T1210Z_Q6LCrZjk62bqm9RD.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/ap-northeast-1/2016/01/28/063605715280_CloudTrail_ap-northeast-1_20160128T1210Z_Q6LCrZjk62bqm9RD.json.gz HTTP/1.1""   301    PermanentRedirect    -    1746  2171    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/2.6.32-573.8.1.el6.x86_64""    -
","2021-11-04T15:11:45.000+0000"
"splunk-mobile","-",243,PermanentRedirect,,"eventgen-hod",301,main,"AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1300Z_PKwljzbR1zGwwoGP.json.gz",2,1449,"REST.GET.ACL","-___-___[-]___...____-___----____..____///--////--","-","54.67.60.148","9351013d-6cf8-4cf4-98ad-14634fed8cbb","-","PUT /AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1300Z_PKwljzbR1zGwwoGP.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038646,3264,"-","Boto/2.38.0 Python/2.7.9 Darwin/15.3.0","-","-   splunk-mobile   [-]   54.67.60.148    -   9351013d-6cf8-4cf4-98ad-14634fed8cbb    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1300Z_PKwljzbR1zGwwoGP.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1300Z_PKwljzbR1zGwwoGP.json.gz HTTP/1.1""   301    PermanentRedirect    243    1449  3264    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Darwin/15.3.0""    -
","2021-11-04T15:10:46.000+0000"
"jove-aws-billing","-",243,NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1235Z_t2lQ1hxblZpIGlEy.json.gz",2,2891,"REST.GET.WEBSITE","-___--___[-]___...____-___----____..____///--////-","-","52.77.255.194","70129325-a6a1-4a77-8d8d-8d67350d277d","-","PUT /AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1235Z_t2lQ1hxblZpIGlEy.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038405,5842,"-","Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic","-","-   jove-aws-billing   [-]   52.77.255.194    -   70129325-a6a1-4a77-8d8d-8d67350d277d    REST.GET.WEBSITE    AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1235Z_t2lQ1hxblZpIGlEy.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1235Z_t2lQ1hxblZpIGlEy.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    243    2891  5842    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic""    -
","2021-11-04T15:06:45.000+0000"
"ta-cloudtrail-singapore","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz",2,525,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","184.72.153.114","9123acb9-58d2-4e69-abd1-0b4d901463cc","-","PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636038405,3195,"-","Boto/2.38.0 Python/2.7.9 Linux/2.6.32-573.8.1.el6.x86_64","-","-   ta-cloudtrail-singapore   [-]   184.72.153.114    -   9123acb9-58d2-4e69-abd1-0b4d901463cc    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    525  3195    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/2.6.32-573.8.1.el6.x86_64""    -
","2021-11-04T15:06:45.000+0000"
"splunk-mobile","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz",2,1624,"REST.GET.ACL","-___-___[-]___...____-___----____..____///--////--","-","54.93.109.123","44fee640-8cd3-45d3-a668-0859226f6274","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636037866,2434,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64","-","-   splunk-mobile   [-]   54.93.109.123    -   44fee640-8cd3-45d3-a668-0859226f6274    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    1624  2434    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64""    -
","2021-11-04T14:57:46.000+0000"
"config-bucket-ap","-","-",RequestTimeTooSkewed,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1255Z_thKBNxdBPOaQZu2R.json.gz",2,3625,"REST.HEAD.BUCKET","-___--___[-]___...____-___----____..____///--////-","-","52.77.255.194","18c260e8-3927-4e7d-82bf-f042aafa60c2","-","PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1255Z_thKBNxdBPOaQZu2R.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636037714,866,"-","Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic","-","-   config-bucket-ap   [-]   52.77.255.194    -   18c260e8-3927-4e7d-82bf-f042aafa60c2    REST.HEAD.BUCKET    AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1255Z_thKBNxdBPOaQZu2R.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1255Z_thKBNxdBPOaQZu2R.json.gz HTTP/1.1""   403    RequestTimeTooSkewed    -    3625  866    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic""    -
","2021-11-04T14:55:14.000+0000"
