ComplianceSummaryTimestamp,ComplianceType,"CompliantResourceCount.CapExceeded","CompliantResourceCount.CappedCount",ConfigRuleArn,ConfigRuleId,ConfigRuleInvokedTime,ConfigRuleName,ConfigRuleState,Description,"EvaluationResultIdentifier.EvaluationResultQualifier.ConfigRuleName","EvaluationResultIdentifier.EvaluationResultQualifier.ResourceId","EvaluationResultIdentifier.EvaluationResultQualifier.ResourceType","EvaluationResultIdentifier.OrderingTimestamp","NonCompliantResourceCount.CapExceeded","NonCompliantResourceCount.CappedCount",ResultRecordedTime,"Scope.ComplianceResourceTypes{}","Source.Owner","Source.SourceIdentifier","account_id","aws_account_id","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",description,enabled,eventtype,host,index,linecount,name,punct,region,source,sourcetype,"splunk_server","splunk_server_group","src_user",status,tag,"tag::eventtype",time,timeendpos,timestamp,timestartpos,"tmp_epochtime","user_id","_raw","_time"
,"NON_COMPLIANT",,,,,"2020-09-14 17:43:28.000000+08:00",,,,"cloudtrail-enabled","i-374160fb","AWS::EC2::Instance","2020-09-14 17:43:28.000000+08:00",,,"2020-09-14 17:43:28.000000+08:00",,,,063605715280,063605715280,17,14,43,september,28,monday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1600076608.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-14 17:43:28.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-374160fb"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-14 17:43:28.000000+08:00""}, ""ResultRecordedTime"":""2020-09-14 17:43:28.000000+08:00""}","2020-09-14T09:43:28.000+0000"
"2020-09-14 15:38:58.000000+08:00",,false,1,,,,"eip-attached",,,,,,,false,1,,,,,063605715280,063605715280,15,14,38,september,58,monday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"eip-attached","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600069138.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-14 15:38:58.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""eip-attached"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-14T07:38:58.000+0000"
"2020-09-14 14:19:35.000000+08:00",,false,1,,,,"cloudtrail-enabled",,,,,,,false,1,,,,,063605715280,063605715280,14,14,19,september,35,monday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"cloudtrail-enabled","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600064375.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-14 14:19:35.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""cloudtrail-enabled"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-14T06:19:35.000+0000"
"2020-09-14 14:04:08.000000+08:00",,false,1,,,,"encrypted-volumes",,,,,,,false,1,,,,,063605715280,063605715280,14,14,4,september,8,monday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"encrypted-volumes","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600063448.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-14 14:04:08.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""encrypted-volumes"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-14T06:04:08.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-14 13:53:57.000000+08:00",,,,"eip-attached","i-8cb9a446","AWS::EC2::Instance","2020-09-14 13:53:57.000000+08:00",,,"2020-09-14 13:53:57.000000+08:00",,,,063605715280,063605715280,13,14,53,september,57,monday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1600062837.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-14 13:53:57.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-8cb9a446"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""eip-attached""}, ""OrderingTimestamp"":""2020-09-14 13:53:57.000000+08:00""}, ""ResultRecordedTime"":""2020-09-14 13:53:57.000000+08:00""}","2020-09-14T05:53:57.000+0000"
"2020-09-14 12:00:18.000000+08:00",,false,1,,,,"encrypted-volumes",,,,,,,false,1,,,,,063605715280,063605715280,12,14,0,september,18,monday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"encrypted-volumes","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600056018.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-14 12:00:18.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""encrypted-volumes"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-14T04:00:18.000+0000"
"2020-09-14 11:06:32.000000+08:00",,false,1,,,,"eip-attached",,,,,,,false,1,,,,,063605715280,063605715280,11,14,6,september,32,monday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"eip-attached","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600052792.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-14 11:06:32.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""eip-attached"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-14T03:06:32.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-14 10:43:21.000000+08:00",,,,"cloudtrail-enabled","i-91b5c935","AWS::EC2::Instance","2020-09-14 10:43:21.000000+08:00",,,"2020-09-14 10:43:21.000000+08:00",,,,063605715280,063605715280,10,14,43,september,21,monday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1600051401.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-14 10:43:21.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-91b5c935"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-14 10:43:21.000000+08:00""}, ""ResultRecordedTime"":""2020-09-14 10:43:21.000000+08:00""}","2020-09-14T02:43:21.000+0000"
,COMPLIANT,,,,,"2020-09-14 09:56:41.000000+08:00",,,,"cloudtrail-enabled","i-af78040b","AWS::EC2::Instance","2020-09-14 09:56:41.000000+08:00",,,"2020-09-14 09:56:41.000000+08:00",,,,063605715280,063605715280,9,14,56,september,41,monday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1600048601.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-14 09:56:41.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-af78040b"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-14 09:56:41.000000+08:00""}, ""ResultRecordedTime"":""2020-09-14 09:56:41.000000+08:00""}","2020-09-14T01:56:41.000+0000"
,,,,"arn:aws:config:us-west-2:063605715280:config-rule/config-rule-legsks","config-rule-legsks",,"encrypted-volumes",ACTIVE,"Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume.",,,,,,,,"AWS::EC2::Instance",AWS,"ENCRYPTED_VOLUMES",063605715280,063605715280,,,,,,,,,"Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume.",1,"aws_config_rule_events","eventgen-hod",eventgen,1,"encrypted-volumes","{"""":_"":::--::-/--"",_"""":_""___________._;___________","us-west-2","063605715280:us-west-2:configRule","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,AWS,ACTIVE,"inventory
network
snapshot
user","inventory
network
snapshot
user",,,none,,1600048466,063605715280,"{""ConfigRuleArn"": ""arn:aws:config:us-west-2:063605715280:config-rule/config-rule-legsks"", ""Description"": ""Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume."", ""ConfigRuleName"": ""encrypted-volumes"", ""Source"": {""SourceIdentifier"": ""ENCRYPTED_VOLUMES"", ""Owner"": ""AWS""}, ""ConfigRuleId"": ""config-rule-legsks"", ""Scope"": {""ComplianceResourceTypes"": [""AWS::EC2::Instance""]}, ""ConfigRuleState"": ""ACTIVE""}","2020-09-14T01:54:26.000+0000"
,COMPLIANT,,,,,"2020-09-14 09:50:55.000000+08:00",,,,"cloudtrail-enabled","i-940013bc","AWS::EC2::Instance","2020-09-14 09:50:55.000000+08:00",,,"2020-09-14 09:50:55.000000+08:00",,,,063605715280,063605715280,9,14,50,september,55,monday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1600048255.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-14 09:50:55.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-940013bc"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-14 09:50:55.000000+08:00""}, ""ResultRecordedTime"":""2020-09-14 09:50:55.000000+08:00""}","2020-09-14T01:50:55.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-14 09:23:18.000000+08:00",,,,"eip-attached","i-65a49e4d","AWS::EC2::Instance","2020-09-14 09:23:18.000000+08:00",,,"2020-09-14 09:23:18.000000+08:00",,,,063605715280,063605715280,9,14,23,september,18,monday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1600046598.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-14 09:23:18.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-65a49e4d"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""eip-attached""}, ""OrderingTimestamp"":""2020-09-14 09:23:18.000000+08:00""}, ""ResultRecordedTime"":""2020-09-14 09:23:18.000000+08:00""}","2020-09-14T01:23:18.000+0000"
,,,,"arn:aws:config:us-west-2:063605715280:config-rule/config-rule-legsks","config-rule-legsks",,"encrypted-volumes",ACTIVE,"Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume.",,,,,,,,"AWS::EC2::Instance",AWS,"ENCRYPTED_VOLUMES",063605715280,063605715280,,,,,,,,,"Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume.",1,"aws_config_rule_events","eventgen-hod",eventgen,1,"encrypted-volumes","{"""":_"":::--::-/--"",_"""":_""___________._;___________","us-west-2","063605715280:us-west-2:configRule","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,AWS,ACTIVE,"inventory
network
snapshot
user","inventory
network
snapshot
user",,,none,,1600041258,063605715280,"{""ConfigRuleArn"": ""arn:aws:config:us-west-2:063605715280:config-rule/config-rule-legsks"", ""Description"": ""Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume."", ""ConfigRuleName"": ""encrypted-volumes"", ""Source"": {""SourceIdentifier"": ""ENCRYPTED_VOLUMES"", ""Owner"": ""AWS""}, ""ConfigRuleId"": ""config-rule-legsks"", ""Scope"": {""ComplianceResourceTypes"": [""AWS::EC2::Instance""]}, ""ConfigRuleState"": ""ACTIVE""}","2020-09-13T23:54:18.000+0000"
"2020-09-14 07:44:14.000000+08:00",,false,1,,,,"eip-attached",,,,,,,false,1,,,,,063605715280,063605715280,7,14,44,september,14,monday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"eip-attached","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600040654.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-14 07:44:14.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""eip-attached"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T23:44:14.000+0000"
