host,instance,"tmp_epochtime","win_storage_free","_time"
"win02.internal.tmi.com","C:",1624286100,"44.656505055215014","2021-06-21T14:35:00.000+0000"
"win01.internal.tmi.com","C:",1624286160,"41.02837429830667","2021-06-21T14:36:00.000+0000"
"win02.internal.tmi.com","C:",1624286340,"39.11976956931188","2021-06-21T14:39:00.000+0000"
"win02.internal.tmi.com","C:",1624286580,"38.26777405117167","2021-06-21T14:43:00.000+0000"
"win01.internal.tmi.com","C:",1624286640,"36.54758880848063","2021-06-21T14:44:00.000+0000"
"win02.internal.tmi.com","C:",1624286880,"44.708908265097705","2021-06-21T14:48:00.000+0000"
"win01.internal.tmi.com","C:",1624286940,"40.061072377899215","2021-06-21T14:49:00.000+0000"
"win02.internal.tmi.com","C:",1624287000,"41.58372158433688","2021-06-21T14:50:00.000+0000"
"win01.internal.tmi.com","C:",1624287180,"37.756386727481555","2021-06-21T14:53:00.000+0000"
"win01.internal.tmi.com","C:",1624287360,"36.36403144303068","2021-06-21T14:56:00.000+0000"
"win02.internal.tmi.com","C:",1624287360,"36.468469491897636","2021-06-21T14:56:00.000+0000"
"win01.internal.tmi.com","C:",1624287540,"35.51839999771522","2021-06-21T14:59:00.000+0000"
"win02.internal.tmi.com","C:",1624287840,"42.37822964830056","2021-06-21T15:04:00.000+0000"
"win02.internal.tmi.com","C:",1624287960,"41.041168871802824","2021-06-21T15:06:00.000+0000"
"win01.internal.tmi.com","C:",1624288080,"38.88564863129899","2021-06-21T15:08:00.000+0000"
"win01.internal.tmi.com","C:",1624288200,"37.40563641485005","2021-06-21T15:10:00.000+0000"
"win02.internal.tmi.com","C:",1624288200,"37.927305685589445","2021-06-21T15:10:00.000+0000"
"win02.internal.tmi.com","C:",1624288440,"36.858026638697254","2021-06-21T15:14:00.000+0000"
"win01.internal.tmi.com","C:",1624288740,"38.014287569791804","2021-06-21T15:19:00.000+0000"
"win01.internal.tmi.com","C:",1624288920,"43.693094828120714","2021-06-21T15:22:00.000+0000"
"win02.internal.tmi.com","C:",1624288920,"36.72136625716843","2021-06-21T15:22:00.000+0000"
"win01.internal.tmi.com","C:",1624289100,"41.226880742055876","2021-06-21T15:25:00.000+0000"
"win02.internal.tmi.com","C:",1624289160,"42.797305339599404","2021-06-21T15:26:00.000+0000"
"win01.internal.tmi.com","C:",1624289460,"41.09760169510624","2021-06-21T15:31:00.000+0000"
"win02.internal.tmi.com","C:",1624289460,"43.175155995458994","2021-06-21T15:31:00.000+0000"
"win01.internal.tmi.com","C:",1624289580,"44.417223190822746","2021-06-21T15:33:00.000+0000"
"win02.internal.tmi.com","C:",1624289820,"36.114519927671225","2021-06-21T15:37:00.000+0000"
"win02.internal.tmi.com","C:",1624289940,"41.199399070766056","2021-06-21T15:39:00.000+0000"
"win01.internal.tmi.com","C:",1624290000,"37.70891632898983","2021-06-21T15:40:00.000+0000"
"win01.internal.tmi.com","C:",1624290300,"35.15285632972385","2021-06-21T15:45:00.000+0000"
"win02.internal.tmi.com","C:",1624290480,"35.94932621367689","2021-06-21T15:48:00.000+0000"
"win02.internal.tmi.com","C:",1624290600,"35.42696249136218","2021-06-21T15:50:00.000+0000"
"win01.internal.tmi.com","C:",1624290720,"42.31796622707217","2021-06-21T15:52:00.000+0000"
"win02.internal.tmi.com","C:",1624290900,"36.71769769991201","2021-06-21T15:55:00.000+0000"
"win01.internal.tmi.com","C:",1624291020,"39.450139770094566","2021-06-21T15:57:00.000+0000"
"win01.internal.tmi.com","C:",1624291080,"39.89779153284901","2021-06-21T15:58:00.000+0000"
"win02.internal.tmi.com","C:",1624291200,"44.19778368155042","2021-06-21T16:00:00.000+0000"
"win02.internal.tmi.com","C:",1624291380,"40.63571506161239","2021-06-21T16:03:00.000+0000"
"win01.internal.tmi.com","C:",1624291620,"41.9104905094695","2021-06-21T16:07:00.000+0000"
"win01.internal.tmi.com","C:",1624291740,"39.17220351411688","2021-06-21T16:09:00.000+0000"
"win02.internal.tmi.com","C:",1624291860,"37.43820989078554","2021-06-21T16:11:00.000+0000"
"win02.internal.tmi.com","C:",1624292040,"43.06304659331826","2021-06-21T16:14:00.000+0000"
"win01.internal.tmi.com","C:",1624292100,"37.24087020029983","2021-06-21T16:15:00.000+0000"
"win02.internal.tmi.com","C:",1624292280,"43.65843868262802","2021-06-21T16:18:00.000+0000"
"win01.internal.tmi.com","C:",1624292340,"43.817562075211264","2021-06-21T16:19:00.000+0000"
"win02.internal.tmi.com","C:",1624292580,"36.21387049833196","2021-06-21T16:23:00.000+0000"
"win01.internal.tmi.com","C:",1624292760,"43.80194027205596","2021-06-21T16:26:00.000+0000"
"win02.internal.tmi.com","C:",1624292940,"45.080169669984684","2021-06-21T16:29:00.000+0000"
"win01.internal.tmi.com","C:",1624293060,"41.5466276277137","2021-06-21T16:31:00.000+0000"
"win01.internal.tmi.com","C:",1624293120,"43.50635682495801","2021-06-21T16:32:00.000+0000"
"win02.internal.tmi.com","C:",1624293180,"41.21281442660614","2021-06-21T16:33:00.000+0000"
"win01.internal.tmi.com","C:",1624293420,"38.45941822599173","2021-06-21T16:37:00.000+0000"
"win02.internal.tmi.com","C:",1624293420,"35.425305089554534","2021-06-21T16:37:00.000+0000"
"win01.internal.tmi.com","C:",1624293900,"36.67811079048976","2021-06-21T16:45:00.000+0000"
"win02.internal.tmi.com","C:",1624293900,"43.6926975742997","2021-06-21T16:45:00.000+0000"
"win02.internal.tmi.com","C:",1624294080,"42.18854681473413","2021-06-21T16:48:00.000+0000"
"win01.internal.tmi.com","C:",1624294260,"40.37425817119493","2021-06-21T16:51:00.000+0000"
"win01.internal.tmi.com","C:",1624294320,"39.56498388846033","2021-06-21T16:52:00.000+0000"
"win02.internal.tmi.com","C:",1624294380,"40.56951679908249","2021-06-21T16:53:00.000+0000"
"win02.internal.tmi.com","C:",1624294560,"43.16588964675253","2021-06-21T16:56:00.000+0000"
"win01.internal.tmi.com","C:",1624294800,"40.19733369629286","2021-06-21T17:00:00.000+0000"
"win02.internal.tmi.com","C:",1624295040,"38.95561560487349","2021-06-21T17:04:00.000+0000"
"win01.internal.tmi.com","C:",1624295160,"38.668504502731636","2021-06-21T17:06:00.000+0000"
"win02.internal.tmi.com","C:",1624295160,"35.59339048965806","2021-06-21T17:06:00.000+0000"
"win01.internal.tmi.com","C:",1624295280,"35.9303323439806","2021-06-21T17:08:00.000+0000"
"win01.internal.tmi.com","C:",1624295580,"36.4060402529847","2021-06-21T17:13:00.000+0000"
"win02.internal.tmi.com","C:",1624295640,"37.29422358593434","2021-06-21T17:14:00.000+0000"
"win01.internal.tmi.com","C:",1624295880,"37.51104389193332","2021-06-21T17:18:00.000+0000"
"win02.internal.tmi.com","C:",1624295880,"40.182375295807724","2021-06-21T17:18:00.000+0000"
"win01.internal.tmi.com","C:",1624296120,"42.21207869693036","2021-06-21T17:22:00.000+0000"
"win02.internal.tmi.com","C:",1624296120,"35.62436716430082","2021-06-21T17:22:00.000+0000"
"win01.internal.tmi.com","C:",1624296480,"40.505982274256034","2021-06-21T17:28:00.000+0000"
"win02.internal.tmi.com","C:",1624296480,"38.161513138305125","2021-06-21T17:28:00.000+0000"
"win02.internal.tmi.com","C:",1624296660,"44.57420982804861","2021-06-21T17:31:00.000+0000"
"win01.internal.tmi.com","C:",1624296780,"43.96792997203114","2021-06-21T17:33:00.000+0000"
"win01.internal.tmi.com","C:",1624296900,"45.09267313566483","2021-06-21T17:35:00.000+0000"
"win02.internal.tmi.com","C:",1624297020,"42.65732090593556","2021-06-21T17:37:00.000+0000"
"win02.internal.tmi.com","C:",1624297200,"36.964967004526876","2021-06-21T17:40:00.000+0000"
"win01.internal.tmi.com","C:",1624297320,"35.84349990987096","2021-06-21T17:42:00.000+0000"
"win01.internal.tmi.com","C:",1624297620,"38.44064657939417","2021-06-21T17:47:00.000+0000"
"win02.internal.tmi.com","C:",1624297680,"44.17680312822019","2021-06-21T17:48:00.000+0000"
"win01.internal.tmi.com","C:",1624297860,"35.99830333640597","2021-06-21T17:51:00.000+0000"
"win02.internal.tmi.com","C:",1624297920,"35.77419270521257","2021-06-21T17:52:00.000+0000"
"win02.internal.tmi.com","C:",1624298100,"43.887100108808106","2021-06-21T17:55:00.000+0000"
"win01.internal.tmi.com","C:",1624298280,"39.04604030343513","2021-06-21T17:58:00.000+0000"
"win01.internal.tmi.com","C:",1624298400,"42.3781871205841","2021-06-21T18:00:00.000+0000"
"win02.internal.tmi.com","C:",1624298520,"41.721206623944276","2021-06-21T18:02:00.000+0000"
"win01.internal.tmi.com","C:",1624298820,"38.60793639373083","2021-06-21T18:07:00.000+0000"
"win02.internal.tmi.com","C:",1624298820,"38.01241005839034","2021-06-21T18:07:00.000+0000"
"win02.internal.tmi.com","C:",1624298940,"44.472312517292856","2021-06-21T18:09:00.000+0000"
"win01.internal.tmi.com","C:",1624299000,"41.07763248850913","2021-06-21T18:10:00.000+0000"
"win02.internal.tmi.com","C:",1624299360,"39.508898545372105","2021-06-21T18:16:00.000+0000"
"win01.internal.tmi.com","C:",1624299480,"40.60858134613787","2021-06-21T18:18:00.000+0000"
"win02.internal.tmi.com","C:",1624299540,"45.05252750242038","2021-06-21T18:19:00.000+0000"
"win01.internal.tmi.com","C:",1624299600,"39.44678220681446","2021-06-21T18:20:00.000+0000"
"win02.internal.tmi.com","C:",1624300020,"38.46073853286595","2021-06-21T18:27:00.000+0000"
"win01.internal.tmi.com","C:",1624300080,"38.415068750566284","2021-06-21T18:28:00.000+0000"
"win01.internal.tmi.com","C:",1624300140,"40.491128985685776","2021-06-21T18:29:00.000+0000"
"win02.internal.tmi.com","C:",1624300380,"35.392715996191804","2021-06-21T18:33:00.000+0000"
"win01.internal.tmi.com","C:",1624300440,"41.04520639701405","2021-06-21T18:34:00.000+0000"
"win01.internal.tmi.com","C:",1624300680,"45.061093043048025","2021-06-21T18:38:00.000+0000"
"win02.internal.tmi.com","C:",1624300680,"45.07478087498725","2021-06-21T18:38:00.000+0000"
"win02.internal.tmi.com","C:",1624300800,"42.843855523325786","2021-06-21T18:40:00.000+0000"
"win01.internal.tmi.com","C:",1624301040,"38.35764795769502","2021-06-21T18:44:00.000+0000"
"win02.internal.tmi.com","C:",1624301160,"42.649116838261136","2021-06-21T18:46:00.000+0000"
"win01.internal.tmi.com","C:",1624301460,"36.67652489068763","2021-06-21T18:51:00.000+0000"
"win02.internal.tmi.com","C:",1624301460,"35.6811000489631","2021-06-21T18:51:00.000+0000"
"win02.internal.tmi.com","C:",1624301580,"37.93115364421011","2021-06-21T18:53:00.000+0000"
"win01.internal.tmi.com","C:",1624301820,"44.79486130815204","2021-06-21T18:57:00.000+0000"
"win02.internal.tmi.com","C:",1624301880,"35.134819989696176","2021-06-21T18:58:00.000+0000"
"win01.internal.tmi.com","C:",1624302060,"35.68453337653169","2021-06-21T19:01:00.000+0000"
"win01.internal.tmi.com","C:",1624302420,"39.63661646918466","2021-06-21T19:07:00.000+0000"
"win02.internal.tmi.com","C:",1624302420,"35.346577896286064","2021-06-21T19:07:00.000+0000"
"win01.internal.tmi.com","C:",1624302480,"43.47432272594607","2021-06-21T19:08:00.000+0000"
"win02.internal.tmi.com","C:",1624302540,"38.067677079749366","2021-06-21T19:09:00.000+0000"
"win01.internal.tmi.com","C:",1624302720,"35.041792472392366","2021-06-21T19:12:00.000+0000"
"win02.internal.tmi.com","C:",1624302900,"45.070266854359275","2021-06-21T19:15:00.000+0000"
"win01.internal.tmi.com","C:",1624303200,"41.98710601410513","2021-06-21T19:20:00.000+0000"
"win02.internal.tmi.com","C:",1624303200,"44.48229325442291","2021-06-21T19:20:00.000+0000"
"win01.internal.tmi.com","C:",1624303320,"36.463041614564155","2021-06-21T19:22:00.000+0000"
"win02.internal.tmi.com","C:",1624303500,"42.32331283301933","2021-06-21T19:25:00.000+0000"
"win02.internal.tmi.com","C:",1624303680,"35.89318821172946","2021-06-21T19:28:00.000+0000"
"win01.internal.tmi.com","C:",1624303860,"44.383563306483325","2021-06-21T19:31:00.000+0000"
"win01.internal.tmi.com","C:",1624303920,"40.242835188102234","2021-06-21T19:32:00.000+0000"
"win02.internal.tmi.com","C:",1624304160,"41.06399303581693","2021-06-21T19:36:00.000+0000"
"win01.internal.tmi.com","C:",1624304400,"42.76035334452233","2021-06-21T19:40:00.000+0000"
"win02.internal.tmi.com","C:",1624304460,"40.42441639492874","2021-06-21T19:41:00.000+0000"
"win01.internal.tmi.com","C:",1624304700,"39.20533476128517","2021-06-21T19:45:00.000+0000"
"win01.internal.tmi.com","C:",1624305000,"36.84127637805806","2021-06-21T19:50:00.000+0000"
"win02.internal.tmi.com","C:",1624305000,"35.87030528295447","2021-06-21T19:50:00.000+0000"
"win02.internal.tmi.com","C:",1624305060,"42.04269407794592","2021-06-21T19:51:00.000+0000"
"win01.internal.tmi.com","C:",1624305360,"35.174450435740916","2021-06-21T19:56:00.000+0000"
"win01.internal.tmi.com","C:",1624305420,"38.53305822884565","2021-06-21T19:57:00.000+0000"
"win02.internal.tmi.com","C:",1624305420,"44.245800750872974","2021-06-21T19:57:00.000+0000"
"win01.internal.tmi.com","C:",1624305900,"38.63885798004649","2021-06-21T20:05:00.000+0000"
"win02.internal.tmi.com","C:",1624305900,"39.13662873139412","2021-06-21T20:05:00.000+0000"
"win01.internal.tmi.com","C:",1624306020,"37.22290517772991","2021-06-21T20:07:00.000+0000"
"win02.internal.tmi.com","C:",1624306200,"43.812391310163434","2021-06-21T20:10:00.000+0000"
"win01.internal.tmi.com","C:",1624306380,"41.20033614861782","2021-06-21T20:13:00.000+0000"
"win02.internal.tmi.com","C:",1624306500,"35.14966919972296","2021-06-21T20:15:00.000+0000"
"win01.internal.tmi.com","C:",1624306680,"37.54910987475361","2021-06-21T20:18:00.000+0000"
"win02.internal.tmi.com","C:",1624306800,"42.958479551392024","2021-06-21T20:20:00.000+0000"
"win01.internal.tmi.com","C:",1624306860,"36.91053485881734","2021-06-21T20:21:00.000+0000"
"win02.internal.tmi.com","C:",1624306920,"43.331325805273885","2021-06-21T20:22:00.000+0000"
"win01.internal.tmi.com","C:",1624307160,"36.108494159502406","2021-06-21T20:26:00.000+0000"
"win02.internal.tmi.com","C:",1624307220,"38.069398760374334","2021-06-21T20:27:00.000+0000"
"win02.internal.tmi.com","C:",1624307460,"35.40050859985559","2021-06-21T20:31:00.000+0000"
"win01.internal.tmi.com","C:",1624307520,"42.70846391401113","2021-06-21T20:32:00.000+0000"
"win02.internal.tmi.com","C:",1624307700,"43.462993299807664","2021-06-21T20:35:00.000+0000"
"win01.internal.tmi.com","C:",1624307820,"40.06334453324866","2021-06-21T20:37:00.000+0000"
"win01.internal.tmi.com","C:",1624308060,"38.24207990085725","2021-06-21T20:41:00.000+0000"
"win02.internal.tmi.com","C:",1624308240,"39.14667843874473","2021-06-21T20:44:00.000+0000"
"win01.internal.tmi.com","C:",1624308360,"42.75866558699458","2021-06-21T20:46:00.000+0000"
"win02.internal.tmi.com","C:",1624308360,"40.18138217075199","2021-06-21T20:46:00.000+0000"
"win02.internal.tmi.com","C:",1624308720,"42.31293494850361","2021-06-21T20:52:00.000+0000"
"win01.internal.tmi.com","C:",1624308780,"39.4816287126245","2021-06-21T20:53:00.000+0000"
"win01.internal.tmi.com","C:",1624309080,"35.86383924799016","2021-06-21T20:58:00.000+0000"
"win02.internal.tmi.com","C:",1624309080,"38.8363466199948","2021-06-21T20:58:00.000+0000"
"win01.internal.tmi.com","C:",1624309200,"36.69311882872018","2021-06-21T21:00:00.000+0000"
"win02.internal.tmi.com","C:",1624309380,"41.882514101812","2021-06-21T21:03:00.000+0000"
"win02.internal.tmi.com","C:",1624309560,"40.90962959992212","2021-06-21T21:06:00.000+0000"
"win01.internal.tmi.com","C:",1624309620,"40.11547340563807","2021-06-21T21:07:00.000+0000"
"win01.internal.tmi.com","C:",1624309800,"41.03913317985284","2021-06-21T21:10:00.000+0000"
"win02.internal.tmi.com","C:",1624309860,"40.244546492908725","2021-06-21T21:11:00.000+0000"
"win01.internal.tmi.com","C:",1624310040,"42.395946787670724","2021-06-21T21:14:00.000+0000"
"win02.internal.tmi.com","C:",1624310040,"35.43180741455505","2021-06-21T21:14:00.000+0000"
"win02.internal.tmi.com","C:",1624310400,"39.93773569346348","2021-06-21T21:20:00.000+0000"
"win01.internal.tmi.com","C:",1624310520,"35.67465334639376","2021-06-21T21:22:00.000+0000"
"win02.internal.tmi.com","C:",1624310760,"43.25078573397815","2021-06-21T21:26:00.000+0000"
"win01.internal.tmi.com","C:",1624310880,"44.283001703944905","2021-06-21T21:28:00.000+0000"
"win02.internal.tmi.com","C:",1624310880,"40.42408288759017","2021-06-21T21:28:00.000+0000"
"win01.internal.tmi.com","C:",1624311060,"45.09846327230379","2021-06-21T21:31:00.000+0000"
"win02.internal.tmi.com","C:",1624311240,"35.85840751882977","2021-06-21T21:34:00.000+0000"
"win01.internal.tmi.com","C:",1624311420,"41.016308701431754","2021-06-21T21:37:00.000+0000"
"win01.internal.tmi.com","C:",1624311480,"43.18362581623394","2021-06-21T21:38:00.000+0000"
"win02.internal.tmi.com","C:",1624311480,"41.50548908234865","2021-06-21T21:38:00.000+0000"
"win01.internal.tmi.com","C:",1624311900,"37.85706449306839","2021-06-21T21:45:00.000+0000"
"win02.internal.tmi.com","C:",1624312020,"40.59785342376415","2021-06-21T21:47:00.000+0000"
"win01.internal.tmi.com","C:",1624312080,"44.362791749730846","2021-06-21T21:48:00.000+0000"
"win02.internal.tmi.com","C:",1624312320,"38.562203276841174","2021-06-21T21:52:00.000+0000"
"win02.internal.tmi.com","C:",1624312440,"44.01031475932518","2021-06-21T21:54:00.000+0000"
"win01.internal.tmi.com","C:",1624312500,"37.163695322787056","2021-06-21T21:55:00.000+0000"
"win01.internal.tmi.com","C:",1624312680,"42.83026728815208","2021-06-21T21:58:00.000+0000"
"win02.internal.tmi.com","C:",1624312860,"37.30057461240981","2021-06-21T22:01:00.000+0000"
"win02.internal.tmi.com","C:",1624312980,"41.97402489453709","2021-06-21T22:03:00.000+0000"
"win01.internal.tmi.com","C:",1624313100,"39.69986076958025","2021-06-21T22:05:00.000+0000"
"win01.internal.tmi.com","C:",1624313280,"39.602381667005275","2021-06-21T22:08:00.000+0000"
"win02.internal.tmi.com","C:",1624313280,"41.992798351806414","2021-06-21T22:08:00.000+0000"
"win01.internal.tmi.com","C:",1624313580,"35.669084213822025","2021-06-21T22:13:00.000+0000"
"win02.internal.tmi.com","C:",1624313640,"39.74550145672028","2021-06-21T22:14:00.000+0000"
"win02.internal.tmi.com","C:",1624313880,"42.83908855352202","2021-06-21T22:18:00.000+0000"
"win01.internal.tmi.com","C:",1624314000,"38.83425941701277","2021-06-21T22:20:00.000+0000"
"win01.internal.tmi.com","C:",1624314180,"40.45518235615187","2021-06-21T22:23:00.000+0000"
"win02.internal.tmi.com","C:",1624314180,"43.310539650242816","2021-06-21T22:23:00.000+0000"
"win01.internal.tmi.com","C:",1624314420,"42.373649694088925","2021-06-21T22:27:00.000+0000"
"win02.internal.tmi.com","C:",1624314420,"39.51363195742544","2021-06-21T22:27:00.000+0000"
"win02.internal.tmi.com","C:",1624314720,"35.22126832287718","2021-06-21T22:32:00.000+0000"
"win01.internal.tmi.com","C:",1624314780,"36.06269999541179","2021-06-21T22:33:00.000+0000"
"win01.internal.tmi.com","C:",1624315080,"37.30410631425147","2021-06-21T22:38:00.000+0000"
"win02.internal.tmi.com","C:",1624315140,"39.9821420840181","2021-06-21T22:39:00.000+0000"
"win02.internal.tmi.com","C:",1624315380,"40.785407609636","2021-06-21T22:43:00.000+0000"
"win01.internal.tmi.com","C:",1624315500,"37.46777283353819","2021-06-21T22:45:00.000+0000"
"win01.internal.tmi.com","C:",1624315740,"41.55354390589582","2021-06-21T22:49:00.000+0000"
"win02.internal.tmi.com","C:",1624315740,"42.193590621950264","2021-06-21T22:49:00.000+0000"
"win01.internal.tmi.com","C:",1624316040,"44.12086299378073","2021-06-21T22:54:00.000+0000"
"win02.internal.tmi.com","C:",1624316040,"37.90752197396802","2021-06-21T22:54:00.000+0000"
"win02.internal.tmi.com","C:",1624316160,"41.035905377593295","2021-06-21T22:56:00.000+0000"
"win01.internal.tmi.com","C:",1624316400,"41.680682669765595","2021-06-21T23:00:00.000+0000"
"win02.internal.tmi.com","C:",1624316460,"39.30018429556998","2021-06-21T23:01:00.000+0000"
"win01.internal.tmi.com","C:",1624316640,"39.68193556280498","2021-06-21T23:04:00.000+0000"
"win02.internal.tmi.com","C:",1624316820,"36.00106433916065","2021-06-21T23:07:00.000+0000"
"win01.internal.tmi.com","C:",1624316940,"40.3148380804617","2021-06-21T23:09:00.000+0000"
"win01.internal.tmi.com","C:",1624317120,"41.55842257508771","2021-06-21T23:12:00.000+0000"
"win02.internal.tmi.com","C:",1624317240,"39.61195204740325","2021-06-21T23:14:00.000+0000"
"win01.internal.tmi.com","C:",1624317420,"42.84474416662304","2021-06-21T23:17:00.000+0000"
"win02.internal.tmi.com","C:",1624317420,"42.70900484042944","2021-06-21T23:17:00.000+0000"
"win02.internal.tmi.com","C:",1624317720,"43.69115682683136","2021-06-21T23:22:00.000+0000"
"win01.internal.tmi.com","C:",1624317840,"40.36670068837008","2021-06-21T23:24:00.000+0000"
"win01.internal.tmi.com","C:",1624317900,"41.20980908085919","2021-06-21T23:25:00.000+0000"
"win02.internal.tmi.com","C:",1624318140,"35.21516988296033","2021-06-21T23:29:00.000+0000"
"win02.internal.tmi.com","C:",1624318260,"36.064001425150096","2021-06-21T23:31:00.000+0000"
"win01.internal.tmi.com","C:",1624318380,"36.29046010478818","2021-06-21T23:33:00.000+0000"
"win02.internal.tmi.com","C:",1624318500,"35.72293717972314","2021-06-21T23:35:00.000+0000"
"win01.internal.tmi.com","C:",1624318560,"43.9497389538426","2021-06-21T23:36:00.000+0000"
"win01.internal.tmi.com","C:",1624318860,"40.697684263674525","2021-06-21T23:41:00.000+0000"
"win02.internal.tmi.com","C:",1624318920,"38.72641822334749","2021-06-21T23:42:00.000+0000"
"win01.internal.tmi.com","C:",1624319100,"38.6561359097538","2021-06-21T23:45:00.000+0000"
"win02.internal.tmi.com","C:",1624319160,"42.899879925983775","2021-06-21T23:46:00.000+0000"
"win01.internal.tmi.com","C:",1624319340,"40.72164403484113","2021-06-21T23:49:00.000+0000"
"win02.internal.tmi.com","C:",1624319580,"36.41036790389775","2021-06-21T23:53:00.000+0000"
"win01.internal.tmi.com","C:",1624319700,"41.19599997254296","2021-06-21T23:55:00.000+0000"
"win02.internal.tmi.com","C:",1624319700,"42.73716110818431","2021-06-21T23:55:00.000+0000"
"win01.internal.tmi.com","C:",1624320000,"37.49748170502723","2021-06-22T00:00:00.000+0000"
"win02.internal.tmi.com","C:",1624320120,"43.20644028845096","2021-06-22T00:02:00.000+0000"
"win02.internal.tmi.com","C:",1624320360,"38.95071137746195","2021-06-22T00:06:00.000+0000"
"win01.internal.tmi.com","C:",1624320420,"38.87564660498158","2021-06-22T00:07:00.000+0000"
"win01.internal.tmi.com","C:",1624320780,"42.03891643713051","2021-06-22T00:13:00.000+0000"
"win02.internal.tmi.com","C:",1624320780,"39.262651309679896","2021-06-22T00:13:00.000+0000"
"win01.internal.tmi.com","C:",1624321020,"37.78643954558698","2021-06-22T00:17:00.000+0000"
"win02.internal.tmi.com","C:",1624321020,"35.72550575157489","2021-06-22T00:17:00.000+0000"
"win02.internal.tmi.com","C:",1624321200,"36.99340465854858","2021-06-22T00:20:00.000+0000"
"win01.internal.tmi.com","C:",1624321320,"41.38846985249962","2021-06-22T00:22:00.000+0000"
"win02.internal.tmi.com","C:",1624321380,"35.87190398084572","2021-06-22T00:23:00.000+0000"
"win01.internal.tmi.com","C:",1624321620,"43.869454614407736","2021-06-22T00:27:00.000+0000"
"win02.internal.tmi.com","C:",1624321680,"42.53204382290051","2021-06-22T00:28:00.000+0000"
"win01.internal.tmi.com","C:",1624321860,"41.53175799804512","2021-06-22T00:31:00.000+0000"
"win02.internal.tmi.com","C:",1624321980,"35.42363421745658","2021-06-22T00:33:00.000+0000"
"win01.internal.tmi.com","C:",1624322100,"38.01794225974218","2021-06-22T00:35:00.000+0000"
