"_time",host,index,"cpu_metric.pctIdle","tmp_epochtime"
1625860740,RedHat10,"em_metrics","94.365",1625860740
1625860800,RedHat10,"em_metrics","93.44",1625860800
1625860860,RedHat10,"em_metrics","97.5",1625860860
1625860920,RedHat10,"em_metrics","94.4",1625860920
1625860980,RedHat10,"em_metrics","91.33500000000001",1625860980
1625861040,RedHat10,"em_metrics","86.94999999999999",1625861040
1625861100,RedHat10,"em_metrics",94,1625861100
1625861160,RedHat10,"em_metrics","94.43",1625861160
1625861220,RedHat10,"em_metrics",95,1625861220
1625861280,RedHat10,"em_metrics","89.045",1625861280
1625861340,RedHat10,"em_metrics","84.525",1625861340
1625861400,RedHat10,"em_metrics",96,1625861400
1625861460,RedHat10,"em_metrics","97.465",1625861460
1625861520,RedHat10,"em_metrics","88.86",1625861520
1625861580,RedHat10,"em_metrics",96,1625861580
1625861640,RedHat10,"em_metrics","87.33500000000001",1625861640
1625861700,RedHat10,"em_metrics",89,1625861700
1625861760,RedHat10,"em_metrics","88.46499999999999",1625861760
1625861820,RedHat10,"em_metrics","90.10000000000001",1625861820
1625861880,RedHat10,"em_metrics","97.475",1625861880
1625861940,RedHat10,"em_metrics","93.94",1625861940
1625862000,RedHat10,"em_metrics","91.09",1625862000
1625862060,RedHat10,"em_metrics","89.405",1625862060
1625862120,RedHat10,"em_metrics","89.91499999999999",1625862120
1625862180,RedHat10,"em_metrics","88.91499999999999",1625862180
1625862240,RedHat10,"em_metrics","97.98500000000001",1625862240
1625862300,RedHat10,"em_metrics","99.505",1625862300
1625862360,RedHat10,"em_metrics","99.49000000000001",1625862360
1625862420,RedHat10,"em_metrics","92.35499999999999",1625862420
1625862480,RedHat10,"em_metrics","92.34",1625862480
1625862540,RedHat10,"em_metrics","92.5",1625862540
1625862600,RedHat10,"em_metrics","96.985",1625862600
1625862660,RedHat10,"em_metrics",96,1625862660
1625862720,RedHat10,"em_metrics","89.5",1625862720
1625862780,RedHat10,"em_metrics","96.41999999999999",1625862780
1625862840,RedHat10,"em_metrics","88.45",1625862840
1625862900,RedHat10,"em_metrics","87.965",1625862900
1625862960,RedHat10,"em_metrics","89.51499999999999",1625862960
1625863020,RedHat10,"em_metrics","98.505",1625863020
1625863080,RedHat10,"em_metrics",50,1625863080
1625863140,RedHat10,"em_metrics",0,1625863140
1625863200,RedHat10,"em_metrics",0,1625863200
1625863260,RedHat10,"em_metrics",0,1625863260
1625863320,RedHat10,"em_metrics",0,1625863320
1625863380,RedHat10,"em_metrics","41.175",1625863380
1625863440,RedHat10,"em_metrics","85.545",1625863440
1625863500,RedHat10,"em_metrics",78,1625863500
1625863560,RedHat10,"em_metrics","93.565",1625863560
1625863620,RedHat10,"em_metrics","99.5",1625863620
1625863680,RedHat10,"em_metrics",99,1625863680
1625863740,RedHat10,"em_metrics","95.5",1625863740
1625863800,RedHat10,"em_metrics",83,1625863800
1625863860,RedHat10,"em_metrics","89.5",1625863860
1625863920,RedHat10,"em_metrics","97.08500000000001",1625863920
1625863980,RedHat10,"em_metrics",99,1625863980
1625864040,RedHat10,"em_metrics","98.5",1625864040
1625864100,RedHat10,"em_metrics","84.59",1625864100
1625864160,RedHat10,"em_metrics","48.5",1625864160
1625864220,RedHat10,"em_metrics",0,1625864220
1625864280,RedHat10,"em_metrics",0,1625864280
1625864340,RedHat10,"em_metrics",0,1625864340
1625864400,RedHat10,"em_metrics",0,1625864400
1625864460,RedHat10,"em_metrics",0,1625864460
1625864520,RedHat10,"em_metrics",0,1625864520
1625864580,RedHat10,"em_metrics",0,1625864580
1625864640,RedHat10,"em_metrics",0,1625864640
1625864700,RedHat10,"em_metrics",0,1625864700
1625864760,RedHat10,"em_metrics",0,1625864760
