_time,memFreeMB,memUsedMB,tmp_epochtime,index,host
2021-07-08T11:32:00.000-0500,13362,2100,1625152680,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:33:00.000-0500,12933,2530,1625152710,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:34:00.000-0500,12799,2663,1625152740,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:35:00.000-0500,13028,2435,1625152770,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:36:00.000-0500,13084,2378,1625152800,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:37:00.000-0500,13195,2268,1625152830,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:38:00.000-0500,12540,2923,1625152860,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:39:00.000-0500,12830,2632,1625152890,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:40:00.000-0500,12926,2536,1625152920,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:41:00.000-0500,13031,2431,1625152950,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:42:00.000-0500,12361,3101,1625152980,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:43:00.000-0500,12755,2708,1625153010,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:44:00.000-0500,12261,3202,1625153040,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:45:00.000-0500,12505,2958,1625153070,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:46:00.000-0500,12823,2639,1625153100,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:47:00.000-0500,13050,2412,1625153130,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:48:00.000-0500,12624,2838,1625153160,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:49:00.000-0500,12199,3263,1625153190,itsi_im_metrics,EC2AMAZ-3G1B1SF
2021-07-08T11:50:00.000-0500,12786,2677,1625153220,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153250,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153280,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153310,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153340,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153370,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153400,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153430,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153460,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153490,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153520,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153550,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153580,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153610,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153640,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153670,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153700,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153730,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153760,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153790,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153820,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153850,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153880,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153910,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153940,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625153970,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154000,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154030,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154060,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154090,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154120,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154150,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154180,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154210,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154240,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154270,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154300,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154330,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154360,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154390,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154420,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154450,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154480,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154510,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154540,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154570,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154600,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154630,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154660,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154690,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154720,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154750,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154780,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154810,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154840,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154870,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154900,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154930,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154960,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625154990,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155020,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155050,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155080,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155110,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155140,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155170,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155200,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155230,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155260,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155290,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155320,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155350,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155380,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155410,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155440,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155470,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155500,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155530,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155560,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155590,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155620,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155650,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155680,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155710,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155740,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155770,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155800,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155830,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155860,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155890,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155920,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155950,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625155980,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156010,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156040,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156070,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156100,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156130,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156160,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156190,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156220,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156250,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156280,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156310,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156340,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156370,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156400,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156430,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156460,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156490,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156520,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156550,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156580,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156610,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156640,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156670,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156700,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156730,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156760,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156790,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156820,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156850,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156880,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156910,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156940,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625156970,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157000,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157030,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157060,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157090,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157120,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157150,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157180,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157210,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157240,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157270,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157300,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157330,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157360,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157390,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157420,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157450,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157480,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157510,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157540,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157570,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157600,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157630,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157660,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157690,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157720,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157750,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157780,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157810,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157840,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157870,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157900,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157930,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157960,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625157990,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158020,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158050,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158080,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158110,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158140,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158170,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158200,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158230,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158260,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158290,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158320,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158350,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158380,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158410,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158440,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158470,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158500,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158530,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158560,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158590,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158620,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158650,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158680,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158710,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158740,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158770,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158800,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158830,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158860,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158890,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158920,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158950,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625158980,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159010,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159040,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159070,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159100,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159130,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159160,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159190,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159220,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159250,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159280,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159310,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159340,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159370,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159400,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159430,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159460,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159490,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159520,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159550,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159580,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159610,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159640,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159670,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159700,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159730,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159760,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159790,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159820,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159850,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159880,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159910,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159940,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625159970,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160000,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160030,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160060,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160090,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160120,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160150,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160180,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160210,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160240,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160270,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160300,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160330,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160360,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160390,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160420,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160450,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160480,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160510,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160540,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160570,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160600,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160630,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160660,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160690,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160720,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160750,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160780,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160810,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160840,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160870,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160900,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160930,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160960,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625160990,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161020,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161050,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161080,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161110,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161140,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161170,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161200,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161230,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161260,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161290,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161320,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161350,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161380,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161410,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161440,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161470,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161500,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161530,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161560,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161590,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161620,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161650,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161680,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161710,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161740,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161770,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161800,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161830,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161860,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161890,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161920,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161950,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625161980,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162010,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162040,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162070,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162100,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162130,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162160,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162190,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162220,itsi_im_metrics,EC2AMAZ-3G1B1SF
