Arn,"AvailabilityZones{}.SubnetId","AvailabilityZones{}.ZoneName",CanonicalHostedZoneId,CodeSha256,CodeSize,CreateDate,CreatedTime,CreationDate,DNSName,Description,FunctionArn,FunctionName,Handler,IpAddressType,LastModified,LoadBalancerArn,LoadBalancerName,LocationConstraint,"LoggingEnabled.TargetBucket","LoggingEnabled.TargetPrefix",MemorySize,Name,PackageType,PasswordLastUsed,Path,RevisionId,Role,"Rules{}.Expiration.Days","Rules{}.ID","Rules{}.NoncurrentVersionExpiration.NoncurrentDays","Rules{}.Status",Runtime,Scheme,"SecurityGroups{}","State.Code","TagSet{}.Key","TagSet{}.Value","Tags{}.Key","Tags{}.Value",Timeout,"TracingConfig.Mode",Type,UserId,UserName,Version,VpcId,"_raw","_time","account_id",adefaultForAz,"allocation_id","ami_launch_index",architecture,"association_id","associations{}.id","associations{}.subnet_id","attach_data.attach_time","attach_data.deleteOnTermination","attach_data.device","attach_data.id","attach_data.instance_id","attach_data.status","availability_zone","availability_zones{}","available_ip_address_count","aws_account_id","cidr_block","classic_link_enabled","client_token","cpu_cores","create_time","created_time","custom_tag","custom_tag_str",default,description,"dhcp_options_id",dns,"dns_name",domain,"ebs_optimized",encrypted,eventtype,fingerprint,"group_name","health_check.healthy_threshold","health_check.interval","health_check.target","health_check.timeout","health_check.unhealthy_threshold",host,hypervisor,"hypervisor_name",id,identity,"image_id","image_name",index,"instance_id","instance_lifecycle","instance_profile","instance_profile.arn","instance_profile.id","instance_tenancy","instance_type","instances{}.id","instances{}.instance_id","instances{}.state",iops,ip,"ip_address","is_default","is_public",item,kernel,"kernel_id","key_name","launch_time",linecount,"listeners{}.instance_port","listeners{}.instance_protocol","listeners{}.load_balancer_port","listeners{}.protocol","listeners{}.ssl_certificate_id",location,mapPublicIpOnLaunch,"mem_capacity",monitored,monitoring,"monitoring_state",name,"network_interface_id","network_interface_owner_id","nt_host","owner_alias","owner_id",persistent,placement,"placement_group","placement_tenancy",platform,"power_state","previous_state","previous_state_code","private_dns_name","private_ip_address","product_codes{}",progress,"public_dns_name","public_ip","ramdisk_id",reason,region,"root_device_name","root_device_type","security_groups{}",size,"snapshot_id",source,sourceDestCheck,"source_security_group.name",sourcetype,"splunk_server","splunk_server_group","spot_instance_request_id","sriov_net_support",startDate,"start_time",state,"state_code",status,"storage_capacity","subnet_id","subnets{}",tag,"tag::eventtype","tags.Name","tags.Owner","tags.Project","tags.aws:autoscaling:groupName","tags.aws:cloudformation:logical-id","tags.aws:cloudformation:stack-id","tags.aws:cloudformation:stack-name","tags.aws:ec2:fleet-id","tags.aws:ec2launchtemplate:id","tags.aws:ec2launchtemplate:version","tags.elbv2.k8s.aws/cluster","tags.ingress.k8s.aws/resource","tags.ingress.k8s.aws/stack","tags.k8s.io/cluster-autoscaler/enabled","tags.k8s.io/cluster-autoscaler/splunktshirtco-prod","tags.kubernetes.io/cluster/splunktshirtco-prod","tags.kubernetes.io/cluster/team1-o11ydemo","tags.kubernetes.io/role/elb","tags.kubernetes.io/role/internal-elb","tags.sim_realm","tags.sim_token","tags{}.Key","tags{}.Value",timestamp,"tmp_epochtime",type,"user_id","user_name",vendor,"vendor_account","vendor_product","vendor_region","virtual_network_id","virtual_subnet_id","virtualization_type","vm_id","vm_name","vm_os","vm_size","volume_id","volume_size","vpc_id",zone
,,,,,,,,"2020-07-30T21:57:10.000Z",,,,,,,,,,"us-east-1",,,,botndata,,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botndata"", ""CreationDate"": ""2020-07-30T21:57:10.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.770+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.770807",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2021-08-18T14:40:13.000Z",,,,,,,,,,"us-east-1",,,,botnbilling,,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botnbilling"", ""CreationDate"": ""2021-08-18T14:40:13.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.681+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.6815007",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2021-01-15T00:12:56.000Z",,,,,,,,,,"us-east-1",,,,"botn-event-data",,,,,,30,"botn-event-data",,Enabled,,,,,,,,,,,,,,,,"{""Name"": ""botn-event-data"", ""CreationDate"": ""2021-01-15T00:12:56.000Z"", ""account_id"": ""247484057327"", ""Rules"": [{""Expiration"": {""Days"": 30}, ""ID"": ""botn-event-data"", ""Status"": ""Enabled""}], ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.590+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.5907338",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2020-12-10T17:42:10.000Z",,,,,,,,,,"us-east-1",,,,"botn-data-roberttestevent-11122020",,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botn-data-roberttestevent-11122020"", ""CreationDate"": ""2020-12-10T17:42:10.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.494+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.4942238",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2021-01-15T00:14:50.000Z",,,,,,,,,,"us-east-1",,,,"botn-data-jontestevent-1610602200",,,,,,1,"jon-1day-delete",,Enabled,,,,,,,,,,,,,,,,"{""Name"": ""botn-data-jontestevent-1610602200"", ""CreationDate"": ""2021-01-15T00:14:50.000Z"", ""account_id"": ""247484057327"", ""Rules"": [{""Expiration"": {""Days"": 1}, ""ID"": ""jon-1day-delete"", ""Status"": ""Enabled""}], ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.390+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.3903322",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2020-11-13T00:11:03.000Z",,,,,,,,,,"us-east-1",,,,"botn-data-golden",,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botn-data-golden"", ""CreationDate"": ""2020-11-13T00:11:03.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.240+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.240437",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2021-01-14T23:27:19.000Z",,,,,,,,,,"us-east-1",,,,"botn-data-botn-jon-1610602228",,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botn-data-botn-jon-1610602228"", ""CreationDate"": ""2021-01-14T23:27:19.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.166+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.1668012",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2021-01-14T22:57:10.000Z",,,,,,,,,,"us-east-1",,,,"botn-data-botn-jon-1610602222",,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botn-data-botn-jon-1610602222"", ""CreationDate"": ""2021-01-14T22:57:10.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.096+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.0965002",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2021-01-14T22:47:36.000Z",,,,,,,,,,"us-east-1",,,,"botn-data-botn-jon-1610602220",,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botn-data-botn-jon-1610602220"", ""CreationDate"": ""2021-01-14T22:47:36.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:33.015+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120653.0157177",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2021-01-14T22:14:30.000Z",,,,,,,,,,"us-east-1",,,,"botn-data-botn-jon-1610602212",,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botn-data-botn-jon-1610602212"", ""CreationDate"": ""2021-01-14T22:14:30.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:32.931+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120652.9310658",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
,,,,,,,,"2021-01-14T22:11:59.000Z",,,,,,,,,,"us-east-1",,,,"botn-data-botn-jon-1610602210",,,,,,,,,,,,,,,,,,,,,,,,,"{""Name"": ""botn-data-botn-jon-1610602210"", ""CreationDate"": ""2021-01-14T22:11:59.000Z"", ""account_id"": ""247484057327"", ""LocationConstraint"": ""us-east-1"", ""region"": ""us-east-1""}","2021-10-01T20:37:32.842+0000",247484057327,,,,,,,,,,,,,,,,,247484057327,,,,,,,,,,,,,,,,,,,,,,,,,"ip-172-31-22-94.ec2.internal",,,,,,,aws,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"us-east-1",,,,,,"us-east-2:s3_buckets",,,"aws:description","ip-172-31-29-27.ec2.internal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"1633120652.842647",,,,AWS,247484057327,,"us-east-1",,,,,,Unknown,,,,,
