epoch,_time,customer,amount,os,location,vendor,operation,responseTime,action,appVersion
1555101032,2019/04/12 16:30:32 EDT,Shelley,171,Android 7.1,rabbit hole,ButterCupPay,receive,9,authorized,4.3
1555117346,2019/04/12 21:02:26 EDT,Rhea,282,IOS 12.2,barnsville,SplunkPay,transmit,10,crash,4.1
1555103305,2019/04/12 17:08:25 EDT,Aline,122,Android 8.0,garden,ButterCupPay,receive,7,authorized,4.2
1555103889,2019/04/12 17:18:09 EDT,Zephr,488,Android 8.0,rose,SplunkPay,transmit,9,authorized,4.3
1555099434,2019/04/12 16:03:54 EDT,George,256,IOS 11,rabbit hole,SplunkPay,receive,5,authorized,4.2
1555084007,2019/04/12 11:46:47 EDT,Yoko,205,IOS 11,rabbit hole,ButterCupPay,receive,10,authorized,4.3
1555094451,2019/04/12 14:40:51 EDT,Rajah,188,Windows 10,rabbit hole,MoonPay,receive,2,authorized,4.1
1555118723,2019/04/12 21:25:23 EDT,Asher,344,Android 8.0,garden,MoonPay,transmit,3,crash,4.2
1555119662,2019/04/12 21:41:02 EDT,Otto,265,Android 7.1,oaktree,SplunkPay,payment,2,authorized,4.1
1555089682,2019/04/12 13:21:22 EDT,Dylan,392,IOS 10.4,barnsville,MoonPay,transmit,4,authorized,4.1
1555107006,2019/04/12 18:10:06 EDT,Cailin,128,IOS 10.4,oaktree,MoonPay,transmit,5,authorized,4.1
1555094690,2019/04/12 14:44:50 EDT,Wayne,231,IOS 12.2,rose,MoonPay,payment,4,crash,4.2
1555074485,2019/04/12 09:08:05 EDT,Kaseem,84,Android 8.0,garden,MoonPay,transmit,5,authorized,4.3
1555091169,2019/04/12 13:46:09 EDT,Hayden,573,Android 8.0,barnsville,MoonPay,payment,3,authorized,4.3
1555074703,2019/04/12 09:11:43 EDT,Melvin,486,Android 7.1,barnsville,ButterCupPay,transmit,5,authorized,4.2
1555075792,2019/04/12 09:29:52 EDT,Mariam,87,IOS 11,garden,ButterCupPay,receive,2,authorized,4.1
1555116680,2019/04/12 20:51:20 EDT,Zelenia,310,IOS 10.4,garden,MoonPay,receive,2,authorized,4.2
1555101831,2019/04/12 16:43:51 EDT,Cleo,71,Android 7.1,oaktree,MoonPay,transmit,10,authorized,4.2
1555097620,2019/04/12 15:33:40 EDT,Jaime,268,Android 8.0,garden,MoonPay,transmit,2,authorized,4.2
1555106571,2019/04/12 18:02:51 EDT,Caleb,379,IOS 10.4,oaktree,ButterCupPay,receive,9,error,4.3
1555086732,2019/04/12 12:32:12 EDT,Jordan,308,Android 7.1,rabbit hole,ButterCupPay,receive,9,authorized,4.2
1555108657,2019/04/12 18:37:37 EDT,Kareem,198,Android 8.0,barnsville,MoonPay,receive,5,authorized,4.3
1555112662,2019/04/12 19:44:22 EDT,Ruth,261,Android 8.0,rose,ButterCupPay,receive,9,authorized,4.1
1555077406,2019/04/12 09:56:46 EDT,Kaseem,419,Windows 10,oaktree,ButterCupPay,receive,5,authorized,4.3
1555089626,2019/04/12 13:20:26 EDT,Jesse,447,Android 7.1,rose,ButterCupPay,payment,6,authorized,4.2
1555108562,2019/04/12 18:36:02 EDT,Kameko,309,Windows 10,rabbit hole,SplunkPay,transmit,4,authorized,4.3
1555091621,2019/04/12 13:53:41 EDT,Alice,573,IOS 10.4,oaktree,ButterCupPay,receive,2,denial,4.2
1555083240,2019/04/12 11:34:00 EDT,Quail,103,Windows 10,oaktree,ButterCupPay,receive,9,authorized,4.3
1555112571,2019/04/12 19:42:51 EDT,Beau,81,IOS 10.4,rose,SplunkPay,receive,7,authorized,4.1
1555112706,2019/04/12 19:45:06 EDT,Lane,85,IOS 12.2,rabbit hole,ButterCupPay,payment,6,authorized,4.1
1555116093,2019/04/12 20:41:33 EDT,Quynn,485,Windows 10,barnsville,ButterCupPay,payment,2,authorized,4.3
1555091789,2019/04/12 13:56:29 EDT,James,485,Android 7.1,garden,ButterCupPay,transmit,4,authorized,4.3
1555093864,2019/04/12 14:31:04 EDT,Jelani,256,IOS 10.4,garden,ButterCupPay,receive,10,authorized,4.1
1555082613,2019/04/12 11:23:33 EDT,Austin,112,Android 7.1,garden,MoonPay,transmit,10,authorized,4.1
1555109197,2019/04/12 18:46:37 EDT,Charles,418,Android 7.1,rabbit hole,MoonPay,transmit,2,authorized,4.1
1555118938,2019/04/12 21:28:58 EDT,Teegan,436,Android 7.1,oaktree,ButterCupPay,payment,8,authorized,4.1
1555114277,2019/04/12 20:11:17 EDT,Thor,363,IOS 11,barnsville,SplunkPay,payment,2,authorized,4.1
1555101687,2019/04/12 16:41:27 EDT,Joel,446,Android 7.1,rose,SplunkPay,payment,10,authorized,4.1
1555106638,2019/04/12 18:03:58 EDT,Regan,219,Windows 10,rabbit hole,SplunkPay,receive,2,authorized,4.1
1555122672,2019/04/12 22:31:12 EDT,Barrett,184,Windows 10,barnsville,SplunkPay,transmit,9,authorized,4.2
1555078341,2019/04/12 10:12:21 EDT,Tamara,192,IOS 11,rabbit hole,ButterCupPay,receive,4,authorized,4.2
1555087318,2019/04/12 12:41:58 EDT,Zeph,312,IOS 12.2,barnsville,ButterCupPay,payment,2,authorized,4.3
1555111978,2019/04/12 19:32:58 EDT,Hedwig,561,IOS 11,barnsville,SplunkPay,receive,10,authorized,4.1
1555077187,2019/04/12 09:53:07 EDT,Hayden,310,IOS 11,rabbit hole,MoonPay,receive,4,authorized,4.3
1555079286,2019/04/12 10:28:06 EDT,Nicholas,541,IOS 12.2,barnsville,MoonPay,payment,8,authorized,4.3
1555115223,2019/04/12 20:27:03 EDT,Mira,223,IOS 12.2,rabbit hole,SplunkPay,transmit,2,authorized,4.1
1555092427,2019/04/12 14:07:07 EDT,Gwendolyn,575,IOS 11,rose,MoonPay,payment,7,denial,4.2
1555076114,2019/04/12 09:35:14 EDT,Delilah,85,IOS 10.4,rose,MoonPay,receive,6,authorized,4.1
1555079667,2019/04/12 10:34:27 EDT,Armando,162,IOS 10.4,rose,MoonPay,receive,9,authorized,4.3
1555110106,2019/04/12 19:01:46 EDT,Galvin,162,Windows 10,rose,MoonPay,transmit,4,authorized,4.2
1555114835,2019/04/12 20:20:35 EDT,Maris,297,IOS 12.2,barnsville,ButterCupPay,receive,6,authorized,4.2
1555122683,2019/04/12 22:31:23 EDT,Noah,577,IOS 12.2,garden,SplunkPay,transmit,9,authorized,4.1
1555092976,2019/04/12 14:16:16 EDT,Michelle,155,Android 8.0,barnsville,SplunkPay,receive,6,authorized,4.2
1555119786,2019/04/12 21:43:06 EDT,Declan,102,Android 8.0,rose,MoonPay,payment,8,authorized,4.3
1555123191,2019/04/12 22:39:51 EDT,Skyler,303,Android 8.0,rose,MoonPay,transmit,7,authorized,4.3
1555113822,2019/04/12 20:03:42 EDT,Kitra,320,Android 7.1,rose,MoonPay,transmit,3,authorized,4.3
1555088075,2019/04/12 12:54:35 EDT,Erin,532,Android 8.0,rabbit hole,MoonPay,receive,10,authorized,4.1
1555111095,2019/04/12 19:18:15 EDT,Helen,443,Android 8.0,oaktree,MoonPay,payment,3,authorized,4.3
1555104354,2019/04/12 17:25:54 EDT,Odessa,538,Android 7.1,barnsville,ButterCupPay,payment,9,authorized,4.1
1555082719,2019/04/12 11:25:19 EDT,Baker,147,Windows 10,rose,ButterCupPay,receive,7,denial,4.3
1555088395,2019/04/12 12:59:55 EDT,Nyssa,269,IOS 10.4,oaktree,ButterCupPay,payment,10,authorized,4.1
1555115360,2019/04/12 20:29:20 EDT,Ferris,345,Android 7.1,rose,MoonPay,receive,5,authorized,4.1
1555104840,2019/04/12 17:34:00 EDT,Allegra,212,IOS 12.2,barnsville,ButterCupPay,payment,4,authorized,4.1
1555095409,2019/04/12 14:56:49 EDT,Uriah,306,IOS 10.4,rabbit hole,SplunkPay,transmit,9,authorized,4.2
1555099593,2019/04/12 16:06:33 EDT,Brandon,101,IOS 10.4,rabbit hole,SplunkPay,receive,8,authorized,4.2
1555096983,2019/04/12 15:23:03 EDT,Troy,521,Android 8.0,rose,MoonPay,receive,2,authorized,4.2
1555080931,2019/04/12 10:55:31 EDT,Xander,205,Android 8.0,garden,MoonPay,receive,6,authorized,4.1
1555095595,2019/04/12 14:59:55 EDT,Helen,237,IOS 12.2,oaktree,MoonPay,payment,2,authorized,4.1
1555110033,2019/04/12 19:00:33 EDT,Aileen,142,IOS 12.2,oaktree,SplunkPay,receive,4,authorized,4.2
1555088854,2019/04/12 13:07:34 EDT,Igor,351,IOS 12.2,barnsville,SplunkPay,receive,2,authorized,4.1
1555080828,2019/04/12 10:53:48 EDT,Scott,577,IOS 12.2,garden,ButterCupPay,receive,8,authorized,4.3
1555106830,2019/04/12 18:07:10 EDT,Ciaran,269,IOS 12.2,barnsville,ButterCupPay,transmit,3,authorized,4.2
1555114553,2019/04/12 20:15:53 EDT,Rama,174,IOS 11,barnsville,SplunkPay,payment,7,denial,4.1
1555097977,2019/04/12 15:39:37 EDT,Sloane,376,IOS 11,rose,SplunkPay,payment,6,authorized,4.3
1555096077,2019/04/12 15:07:57 EDT,Magee,589,IOS 10.4,oaktree,SplunkPay,transmit,6,authorized,4.3
1555099456,2019/04/12 16:04:16 EDT,Brady,323,IOS 10.4,rabbit hole,ButterCupPay,transmit,7,authorized,4.2
1555117955,2019/04/12 21:12:35 EDT,Nyssa,317,Windows 10,garden,SplunkPay,receive,4,authorized,4.3
1555102516,2019/04/12 16:55:16 EDT,Benjamin,159,IOS 11,oaktree,MoonPay,payment,9,authorized,4.2
1555121684,2019/04/12 22:14:44 EDT,Herman,578,IOS 12.2,rose,MoonPay,transmit,6,authorized,4.3
1555105352,2019/04/12 17:42:32 EDT,Sophia,401,Windows 10,barnsville,ButterCupPay,receive,4,authorized,4.1
1555116502,2019/04/12 20:48:22 EDT,Sharon,464,IOS 11,barnsville,ButterCupPay,receive,2,authorized,4.1
1555123460,2019/04/12 22:44:20 EDT,Jonah,561,IOS 10.4,oaktree,SplunkPay,transmit,7,authorized,4.1
1555080152,2019/04/12 10:42:32 EDT,Trevor,277,IOS 12.2,rabbit hole,ButterCupPay,transmit,7,authorized,4.1
1555121098,2019/04/12 22:04:58 EDT,Fuller,199,Windows 10,garden,ButterCupPay,transmit,9,crash,4.3
1555107738,2019/04/12 18:22:18 EDT,Mallory,178,Windows 10,garden,SplunkPay,receive,5,authorized,4.1
1555112282,2019/04/12 19:38:02 EDT,Penelope,576,IOS 12.2,oaktree,SplunkPay,receive,10,authorized,4.2
1555118995,2019/04/12 21:29:55 EDT,Carter,246,Android 8.0,oaktree,ButterCupPay,payment,6,authorized,4.2
1555095598,2019/04/12 14:59:58 EDT,Hector,249,IOS 12.2,rabbit hole,ButterCupPay,payment,3,authorized,4.1
1555106914,2019/04/12 18:08:34 EDT,Kelly,203,IOS 11,rabbit hole,ButterCupPay,receive,4,authorized,4.2
1555101576,2019/04/12 16:39:36 EDT,Grace,513,Windows 10,garden,MoonPay,receive,7,authorized,4.2
1555086734,2019/04/12 12:32:14 EDT,Leslie,103,Windows 10,oaktree,MoonPay,receive,4,authorized,4.1
1555105701,2019/04/12 17:48:21 EDT,Gage,164,IOS 10.4,rabbit hole,MoonPay,payment,3,authorized,4.2
1555111025,2019/04/12 19:17:05 EDT,Aurora,397,Android 7.1,oaktree,ButterCupPay,transmit,2,authorized,4.3
1555113117,2019/04/12 19:51:57 EDT,Kasimir,517,Android 7.1,rabbit hole,MoonPay,transmit,10,authorized,4.3
1555097212,2019/04/12 15:26:52 EDT,Adele,214,Android 8.0,rose,SplunkPay,receive,7,crash,4.3
1555083069,2019/04/12 11:31:09 EDT,Wynter,258,IOS 10.4,rose,SplunkPay,payment,9,authorized,4.2
1555093701,2019/04/12 14:28:21 EDT,Bianca,110,IOS 10.4,oaktree,SplunkPay,payment,8,authorized,4.1
1555087081,2019/04/12 12:38:01 EDT,Nehru,176,Android 7.1,oaktree,ButterCupPay,transmit,9,authorized,4.2
1555085409,2019/04/12 12:10:09 EDT,Quin,239,IOS 11,oaktree,ButterCupPay,receive,8,authorized,4.2
1555098883,2019/04/12 15:54:43 EDT,Hunter,240,IOS 12.2,oaktree,ButterCupPay,payment,7,authorized,4.2
1555095921,2019/04/12 15:05:21 EDT,Yoshio,409,Android 7.1,barnsville,SplunkPay,payment,6,authorized,4.3
1555112881,2019/04/12 19:48:01 EDT,Adena,482,IOS 11,rabbit hole,SplunkPay,receive,6,authorized,4.3
1555083294,2019/04/12 11:34:54 EDT,Sophia,256,Android 7.1,rabbit hole,SplunkPay,payment,6,authorized,4.2
1555120721,2019/04/12 21:58:41 EDT,Leah,276,Android 8.0,oaktree,MoonPay,transmit,2,authorized,4.2
1555110571,2019/04/12 19:09:31 EDT,Felicia,555,IOS 10.4,rose,SplunkPay,payment,4,crash,4.2
1555088707,2019/04/12 13:05:07 EDT,Nyssa,180,Android 7.1,rose,SplunkPay,payment,4,authorized,4.2
1555083193,2019/04/12 11:33:13 EDT,Nash,423,Android 7.1,rose,ButterCupPay,payment,9,authorized,4.2
1555098720,2019/04/12 15:52:00 EDT,Nyssa,449,IOS 10.4,rose,MoonPay,payment,8,authorized,4.3
1555104229,2019/04/12 17:23:49 EDT,Aline,588,Android 7.1,barnsville,SplunkPay,payment,7,authorized,4.3
1555098990,2019/04/12 15:56:30 EDT,Brittany,173,IOS 11,oaktree,MoonPay,receive,10,authorized,4.1
1555111410,2019/04/12 19:23:30 EDT,Anne,533,IOS 10.4,barnsville,ButterCupPay,receive,5,authorized,4.1
1555105326,2019/04/12 17:42:06 EDT,Josephine,121,Android 7.1,garden,MoonPay,payment,5,authorized,4.3
1555091488,2019/04/12 13:51:28 EDT,Daniel,315,Android 7.1,rabbit hole,ButterCupPay,receive,7,authorized,4.3
1555097308,2019/04/12 15:28:28 EDT,Alexa,460,Android 8.0,rose,MoonPay,receive,4,denial,4.3
1555076243,2019/04/12 09:37:23 EDT,Mollie,319,Android 7.1,rabbit hole,SplunkPay,payment,3,authorized,4.1
1555112799,2019/04/12 19:46:39 EDT,Natalie,396,Android 8.0,oaktree,SplunkPay,payment,10,authorized,4.1
1555105871,2019/04/12 17:51:11 EDT,Keefe,328,IOS 11,garden,MoonPay,payment,3,authorized,4.1
1555096273,2019/04/12 15:11:13 EDT,Christopher,66,Android 8.0,rose,MoonPay,payment,2,authorized,4.3
1555088783,2019/04/12 13:06:23 EDT,Jescie,372,Android 7.1,oaktree,MoonPay,receive,2,authorized,4.3
1555076310,2019/04/12 09:38:30 EDT,Jasmine,307,Android 7.1,rabbit hole,MoonPay,receive,7,authorized,4.2
1555101023,2019/04/12 16:30:23 EDT,Alexandra,316,IOS 11,rose,ButterCupPay,transmit,8,authorized,4.2
1555111969,2019/04/12 19:32:49 EDT,Laurel,320,IOS 11,rabbit hole,MoonPay,transmit,3,authorized,4.2
1555103688,2019/04/12 17:14:48 EDT,Quincy,45,Android 7.1,rabbit hole,MoonPay,payment,6,authorized,4.3
1555102276,2019/04/12 16:51:16 EDT,Camille,95,Android 7.1,garden,ButterCupPay,payment,3,authorized,4.1
1555080883,2019/04/12 10:54:43 EDT,Katell,71,Android 7.1,barnsville,MoonPay,transmit,8,authorized,4.3
1555082061,2019/04/12 11:14:21 EDT,Sheila,379,IOS 10.4,rose,ButterCupPay,receive,9,error,4.1
1555094417,2019/04/12 14:40:17 EDT,Nicholas,434,Windows 10,rose,MoonPay,payment,2,authorized,4.3
1555088101,2019/04/12 12:55:01 EDT,Savannah,482,IOS 10.4,rabbit hole,MoonPay,receive,5,authorized,4.3
1555087478,2019/04/12 12:44:38 EDT,Ivan,489,Android 8.0,garden,MoonPay,receive,7,authorized,4.1
1555090241,2019/04/12 13:30:41 EDT,Mikayla,235,Android 7.1,rose,SplunkPay,receive,6,authorized,4.3
1555112457,2019/04/12 19:40:57 EDT,Carol,156,IOS 12.2,rabbit hole,MoonPay,transmit,2,authorized,4.3
1555119754,2019/04/12 21:42:34 EDT,Lacy,137,Android 8.0,oaktree,ButterCupPay,transmit,6,authorized,4.1
1555101164,2019/04/12 16:32:44 EDT,Aphrodite,85,IOS 11,rose,MoonPay,transmit,3,authorized,4.1
1555096815,2019/04/12 15:20:15 EDT,Coby,187,Android 7.1,rose,MoonPay,transmit,8,authorized,4.1
1555094005,2019/04/12 14:33:25 EDT,Colleen,353,IOS 10.4,rose,SplunkPay,payment,6,authorized,4.1
1555100417,2019/04/12 16:20:17 EDT,Phoebe,576,IOS 10.4,rabbit hole,ButterCupPay,receive,9,authorized,4.1
1555112361,2019/04/12 19:39:21 EDT,Iona,204,IOS 11,rabbit hole,ButterCupPay,transmit,10,authorized,4.2
1555121884,2019/04/12 22:18:04 EDT,Tanya,338,Android 7.1,rose,ButterCupPay,transmit,5,authorized,4.2
1555112271,2019/04/12 19:37:51 EDT,Haley,262,Windows 10,rose,MoonPay,receive,8,error,4.1
1555076603,2019/04/12 09:43:23 EDT,Laith,458,Windows 10,rabbit hole,ButterCupPay,receive,6,authorized,4.1
